country,year,electricity_generation,electricity_demand,renewables_consumption,fossil_fuel_consumption,primary_energy_consumption
Switzerland,2018,66.29,64.7,98.792,154.76,321.458
Switzerland,2019,70.57,64.31,106.805,158.658,335.955
Switzerland,2020,68.5,62.94,107.5,137.713,309.602
Switzerland,2021,63.09,65.5,105.486,131.863,290.088
Switzerland,2022,61.72,64.86,90.574,143.912,297.485
Switzerland,2023,70.07,63.68,110.206,142.136,317.269
Switzerland,2024,78.37,63.97,131.772,142.694,339.266
Taiwan,2010,247.05,247.05,19.784,1162.855,1294.536
Taiwan,2011,252.15,252.15,20.643,1156.966,1290.155
Taiwan,2012,250.37,250.37,25.148,1146.566,1279.385
Taiwan,2013,252.33,252.33,25.551,1168.894,1304.708
Taiwan,2014,259.97,259.97,22.451,1200.067,1333.887
Taiwan,2015,258.14,258.14,23.399,1214.069,1332.951
Taiwan,2016,264.12,264.12,28.894,1227.9,1339.758
Taiwan,2017,270.26,270.26,27.952,1253.944,1340.768
Taiwan,2018,275.53,275.53,28.299,1254.442,1354.551
Taiwan,2019,274.18,274.18,34.586,1209.824,1328.146
Taiwan,2020,279.99,279.99,34.401,1173.605,1289.167
Taiwan,2021,291.03,291.03,40.074,1258.261,1370.345
Taiwan,2022,288.19,288.19,55.589,1198.666,1316.818
Taiwan,2023,282.28,282.28,62.644,1145.573,1256.377
Taiwan,2024,288.56,288.56,78.277,1140.805,1253.847
Thailand,2010,157.57,163.51,32.407,1145.885,1179.445
Thailand,2011,153.3,162.74,41.674,1169.192,1212.482
Thailand,2012,168.96,177.58,48.82,1242.263,1292.871
Thailand,2013,168.64,179.93,49.835,1261.473,1312.864
Thailand,2014,173.76,183.95,57.466,1298.02,1357.17
Thailand,2015,177.83,189.98,57.81,1318.1,1377.446
Thailand,2016,179.82,198.21,64.814,1338.951,1405.572
Thailand,2017,176.73,200.05,76.063,1354.329,1432.683
Thailand,2018,177.76,203.34,94.116,1381.293,1478.376
Thailand,2019,186.51,209.17,102.623,1373.846,1479.745
Thailand,2020,176.48,203.41,95.962,1280.837,1379.634
Thailand,2021,176.36,207.75,97.35,1286.562,1386.818
Thailand,2022,180.37,213.78,100.366,1284.39,1387.88
Thailand,2023,190.48,221.03,105.355,1279.415,1388.184
Thailand,2024,199.52,231.93,104.94,1312.641,1420.819
Trinidad and Tobago,2010,8.48,8.48,0.011,233.509,233.521
Trinidad and Tobago,2011,8.76,8.76,0.011,230.527,230.54
Trinidad and Tobago,2012,9.12,9.12,0.016,225.903,225.92
Trinidad and Tobago,2013,9.5,9.5,0.016,228.562,228.579
Trinidad and Tobago,2014,9.41,9.41,0.016,228.818,228.834
Trinidad and Tobago,2015,9.57,9.57,0.016,221.619,221.636
Trinidad and Tobago,2016,9.42,9.42,0.016,195.756,195.773
Trinidad and Tobago,2017,9.32,9.32,0.016,207.05,207.067
Trinidad and Tobago,2018,9.23,9.23,0.016,194.022,194.039
Trinidad and Tobago,2019,9.2,9.2,0.015,195.187,195.203
Trinidad and Tobago,2020,9.23,9.23,0.015,169.327,169.343
Trinidad and Tobago,2021,9.27,9.27,0.015,173.108,173.124
Trinidad and Tobago,2022,9.5,9.5,0.015,173.04,173.056
Trinidad and Tobago,2023,9.52,9.52,0.015,163.906,163.923
Trinidad and Tobago,2024,9.55,9.55,0.017,159.789,159.807
Turkey,2010,211.18,210.41,145.686,1098.388,1253.167
Turkey,2011,229.39,230.3,151.262,1176.488,1337.026
Turkey,2012,239.49,242.36,169.754,1241.201,1421.041
Turkey,2013,240.15,246.35,182.671,1218.907,1412.188
Turkey,2014,251.95,257.21,137.518,1309.913,1454.355
Turkey,2015,261.77,265.71,215.766,1362.281,1589.021
Turkey,2016,274.4,279.28,231.891,1426.137,1669.239
Turkey,2017,297.29,296.71,224.584,1553.371,1787.342
Turkey,2018,300.15,299.52,251.254,1526.928,1787.873
Turkey,2019,300.18,299.6,337.335,1497.633,1849.129
Turkey,2020,302.0,301.41,327.603,1482.096,1821.829
Turkey,2021,327.88,326.03,304.751,1636.802,1950.923
Turkey,2022,320.56,323.29,353.075,1604.55,1969.05
Turkey,2023,319.79,323.81,357.138,1591.713,1961.496
Turkey,2024,341.23,340.24,411.239,1667.243,2093.058
Turkmenistan,2010,16.66,14.25,0.009,246.756,246.765
Turkmenistan,2011,17.22,14.67,0.009,266.967,266.977
Turkmenistan,2012,17.75,15.03,0.011,315.561,315.572
Turkmenistan,2013,18.87,16.02,0.013,267.637,267.651
Turkmenistan,2014,20.4,17.19,0.016,283.686,283.703
Turkmenistan,2015,22.53,19.33,0.021,322.225,322.248
Turkmenistan,2016,22.53,19.33,0.025,348.638,348.665
Turkmenistan,2017,23.89,20.69,0.025,323.548,323.575
Turkmenistan,2018,25.36,22.16,0.025,365.381,365.408
Turkmenistan,2019,22.5,19.3,0.025,350.65,350.677
Turkmenistan,2020,25.76,22.56,0.025,444.235,444.261
Turkmenistan,2021,28.4,25.2,0.025,444.77,444.797
Turkmenistan,2022,32.6,23.6,0.025,471.744,471.771
Turkmenistan,2023,32.6,23.6,0.025,438.434,438.46
Turkmenistan,2024,33.01,24.01,0.025,371.138,371.164
Ukraine,2010,188.82,184.76,34.968,1152.221,1426.915
Ukraine,2011,194.95,188.66,29.08,1204.893,1474.744
Ukraine,2012,198.88,187.41,29.027,1174.961,1442.989
Ukraine,2013,194.37,184.48,39.204,1110.22,1369.568
Ukraine,2014,182.82,174.39,26.423,950.507,1208.371
Ukraine,2015,163.68,162.33,18.461,757.371,1003.408
Ukraine,2016,164.58,160.83,23.772,816.763,1049.995
Ukraine,2017,156.04,150.86,27.809,727.248,975.331
Ukraine,2018,159.86,153.79,33.007,762.677,1011.989
Ukraine,2019,154.14,150.1,30.631,715.21,957.663
Ukraine,2020,147.79,145.37,42.929,680.882,918.452
Ukraine,2021,156.44,154.4,54.635,660.588,934.935
Ukraine,2022,111.51,111.61,46.016,414.518,618.781
United Arab Emirates,2010,93.95,93.95,0.048,972.441,972.492
United Arab Emirates,2011,99.13,99.11,0.054,1020.874,1020.931
United Arab Emirates,2012,106.21,106.18,0.062,1074.033,1074.1
United Arab Emirates,2013,109.99,109.97,0.222,1131.623,1131.859
United Arab Emirates,2014,116.54,116.51,0.792,1134.349,1135.193
United Arab Emirates,2015,127.38,127.37,0.761,1222.269,1223.079
United Arab Emirates,2016,129.61,130.24,0.794,1268.676,1269.522
United Arab Emirates,2017,134.57,134.47,1.863,1209.905,1211.888
United Arab Emirates,2018,136.01,135.98,2.98,1129.555,1132.725
United Arab Emirates,2019,138.45,138.44,9.049,1207.321,1216.958
United Arab Emirates,2020,137.31,137.28,12.804,1166.78,1184.499
United Arab Emirates,2021,149.05,149.26,15.401,1197.759,1240.606
United Arab Emirates,2022,155.42,155.31,19.064,1282.422,1352.948
United Arab Emirates,2023,167.53,167.43,35.935,1309.182,1433.276
United Arab Emirates,2024,177.26,177.02,38.241,1380.582,1522.037
United Kingdom,2010,382.06,384.72,75.116,2231.316,2475.146
United Kingdom,2011,367.97,374.19,99.18,2045.831,2332.188
United Kingdom,2012,363.87,375.73,115.193,2069.352,2375.146
United Kingdom,2013,358.28,372.71,158.219,2038.486,2388.473
United Kingdom,2014,338.08,358.6,190.845,1890.725,2255.708
United Kingdom,2015,338.87,359.98,239.227,1847.762,2279.467
United Kingdom,2016,339.18,356.93,237.927,1814.012,2246.922
United Kingdom,2017,338.22,352.98,277.959,1780.515,2251.043
United Kingdom,2018,333.76,352.87,311.597,1755.417,2246.424
United Kingdom,2019,327.19,348.36,341.011,1694.126,2192.985
United Kingdom,2020,310.3,328.55,374.262,1464.439,1982.843
United Kingdom,2021,307.9,332.64,344.991,1514.853,1990.967
United Kingdom,2022,324.58,320.28,379.629,1494.374,2009.944
United Kingdom,2023,292.53,315.83,381.354,1428.648,1929.626
United Kingdom,2024,284.16,317.35,408.147,1409.699,1936.96
United States,2010,4113.94,4139.92,1458.154,22175.387,25953.547
United States,2011,4088.87,4126.12,1703.818,21752.76,25729.088
United States,2012,4040.67,4087.93,1658.88,21191.723,25047.367
United States,2013,4055.61,4113.49,1763.835,21720.932,25728.629
United States,2014,4096.01,4149.22,1815.237,21926.422,25995.914
United States,2015,4083.99,4150.66,1850.341,21655.984,25747.426
United States,2016,4087.56,4154.06,2045.8,21417.207,25727.051
United States,2017,4052.31,4108.62,2248.143,21313.416,25822.156
United States,2018,4201.55,4246.01,2300.448,22212.854,26768.988
United States,2019,4158.38,4197.42,2369.579,21948.143,26578.494
United States,2020,4043.18,4090.49,2477.656,19944.744,24630.395
United States,2021,4153.62,4192.93,2610.055,21170.129,25956.828
United States,2022,4286.89,4328.1,2865.251,21487.639,26512.51
United States,2023,4253.91,4272.81,2919.287,21127.553,26216.545
United States,2024,4391.02,4404.83,3175.228,21166.57,26528.611
Upper-middle-income countries,2010,7210.19,7199.88,4411.677,44414.914,49628.5
Upper-middle-income countries,2011,7808.31,7810.63,4516.234,47409.453,52773.184
Upper-middle-income countries,2012,8207.28,8211.0,5034.814,48873.082,54809.805
Upper-middle-income countries,2013,8758.22,8760.2,5283.865,49949.992,56183.172
Upper-middle-income countries,2014,9176.38,9183.32,5771.882,50514.594,57314.441
Upper-middle-income countries,2015,9242.93,9256.33,6088.201,50283.027,57504.746
Upper-middle-income countries,2016,9632.88,9641.04,6523.511,50378.066,58173.43
Upper-middle-income countries,2017,10175.05,10182.54,6992.212,51699.324,60071.996
Upper-middle-income countries,2018,10841.95,10840.55,7608.08,52978.41,62102.965
Upper-middle-income countries,2019,11225.98,11224.359,8303.737,54301.57,64298.07
Upper-middle-income countries,2020,11445.45,11459.149,8749.581,54074.156,64544.41
Upper-middle-income countries,2021,12367.58,12382.399,9435.909,56593.965,67919.172
Upper-middle-income countries,2022,12712.87,12731.649,10302.701,57367.465,69546.969
Upper-middle-income countries,2023,13335.38,13340.01,10966.889,59519.137,72467.195
Upper-middle-income countries,2024,14106.13,14123.939,12368.391,60385.055,74834.484
Uzbekistan,2010,51.97,50.8,21.334,502.924,525.662
Uzbekistan,2011,52.8,52.07,14.822,534.178,549.961
Uzbekistan,2012,53.0,52.33,16.379,526.032,543.457
Uzbekistan,2013,54.61,53.73,16.036,528.499,545.587
Uzbekistan,2014,55.75,54.97,15.738,549.413,566.169
Uzbekistan,2015,57.41,56.12,15.242,523.942,540.155
Uzbekistan,2016,58.71,57.21,17.247,502.356,520.732
Uzbekistan,2017,60.84,60.2,19.84,516.624,537.744
Uzbekistan,2018,63.15,62.76,14.687,523.388,539.008
Uzbekistan,2019,63.56,64.87,16.051,526.279,543.371
Uzbekistan,2020,66.53,69.05,12.361,526.67,539.818
Uzbekistan,2021,71.44,75.03,12.464,562.676,575.917
Uzbekistan,2022,75.07,77.4,14.125,577.534,592.522
Uzbekistan,2023,76.8,79.73,18.602,580.601,600.413
Uzbekistan,2024,81.5,84.43,31.78,661.851,695.576
Venezuela,2010,113.76,113.3,199.641,744.227,957.009
Venezuela,2011,117.96,117.47,215.434,780.515,1009.919
Venezuela,2012,128.31,127.97,210.672,830.801,1054.928
Venezuela,2013,135.13,135.0,208.669,814.644,1037.009
Venezuela,2014,115.23,114.36,205.011,794.978,1013.238
Venezuela,2015,127.52,126.55,189.59,767.636,969.301
Venezuela,2016,116.94,115.83,158.482,721.23,890.084
Venezuela,2017,103.8,102.74,175.391,686.27,872.974
Venezuela,2018,99.71,98.69,162.523,555.022,727.872
Venezuela,2019,85.15,84.28,155.572,491.294,656.968
Venezuela,2020,80.51,79.86,165.955,351.342,527.86
Venezuela,2021,82.93,82.93,167.159,426.502,604.086
Venezuela,2022,82.36,82.36,168.376,467.382,646.047
Venezuela,2023,71.96,71.96,177.21,510.744,699.48
Venezuela,2024,80.13,80.13,177.697,509.976,698.546
Vietnam,2010,91.72,96.36,74.575,460.749,540.225
Vietnam,2011,101.51,105.38,106.709,483.521,597.142
Vietnam,2012,115.16,116.61,137.683,474.568,621.038
Vietnam,2013,124.46,126.79,148.249,498.152,656.124
Vietnam,2014,141.25,142.69,158.557,554.977,723.781
Vietnam,2015,161.93,162.91,142.626,658.775,810.48
Vietnam,2016,179.17,180.5,161.555,704.559,876.673
Vietnam,2017,194.72,195.43,216.395,719.698,950.026
Vietnam,2018,217.18,218.8,209.46,856.198,1078.912
Vietnam,2019,236.89,238.14,178.467,1018.165,1208.174
Vietnam,2020,244.0,245.51,209.976,1005.433,1228.728
Vietnam,2021,253.61,254.43,267.416,939.331,1223.385
Vietnam,2022,265.11,267.43,322.437,951.403,1293.495
Vietnam,2023,276.59,280.07,290.271,1066.903,1375.936
Vietnam,2024,303.58,307.18,313.791,1143.39,1476.252
World,2010,21263.75,21263.75,11784.37,121801.43,141602.047
World,2011,21972.029,21972.029,12318.797,124911.508,144913.297
World,2012,22515.66,22515.66,13101.09,126707.328,147002.422
World,2013,23155.029,23155.029,13929.002,128401.547,149599.734
World,2014,23747.07,23747.07,14629.965,129225.125,151239.172
World,2015,24002.35,24002.35,15143.938,129769.422,152357.625
World,2016,24694.51,24694.51,15981.749,130666.328,154221.484
World,2017,25441.039,25441.039,16900.693,133092.719,157625.312
World,2018,26464.49,26464.49,18004.244,136007.172,161806.125
World,2019,26832.42,26832.42,18936.256,136678.062,163694.609
World,2020,26723.369,26723.369,20040.709,130121.617,157993.891
World,2021,28259.07,28259.07,21197.068,136714.719,166043.5
World,2022,28917.76,28917.76,22657.553,138548.688,169061.531
World,2023,29665.34,29665.34,23814.445,140308.984,172238.781
World,2024,30930.23,30930.23,25979.023,142420.891,176737.094
