Feature,Importance
ebitMargin,0.081633
operatingCashFlowSales,0.081633
netMargin,0.071429
operatingMargin,0.069898
freeCashFlowPerShare,0.066327
quality_score,0.061224
operatingIncome,0.056122
grossMargin,0.053401
ebitdaMargin,0.048151
marketCap,0.045918
