datetime,price_eur_mwh,load_mw,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Gas.1,Fossil Hard coal,Fossil Oil,Fossil Oil.1,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage.1,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2020-09-01 00:00:00+02:00,39.2,44425.229999999996,4166.2775,13268.5825,8258.7975,0.0,6584.205,428.56,0.3725,16.3975,1049.7024999999999,1326.315,2040.165,134.8025,7909.045,240.1375,142.95749999999998,0.41500000000000004,708.8325,421.37,2896.435
2020-09-01 01:00:00+02:00,37.91,43094.6125,4169.505,13299.3575,8306.26,0.0,5881.8325,428.56,0.3875,16.425,1833.2825,2022.1375,2046.65,122.75,7911.6224999999995,249.18,151.1675,0.5125,713.2875,448.7025,2775.975
2020-09-01 02:00:00+02:00,35.93,42503.854999999996,4166.425,13270.6575,8274.315,0.0,5570.7575,428.895,0.3775,16.465,1800.23,2785.8375,2037.8200000000002,90.51750000000001,7914.1475,249.20499999999998,151.845,0.53,707.96,574.405,2691.6825
2020-09-01 03:00:00+02:00,34.91,42738.71,4159.38,13196.7025,8294.1875,0.0,5075.8275,428.56,0.39249999999999996,16.5475,1738.24,3200.7275,2005.51,67.5275,7915.7525000000005,249.08249999999998,151.195,0.4975,694.8675000000001,579.6075000000001,2704.8825
2020-09-01 04:00:00+02:00,35.89,43719.6475,4164.9,13232.62,8310.3575,0.0,5392.955,428.56,0.39,16.32,1765.5025,2856.3625,2006.8600000000001,139.875,7918.8175,249.03,151.1625,0.5975,697.0725,497.68,2533.8475
2020-09-01 05:00:00+02:00,38.33,47450.8825,4192.6224999999995,13214.81,8451.5875,0.0,6394.5275,428.685,0.3775,16.0425,1737.1425,1357.2350000000001,2009.7775000000001,190.455,7931.665,249.2125,150.7125,0.6000000000000001,679.8275,482.25,2500.7575
2020-09-01 06:00:00+02:00,48.08,55421.399999999994,4280.6575,13358.8875,9093.95,0.0,7851.8,428.9375,0.415,15.915,738.5550000000001,282.65,2008.1599999999999,364.93,7937.9525,253.66500000000002,152.7025,143.64499999999998,657.0525,487.76,2887.1
2020-09-01 07:00:00+02:00,59.0,60226.9875,4441.5075,13396.885,9338.475,0.0,8182.815,428.56,0.4,15.7925,1379.1875,765.15,1993.3075000000001,435.005,7933.8175,274.91,160.925,1370.95,677.6275,522.29,3440.4475
2020-09-01 08:00:00+02:00,65.26,63010.332500000004,4514.7825,13424.51,9417.25,0.0,8210.915,530.55,1.35,15.620000000000001,2462.15,1581.6175,2021.7849999999999,495.715,7926.12,275.3,155.8375,4543.3675,675.42,746.8225,2843.9825
2020-09-01 09:00:00+02:00,59.96,63683.832500000004,4479.6,13224.7675,9435.6575,0.0,8161.0175,580.025,0.0,15.3125,2247.2825,1471.7275,2025.6825,551.0425,7917.6325,274.85249999999996,155.375,8692.5275,676.5074999999999,681.3775,1642.0675
