datetime,price_eur_mwh,load_mw,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil.1,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage.1,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir.1,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,renewable_generation,fossil_generation,residual_load,hour,day_of_week,month,quarter,weekend,season
2020-10-01 10:00:00+02:00,48.68,67147.9425,4439.195,13025.1825,10072.68,6714.9675,446.0925,0.6925,24.425,2246.66,838.45,1765.975,529.8050000000001,0.0,6645.775,353.8475,158.035,12431.6275,709.355,5412.0825,6760.2300000000005,31338.915,30258.9225,35809.027500000004,10,3,10,4,0,Autumn
2020-10-01 11:00:00+02:00,40.28,68040.53,4372.674999999999,13010.2675,9718.5475,6664.7975,446.255,0.6625000000000001,23.2525,1341.26,551.79,1768.21,514.1375,0.0,6640.025,352.84000000000003,161.2375,16077.3925,737.5999999999999,5351.035,6949.57,35033.020000000004,29839.867500000004,33007.509999999995,11,3,10,4,0,Autumn
2020-10-01 12:00:00+02:00,33.7,67855.6975,4313.915,12955.165,9353.4925,6454.245,446.09,0.5675,22.29,794.4275,908.0275,1781.095,199.405,0.0,6631.7975,351.875,164.14,18337.99,741.1525,5582.6050000000005,7881.74,38096.75,29208.9925,29758.947499999995,12,3,10,4,0,Autumn
2020-10-01 13:00:00+02:00,32.92,67067.6125,4282.3,13014.865,9389.3125,6234.855,446.09,0.075,21.5925,1817.21,952.08,1795.5075,176.53,0.0,6620.825,351.0675,165.1975,18605.295,745.055,5698.297500000001,9213.335,39771.265,29085.1225,27296.347500000003,13,3,10,4,0,Autumn
2020-10-01 14:00:00+02:00,34.66,65957.545,4285.51,12957.455,9359.905,6034.67,446.09,0.0675,21.2625,1247.98,1061.835,1802.4825,424.36,0.0,6609.3475,350.6175,166.7075,16395.4525,745.06,5833.065,10105.535,38846.405,28798.12,27111.14,14,3,10,4,0,Autumn
2020-10-01 15:00:00+02:00,36.77,64599.22,4307.2025,12953.38,9494.735,6434.535,453.3775,0.08,21.37,601.71,359.5625,1800.1975,332.01,0.0,6604.3975,350.265,167.1475,12324.385,725.49,5903.28,10493.9775,35161.0525,29336.0275,29438.167500000003,15,3,10,4,0,Autumn
2020-10-01 16:00:00+02:00,40.46,63839.445,4407.4175,12923.6025,9637.38,6960.1025,452.2375,0.09,21.6975,661.885,377.4725,1790.8675,246.8375,0.0,6603.125,349.175,168.13,7537.622499999999,740.1175000000001,6077.945,10088.965,30149.655,29973.3225,33689.79,16,3,10,4,0,Autumn
2020-10-01 17:00:00+02:00,49.55,64075.535,4520.115,12871.7825,10276.1075,7280.6825,446.5175,0.13,22.065,1184.965,1040.1475,1785.9975,270.205,0.0,6598.1,332.2475,158.43,3236.965,713.5225,6130.889999999999,9412.6825,25356.855000000003,30875.090000000004,38718.68,17,3,10,4,0,Autumn
2020-10-01 18:00:00+02:00,52.59,65436.48,4558.6175,12946.93,10327.8525,7117.9475,448.02,0.085,23.255,2312.94,1629.415,1779.6125,485.34,0.0,6599.9675,323.3925,150.02249999999998,515.94,736.9675,6163.93,9467.1375,22970.577500000003,30840.750000000004,42465.9025,18,3,10,4,0,Autumn
2020-10-01 19:00:00+02:00,53.18,66891.2025,4564.405000000001,12965.9875,10670.975,7008.14,452.9825,0.0875,23.9925,3054.63,1659.6475,1776.555,517.5075,0.0,6606.5375,331.51,151.5125,1.15,736.49,6191.415,10982.7875,24033.82,31098.085,42857.3825,19,3,10,4,0,Autumn
2020-10-01 20:00:00+02:00,49.82,63636.03,4532.225,12967.4875,10314.1,6795.33,453.61,0.0849999999999999,24.4975,1832.6875,1511.7075,1776.7375000000002,299.6625,0.0,6608.195,352.7325,161.5775,0.19,740.5225,6354.425,11270.41,24233.65,30530.5275,39402.38,20,3,10,4,0,Autumn
2020-10-01 21:00:00+02:00,41.0,58871.59,4469.16,13006.552500000002,9879.995,6567.3225,453.61,0.0925,24.6025,316.98,444.7525,1782.6275,116.455,0.0,6611.285,357.6225,163.865,0.1875,723.77,6219.215,10536.69,23124.335,29907.480000000003,35747.255,21,3,10,4,0,Autumn
2020-10-01 22:00:00+02:00,38.39,54010.2075,4365.235,12964.1525,9459.4,5490.925,451.775,0.0975,24.86,490.08,168.8775,1774.7725,153.04,0.0,6621.07,358.2975,164.8125,0.145,737.585,4426.4475,8833.0125,19552.652500000004,28366.252500000002,34457.55499999999,22,3,10,4,0,Autumn
2020-10-01 23:00:00+02:00,35.9,49482.9625,4289.3525,12965.3975,9303.145,4662.014999999999,451.11,0.1,25.115,1307.1575,129.0075,1740.08,107.065,0.0,6616.625,358.36,164.8475,0.1525,792.835,2676.02,7391.6025,16204.2725,27381.6675,33278.69,23,3,10,4,0,Autumn
2020-10-02 00:00:00+02:00,32.09,46906.725,4237.3025,12923.47,8194.2275,4046.6275,451.11,0.08,25.455,968.1325,1106.955,1736.615,134.245,0.0,6621.825,356.825,163.9225,0.1625,745.8975,2440.71,6053.4400000000005,14602.475,25615.435,32304.25,0,4,10,4,0,Autumn
2020-10-02 01:00:00+02:00,32.9,45425.4725,4219.0725,12656.3825,8066.555,3604.135,451.11,0.075,25.905,940.585,1951.8875,1730.5925,138.3525,0.0,6628.285,350.5475,161.175,0.1425,744.1,1980.18,4645.8175,12714.157500000001,24778.182500000003,32711.315000000002,1,4,10,4,0,Autumn
2020-10-02 02:00:00+02:00,32.88,44676.6075,4196.58,12753.425,8105.5375,3283.6325,450.815,0.0575,26.4975,1755.92,2308.6025,1728.1174999999998,135.41,0.0,6637.275,350.525,160.1025,0.1325,744.2049999999999,1597.7375,3545.02,11202.9975,24593.41,33473.61,2,4,10,4,0,Autumn
2020-10-02 03:00:00+02:00,32.9,45041.3425,4199.7825,12766.9775,7974.875,3160.0675,451.275,0.0625,26.795,1698.9775,2554.0950000000003,1723.44,169.39249999999998,0.0,6643.887500000001,350.55,160.7125,0.1575,739.155,1085.5175,3330.5225,10508.8125,24353.195000000003,34532.53,3,4,10,4,0,Autumn
2020-10-02 04:00:00+02:00,34.71,46301.64,4225.225,12806.56,8019.9575,3489.985,451.11,0.0375,26.5625,1849.7375,2455.99,1722.465,120.71,0.0,6651.4975,350.7625,160.9675,0.165,751.145,886.69,3397.0475,10352.302500000002,24767.612500000003,35949.337499999994,4,4,10,4,0,Autumn
2020-10-02 05:00:00+02:00,37.0,49757.22,4273.1075,13018.7325,8369.5825,4150.34,451.1075,0.0375,26.1325,403.645,1664.775,1722.3075,155.6775,0.0,6656.295,358.8175,164.935,0.1625,743.2625,709.0275,4251.5075,11111.79,25989.762499999997,38645.43,5,4,10,4,0,Autumn
2020-10-02 06:00:00+02:00,48.0,57456.96,4431.235000000001,13007.8275,9950.05,5690.3825,451.1075,0.0775,23.78,1250.9075,2005.4625,1716.51,608.3824999999999,0.0,6657.055,356.1375,163.145,0.61,736.935,782.9325,5800.24,13339.91,29099.367499999997,44117.05,6,4,10,4,0,Autumn
2020-10-02 07:00:00+02:00,50.95,62944.9775,4574.295,13016.845,10227.5675,6231.5675,451.1025,0.1,21.3425,2701.4075000000003,2511.795,1707.3325,533.125,0.0,6658.5075,355.925,165.3425,315.075,731.51,961.15,7713.145,15804.122500000001,29927.082499999997,47140.854999999996,7,4,10,4,0,Autumn
2020-10-02 08:00:00+02:00,54.28,65375.83,4634.5225,12910.59,9877.56,6281.967500000001,449.4275,0.0875,20.93,1752.0,2301.945,1711.595,200.71,0.0,6656.79,355.67,163.0825,2438.95,739.935,1418.4625,9305.3025,19709.542499999996,29519.545000000002,45666.287500000006,8,4,10,4,0,Autumn
2020-10-02 09:00:00+02:00,53.1,66015.285,4600.425,12901.625,9642.96,6250.5175,448.26,0.0725,21.8525,1998.81,2266.0125,1699.16,221.77,0.0,6651.275,355.575,167.9775,6376.3225,740.9725,2170.525,9696.8325,24765.035,29243.3625,41250.25,9,4,10,4,0,Autumn
2020-10-02 10:00:00+02:00,49.21,67349.075,4509.4025,12863.165,9679.755,6065.04,449.0925,0.0666666666666666,23.79,1797.5525,2236.54,1694.235,344.1225,0.0,6640.1475,355.355,171.2575,10523.4975,742.895,2726.5175,9480.2825,29278.057500000003,29057.052499999998,38071.017499999994,10,4,10,4,0,Autumn
2020-10-02 11:00:00+02:00,46.95,67675.47,4452.2875,12695.605,9466.4575,5451.6900000000005,449.095,0.05,23.8775,565.9875,692.0175,1707.0725,261.29,0.0,6627.485,355.08,170.45499999999998,14154.3075,738.14,3087.9525,10496.3525,34159.262500000004,28062.847500000003,33516.2075,11,4,10,4,0,Autumn
2020-10-02 12:00:00+02:00,40.02,67894.865,4373.955,12166.6325,8040.1,4136.53,448.6,0.0725,23.35,186.5725,1129.0225,1719.095,177.8025,0.0,6608.47,355.0,165.725,16397.445,745.17,3396.245,12516.68,38581.222499999996,24791.8625,29313.64250000001,12,4,10,4,0,Autumn
2020-10-02 13:00:00+02:00,35.28,66763.1125,4318.335,10431.895,7212.9875,3228.8625,448.5975,0.0675,22.2275,497.37,314.9825,1725.94,318.1725,0.0,6595.8325,354.83,165.215,16211.86,734.7975,4325.1225,14206.03,41105.46,21322.342500000002,25657.652500000004,13,4,10,4,0,Autumn
2020-10-02 14:00:00+02:00,33.41,64853.765,4301.32,9607.75,6923.3125,3011.3225,448.6,0.08,22.07,545.99,223.0875,1723.18,163.0925,0.0,6551.3375,354.61249999999995,169.23250000000002,13946.6975,728.6675,5424.115,16561.42,42119.825,19990.985,22733.940000000002,14,4,10,4,0,Autumn
2020-10-02 15:00:00+02:00,33.26,64392.2375,4322.6125,9743.28,6486.92,2957.69,447.8925,0.0925,21.605,289.92,466.355,1720.845,63.0325,0.0,6531.5375,354.525,164.82,10762.8525,731.9825000000001,5906.23,20134.9775,42910.55,19635.7825,21481.6875,15,4,10,4,0,Autumn
2020-10-02 16:00:00+02:00,34.59,63658.8425,4378.525,10067.6175,6264.95,2766.1525,448.6,0.095,21.695,418.7625,542.7175,1708.4625,82.2075,0.0,6533.5175,354.45,164.0675,6681.555,725.5775,5945.235000000001,22644.705,41440.69,19547.32,22218.152499999997,16,4,10,4,0,Autumn
2020-10-02 17:00:00+02:00,34.71,63795.4725,4488.422500000001,10652.84,6394.3725,2956.035,448.2675,0.0775,21.805,450.5575,383.455,1699.09,131.51,0.0,6536.99,354.2625,164.9225,2710.4125,728.825,6119.5325,23961.61,39110.5775,20451.515000000003,24684.895000000004,17,4,10,4,0,Autumn
2020-10-02 18:00:00+02:00,34.36,64683.1875,4542.73,10672.2675,6544.7725,2763.36,448.6,0.0875,21.6825,885.1575,104.1625,1689.74,319.0425,0.0,6545.735000000001,354.14,168.015,395.41,743.0174999999999,6204.01,25282.82,38433.7525,20429.0,26249.434999999998,18,4,10,4,0,Autumn
2020-10-02 19:00:00+02:00,44.59,66154.55249999999,4557.0125,10386.525,6550.6025,2565.785,447.39,0.0975,22.0,1238.52,167.9625,1685.505,209.325,0.0,6536.825,354.0675,168.425,0.395,739.8775,6247.615,27474.985,40174.837499999994,19950.302499999998,25979.714999999997,19,4,10,4,0,Autumn
2020-10-02 20:00:00+02:00,29.03,62708.7375,4486.2275,8501.279999999999,5817.1675,2144.885,448.6,0.0875,21.85,158.985,724.5775,1689.02,108.765,0.0,6572.135,354.1925,168.01,0.2275,792.9350000000001,6071.1475,28628.825,40984.2125,16911.932499999995,21724.525,20,4,10,4,0,Autumn
2020-10-02 21:00:00+02:00,17.36,58076.6625,4403.5675,6760.87,4937.06,1843.635,448.6,0.0849999999999999,21.7925,203.4025,1292.3375,1683.7525,154.48250000000002,0.0,6570.2525,354.365,169.95,0.3125,801.83,5920.8275,28674.9875,40837.93,13990.165,17238.7325,21,4,10,4,0,Autumn
2020-10-02 22:00:00+02:00,14.56,54281.055,4341.505,5382.305,3972.6475,1738.815,448.6,0.0975,22.0125,1673.16,685.3675000000001,1683.2275,144.0675,0.0,6523.255,345.3025,164.85750000000002,0.2075,800.085,5887.77,27074.575,39131.3525,11542.3675,15149.7025,22,4,10,4,0,Autumn
2020-10-02 23:00:00+02:00,0.11,50568.96,4296.675,4822.93,3761.64,1630.0125,449.0175,0.0775,21.475,1684.9,1292.555,1683.2225,66.91499999999999,0.0,6465.7075,332.5425,158.9475,0.2025,803.4325,5879.31,26065.1575,37991.482500000006,10663.6,12577.477499999994,23,4,10,4,0,Autumn
2020-10-03 00:00:00+02:00,0.07,47439.9625,4242.2175,4468.4925,3469.075,1596.7875,448.6,0.0975,22.0775,1389.26,1163.0925,1685.9925,116.795,0.0,6457.085,281.2025,159.345,0.1625,745.79,5821.9125,24854.635,36721.715,9982.955,10718.247500000005,0,5,10,4,1,Autumn
2020-10-03 01:00:00+02:00,0.12,45234.08,4228.1325,4306.575,3481.15,1563.1025,448.6,0.0925,22.6375,1860.06,1020.68,1688.675,252.1325,0.0,6510.395,279.1425,157.9775,0.155,748.88,5858.8025,23578.145,35606.042499999996,9799.4275,9628.037500000006,1,5,10,4,1,Autumn
2020-10-03 02:00:00+02:00,-5.29,43777.895,4204.7575,4272.0975,3476.6875,1545.44,448.6,0.1025,21.7025,1842.1025,1296.42,1691.0775,227.0525,0.0,6475.0775,278.7975,155.9925,0.1675,743.7925,6068.9475,23043.8775,35235.880000000005,9742.825,8542.014999999992,2,5,10,4,1,Autumn
2020-10-03 03:00:00+02:00,-5.73,43716.445,4194.6425,4181.3425,3485.3975,1535.225,448.6,0.0925,20.7825,1980.4575,1664.3675,1695.1925,131.3125,0.0,6461.4625,278.855,155.61,0.1725,737.1600000000001,6212.065,22723.435,34956.82,9650.565,8759.625,3,5,10,4,1,Autumn
2020-10-03 04:00:00+02:00,-0.37,43681.5925,4200.42,4181.360000000001,3496.525,1505.7525,448.6,0.095,21.0325,2184.13,1862.725,1695.315,148.29500000000002,0.0,6450.22,278.3025,155.5625,0.1875,742.11,6204.6175,22264.135,34512.969999999994,9632.237500000001,9168.622500000005,4,5,10,4,1,Autumn
2020-10-03 05:00:00+02:00,0.09,43498.7325,4206.74,4223.78,3473.2425,1475.1225,448.6,0.08,21.192500000000003,2116.5675,1028.0075,1699.69,100.7575,0.0,6474.7975,281.0625,157.4275,0.195,740.9275,6191.6975,21496.3925,33695.4725,9620.745,9803.259999999995,5,5,10,4,1,Autumn
2020-10-03 06:00:00+02:00,-0.06,43377.7875,4267.9425,4450.360000000001,3543.145,1441.1725,448.6,0.07,21.5925,1133.275,1066.06,1698.4,87.9475,0.0,6492.0425,299.92,165.29250000000002,0.545,740.2625,6187.7475,21444.29,33686.8725,9883.277500000002,9690.915,6,5,10,4,1,Autumn
2020-10-03 07:00:00+02:00,0.09,45772.87,4359.505,4424.4675,3520.48,1401.85,448.6,0.065,21.855,414.5625,1501.955,1705.0275,150.68,0.0,6539.485,299.9625,166.4275,291.4775,739.4875,6288.945,20736.535,33532.17,9795.397500000001,12240.700000000004,7,5,10,4,1,Autumn
2020-10-03 08:00:00+02:00,11.58,48824.4,4447.950000000001,5015.7275,3541.065,1410.5575,448.6,0.05,21.625,1000.7225,2269.2725,1714.645,142.1575,0.0,6593.08,299.935,167.6775,2093.495,745.3325,6284.8375,19910.8625,34593.9475,10415.949999999999,14230.4525,8,5,10,4,1,Autumn
2020-10-03 09:00:00+02:00,20.31,51497.51,4472.985000000001,5443.4325,3589.8275,1422.35,449.02,0.0575,21.3575,1388.13,2365.035,1719.8975,154.5675,0.0,6589.115,310.9175,169.255,5333.3,736.51,6273.0075,18866.6675,36820.425,10904.630000000001,14677.085,9,5,10,4,1,Autumn
2020-10-03 10:00:00+02:00,16.65,53748.525,4437.5675,5838.1925,3606.7025,1441.8625,448.6,0.035,20.7025,593.5825,1348.515,1731.9375,193.6325,0.0,6590.27,309.55,169.7625,8645.7275,732.325,6166.785,17439.7,38615.35,11335.3575,15133.175000000003,10,5,10,4,1,Autumn
2020-10-03 11:00:00+02:00,23.62,55317.72,4407.6025,5912.3325,3704.9175,1475.0075,448.9775,0.0424999999999999,21.56,1621.325,259.7125,1739.265,399.4175,0.0,6594.4875,311.0275,168.4975,10425.5775,732.1375,5983.907499999999,17455.925,40411.695,11541.235,14906.025000000001,11,5,10,4,1,Autumn
2020-10-03 12:00:00+02:00,25.23,55588.13,4327.1525,6081.9525,3709.56,1511.9025,448.6,0.0275,23.155,2486.7025,352.515,1747.16,470.155,0.0,6595.6125,310.9775,168.2525,11707.6225,723.875,5972.295,17956.665,42181.05,11752.015000000001,13407.079999999994,12,5,10,4,1,Autumn
2020-10-03 13:00:00+02:00,6.65,53652.0075,4262.385,5929.162499999999,3824.115,1510.5225,448.6025,0.0333333333333333,23.6875,1752.18,1062.9925,1753.5725,384.955,0.0,6595.63,308.0025,167.23,11746.5075,726.685,5952.365,18329.795,42429.58,11712.4025,11222.427499999998,13,5,10,4,1,Autumn
2020-10-03 14:00:00+02:00,2.75,52332.215,4275.9825,6183.685,3933.765,1511.435,461.4525,0.02,24.8275,1961.545,1805.6425,1759.4475,561.9200000000001,0.0,6596.110000000001,307.865,166.63,10620.552500000002,733.8375,5930.7225,17533.5575,40682.1825,12090.3375,11650.032499999994,14,5,10,4,1,Autumn
2020-10-03 15:00:00+02:00,13.13,50920.78,4286.3125,6480.315,4653.595,1465.575,446.6425,0.0425,25.9475,1928.6575,1835.8825,1774.0175,589.2775,0.0,6599.4825,311.0525,166.915,9368.44,771.02,5885.0275,15915.4925,37818.5675,13046.1275,13102.212500000001,15,5,10,4,1,Autumn
2020-10-03 16:00:00+02:00,25.94,50054.8225,4349.715,6737.7725,5058.5825,1508.47,450.565,0.065,26.4275,1088.7625,1670.795,1792.3575,788.6,0.0,6587.5,311.055,169.6875,6249.9575,788.1825,5954.1075,14030.6925,33165.42999999999,13755.390000000001,16889.39250000001,16,5,10,4,1,Autumn
2020-10-03 17:00:00+02:00,33.02,51682.1625,4453.967500000001,6941.0275,5536.31,1732.9675000000002,453.195,0.0725,26.4625,747.78,3276.455,1795.575,608.2,0.0,6593.515,311.11,171.5825,3242.55,780.42,6336.2975,12008.5525,28445.1425,14663.5,23237.019999999997,17,5,10,4,1,Autumn
2020-10-03 18:00:00+02:00,39.64,53168.65,4515.685,7084.365,5673.1925,1843.96,453.61,0.0675,26.48,1347.235,2450.21,1832.24,636.9375,0.0,6610.9675,310.905,171.79250000000002,543.15,782.9350000000001,6645.8475,11856.92,26030.780000000002,15055.1275,27137.87,18,5,10,4,1,Autumn
2020-10-03 19:00:00+02:00,48.92,54559.305,4538.7875,7108.34,5705.469999999999,1802.4825,451.6925,0.0525,26.83,2025.0125,2588.365,1865.9975,659.0375,0.0,6631.092500000001,310.9925,169.585,0.5925,785.0174999999999,6140.1775,13124.35,26328.942500000005,15067.984999999999,28230.362499999996,19,5,10,4,1,Autumn
2020-10-03 20:00:00+02:00,39.72,52685.3475,4490.335,7074.905,5485.0325,1736.5125,453.1125,0.0333333333333333,27.1475,1223.85,2329.56,1896.15,382.6725,0.0,6643.1675,311.02750000000003,171.1075,0.21,786.3025,5856.4025,14857.0025,27482.7725,14749.5625,25202.575000000004,20,5,10,4,1,Autumn
2020-10-03 21:00:00+02:00,34.33,50201.7825,4460.3525,6735.0875,5339.17,1522.6475,452.025,0.0675,27.4975,494.0575,2191.42,1912.6,208.285,0.0,6610.1925,311.02250000000004,170.41,0.22,801.26,5821.6325,14715.24,27118.329999999998,14048.929999999998,23083.452500000003,21,5,10,4,1,Autumn
2020-10-03 22:00:00+02:00,33.27,47751.31,4387.425,6591.79,5065.12,1434.73,453.61,0.0975,27.7975,339.86,1170.9575,1918.9725,283.9125,0.0,6653.5075,311.0875,169.12,0.1825,791.645,5429.1900000000005,14056.585,26076.267499999998,13545.25,21675.0425,22,5,10,4,1,Autumn
2020-10-03 23:00:00+02:00,31.25,44908.885,4319.265,5767.219999999999,4640.035,1420.4,452.9425,0.0775,28.2925,62.38,1338.0475,1926.0175,175.5725,0.0,6573.355,306.7075,164.1025,0.17,791.76,5501.915,13876.8275,25799.767499999998,12280.597499999998,19109.117500000004,23,5,10,4,1,Autumn
2020-10-04 00:00:00+02:00,26.77,42179.5875,4276.0975,4543.3825,4206.8125,1395.1025,453.61,0.08,28.57,30.7525,1608.385,1933.355,72.005,0.0,6491.105,299.8375,161.0125,0.1575,748.0525,4975.7625,14145.9075,25403.285,10598.907500000001,16776.3025,0,6,10,4,1,Autumn
2020-10-04 01:00:00+02:00,17.75,40455.3275,4249.125,4197.5425,3903.0375,1397.7875,452.36,0.0825,28.635,64.8375,1437.875,1929.1575,95.7925,0.0,6504.325,291.73,160.215,0.165,749.9175,4324.61,14164.465,24763.315000000002,9950.7275,15692.012499999997,1,6,10,4,1,Autumn
2020-10-04 02:00:00+02:00,14.44,38990.5775,4245.185,4066.05,3594.6675,1391.81,452.645,0.0775,28.7925,352.97,1615.6575,1926.24,74.205,0.0,6510.195,262.83500000000004,146.0675,0.1775,741.765,4102.25,14460.285,24808.342500000006,9505.1725,14182.234999999993,2,6,10,4,1,Autumn
2020-10-04 03:00:00+02:00,7.58,38647.465,4235.96,4041.59,3609.265,1388.645,452.395,0.0825,28.72,887.085,2281.445,1922.66,69.855,0.0,6431.1425,258.66,141.995,0.1875,740.0875,4119.7425,15476.9675,25825.372499999998,9491.895,12822.092499999999,3,6,10,4,1,Autumn
2020-10-04 04:00:00+02:00,2.14,38690.3025,4236.335,3998.76,3480.005,1388.4875,453.6,0.0825,28.04,1160.81,2506.2875,1916.11,56.83,0.0,5605.005,258.6175,141.965,0.2575,751.4225,4471.6425,16614.845,27296.020000000004,9320.8525,11394.282499999994,4,6,10,4,1,Autumn
2020-10-04 05:00:00+02:00,1.76,39320.97,4250.93,4012.32,3344.7925,1385.8975,453.6,0.09,27.45,1179.66,1965.64,1905.8675,61.900000000000006,0.0,5500.1375,257.1375,142.2475,0.27,743.56,5002.765,17779.8525,29001.585000000003,9196.61,10319.384999999998,5,6,10,4,1,Autumn
2020-10-04 06:00:00+02:00,1.6,39926.145,4292.76,4048.9475,3335.8125,1383.935,452.5175,0.055,27.355,1288.9475,1603.0875,1903.545,53.3225,0.0,5760.5275,262.7625,143.82,0.41,743.4300000000001,4871.8375,19743.5175,30865.392499999994,9221.2125,9060.752500000002,6,6,10,4,1,Autumn
2020-10-04 07:00:00+02:00,1.56,42532.805,4370.8525,4045.21,3482.055,1386.04,453.2275,0.065,27.5525,1033.4425,1482.95,1899.58,42.62,0.0,5951.0075,269.2325,146.85750000000002,311.8675,741.125,5464.51,20904.0875,32993.5175,9366.532500000001,9539.287499999999,7,6,10,4,1,Autumn
2020-10-04 08:00:00+02:00,2.52,45792.9775,4429.827499999999,4247.2,3478.3625,1401.965,452.8725,0.0525,26.64,984.405,1816.345,1900.335,37.645,0.0,6406.1725,264.09,145.895,2820.8450000000003,744.12,5539.5375,22083.0975,36811.287500000006,9580.4,8981.689999999995,8,6,10,4,1,Autumn
2020-10-04 09:00:00+02:00,-0.09,49026.5025,4445.66,4230.585,3413.6075,1408.3925,467.995,0.07,25.375,1086.0425,1472.5675,1852.6975,51.47,0.0,6499.28,264.13,147.7525,7405.805,728.915,5290.98,22151.4325,41198.045,9520.58,7828.457500000004,9,6,10,4,1,Autumn
2020-10-04 10:00:00+02:00,-0.98,51747.6375,4394.3275,4081.35,3428.0975,1424.23,453.6,0.0525,21.245,1711.07,2717.475,1809.04,47.1675,0.0,6442.8525,260.475,148.57,12669.3725,727.715,4816.567499999999,23091.1625,46827.6375,9387.2775,4920.0,10,6,10,4,1,Autumn
2020-10-04 11:00:00+02:00,-9.96,54713.485,4363.615,4075.8825,3418.795,1425.0175,453.1825,0.065,20.65,1834.8325,2990.7425000000003,1829.275,51.5125,0.0,6216.8275,248.5675,147.3625,16714.1675,644.1800000000001,4155.6775,24182.9725,51297.219999999994,9372.8775,3416.2650000000067,11,6,10,4,1,Autumn
