datetime,solar_mwh,wind_onshore_mwh,wind_offshore_mwh,wind_total_mwh,country
2021-01-01 00:00:00,0.0,2.6,0.0,2.6,italy
2021-01-01 01:00:00,0.0,2.75,0.0,2.75,italy
2021-01-01 02:00:00,0.0,2.63,0.0,2.63,italy
2021-01-01 03:00:00,0.0,2.62,0.0,2.62,italy
2021-01-01 04:00:00,0.0,2.61,0.0,2.61,italy
2021-01-01 05:00:00,0.0,2.47,0.0,2.47,italy
2021-01-01 06:00:00,0.0,2.52,0.0,2.52,italy
2021-01-01 07:00:00,0.08,2.42,0.0,2.42,italy
2021-01-01 08:00:00,0.82,2.39,0.0,2.39,italy
2021-01-01 09:00:00,2.02,2.32,0.0,2.32,italy
2021-01-01 10:00:00,2.34,2.59,0.0,2.59,italy
2021-01-01 11:00:00,2.75,2.85,0.0,2.85,italy
2021-01-01 12:00:00,3.09,3.11,0.0,3.11,italy
2021-01-01 13:00:00,2.55,3.42,0.0,3.42,italy
2021-01-01 14:00:00,1.64,3.69,0.0,3.69,italy
2021-01-01 15:00:00,0.68,3.51,0.0,3.51,italy
2021-01-01 16:00:00,0.08,3.09,0.0,3.09,italy
2021-01-01 17:00:00,0.0,3.04,0.0,3.04,italy
2021-01-01 18:00:00,0.0,3.18,0.0,3.18,italy
2021-01-01 19:00:00,0.0,3.55,0.0,3.55,italy
2021-01-01 20:00:00,0.0,3.71,0.0,3.71,italy
2021-01-01 21:00:00,0.0,3.86,0.0,3.86,italy
2021-01-01 22:00:00,0.0,3.93,0.0,3.93,italy
2021-01-01 23:00:00,0.0,4.12,0.0,4.12,italy
2021-01-02 00:00:00,0.0,4.22,0.0,4.22,italy
2021-01-02 01:00:00,0.0,4.34,0.0,4.34,italy
2021-01-02 02:00:00,0.0,4.35,0.0,4.35,italy
2021-01-02 03:00:00,0.0,4.38,0.0,4.38,italy
2021-01-02 04:00:00,0.0,4.57,0.0,4.57,italy
2021-01-02 05:00:00,0.0,4.71,0.0,4.71,italy
2021-01-02 06:00:00,0.0,4.74,0.0,4.74,italy
2021-01-02 07:00:00,0.03,4.88,0.0,4.88,italy
2021-01-02 08:00:00,0.36,4.99,0.0,4.99,italy
2021-01-02 09:00:00,1.4,4.84,0.0,4.84,italy
2021-01-02 10:00:00,2.12,5.15,0.0,5.15,italy
2021-01-02 11:00:00,2.22,5.45,0.0,5.45,italy
2021-01-02 12:00:00,1.87,5.97,0.0,5.97,italy
2021-01-02 13:00:00,1.77,5.28,0.0,5.28,italy
2021-01-02 14:00:00,1.49,5.05,0.0,5.05,italy
2021-01-02 15:00:00,0.78,4.81,0.0,4.81,italy
2021-01-02 16:00:00,0.09,4.55,0.0,4.55,italy
2021-01-02 17:00:00,0.0,4.43,0.0,4.43,italy
2021-01-02 18:00:00,0.0,4.26,0.0,4.26,italy
2021-01-02 19:00:00,0.0,4.15,0.0,4.15,italy
2021-01-02 20:00:00,0.0,3.87,0.0,3.87,italy
2021-01-02 21:00:00,0.0,3.45,0.0,3.45,italy
2021-01-02 22:00:00,0.0,3.3,0.0,3.3,italy
2021-01-02 23:00:00,0.0,3.04,0.0,3.04,italy
2021-01-03 00:00:00,0.0,2.96,0.0,2.96,italy
2021-01-03 01:00:00,0.0,3.19,0.0,3.19,italy
2021-01-03 02:00:00,0.0,3.26,0.0,3.26,italy
2021-01-03 03:00:00,0.0,2.98,0.0,2.98,italy
2021-01-03 04:00:00,0.0,2.76,0.0,2.76,italy
2021-01-03 05:00:00,0.0,3.17,0.0,3.17,italy
2021-01-03 06:00:00,0.0,3.49,0.0,3.49,italy
2021-01-03 07:00:00,0.05,3.12,0.0,3.12,italy
2021-01-03 08:00:00,0.57,3.28,0.0,3.28,italy
2021-01-03 09:00:00,1.6,3.62,0.0,3.62,italy
2021-01-03 10:00:00,2.61,3.16,0.0,3.16,italy
2021-01-03 11:00:00,3.65,3.06,0.0,3.06,italy
2021-01-03 12:00:00,3.27,4.02,0.0,4.02,italy
2021-01-03 13:00:00,2.43,4.21,0.0,4.21,italy
2021-01-03 14:00:00,1.96,3.67,0.0,3.67,italy
2021-01-03 15:00:00,0.9,3.65,0.0,3.65,italy
2021-01-03 16:00:00,0.07,4.01,0.0,4.01,italy
2021-01-03 17:00:00,0.0,3.49,0.0,3.49,italy
2021-01-03 18:00:00,0.0,3.18,0.0,3.18,italy
2021-01-03 19:00:00,0.0,2.77,0.0,2.77,italy
2021-01-03 20:00:00,0.0,2.85,0.0,2.85,italy
2021-01-03 21:00:00,0.0,2.73,0.0,2.73,italy
2021-01-03 22:00:00,0.0,2.65,0.0,2.65,italy
2021-01-03 23:00:00,0.0,2.3,0.0,2.3,italy
2021-01-04 00:00:00,0.0,2.0,0.0,2.0,italy
2021-01-04 01:00:00,0.0,1.64,0.0,1.64,italy
2021-01-04 02:00:00,0.0,1.14,0.0,1.14,italy
2021-01-04 03:00:00,0.0,0.89,0.0,0.89,italy
2021-01-04 04:00:00,0.0,0.97,0.0,0.97,italy
2021-01-04 05:00:00,0.0,1.15,0.0,1.15,italy
2021-01-04 06:00:00,0.0,1.1,0.0,1.1,italy
2021-01-04 07:00:00,0.03,1.04,0.0,1.04,italy
2021-01-04 08:00:00,0.63,1.04,0.0,1.04,italy
2021-01-04 09:00:00,1.74,1.19,0.0,1.19,italy
2021-01-04 10:00:00,3.27,1.45,0.0,1.45,italy
2021-01-04 11:00:00,3.28,2.02,0.0,2.02,italy
2021-01-04 12:00:00,3.46,2.2,0.0,2.2,italy
2021-01-04 13:00:00,3.41,2.4,0.0,2.4,italy
2021-01-04 14:00:00,2.69,2.56,0.0,2.56,italy
2021-01-04 15:00:00,1.55,2.31,0.0,2.31,italy
2021-01-04 16:00:00,0.13,2.24,0.0,2.24,italy
2021-01-04 17:00:00,0.0,2.31,0.0,2.31,italy
2021-01-04 18:00:00,0.0,2.29,0.0,2.29,italy
2021-01-04 19:00:00,0.0,2.18,0.0,2.18,italy
2021-01-04 20:00:00,0.0,2.27,0.0,2.27,italy
2021-01-04 21:00:00,0.0,2.4,0.0,2.4,italy
2021-01-04 22:00:00,0.0,2.35,0.0,2.35,italy
2021-01-04 23:00:00,0.0,2.09,0.0,2.09,italy
2021-01-05 00:00:00,0.0,1.85,0.0,1.85,italy
2021-01-05 01:00:00,0.0,1.7,0.0,1.7,italy
2021-01-05 02:00:00,0.0,1.67,0.0,1.67,italy
2021-01-05 03:00:00,0.0,1.72,0.0,1.72,italy
2021-01-05 04:00:00,0.0,1.88,0.0,1.88,italy
2021-01-05 05:00:00,0.0,2.05,0.0,2.05,italy
2021-01-05 06:00:00,0.0,2.27,0.0,2.27,italy
2021-01-05 07:00:00,0.07,2.44,0.0,2.44,italy
2021-01-05 08:00:00,0.61,2.67,0.0,2.67,italy
2021-01-05 09:00:00,1.35,2.76,0.0,2.76,italy
2021-01-05 10:00:00,2.0,3.18,0.0,3.18,italy
2021-01-05 11:00:00,2.2,3.52,0.0,3.52,italy
2021-01-05 12:00:00,2.51,3.91,0.0,3.91,italy
2021-01-05 13:00:00,2.81,4.04,0.0,4.04,italy
2021-01-05 14:00:00,2.14,4.13,0.0,4.13,italy
2021-01-05 15:00:00,0.87,4.36,0.0,4.36,italy
2021-01-05 16:00:00,0.09,4.31,0.0,4.31,italy
2021-01-05 17:00:00,0.0,4.46,0.0,4.46,italy
2021-01-05 18:00:00,0.0,4.2,0.0,4.2,italy
2021-01-05 19:00:00,0.0,4.38,0.0,4.38,italy
2021-01-05 20:00:00,0.0,4.59,0.0,4.59,italy
2021-01-05 21:00:00,0.0,4.52,0.0,4.52,italy
2021-01-05 22:00:00,0.0,4.58,0.0,4.58,italy
2021-01-05 23:00:00,0.0,4.4,0.0,4.4,italy
2021-01-06 00:00:00,0.0,4.08,0.0,4.08,italy
2021-01-06 01:00:00,0.0,3.94,0.0,3.94,italy
2021-01-06 02:00:00,0.0,3.76,0.0,3.76,italy
2021-01-06 03:00:00,0.0,3.87,0.0,3.87,italy
2021-01-06 04:00:00,0.0,3.63,0.0,3.63,italy
2021-01-06 05:00:00,0.0,3.63,0.0,3.63,italy
2021-01-06 06:00:00,0.0,3.6,0.0,3.6,italy
2021-01-06 07:00:00,0.02,3.51,0.0,3.51,italy
2021-01-06 08:00:00,0.71,3.31,0.0,3.31,italy
2021-01-06 09:00:00,1.78,3.39,0.0,3.39,italy
2021-01-06 10:00:00,2.63,3.53,0.0,3.53,italy
2021-01-06 11:00:00,2.59,3.32,0.0,3.32,italy
2021-01-06 12:00:00,2.59,3.24,0.0,3.24,italy
2021-01-06 13:00:00,2.38,3.14,0.0,3.14,italy
2021-01-06 14:00:00,1.81,3.18,0.0,3.18,italy
2021-01-06 15:00:00,0.95,2.86,0.0,2.86,italy
2021-01-06 16:00:00,0.12,2.38,0.0,2.38,italy
2021-01-06 17:00:00,0.0,2.3,0.0,2.3,italy
2021-01-06 18:00:00,0.0,2.24,0.0,2.24,italy
2021-01-06 19:00:00,0.0,2.34,0.0,2.34,italy
2021-01-06 20:00:00,0.0,2.62,0.0,2.62,italy
2021-01-06 21:00:00,0.0,2.28,0.0,2.28,italy
2021-01-06 22:00:00,0.0,2.15,0.0,2.15,italy
2021-01-06 23:00:00,0.0,1.95,0.0,1.95,italy
2021-01-07 00:00:00,0.0,1.92,0.0,1.92,italy
2021-01-07 01:00:00,0.0,1.59,0.0,1.59,italy
2021-01-07 02:00:00,0.0,1.19,0.0,1.19,italy
2021-01-07 03:00:00,0.0,1.04,0.0,1.04,italy
2021-01-07 04:00:00,0.0,0.89,0.0,0.89,italy
2021-01-07 05:00:00,0.0,0.66,0.0,0.66,italy
2021-01-07 06:00:00,0.0,0.55,0.0,0.55,italy
2021-01-07 07:00:00,0.02,0.57,0.0,0.57,italy
2021-01-07 08:00:00,0.63,0.63,0.0,0.63,italy
2021-01-07 09:00:00,1.57,0.72,0.0,0.72,italy
2021-01-07 10:00:00,2.26,0.87,0.0,0.87,italy
2021-01-07 11:00:00,2.22,1.0,0.0,1.0,italy
2021-01-07 12:00:00,2.3,1.12,0.0,1.12,italy
2021-01-07 13:00:00,1.69,1.33,0.0,1.33,italy
2021-01-07 14:00:00,1.37,1.43,0.0,1.43,italy
2021-01-07 15:00:00,0.63,1.54,0.0,1.54,italy
2021-01-07 16:00:00,0.06,1.73,0.0,1.73,italy
2021-01-07 17:00:00,0.0,1.96,0.0,1.96,italy
2021-01-07 18:00:00,0.0,1.98,0.0,1.98,italy
2021-01-07 19:00:00,0.0,2.03,0.0,2.03,italy
2021-01-07 20:00:00,0.0,2.02,0.0,2.02,italy
2021-01-07 21:00:00,0.0,1.83,0.0,1.83,italy
2021-01-07 22:00:00,0.0,1.69,0.0,1.69,italy
2021-01-07 23:00:00,0.0,1.6,0.0,1.6,italy
2021-01-08 00:00:00,0.0,1.57,0.0,1.57,italy
2021-01-08 01:00:00,0.0,1.49,0.0,1.49,italy
2021-01-08 02:00:00,0.0,1.25,0.0,1.25,italy
2021-01-08 03:00:00,0.0,1.15,0.0,1.15,italy
2021-01-08 04:00:00,0.0,1.22,0.0,1.22,italy
2021-01-08 05:00:00,0.0,1.39,0.0,1.39,italy
2021-01-08 06:00:00,0.0,1.5,0.0,1.5,italy
2021-01-08 07:00:00,0.03,1.72,0.0,1.72,italy
2021-01-08 08:00:00,0.61,1.61,0.0,1.61,italy
2021-01-08 09:00:00,1.79,1.54,0.0,1.54,italy
2021-01-08 10:00:00,2.85,1.62,0.0,1.62,italy
2021-01-08 11:00:00,3.21,1.79,0.0,1.79,italy
2021-01-08 12:00:00,3.7,2.06,0.0,2.06,italy
2021-01-08 13:00:00,3.87,2.22,0.0,2.22,italy
2021-01-08 14:00:00,3.06,2.25,0.0,2.25,italy
2021-01-08 15:00:00,1.38,2.06,0.0,2.06,italy
2021-01-08 16:00:00,0.19,1.94,0.0,1.94,italy
2021-01-08 17:00:00,0.0,2.39,0.0,2.39,italy
2021-01-08 18:00:00,0.0,2.84,0.0,2.84,italy
2021-01-08 19:00:00,0.0,3.15,0.0,3.15,italy
2021-01-08 20:00:00,0.0,3.09,0.0,3.09,italy
2021-01-08 21:00:00,0.0,2.92,0.0,2.92,italy
2021-01-08 22:00:00,0.0,2.91,0.0,2.91,italy
2021-01-08 23:00:00,0.0,2.67,0.0,2.67,italy
2021-01-09 00:00:00,0.0,2.51,0.0,2.51,italy
2021-01-09 01:00:00,0.0,2.57,0.0,2.57,italy
2021-01-09 02:00:00,0.0,2.59,0.0,2.59,italy
2021-01-09 03:00:00,0.0,2.91,0.0,2.91,italy
2021-01-09 04:00:00,0.0,3.02,0.0,3.02,italy
2021-01-09 05:00:00,0.0,2.92,0.0,2.92,italy
2021-01-09 06:00:00,0.0,2.74,0.0,2.74,italy
2021-01-09 07:00:00,0.01,2.75,0.0,2.75,italy
2021-01-09 08:00:00,0.3,2.84,0.0,2.84,italy
2021-01-09 09:00:00,0.95,2.78,0.0,2.78,italy
2021-01-09 10:00:00,1.4,2.63,0.0,2.63,italy
2021-01-09 11:00:00,1.61,2.4,0.0,2.4,italy
2021-01-09 12:00:00,1.52,2.61,0.0,2.61,italy
2021-01-09 13:00:00,1.37,2.63,0.0,2.63,italy
2021-01-09 14:00:00,1.02,2.56,0.0,2.56,italy
2021-01-09 15:00:00,0.5,2.52,0.0,2.52,italy
2021-01-09 16:00:00,0.09,2.34,0.0,2.34,italy
2021-01-09 17:00:00,0.0,2.32,0.0,2.32,italy
2021-01-09 18:00:00,0.0,2.43,0.0,2.43,italy
2021-01-09 19:00:00,0.0,2.51,0.0,2.51,italy
2021-01-09 20:00:00,0.0,2.63,0.0,2.63,italy
2021-01-09 21:00:00,0.0,2.34,0.0,2.34,italy
2021-01-09 22:00:00,0.0,2.2,0.0,2.2,italy
2021-01-09 23:00:00,0.0,2.17,0.0,2.17,italy
2021-01-10 00:00:00,0.0,1.95,0.0,1.95,italy
2021-01-10 01:00:00,0.0,1.78,0.0,1.78,italy
2021-01-10 02:00:00,0.0,1.84,0.0,1.84,italy
2021-01-10 03:00:00,0.0,2.03,0.0,2.03,italy
2021-01-10 04:00:00,0.0,1.7,0.0,1.7,italy
2021-01-10 05:00:00,0.0,1.71,0.0,1.71,italy
2021-01-10 06:00:00,0.0,1.69,0.0,1.69,italy
2021-01-10 07:00:00,0.0,1.87,0.0,1.87,italy
2021-01-10 08:00:00,0.23,1.98,0.0,1.98,italy
2021-01-10 09:00:00,0.66,2.07,0.0,2.07,italy
2021-01-10 10:00:00,1.12,1.91,0.0,1.91,italy
2021-01-10 11:00:00,1.19,1.64,0.0,1.64,italy
2021-01-10 12:00:00,1.37,1.59,0.0,1.59,italy
2021-01-10 13:00:00,1.5,1.62,0.0,1.62,italy
2021-01-10 14:00:00,1.23,1.75,0.0,1.75,italy
2021-01-10 15:00:00,0.54,1.73,0.0,1.73,italy
2021-01-10 16:00:00,0.09,2.09,0.0,2.09,italy
2021-01-10 17:00:00,0.0,2.66,0.0,2.66,italy
2021-01-10 18:00:00,0.0,3.04,0.0,3.04,italy
2021-01-10 19:00:00,0.0,2.9,0.0,2.9,italy
2021-01-10 20:00:00,0.0,3.12,0.0,3.12,italy
2021-01-10 21:00:00,0.0,3.32,0.0,3.32,italy
2021-01-10 22:00:00,0.0,3.29,0.0,3.29,italy
2021-01-10 23:00:00,0.0,2.95,0.0,2.95,italy
2021-01-11 00:00:00,0.0,2.74,0.0,2.74,italy
2021-01-11 01:00:00,0.0,2.71,0.0,2.71,italy
2021-01-11 02:00:00,0.0,2.64,0.0,2.64,italy
2021-01-11 03:00:00,0.0,2.69,0.0,2.69,italy
2021-01-11 04:00:00,0.0,2.59,0.0,2.59,italy
2021-01-11 05:00:00,0.0,2.3,0.0,2.3,italy
2021-01-11 06:00:00,0.0,2.11,0.0,2.11,italy
2021-01-11 07:00:00,0.01,1.94,0.0,1.94,italy
2021-01-11 08:00:00,0.62,1.76,0.0,1.76,italy
2021-01-11 09:00:00,2.14,1.4,0.0,1.4,italy
2021-01-11 10:00:00,3.67,1.1,0.0,1.1,italy
2021-01-11 11:00:00,4.17,0.99,0.0,0.99,italy
2021-01-11 12:00:00,4.07,0.96,0.0,0.96,italy
2021-01-11 13:00:00,3.91,1.03,0.0,1.03,italy
2021-01-11 14:00:00,3.02,1.04,0.0,1.04,italy
2021-01-11 15:00:00,1.57,1.02,0.0,1.02,italy
2021-01-11 16:00:00,0.26,1.05,0.0,1.05,italy
2021-01-11 17:00:00,0.0,0.92,0.0,0.92,italy
2021-01-11 18:00:00,0.0,0.76,0.0,0.76,italy
2021-01-11 19:00:00,0.0,0.68,0.0,0.68,italy
2021-01-11 20:00:00,0.0,0.6,0.0,0.6,italy
2021-01-11 21:00:00,0.0,0.63,0.0,0.63,italy
2021-01-11 22:00:00,0.0,0.62,0.0,0.62,italy
2021-01-11 23:00:00,0.0,0.65,0.0,0.65,italy
2021-01-12 00:00:00,0.0,0.81,0.0,0.81,italy
2021-01-12 01:00:00,0.0,0.95,0.0,0.95,italy
2021-01-12 02:00:00,0.0,1.09,0.0,1.09,italy
2021-01-12 03:00:00,0.0,1.36,0.0,1.36,italy
2021-01-12 04:00:00,0.0,1.61,0.0,1.61,italy
2021-01-12 05:00:00,0.0,1.72,0.0,1.72,italy
2021-01-12 06:00:00,0.0,1.8,0.0,1.8,italy
2021-01-12 07:00:00,0.03,2.01,0.0,2.01,italy
2021-01-12 08:00:00,0.74,2.0,0.0,2.0,italy
2021-01-12 09:00:00,2.26,1.99,0.0,1.99,italy
2021-01-12 10:00:00,4.09,2.22,0.0,2.22,italy
2021-01-12 11:00:00,5.68,2.43,0.0,2.43,italy
2021-01-12 12:00:00,5.51,2.44,0.0,2.44,italy
2021-01-12 13:00:00,5.3,2.33,0.0,2.33,italy
2021-01-12 14:00:00,4.16,2.17,0.0,2.17,italy
2021-01-12 15:00:00,2.05,2.09,0.0,2.09,italy
2021-01-12 16:00:00,0.35,1.89,0.0,1.89,italy
2021-01-12 17:00:00,0.0,1.92,0.0,1.92,italy
2021-01-12 18:00:00,0.0,1.91,0.0,1.91,italy
2021-01-12 19:00:00,0.0,2.1,0.0,2.1,italy
2021-01-12 20:00:00,0.0,2.46,0.0,2.46,italy
2021-01-12 21:00:00,0.0,2.75,0.0,2.75,italy
2021-01-12 22:00:00,0.0,3.08,0.0,3.08,italy
2021-01-12 23:00:00,0.0,3.51,0.0,3.51,italy
2021-01-13 00:00:00,0.0,3.92,0.0,3.92,italy
2021-01-13 01:00:00,0.0,3.93,0.0,3.93,italy
2021-01-13 02:00:00,0.0,4.35,0.0,4.35,italy
2021-01-13 03:00:00,0.0,4.68,0.0,4.68,italy
2021-01-13 04:00:00,0.0,4.6,0.0,4.6,italy
2021-01-13 05:00:00,0.0,4.7,0.0,4.7,italy
2021-01-13 06:00:00,0.0,4.81,0.0,4.81,italy
2021-01-13 07:00:00,0.08,4.41,0.0,4.41,italy
2021-01-13 08:00:00,1.11,3.6,0.0,3.6,italy
2021-01-13 09:00:00,3.36,2.96,0.0,2.96,italy
2021-01-13 10:00:00,5.67,2.79,0.0,2.79,italy
2021-01-13 11:00:00,6.6,2.73,0.0,2.73,italy
2021-01-13 12:00:00,6.73,2.97,0.0,2.97,italy
2021-01-13 13:00:00,6.21,2.92,0.0,2.92,italy
2021-01-13 14:00:00,5.03,2.85,0.0,2.85,italy
2021-01-13 15:00:00,2.41,2.75,0.0,2.75,italy
2021-01-13 16:00:00,0.44,2.91,0.0,2.91,italy
2021-01-13 17:00:00,0.0,3.39,0.0,3.39,italy
2021-01-13 18:00:00,0.0,3.92,0.0,3.92,italy
2021-01-13 19:00:00,0.0,4.06,0.0,4.06,italy
2021-01-13 20:00:00,0.0,3.83,0.0,3.83,italy
2021-01-13 21:00:00,0.0,3.57,0.0,3.57,italy
2021-01-13 22:00:00,0.0,3.09,0.0,3.09,italy
2021-01-13 23:00:00,0.0,2.57,0.0,2.57,italy
2021-01-14 00:00:00,0.0,2.27,0.0,2.27,italy
2021-01-14 01:00:00,0.0,2.29,0.0,2.29,italy
2021-01-14 02:00:00,0.0,2.36,0.0,2.36,italy
2021-01-14 03:00:00,0.0,2.79,0.0,2.79,italy
2021-01-14 04:00:00,0.0,3.44,0.0,3.44,italy
2021-01-14 05:00:00,0.0,4.21,0.0,4.21,italy
2021-01-14 06:00:00,0.0,4.96,0.0,4.96,italy
2021-01-14 07:00:00,0.08,5.66,0.0,5.66,italy
2021-01-14 08:00:00,1.09,5.62,0.0,5.62,italy
2021-01-14 09:00:00,3.07,5.65,0.0,5.65,italy
2021-01-14 10:00:00,4.91,5.93,0.0,5.93,italy
2021-01-14 11:00:00,5.75,5.93,0.0,5.93,italy
2021-01-14 12:00:00,5.88,6.12,0.0,6.12,italy
2021-01-14 13:00:00,5.36,6.14,0.0,6.14,italy
2021-01-14 14:00:00,4.25,6.05,0.0,6.05,italy
2021-01-14 15:00:00,1.95,6.05,0.0,6.05,italy
2021-01-14 16:00:00,0.32,5.67,0.0,5.67,italy
2021-01-14 17:00:00,0.0,4.78,0.0,4.78,italy
2021-01-14 18:00:00,0.0,4.45,0.0,4.45,italy
2021-01-14 19:00:00,0.0,4.28,0.0,4.28,italy
2021-01-14 20:00:00,0.0,4.07,0.0,4.07,italy
2021-01-14 21:00:00,0.0,4.13,0.0,4.13,italy
2021-01-14 22:00:00,0.0,3.83,0.0,3.83,italy
2021-01-14 23:00:00,0.0,3.39,0.0,3.39,italy
2021-01-15 00:00:00,0.0,2.96,0.0,2.96,italy
2021-01-15 01:00:00,0.0,2.69,0.0,2.69,italy
2021-01-15 02:00:00,0.0,2.47,0.0,2.47,italy
2021-01-15 03:00:00,0.0,2.18,0.0,2.18,italy
2021-01-15 04:00:00,0.0,1.87,0.0,1.87,italy
2021-01-15 05:00:00,0.0,1.93,0.0,1.93,italy
2021-01-15 06:00:00,0.0,1.85,0.0,1.85,italy
2021-01-15 07:00:00,0.07,1.96,0.0,1.96,italy
2021-01-15 08:00:00,0.79,2.05,0.0,2.05,italy
2021-01-15 09:00:00,1.81,2.18,0.0,2.18,italy
2021-01-15 10:00:00,2.11,2.38,0.0,2.38,italy
2021-01-15 11:00:00,3.01,2.56,0.0,2.56,italy
2021-01-15 12:00:00,2.98,2.63,0.0,2.63,italy
2021-01-15 13:00:00,2.33,2.39,0.0,2.39,italy
2021-01-15 14:00:00,1.98,2.34,0.0,2.34,italy
2021-01-15 15:00:00,1.22,2.54,0.0,2.54,italy
2021-01-15 16:00:00,0.27,2.7,0.0,2.7,italy
2021-01-15 17:00:00,0.0,2.68,0.0,2.68,italy
2021-01-15 18:00:00,0.0,2.65,0.0,2.65,italy
2021-01-15 19:00:00,0.0,2.79,0.0,2.79,italy
2021-01-15 20:00:00,0.0,3.01,0.0,3.01,italy
2021-01-15 21:00:00,0.0,3.18,0.0,3.18,italy
2021-01-15 22:00:00,0.0,3.39,0.0,3.39,italy
2021-01-15 23:00:00,0.0,3.79,0.0,3.79,italy
2021-01-16 00:00:00,0.0,4.14,0.0,4.14,italy
2021-01-16 01:00:00,0.0,4.23,0.0,4.23,italy
2021-01-16 02:00:00,0.0,4.45,0.0,4.45,italy
2021-01-16 03:00:00,0.0,4.31,0.0,4.31,italy
2021-01-16 04:00:00,0.0,4.53,0.0,4.53,italy
2021-01-16 05:00:00,0.0,4.67,0.0,4.67,italy
2021-01-16 06:00:00,0.0,4.4,0.0,4.4,italy
2021-01-16 07:00:00,0.03,4.2,0.0,4.2,italy
2021-01-16 08:00:00,0.84,4.17,0.0,4.17,italy
2021-01-16 09:00:00,2.7,4.06,0.0,4.06,italy
2021-01-16 10:00:00,4.74,4.18,0.0,4.18,italy
2021-01-16 11:00:00,5.76,4.01,0.0,4.01,italy
2021-01-16 12:00:00,6.5,4.2,0.0,4.2,italy
2021-01-16 13:00:00,6.18,4.31,0.0,4.31,italy
2021-01-16 14:00:00,4.76,4.58,0.0,4.58,italy
2021-01-16 15:00:00,2.16,4.56,0.0,4.56,italy
2021-01-16 16:00:00,0.43,4.01,0.0,4.01,italy
2021-01-16 17:00:00,0.0,3.78,0.0,3.78,italy
2021-01-16 18:00:00,0.0,3.43,0.0,3.43,italy
2021-01-16 19:00:00,0.0,3.37,0.0,3.37,italy
2021-01-16 20:00:00,0.0,3.19,0.0,3.19,italy
2021-01-16 21:00:00,0.0,2.99,0.0,2.99,italy
2021-01-16 22:00:00,0.0,2.59,0.0,2.59,italy
2021-01-16 23:00:00,0.0,2.23,0.0,2.23,italy
2021-01-17 00:00:00,0.0,1.8,0.0,1.8,italy
2021-01-17 01:00:00,0.0,1.6,0.0,1.6,italy
2021-01-17 02:00:00,0.0,1.52,0.0,1.52,italy
2021-01-17 03:00:00,0.0,1.69,0.0,1.69,italy
2021-01-17 04:00:00,0.0,1.71,0.0,1.71,italy
2021-01-17 05:00:00,0.0,2.08,0.0,2.08,italy
2021-01-17 06:00:00,0.0,2.51,0.0,2.51,italy
2021-01-17 07:00:00,0.09,2.93,0.0,2.93,italy
2021-01-17 08:00:00,0.78,3.15,0.0,3.15,italy
2021-01-17 09:00:00,1.61,2.88,0.0,2.88,italy
2021-01-17 10:00:00,2.19,2.79,0.0,2.79,italy
2021-01-17 11:00:00,2.7,2.7,0.0,2.7,italy
2021-01-17 12:00:00,2.87,2.65,0.0,2.65,italy
2021-01-17 13:00:00,2.5,2.59,0.0,2.59,italy
2021-01-17 14:00:00,1.86,2.36,0.0,2.36,italy
2021-01-17 15:00:00,0.9,2.3,0.0,2.3,italy
2021-01-17 16:00:00,0.25,2.5,0.0,2.5,italy
2021-01-17 17:00:00,0.0,2.78,0.0,2.78,italy
2021-01-17 18:00:00,0.0,2.93,0.0,2.93,italy
2021-01-17 19:00:00,0.0,3.12,0.0,3.12,italy
2021-01-17 20:00:00,0.0,3.45,0.0,3.45,italy
2021-01-17 21:00:00,0.0,3.7,0.0,3.7,italy
2021-01-17 22:00:00,0.0,3.68,0.0,3.68,italy
2021-01-17 23:00:00,0.0,3.39,0.0,3.39,italy
2021-01-18 00:00:00,0.0,3.35,0.0,3.35,italy
2021-01-18 01:00:00,0.0,3.37,0.0,3.37,italy
2021-01-18 02:00:00,0.0,3.19,0.0,3.19,italy
2021-01-18 03:00:00,0.0,3.11,0.0,3.11,italy
2021-01-18 04:00:00,0.0,2.91,0.0,2.91,italy
2021-01-18 05:00:00,0.0,2.73,0.0,2.73,italy
2021-01-18 06:00:00,0.0,2.63,0.0,2.63,italy
2021-01-18 07:00:00,0.04,2.65,0.0,2.65,italy
2021-01-18 08:00:00,0.94,2.69,0.0,2.69,italy
2021-01-18 09:00:00,3.25,2.58,0.0,2.58,italy
2021-01-18 10:00:00,4.96,2.85,0.0,2.85,italy
2021-01-18 11:00:00,5.61,3.19,0.0,3.19,italy
2021-01-18 12:00:00,5.65,3.26,0.0,3.26,italy
2021-01-18 13:00:00,5.39,3.44,0.0,3.44,italy
2021-01-18 14:00:00,4.5,3.54,0.0,3.54,italy
2021-01-18 15:00:00,2.29,3.4,0.0,3.4,italy
2021-01-18 16:00:00,0.51,2.75,0.0,2.75,italy
2021-01-18 17:00:00,0.0,2.24,0.0,2.24,italy
2021-01-18 18:00:00,0.0,1.93,0.0,1.93,italy
2021-01-18 19:00:00,0.0,1.94,0.0,1.94,italy
2021-01-18 20:00:00,0.0,2.06,0.0,2.06,italy
2021-01-18 21:00:00,0.0,2.05,0.0,2.05,italy
2021-01-18 22:00:00,0.0,2.01,0.0,2.01,italy
2021-01-18 23:00:00,0.0,1.93,0.0,1.93,italy
2021-01-19 00:00:00,0.0,1.82,0.0,1.82,italy
2021-01-19 01:00:00,0.0,1.57,0.0,1.57,italy
2021-01-19 02:00:00,0.0,1.51,0.0,1.51,italy
2021-01-19 03:00:00,0.0,1.37,0.0,1.37,italy
