datetime,price_eur_mwh,load_mw,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Gas.1,Fossil Hard coal,Fossil Oil,Fossil Oil.1,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage.1,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir.1,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,renewable_generation,fossil_generation,residual_load,hour,day_of_week,month,quarter,weekend,season
2020-03-01 00:00:00+01:00,-4.92,47235.285,4668.785,3931.6825,3303.6025,0.0,1969.6575,433.115,0.0,26.2875,448.89,899.4875,1668.6925,89.1,0.0,7354.2125,290.2575,154.285,0.41,790.6575,4777.7575,30769.8025,41974.5475,9638.0575,5260.737500000003,0,6,3,1,1,Spring
2020-03-01 01:00:00+01:00,-3.88,45486.31,4623.6275000000005,3936.43,3318.6925,0.0,1970.05,433.7125,0.0,26.8475,313.6175,1064.825,1654.2025,92.31,0.0,7057.68,290.28,154.63,0.4075,789.8050000000001,4621.915,30912.1025,41904.565,9658.885,3581.7449999999953,1,6,3,1,1,Spring
2020-03-01 02:00:00+01:00,-6.98,44423.505000000005,4610.7675,3915.0075,3352.63,0.0,1931.72,432.86,0.0,26.9475,302.465,1839.005,1649.1625,78.8375,0.0,7042.41,290.125,154.8175,0.425,793.405,4003.69,30975.48,41318.3625,9632.2175,3105.1425000000017,2,6,3,1,1,Spring
2020-03-01 03:00:00+01:00,-3.88,44350.5225,4596.8325,3948.9775,3369.87,0.0,1949.7775,435.705,0.0,27.1225,346.785,1792.105,1652.5225,62.835,0.0,6982.4575,285.61,154.88,0.4725,780.9325,4101.035,31381.5425,41795.240000000005,9704.33,2555.282499999994,3,6,3,1,1,Spring
2020-03-01 04:00:00+01:00,-1.02,44666.28,4599.2475,3961.11,3394.4825,0.0,1955.9575,436.2175,0.0,27.12,602.24,1599.7424999999998,1652.7325,48.2675,0.0,6876.82,284.0775,155.18,0.625,786.315,4160.1475,31693.465,42154.485,9747.767500000002,2511.7949999999983,4,6,3,1,1,Spring
2020-03-01 05:00:00+01:00,-1.03,44605.495,4622.25,4010.485,3401.9875,0.0,1957.8625,434.82,0.0,26.6175,618.3725000000001,1728.8825,1654.62,40.5325,0.0,6936.0625,283.975,155.2375,0.8575,792.395,4159.635,31841.6,42319.495,9805.155,2286.0,5,6,3,1,1,Spring
2020-03-01 06:00:00+01:00,-5.3,44565.56,4653.6375,4012.285,3437.52,0.0,1941.5625,433.405,0.0,26.4675,616.075,1481.0725,1665.025,28.335,0.0,6824.1675,283.9075,154.1625,3.3175,779.1675,4058.5975,31983.1475,42392.06,9824.772500000001,2173.5,6,6,3,1,1,Spring
2020-03-01 07:00:00+01:00,-3.89,46369.03,4707.8725,4001.4825,3392.4675,0.0,1941.3475,433.6625,0.0,25.7775,548.71,1494.275,1664.565,34.317499999999995,0.0,6971.0,283.94,153.315,700.13,787.9275,4839.1725,31545.83,43491.8875,9768.960000000001,2877.1425000000017,7,6,3,1,1,Spring
2020-03-01 08:00:00+01:00,-0.05,50273.35,4774.8375,4007.6525,3401.1025,0.0,1943.08,433.6975,0.0,24.715,570.1425,1695.65,1668.4425,45.38,0.0,7270.6075,284.27,155.7475,3740.035,781.1875,4990.04,31381.26,46599.994999999995,9785.5325,3673.355000000003,8,6,3,1,1,Spring
2020-03-01 09:00:00+01:00,-0.23,53067.0125,4792.37,4095.17,3486.355,0.0,1926.6675,433.985,0.0,24.39,720.9175,1425.505,1656.34,34.442499999999995,0.0,7296.4,289.6975,159.5625,8160.725,784.74,4711.555,31658.9025,51014.335,9942.177500000002,2052.677499999998,9,6,3,1,1,Spring
2020-03-01 10:00:00+01:00,-4.03,56744.75,4763.445,4007.96,3437.86,0.0,1926.6775,434.85,0.0,23.85,1061.39,2785.715,1649.42,26.6075,0.0,7194.5575,289.7475,159.8725,11972.7825,781.2574999999999,4188.17,32596.645,55197.06999999999,9807.347500000002,1547.6800000000076,10,6,3,1,1,Spring
2020-03-01 11:00:00+01:00,-2.16,59404.1825,4730.935,4019.37,3391.52,0.0,1938.835,433.7,0.0,23.37,2073.49,2470.52,1643.55,27.3325,0.0,6977.42,278.18,158.20749999999998,14749.26,766.605,4189.1775,33035.65,58375.905,9783.425,1028.2775000000038,11,6,3,1,1,Spring
