datetime,price_eur_mwh,load_mw,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal.1,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage.1,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,renewable_generation,fossil_generation,residual_load,hour,day_of_week,month,quarter,weekend,season,temperature_2m,wind_speed_10m,shortwave_radiation,cloud_cover,precipitation
2020-01-10 00:00:00+01:00,27.81,59285.0,356.0,4777.0,57.0,0.0,202.0,0.0,2006.0,4439.0,1693.0,48637.0,0.0,222.0,9073.0,15561.0,5036.0,43724.0,0,4,1,1,0,Winter,10.0,22.4,0.0,97,0.0
2020-01-10 01:00:00+01:00,27.62,57128.0,355.0,4823.0,57.0,0.0,203.0,0.0,3015.0,4079.0,1837.0,48312.0,0.0,223.0,8435.0,14706.0,5083.0,42422.0,1,4,1,1,0,Winter,9.8,23.8,0.0,99,0.0
2020-01-10 02:00:00+01:00,27.54,55913.0,357.0,4526.0,57.0,0.0,202.0,0.0,2494.0,3780.0,1114.0,47956.0,0.0,222.0,8159.0,13410.0,4785.0,42503.0,2,4,1,1,0,Winter,9.5,20.3,0.0,84,0.1
2020-01-10 03:00:00+01:00,26.47,53418.0,358.0,4393.0,57.0,0.0,202.0,0.0,2541.0,3611.0,1266.0,47949.0,0.0,222.0,7832.0,13067.0,4652.0,40351.0,3,4,1,1,0,Winter,9.0,21.5,0.0,66,0.7
2020-01-10 04:00:00+01:00,26.7,52945.0,356.0,4390.0,57.0,0.0,203.0,0.0,2267.0,3592.0,1266.0,48017.0,0.0,223.0,7596.0,12810.0,4650.0,40135.0,4,4,1,1,0,Winter,9.2,22.1,0.0,45,0.1
2020-01-10 05:00:00+01:00,28.2,55368.0,355.0,4436.0,57.0,0.0,203.0,0.0,2370.0,3669.0,1827.0,48318.0,0.0,213.0,7286.0,13137.0,4696.0,42231.0,5,4,1,1,0,Winter,8.8,18.4,0.0,72,0.2
2020-01-10 06:00:00+01:00,32.0,60927.0,354.0,5131.0,57.0,0.0,203.0,0.0,1616.0,4052.0,1955.0,48549.0,0.0,210.0,7119.0,13480.0,5391.0,47447.0,6,4,1,1,0,Winter,8.8,14.8,0.0,98,0.3
2020-01-10 07:00:00+01:00,43.66,66792.0,354.0,6986.0,57.0,0.0,203.0,0.0,369.0,4566.0,2749.0,48487.0,0.0,216.0,6903.0,14572.0,7246.0,52220.0,7,4,1,1,0,Winter,8.8,19.6,0.0,53,0.2
2020-01-10 08:00:00+01:00,47.4,69418.0,353.0,7262.0,57.0,0.0,203.0,867.0,0.0,5207.0,3717.0,48750.0,151.0,219.0,6821.0,16249.0,7522.0,53169.0,8,4,1,1,0,Winter,8.1,18.6,0.0,51,0.0
2020-01-10 09:00:00+01:00,47.92,70111.0,342.0,7304.0,57.0,0.0,203.0,1312.0,0.0,5644.0,4333.0,49193.0,409.0,219.0,6204.0,16932.0,7564.0,53179.0,9,4,1,1,0,Winter,7.8,16.8,0.0,100,0.0
2020-01-10 10:00:00+01:00,46.87,69924.0,342.0,7312.0,57.0,0.0,203.0,1525.0,0.0,5581.0,3954.0,49165.0,1052.0,218.0,5454.0,16383.0,7572.0,53541.0,10,4,1,1,0,Winter,7.7,19.3,1.0,100,0.0
2020-01-10 11:00:00+01:00,44.2,69958.0,342.0,7238.0,57.0,0.0,203.0,1260.0,0.0,5543.0,3205.0,49511.0,1776.0,219.0,5209.0,16075.0,7498.0,53883.0,11,4,1,1,0,Winter,7.4,19.8,13.0,100,0.0
2020-01-10 12:00:00+01:00,41.6,69928.0,337.0,7205.0,57.0,0.0,203.0,1433.0,0.0,5308.0,2807.0,49767.0,2073.0,202.0,5052.0,15577.0,7465.0,54351.0,12,4,1,1,0,Winter,7.5,16.9,37.0,91,0.0
2020-01-10 13:00:00+01:00,38.01,68437.0,337.0,7174.0,57.0,0.0,203.0,1459.0,0.0,5206.0,2917.0,49889.0,2131.0,217.0,4632.0,15223.0,7434.0,53214.0,13,4,1,1,0,Winter,8.4,21.1,163.0,64,0.2
2020-01-10 14:00:00+01:00,36.21,66748.0,337.0,7170.0,57.0,0.0,203.0,1106.0,0.0,5132.0,3680.0,49949.0,1751.0,221.0,3863.0,14763.0,7430.0,51985.0,14,4,1,1,0,Winter,7.4,16.0,175.0,83,0.0
2020-01-10 15:00:00+01:00,36.27,65041.0,336.0,7144.0,57.0,0.0,203.0,494.0,0.0,5095.0,3347.0,49865.0,1224.0,221.0,3042.0,13044.0,7404.0,51997.0,15,4,1,1,0,Winter,7.6,14.5,58.0,98,0.0
2020-01-10 16:00:00+01:00,40.62,64282.0,336.0,7116.0,57.0,0.0,203.0,442.0,0.0,5177.0,2612.0,49907.0,538.0,222.0,2464.0,11127.0,7376.0,53155.0,16,4,1,1,0,Winter,7.5,12.2,50.0,95,0.0
2020-01-10 17:00:00+01:00,47.3,67219.0,336.0,7243.0,57.0,0.0,203.0,1076.0,0.0,5639.0,3453.0,49896.0,170.0,221.0,2238.0,11836.0,7503.0,55383.0,17,4,1,1,0,Winter,7.8,13.2,69.0,69,0.0
2020-01-10 18:00:00+01:00,49.97,70638.0,333.0,7243.0,57.0,0.0,203.0,1617.0,0.0,6307.0,4688.0,49874.0,0.0,221.0,2139.0,13467.0,7503.0,57171.0,18,4,1,1,0,Winter,7.0,10.2,34.0,64,0.0
2020-01-10 19:00:00+01:00,47.36,70367.0,331.0,7260.0,57.0,0.0,202.0,1510.0,0.0,6363.0,3984.0,50244.0,0.0,222.0,2033.0,12711.0,7519.0,57656.0,19,4,1,1,0,Winter,6.0,7.4,0.0,62,0.0
2020-01-10 20:00:00+01:00,45.21,67255.0,335.0,7232.0,57.0,0.0,202.0,1175.0,0.0,6106.0,3464.0,51056.0,0.0,221.0,1750.0,11655.0,7491.0,55600.0,20,4,1,1,0,Winter,5.6,6.6,0.0,57,0.0
2020-01-10 21:00:00+01:00,41.56,64414.0,335.0,6953.0,57.0,0.0,202.0,890.0,0.0,5719.0,3437.0,51480.0,0.0,221.0,1735.0,11226.0,7212.0,53188.0,21,4,1,1,0,Winter,4.6,7.4,0.0,38,0.0
2020-01-10 22:00:00+01:00,39.9,64858.0,335.0,6872.0,57.0,0.0,202.0,394.0,0.0,5320.0,2856.0,51867.0,0.0,221.0,1790.0,10301.0,7131.0,54557.0,22,4,1,1,0,Winter,3.7,5.6,0.0,11,0.0
2020-01-10 23:00:00+01:00,33.12,65788.0,335.0,6983.0,57.0,0.0,202.0,249.0,0.0,5045.0,1817.0,51763.0,0.0,223.0,1763.0,8960.0,7242.0,56828.0,23,4,1,1,0,Winter,2.9,6.8,0.0,13,0.0
2020-01-11 00:00:00+01:00,35.01,62772.0,351.0,5968.0,13.0,0.0,202.0,0.0,323.0,4487.0,1716.0,52082.0,0.0,221.0,1785.0,8339.0,6183.0,54433.0,0,5,1,1,1,Winter,2.1,9.0,0.0,13,0.0
2020-01-11 01:00:00+01:00,34.0,60043.0,350.0,5678.0,13.0,0.0,203.0,0.0,1254.0,4079.0,1128.0,51821.0,0.0,221.0,1909.0,7466.0,5894.0,52577.0,1,5,1,1,1,Winter,1.6,8.9,0.0,12,0.0
2020-01-11 02:00:00+01:00,31.43,58464.0,349.0,5363.0,13.0,0.0,202.0,0.0,1896.0,3778.0,864.0,51807.0,0.0,223.0,2100.0,7091.0,5578.0,51373.0,2,5,1,1,1,Winter,3.2,6.2,0.0,13,0.0
2020-01-11 03:00:00+01:00,29.14,55907.0,351.0,4780.0,13.0,0.0,203.0,0.0,2488.0,3551.0,815.0,51717.0,0.0,223.0,2271.0,6988.0,4996.0,48919.0,3,5,1,1,1,Winter,3.6,4.0,0.0,30,0.0
2020-01-11 04:00:00+01:00,28.86,54733.0,351.0,4522.0,13.0,0.0,203.0,0.0,2947.0,3403.0,894.0,51918.0,0.0,222.0,2452.0,7100.0,4738.0,47633.0,4,5,1,1,1,Winter,2.3,6.4,0.0,15,0.0
2020-01-11 05:00:00+01:00,28.43,55574.0,350.0,4429.0,13.0,0.0,202.0,0.0,2825.0,3402.0,787.0,51631.0,0.0,222.0,2674.0,7213.0,4644.0,48361.0,5,5,1,1,1,Winter,1.5,8.0,0.0,52,0.0
2020-01-11 06:00:00+01:00,29.32,57481.0,352.0,4486.0,13.0,0.0,203.0,0.0,2370.0,3563.0,626.0,51645.0,0.0,220.0,2904.0,7445.0,4702.0,50036.0,6,5,1,1,1,Winter,1.7,6.8,0.0,86,0.0
2020-01-11 07:00:00+01:00,31.32,60087.0,351.0,5121.0,13.0,0.0,203.0,0.0,1298.0,3952.0,1003.0,52102.0,0.0,220.0,3228.0,8534.0,5337.0,51553.0,7,5,1,1,1,Winter,2.3,6.8,0.0,97,0.0
2020-01-11 08:00:00+01:00,35.68,62724.0,352.0,5249.0,13.0,0.0,203.0,0.0,868.0,4243.0,1525.0,52548.0,210.0,220.0,3522.0,9852.0,5465.0,52872.0,8,5,1,1,1,Winter,3.2,7.7,0.0,98,0.0
2020-01-11 09:00:00+01:00,40.0,64631.0,342.0,5580.0,13.0,0.0,203.0,792.0,0.0,4486.0,1751.0,52852.0,864.0,220.0,3853.0,11296.0,5796.0,53335.0,9,5,1,1,1,Winter,2.9,8.3,0.0,98,0.0
2020-01-11 10:00:00+01:00,38.08,64937.0,339.0,5594.0,13.0,0.0,202.0,589.0,0.0,4503.0,1654.0,52623.0,2189.0,219.0,3918.0,12603.0,5809.0,52334.0,10,5,1,1,1,Winter,3.3,10.5,1.0,95,0.0
2020-01-11 11:00:00+01:00,37.9,64704.0,340.0,5552.0,13.0,0.0,203.0,451.0,0.0,4558.0,1591.0,52711.0,3261.0,220.0,3750.0,13500.0,5768.0,51204.0,11,5,1,1,1,Winter,4.6,12.5,49.0,96,0.0
2020-01-11 12:00:00+01:00,38.6,65617.0,335.0,5556.0,13.0,0.0,203.0,458.0,0.0,4463.0,1553.0,53045.0,3775.0,221.0,3751.0,13877.0,5772.0,51740.0,12,5,1,1,1,Winter,6.3,12.8,141.0,93,0.0
2020-01-11 13:00:00+01:00,33.06,63375.0,333.0,5561.0,13.0,0.0,203.0,312.0,0.0,4219.0,1042.0,53195.0,3766.0,220.0,3781.0,13141.0,5777.0,50234.0,13,5,1,1,1,Winter,7.4,15.3,203.0,99,0.0
2020-01-11 14:00:00+01:00,31.59,60672.0,335.0,5334.0,13.0,0.0,203.0,0.0,459.0,3956.0,1031.0,52796.0,3255.0,220.0,3718.0,12295.0,5550.0,48377.0,14,5,1,1,1,Winter,7.4,15.4,227.0,95,0.0
2020-01-11 15:00:00+01:00,32.51,58583.0,335.0,5568.0,14.0,0.0,203.0,0.0,227.0,3938.0,1157.0,51923.0,2216.0,220.0,3418.0,11064.0,5785.0,47519.0,15,5,1,1,1,Winter,8.0,15.6,229.0,98,0.0
2020-01-11 16:00:00+01:00,33.71,57985.0,334.0,5794.0,14.0,0.0,203.0,41.0,0.0,3818.0,870.0,52166.0,866.0,221.0,3183.0,9071.0,6011.0,48914.0,16,5,1,1,1,Winter,8.0,14.4,157.0,98,0.0
2020-01-11 17:00:00+01:00,41.05,61448.0,334.0,6011.0,13.0,0.0,203.0,541.0,0.0,4131.0,2601.0,52673.0,184.0,221.0,3272.0,10522.0,6227.0,50926.0,17,5,1,1,1,Winter,7.8,12.0,113.0,94,0.0
2020-01-11 18:00:00+01:00,44.62,66058.0,333.0,5919.0,13.0,0.0,203.0,1025.0,0.0,4793.0,3475.0,53138.0,0.0,222.0,3594.0,12195.0,6135.0,53863.0,18,5,1,1,1,Winter,6.1,8.6,46.0,96,0.0
2020-01-11 19:00:00+01:00,44.65,67057.0,333.0,5881.0,13.0,0.0,202.0,866.0,0.0,4954.0,3261.0,53361.0,0.0,221.0,3937.0,12485.0,6096.0,54572.0,19,5,1,1,1,Winter,4.7,9.2,1.0,93,0.0
2020-01-11 20:00:00+01:00,40.15,64794.0,334.0,5895.0,13.0,0.0,202.0,0.0,386.0,4618.0,2315.0,53254.0,0.0,221.0,4085.0,11352.0,6110.0,53442.0,20,5,1,1,1,Winter,4.4,11.6,0.0,93,0.0
2020-01-11 21:00:00+01:00,29.38,62516.0,333.0,5531.0,13.0,0.0,202.0,0.0,1264.0,4197.0,1331.0,53052.0,0.0,220.0,4175.0,10036.0,5746.0,52480.0,21,5,1,1,1,Winter,4.1,12.6,0.0,8,0.0
2020-01-11 22:00:00+01:00,36.08,63516.0,332.0,5328.0,13.0,0.0,202.0,0.0,800.0,4065.0,1657.0,53645.0,0.0,221.0,4348.0,10402.0,5543.0,53114.0,22,5,1,1,1,Winter,3.6,12.8,0.0,75,0.0
2020-01-11 23:00:00+01:00,39.13,65165.0,330.0,5917.0,13.0,0.0,202.0,0.0,138.0,3963.0,1395.0,53710.0,0.0,222.0,4695.0,10383.0,6132.0,54782.0,23,5,1,1,1,Winter,3.4,12.7,0.0,89,0.0
2020-01-12 00:00:00+01:00,25.26,62879.0,320.0,4647.0,13.0,0.0,202.0,0.0,316.0,3613.0,795.0,53763.0,0.0,223.0,4888.0,9616.0,4862.0,53263.0,0,6,1,1,1,Winter,3.2,12.6,0.0,91,0.0
2020-01-12 01:00:00+01:00,23.53,60654.0,322.0,3391.0,13.0,0.0,200.0,0.0,804.0,3337.0,700.0,53656.0,0.0,223.0,5130.0,9489.0,3604.0,51165.0,1,6,1,1,1,Winter,3.2,13.2,0.0,50,0.0
2020-01-12 02:00:00+01:00,24.15,59018.0,324.0,3037.0,13.0,0.0,200.0,0.0,1398.0,3162.0,877.0,53462.0,0.0,223.0,5425.0,9788.0,3250.0,49230.0,2,6,1,1,1,Winter,2.6,13.1,0.0,45,0.0
2020-01-12 03:00:00+01:00,20.65,56236.0,323.0,2873.0,13.0,0.0,201.0,0.0,2248.0,2961.0,737.0,51955.0,0.0,222.0,5610.0,9631.0,3087.0,46605.0,3,6,1,1,1,Winter,2.9,13.5,0.0,93,0.0
2020-01-12 04:00:00+01:00,20.57,54919.0,325.0,2872.0,13.0,0.0,202.0,0.0,2756.0,2717.0,692.0,51115.0,0.0,223.0,5863.0,9597.0,3087.0,45322.0,4,6,1,1,1,Winter,2.7,14.2,0.0,96,0.0
2020-01-12 05:00:00+01:00,21.04,55179.0,323.0,2871.0,13.0,0.0,202.0,0.0,2692.0,2639.0,700.0,50993.0,0.0,221.0,6149.0,9811.0,3086.0,45368.0,5,6,1,1,1,Winter,3.5,15.9,0.0,97,0.0
2020-01-12 06:00:00+01:00,20.64,56523.0,322.0,2884.0,13.0,0.0,202.0,0.0,2536.0,2729.0,633.0,50635.0,0.0,221.0,6338.0,10022.0,3099.0,46501.0,6,6,1,1,1,Winter,4.3,17.5,0.0,89,0.0
2020-01-12 07:00:00+01:00,29.6,57924.0,322.0,2892.0,13.0,0.0,202.0,0.0,2296.0,2899.0,631.0,50200.0,0.0,221.0,6619.0,10471.0,3107.0,47453.0,7,6,1,1,1,Winter,4.6,18.0,0.0,61,0.0
2020-01-12 08:00:00+01:00,28.8,59487.0,322.0,2894.0,13.0,0.0,200.0,0.0,1264.0,3168.0,964.0,50626.0,223.0,221.0,6971.0,11648.0,3107.0,47839.0,8,6,1,1,1,Winter,4.4,16.9,0.0,76,0.0
2020-01-12 09:00:00+01:00,27.47,61407.0,320.0,2891.0,13.0,0.0,199.0,0.0,196.0,3374.0,1082.0,50940.0,945.0,221.0,6856.0,12577.0,3103.0,48830.0,9,6,1,1,1,Winter,4.1,16.1,0.0,69,0.0
2020-01-12 10:00:00+01:00,30.25,63041.0,320.0,3094.0,13.0,0.0,201.0,74.0,0.0,3535.0,1332.0,51655.0,2252.0,221.0,6728.0,14167.0,3308.0,48874.0,10,6,1,1,1,Winter,4.3,16.9,1.0,76,0.0
2020-01-12 11:00:00+01:00,28.93,63696.0,323.0,3073.0,13.0,0.0,203.0,121.0,0.0,3695.0,1208.0,51961.0,3167.0,220.0,6511.0,14904.0,3289.0,48792.0,11,6,1,1,1,Winter,6.0,20.0,52.0,76,0.0
2020-01-12 12:00:00+01:00,33.53,64817.0,323.0,3250.0,14.0,0.0,203.0,1249.0,0.0,3663.0,1184.0,52377.0,3371.0,222.0,6384.0,14925.0,3467.0,49892.0,12,6,1,1,1,Winter,7.5,19.6,127.0,90,0.0
2020-01-12 13:00:00+01:00,26.72,62265.0,322.0,2947.0,14.0,0.0,201.0,194.0,0.0,3507.0,826.0,51989.0,3298.0,222.0,6259.0,14212.0,3162.0,48053.0,13,6,1,1,1,Winter,7.9,17.4,95.0,99,0.0
2020-01-12 14:00:00+01:00,24.31,58934.0,321.0,2936.0,13.0,0.0,201.0,0.0,1451.0,3279.0,574.0,52283.0,2833.0,222.0,5847.0,12854.0,3150.0,46080.0,14,6,1,1,1,Winter,8.3,17.3,55.0,80,0.0
2020-01-12 15:00:00+01:00,25.33,56807.0,323.0,2985.0,14.0,0.0,203.0,0.0,2338.0,3154.0,1072.0,52904.0,1818.0,222.0,5339.0,11706.0,3202.0,45101.0,15,6,1,1,1,Winter,9.6,20.4,187.0,18,0.0
2020-01-12 16:00:00+01:00,27.36,56082.0,324.0,3130.0,14.0,0.0,203.0,0.0,1654.0,3244.0,1310.0,52580.0,685.0,221.0,5050.0,10613.0,3347.0,45469.0,16,6,1,1,1,Winter,9.9,19.4,218.0,25,0.0
2020-01-12 17:00:00+01:00,33.73,59359.0,323.0,3813.0,14.0,0.0,203.0,199.0,0.0,3519.0,1882.0,52999.0,174.0,221.0,4676.0,10574.0,4030.0,48785.0,17,6,1,1,1,Winter,9.3,18.2,131.0,54,0.0
2020-01-12 18:00:00+01:00,38.91,64805.0,322.0,4483.0,13.0,0.0,201.0,1221.0,0.0,4107.0,2934.0,53910.0,0.0,221.0,4214.0,11577.0,4697.0,53228.0,18,6,1,1,1,Winter,8.8,16.1,44.0,26,0.0
2020-01-12 19:00:00+01:00,40.87,66657.0,321.0,4578.0,13.0,0.0,203.0,1951.0,0.0,4664.0,3262.0,54069.0,0.0,221.0,3987.0,12234.0,4794.0,54423.0,19,6,1,1,1,Winter,7.9,14.0,1.0,48,0.0
2020-01-12 20:00:00+01:00,38.11,64320.0,323.0,4514.0,13.0,0.0,202.0,1278.0,0.0,4445.0,2681.0,54136.0,0.0,222.0,3781.0,11230.0,4729.0,53090.0,20,6,1,1,1,Winter,7.8,14.2,0.0,31,0.0
2020-01-12 21:00:00+01:00,30.38,62085.0,322.0,4322.0,13.0,0.0,202.0,663.0,0.0,4088.0,1329.0,53969.0,0.0,220.0,3666.0,9405.0,4537.0,52680.0,21,6,1,1,1,Winter,7.6,13.7,0.0,95,0.0
2020-01-12 22:00:00+01:00,35.17,62502.0,323.0,4171.0,13.0,0.0,202.0,597.0,0.0,3865.0,1044.0,53741.0,0.0,214.0,3585.0,8817.0,4386.0,53685.0,22,6,1,1,1,Winter,8.2,15.3,0.0,92,0.0
2020-01-12 23:00:00+01:00,37.81,63603.0,322.0,4527.0,13.0,0.0,202.0,878.0,0.0,3728.0,1585.0,53866.0,0.0,221.0,3304.0,8939.0,4742.0,54664.0,23,6,1,1,1,Winter,8.2,14.6,0.0,94,0.0
2020-01-13 00:00:00+01:00,30.22,61444.0,322.0,4579.0,13.0,0.0,202.0,359.0,0.0,3317.0,1529.0,53872.0,0.0,221.0,3026.0,8194.0,4794.0,53250.0,0,0,1,1,0,Winter,7.9,13.6,0.0,93,0.0
2020-01-13 01:00:00+01:00,26.98,59697.0,323.0,4108.0,13.0,0.0,202.0,0.0,443.0,3114.0,849.0,53514.0,0.0,222.0,2776.0,7062.0,4323.0,52635.0,1,0,1,1,0,Winter,7.7,14.4,0.0,94,0.0
2020-01-13 02:00:00+01:00,25.65,58509.0,321.0,4154.0,13.0,0.0,202.0,0.0,640.0,3042.0,844.0,53742.0,0.0,222.0,2496.0,6703.0,4369.0,51806.0,2,0,1,1,0,Winter,7.8,13.7,0.0,97,0.0
2020-01-13 03:00:00+01:00,25.03,56100.0,308.0,4017.0,13.0,0.0,202.0,0.0,1441.0,2958.0,836.0,53538.0,0.0,222.0,2379.0,6481.0,4232.0,49619.0,3,0,1,1,0,Winter,7.5,12.6,0.0,99,0.0
2020-01-13 04:00:00+01:00,25.12,55613.0,302.0,4198.0,9.0,0.0,203.0,0.0,1511.0,2934.0,871.0,53126.0,0.0,220.0,2467.0,6574.0,4410.0,49039.0,4,0,1,1,0,Winter,7.4,12.4,0.0,100,0.0
2020-01-13 05:00:00+01:00,27.74,58782.0,303.0,5228.0,8.0,0.0,203.0,0.0,562.0,2943.0,979.0,53264.0,0.0,221.0,2531.0,6756.0,5439.0,52026.0,5,0,1,1,0,Winter,7.5,13.0,0.0,100,0.0
2020-01-13 06:00:00+01:00,38.4,65099.0,304.0,7079.0,8.0,0.0,202.0,355.0,0.0,3662.0,3002.0,53697.0,0.0,220.0,2787.0,9755.0,7289.0,55344.0,6,0,1,1,0,Winter,7.7,13.5,0.0,99,0.0
2020-01-13 07:00:00+01:00,48.64,71322.0,314.0,7757.0,8.0,0.0,202.0,1663.0,0.0,4739.0,5170.0,53893.0,0.0,221.0,2997.0,13220.0,7967.0,58102.0,7,0,1,1,0,Winter,7.6,14.6,0.0,100,0.0
2020-01-13 08:00:00+01:00,52.93,73422.0,317.0,7807.0,8.0,0.0,203.0,1966.0,0.0,5370.0,5868.0,54282.0,211.0,219.0,3359.0,15125.0,8018.0,58297.0,8,0,1,1,0,Winter,7.3,13.8,0.0,99,0.0
2020-01-13 09:00:00+01:00,49.89,73794.0,315.0,7689.0,7.0,0.0,203.0,2367.0,0.0,5908.0,5957.0,54364.0,710.0,219.0,3938.0,16828.0,7899.0,56966.0,9,0,1,1,0,Winter,6.9,11.2,0.0,95,0.0
2020-01-13 10:00:00+01:00,48.89,73564.0,319.0,7571.0,4.0,0.0,203.0,2457.0,0.0,5859.0,5778.0,54460.0,1527.0,219.0,3992.0,17475.0,7778.0,56089.0,10,0,1,1,0,Winter,7.3,12.3,1.0,100,0.0
2020-01-13 11:00:00+01:00,47.2,73227.0,320.0,7528.0,2.0,0.0,203.0,2482.0,0.0,5826.0,5442.0,54470.0,2282.0,218.0,4379.0,18249.0,7733.0,54978.0,11,0,1,1,0,Winter,8.0,15.6,21.0,69,0.0
2020-01-13 12:00:00+01:00,47.0,72802.0,320.0,7450.0,5.0,0.0,202.0,2201.0,0.0,5592.0,4937.0,54483.0,2859.0,220.0,5486.0,19194.0,7657.0,53608.0,12,0,1,1,0,Winter,8.5,19.8,101.0,100,0.0
2020-01-13 13:00:00+01:00,45.95,71458.0,323.0,7593.0,51.0,0.0,202.0,1851.0,0.0,5758.0,4372.0,54472.0,2989.0,219.0,6283.0,19725.0,7846.0,51733.0,13,0,1,1,0,Winter,9.0,24.9,95.0,100,0.0
2020-01-13 14:00:00+01:00,45.0,69604.0,322.0,7683.0,51.0,0.0,203.0,1154.0,0.0,5426.0,3626.0,54472.0,2506.0,221.0,6847.0,18727.0,7937.0,50877.0,14,0,1,1,0,Winter,8.3,22.0,55.0,100,0.2
2020-01-13 15:00:00+01:00,42.97,67679.0,323.0,7719.0,51.0,0.0,203.0,1041.0,0.0,5389.0,3464.0,54368.0,1620.0,221.0,7349.0,18145.0,7973.0,49534.0,15,0,1,1,0,Winter,8.8,22.0,61.0,100,0.0
2020-01-13 16:00:00+01:00,43.68,66844.0,322.0,7746.0,51.0,0.0,203.0,1094.0,0.0,5434.0,3782.0,54333.0,626.0,220.0,8019.0,18183.0,8000.0,48661.0,16,0,1,1,0,Winter,9.4,24.4,102.0,100,0.0
2020-01-13 17:00:00+01:00,46.81,69485.0,323.0,7874.0,51.0,0.0,203.0,1619.0,0.0,5818.0,4701.0,54300.0,184.0,220.0,9109.0,20135.0,8128.0,49350.0,17,0,1,1,0,Winter,9.2,21.8,23.0,100,0.1
2020-01-13 18:00:00+01:00,45.27,73815.0,323.0,8195.0,51.0,0.0,203.0,1521.0,0.0,6070.0,4936.0,54203.0,0.0,221.0,9990.0,21319.0,8449.0,52496.0,18,0,1,1,0,Winter,9.2,24.5,4.0,100,0.2
2020-01-13 19:00:00+01:00,42.57,74080.0,324.0,8328.0,51.0,0.0,203.0,973.0,0.0,5885.0,4204.0,54173.0,0.0,221.0,10574.0,20987.0,8582.0,53093.0,19,0,1,1,0,Winter,9.4,25.2,0.0,100,0.0
2020-01-13 20:00:00+01:00,34.03,69872.0,325.0,6918.0,51.0,0.0,202.0,645.0,0.0,5122.0,2615.0,53994.0,0.0,222.0,10798.0,18860.0,7171.0,51012.0,20,0,1,1,0,Winter,9.3,24.7,0.0,98,0.0
2020-01-13 21:00:00+01:00,29.23,65728.0,324.0,5626.0,51.0,0.0,199.0,10.0,0.0,4757.0,1883.0,52730.0,0.0,221.0,11034.0,17998.0,5876.0,47730.0,21,0,1,1,0,Winter,9.0,24.1,0.0,100,0.0
2020-01-13 22:00:00+01:00,28.67,65457.0,320.0,4913.0,51.0,0.0,199.0,0.0,20.0,4435.0,1720.0,50936.0,0.0,221.0,10944.0,17419.0,5163.0,48038.0,22,0,1,1,0,Winter,9.5,26.6,0.0,100,0.0
2020-01-13 23:00:00+01:00,26.76,66266.0,317.0,4360.0,51.0,0.0,199.0,0.0,144.0,4322.0,1212.0,50058.0,0.0,221.0,11186.0,17037.0,4610.0,49229.0,23,0,1,1,0,Winter,9.7,27.0,0.0,100,0.0
2020-01-14 00:00:00+01:00,24.38,63604.0,325.0,4018.0,13.0,0.0,199.0,0.0,1477.0,3942.0,944.0,50578.0,0.0,222.0,11334.0,16545.0,4230.0,47059.0,0,1,1,1,0,Winter,10.0,28.8,0.0,100,0.0
2020-01-14 01:00:00+01:00,19.53,61323.0,325.0,3586.0,13.0,0.0,203.0,0.0,2076.0,3626.0,867.0,50147.0,0.0,221.0,11341.0,16159.0,3802.0,45164.0,1,1,1,1,0,Winter,9.9,27.8,0.0,100,0.0
2020-01-14 02:00:00+01:00,15.35,60104.0,325.0,3643.0,13.0,0.0,203.0,0.0,2452.0,3457.0,819.0,48798.0,0.0,221.0,11348.0,15949.0,3859.0,44155.0,2,1,1,1,0,Winter,9.6,26.6,0.0,100,0.2
2020-01-14 03:00:00+01:00,9.38,57680.0,326.0,3660.0,13.0,0.0,203.0,0.0,2611.0,3323.0,766.0,47091.0,0.0,222.0,11479.0,15894.0,3876.0,41786.0,3,1,1,1,0,Winter,9.9,27.6,0.0,98,0.0
2020-01-14 04:00:00+01:00,8.66,56966.0,326.0,3684.0,14.0,0.0,203.0,0.0,2602.0,3301.0,678.0,46840.0,0.0,222.0,11364.0,15669.0,3901.0,41297.0,4,1,1,1,0,Winter,10.1,30.8,0.0,100,0.0
2020-01-14 05:00:00+01:00,17.29,59409.0,326.0,3887.0,14.0,0.0,203.0,0.0,1901.0,3348.0,1217.0,48833.0,0.0,222.0,11124.0,16015.0,4104.0,43394.0,5,1,1,1,0,Winter,9.9,30.2,0.0,73,0.5
2020-01-14 06:00:00+01:00,28.44,65048.0,326.0,4262.0,13.0,0.0,201.0,0.0,1291.0,3520.0,1584.0,50777.0,0.0,221.0,10809.0,16239.0,4476.0,48809.0,6,1,1,1,0,Winter,10.1,31.2,0.0,91,0.0
2020-01-14 07:00:00+01:00,36.73,70729.0,326.0,5269.0,11.0,0.0,203.0,816.0,0.0,4252.0,3365.0,50917.0,0.0,221.0,10862.0,18805.0,5483.0,51924.0,7,1,1,1,0,Winter,10.3,34.1,0.0,99,0.0
2020-01-14 08:00:00+01:00,39.06,72841.0,327.0,5718.0,8.0,0.0,203.0,1139.0,0.0,5030.0,4099.0,50577.0,197.0,221.0,10849.0,20502.0,5929.0,52339.0,8,1,1,1,0,Winter,10.4,33.1,0.0,99,0.0
