Total Return,Sharpe Ratio,Max Drawdown,Cost
0.17370078248897425,0.2498357480434906,-0.11594089058111566,0.0005
0.0600459317133073,0.11258211868891842,-0.1461014555688268,0.001
-0.13535824562879994,-0.1642680116990173,-0.2563086578942021,0.002
