Datetime,Price,Temperature,Humidity,WindSpeed,Rain,Volatility_24h,Spike_Flag,Negative_Price,Position,PnL,Cumulative_PnL
2023-01-04 07:00:00,79.2,5.2,93.0,27.4,0.0,59.74206110468765,0,0,1,18.18,-14.459999999999987
2023-01-04 08:00:00,84.2,6.1,89.0,31.0,0.0,59.119936361284424,0,0,1,5.0,-9.459999999999987
2023-01-04 09:00:00,83.32,6.7,88.0,24.1,0.0,58.19690219730188,0,0,1,-0.8800000000000097,-10.339999999999996
2023-01-04 10:00:00,70.07,7.4,87.0,23.0,0.0,57.44689628477438,0,0,1,-13.25,-23.589999999999996
2023-01-04 11:00:00,79.74,8.1,86.0,23.0,0.0,56.11760345212673,0,0,1,9.670000000000002,-13.919999999999995
2023-01-04 12:00:00,80.89,8.6,85.0,24.1,0.0,54.73804286081012,0,0,1,1.1500000000000057,-12.769999999999989
2023-01-04 13:00:00,79.72,9.8,81.0,25.2,0.0,53.294569833444434,0,0,1,-1.1700000000000017,-13.93999999999999
2023-01-04 14:00:00,80.22,10.0,82.0,32.8,0.0,51.44938143985289,0,0,1,0.5,-13.43999999999999
2023-01-04 15:00:00,79.74,10.4,79.0,33.5,0.0,48.97439137824549,0,0,1,-0.480000000000004,-13.919999999999995
2023-01-04 16:00:00,80.82,10.5,78.0,29.9,0.0,46.14432213215656,0,0,1,1.0799999999999983,-12.839999999999996
2023-01-04 17:00:00,86.16,10.3,80.0,34.9,0.0,42.46323877950113,0,0,0,5.340000000000003,-7.499999999999993
2023-01-04 18:00:00,72.28,10.5,80.0,32.4,0.0,38.26800471389396,0,0,0,-0.0,-7.499999999999993
2023-01-04 19:00:00,66.61,10.3,85.0,35.6,0.0,34.0131555111561,0,0,0,-0.0,-7.499999999999993
2023-01-04 20:00:00,43.2,10.0,91.0,36.0,0.1,30.53406734846476,0,0,0,-0.0,-7.499999999999993
2023-01-04 21:00:00,31.25,9.9,93.0,36.4,0.4,28.58705848882463,0,0,0,-0.0,-7.499999999999993
2023-01-04 22:00:00,34.96,10.4,90.0,32.8,0.1,27.291484255392213,0,0,0,0.0,-7.499999999999993
2023-01-04 23:00:00,9.09,10.8,90.0,30.2,0.0,28.5206310782467,0,0,1,-0.0,-7.499999999999993
2023-01-05 00:00:00,0.05,10.5,94.0,31.7,0.1,30.519423703412365,0,0,1,-9.04,-16.539999999999992
2023-01-05 01:00:00,0.07,10.4,97.0,26.6,0.3,32.34867051453543,0,0,1,0.020000000000000004,-16.519999999999992
2023-01-05 02:00:00,0.07,10.7,97.0,23.4,0.3,34.01072426509372,0,0,1,0.0,-16.519999999999992
2023-01-05 03:00:00,0.12,11.0,93.0,22.3,0.1,34.51462516881041,0,0,1,0.04999999999999999,-16.46999999999999
2023-01-05 04:00:00,2.23,11.1,81.0,23.4,0.0,34.42916424404579,0,0,1,2.11,-14.359999999999992
2023-01-05 05:00:00,10.07,11.3,71.0,18.4,0.0,34.47724301959028,0,0,1,7.84,-6.5199999999999925
2023-01-05 06:00:00,61.04,11.0,71.0,25.6,0.0,34.477505331926885,0,0,0,50.97,44.45
2023-01-05 07:00:00,87.19,10.7,72.0,22.7,0.0,34.80241826669733,0,0,0,0.0,44.45
2023-01-05 08:00:00,95.84,10.6,73.0,28.8,0.0,35.362344745587784,0,0,0,0.0,44.45
2023-01-05 09:00:00,125.55,10.6,76.0,33.5,0.0,37.97160074375955,0,0,0,0.0,44.45
2023-01-05 10:00:00,131.92,11.0,74.0,28.8,0.0,41.133027983886514,0,0,0,0.0,44.45
2023-01-05 11:00:00,143.07,11.2,75.0,28.4,0.0,44.62016883278984,0,0,0,0.0,44.45
2023-01-05 12:00:00,140.91,12.0,70.0,25.2,0.0,47.521741835726644,0,0,0,-0.0,44.45
2023-01-05 13:00:00,142.58,12.2,69.0,27.7,0.0,50.25630729757617,0,0,0,0.0,44.45
2023-01-05 14:00:00,151.03,12.2,70.0,25.2,0.0,53.26631383598752,0,0,0,0.0,44.45
2023-01-05 15:00:00,159.48,11.3,72.0,27.4,0.0,56.516233821142826,0,0,0,0.0,44.45
2023-01-05 16:00:00,172.73,11.3,73.0,24.5,0.0,60.282713717851216,0,0,0,0.0,44.45
2023-01-05 17:00:00,194.7,10.6,78.0,18.7,0.0,65.13823525974298,0,0,0,0.0,44.45
2023-01-05 18:00:00,194.67,10.8,75.0,15.8,0.0,69.31421549281258,0,0,0,-0.0,44.45
2023-01-05 19:00:00,177.98,10.4,78.0,13.7,0.0,71.83274054700095,0,0,0,-0.0,44.45
2023-01-05 20:00:00,163.99,9.6,85.0,9.4,0.0,72.78925477989895,0,0,0,-0.0,44.45
2023-01-05 21:00:00,152.0,9.7,86.0,10.8,0.0,72.51235014749587,0,0,0,-0.0,44.45
2023-01-05 22:00:00,144.64,9.9,88.0,14.8,0.0,71.82133147156091,0,0,0,-0.0,44.45
2023-01-05 23:00:00,127.0,9.4,94.0,13.0,0.0,69.13329959478513,0,0,0,-0.0,44.45
2023-01-06 00:00:00,107.21,9.5,94.0,12.2,0.0,65.24607897458644,0,0,0,-0.0,44.45
2023-01-06 01:00:00,101.1,9.7,94.0,13.0,0.0,60.825280928245604,0,0,0,-0.0,44.45
2023-01-06 02:00:00,96.73,10.3,95.0,15.1,0.0,55.79877614755735,0,0,0,-0.0,44.45
2023-01-06 03:00:00,82.34,10.3,96.0,16.6,0.0,50.368239014772726,0,0,0,-0.0,44.45
2023-01-06 04:00:00,81.93,10.2,96.0,16.2,0.0,44.27864672499714,0,0,0,-0.0,44.45
2023-01-06 05:00:00,84.03,10.4,89.0,16.2,0.0,37.90939907735013,0,0,0,0.0,44.45
2023-01-06 06:00:00,97.25,10.3,87.0,20.2,0.0,35.70244991948901,0,0,0,0.0,44.45
2023-01-06 07:00:00,106.51,10.1,86.0,21.2,0.0,34.86812054375201,0,0,0,0.0,44.45
2023-01-06 08:00:00,120.7,9.9,86.0,20.2,0.0,34.09868822915734,0,0,0,0.0,44.45
2023-01-06 09:00:00,116.86,10.1,82.0,20.2,0.0,34.23083566238086,0,0,0,-0.0,44.45
2023-01-06 10:00:00,112.85,10.5,78.0,21.2,0.0,34.47679677349489,0,0,0,-0.0,44.45
2023-01-06 11:00:00,113.37,11.2,74.0,21.6,0.0,34.601668006099736,0,0,0,0.0,44.45
2023-01-06 12:00:00,115.0,11.9,71.0,21.2,0.0,34.68122555212113,0,0,0,0.0,44.45
2023-01-06 13:00:00,109.78,11.6,74.0,22.0,0.0,34.804298210322266,0,0,0,-0.0,44.45
2023-01-06 14:00:00,119.71,11.7,73.0,24.8,0.0,34.508523458768074,0,0,0,0.0,44.45
2023-01-06 15:00:00,125.83,11.8,73.0,22.3,0.0,33.816193571200856,0,0,0,0.0,44.45
2023-01-06 16:00:00,139.57,11.2,76.0,23.8,0.0,32.46528203327362,0,0,0,0.0,44.45
2023-01-06 17:00:00,155.93,10.7,78.0,19.1,0.0,29.65876964182206,0,0,0,0.0,44.45
2023-01-06 18:00:00,163.5,10.3,80.0,22.3,0.0,26.931410298913146,0,0,0,0.0,44.45
2023-01-06 19:00:00,146.74,10.3,79.0,18.4,0.0,24.749025712780764,0,0,0,-0.0,44.45
2023-01-06 20:00:00,139.38,10.3,80.0,16.6,0.0,23.32420780144991,0,0,0,-0.0,44.45
2023-01-06 21:00:00,131.8,10.1,81.0,14.4,0.0,22.435350341091972,0,0,0,-0.0,44.45
2023-01-06 22:00:00,129.94,9.8,83.0,16.6,0.0,21.87942251774814,0,0,0,-0.0,44.45
2023-01-06 23:00:00,121.3,9.8,83.0,13.3,0.0,21.80501511253708,0,0,0,-0.0,44.45
2023-01-07 00:00:00,97.15,9.7,83.0,13.3,0.0,22.105512575642383,0,0,0,-0.0,44.45
2023-01-07 01:00:00,98.43,9.6,83.0,11.9,0.0,22.195829901948507,0,0,0,0.0,44.45
2023-01-07 02:00:00,96.05,9.8,81.0,8.6,0.0,22.223171021562667,0,0,0,-0.0,44.45
2023-01-07 03:00:00,87.97,9.5,81.0,13.7,0.0,21.869236864017278,0,0,0,-0.0,44.45
2023-01-07 04:00:00,82.99,9.1,82.0,9.0,0.0,21.795964059324422,0,0,1,-0.0,44.45
2023-01-07 05:00:00,83.59,9.1,81.0,4.7,0.0,21.825237087212663,0,0,1,0.6000000000000085,45.05000000000001
2023-01-07 06:00:00,90.76,9.1,81.0,7.2,0.0,22.121044471599717,0,0,1,7.170000000000002,52.22000000000001
2023-01-07 07:00:00,103.21,9.0,82.0,10.1,0.0,22.19858445921166,0,0,1,12.449999999999989,64.67
2023-01-07 08:00:00,111.86,9.4,80.0,13.0,0.0,22.2038285598991,0,0,1,8.650000000000006,73.32000000000001
2023-01-07 09:00:00,112.0,9.6,77.0,13.0,0.0,22.221593652493098,0,0,1,0.14000000000000057,73.46000000000001
2023-01-07 10:00:00,100.0,9.8,74.0,12.2,0.0,22.45926087998806,0,0,1,-12.0,61.46000000000001
2023-01-07 11:00:00,88.32,10.4,70.0,12.2,0.0,23.14204764890216,0,0,1,-11.680000000000007,49.78
2023-01-07 12:00:00,87.9,10.7,69.0,18.0,0.0,23.77503805678236,0,0,1,-0.4199999999999875,49.360000000000014
2023-01-07 13:00:00,94.05,10.4,68.0,18.0,0.0,24.096346692248677,0,0,1,6.1499999999999915,55.510000000000005
2023-01-07 14:00:00,88.98,10.5,68.0,17.6,0.0,24.527601839412554,0,0,1,-5.069999999999993,50.44000000000001
2023-01-07 15:00:00,85.56,10.5,69.0,15.5,0.0,24.883235655088495,0,0,1,-3.4200000000000017,47.02000000000001
2023-01-07 16:00:00,94.1,10.2,70.0,14.0,0.0,24.24680139894149,0,0,1,8.539999999999992,55.56
2023-01-07 17:00:00,96.81,8.5,76.0,11.5,0.0,22.06881979321093,0,0,1,2.710000000000008,58.27000000000001
2023-01-07 18:00:00,99.52,8.2,77.0,8.6,0.0,18.303045952059183,0,0,1,2.7099999999999937,60.980000000000004
2023-01-07 19:00:00,94.58,6.2,85.0,8.6,0.0,15.78906817174104,0,0,1,-4.939999999999998,56.040000000000006
2023-01-07 20:00:00,87.86,6.0,87.0,4.7,0.0,13.656568885773844,0,0,1,-6.719999999999999,49.32000000000001
2023-01-07 21:00:00,61.47,5.0,92.0,4.0,0.0,13.752558971365003,0,0,1,-26.39,22.930000000000007
2023-01-07 22:00:00,50.0,8.6,76.0,7.2,0.0,14.720458675706787,0,0,1,-11.469999999999999,11.460000000000008
2023-01-07 23:00:00,38.25,8.7,79.0,17.6,0.0,17.15885785002587,0,0,1,-11.75,-0.28999999999999204
2023-01-08 00:00:00,10.93,8.7,83.0,15.5,0.2,23.273034557186634,0,0,1,-27.32,-27.609999999999992
2023-01-08 01:00:00,9.07,9.1,82.0,17.3,0.0,27.779032048614916,0,0,1,-1.8599999999999994,-29.46999999999999
2023-01-08 02:00:00,9.1,9.3,77.0,14.0,0.0,31.250968263260393,0,0,1,0.02999999999999936,-29.43999999999999
2023-01-08 03:00:00,4.16,8.1,91.0,19.1,0.3,34.57871423404454,0,0,1,-4.9399999999999995,-34.37999999999999
2023-01-08 04:00:00,5.58,8.0,94.0,16.6,0.8,37.247770782435744,0,0,0,1.42,-32.95999999999999
2023-01-08 05:00:00,9.92,8.1,95.0,13.3,0.9,39.16448551820644,0,0,0,0.0,-32.95999999999999
