Datetime,Price,Temperature,Humidity,WindSpeed,Rain
2023-01-01 00:00:00,-5.17,10.9,76.0,10.1,0.0
2023-01-01 01:00:00,-1.07,12.4,73.0,15.5,0.0
2023-01-01 02:00:00,-1.47,11.9,73.0,10.8,0.0
2023-01-01 03:00:00,-5.08,11.2,78.0,5.4,0.0
2023-01-01 04:00:00,-4.49,11.7,76.0,4.0,0.0
2023-01-01 05:00:00,-5.4,8.8,88.0,8.6,0.0
2023-01-01 06:00:00,-5.02,11.1,79.0,14.0,0.0
2023-01-01 07:00:00,-1.3,10.9,78.0,12.6,0.0
2023-01-01 08:00:00,-1.44,11.5,75.0,15.8,0.0
2023-01-01 09:00:00,-1.09,11.1,78.0,15.1,0.0
2023-01-01 10:00:00,-1.07,13.3,70.0,14.8,0.0
2023-01-01 11:00:00,-1.07,14.4,64.0,20.5,0.0
2023-01-01 12:00:00,-0.79,14.8,65.0,22.3,0.0
2023-01-01 13:00:00,-0.27,15.0,62.0,22.0,0.0
2023-01-01 14:00:00,0.85,14.7,63.0,20.2,0.0
2023-01-01 15:00:00,23.53,14.2,68.0,15.1,0.0
2023-01-01 16:00:00,36.54,14.3,65.0,11.2,0.0
2023-01-01 17:00:00,46.03,12.1,77.0,6.1,0.0
2023-01-01 18:00:00,55.57,11.5,80.0,6.8,0.0
2023-01-01 19:00:00,54.95,11.2,82.0,6.5,0.0
2023-01-01 20:00:00,49.23,10.7,84.0,2.5,0.0
2023-01-01 21:00:00,44.99,10.3,87.0,4.3,0.0
2023-01-01 22:00:00,45.96,10.3,85.0,4.7,0.0
2023-01-01 23:00:00,35.0,9.2,89.0,2.9,0.0
2023-01-02 00:00:00,57.91,9.0,89.0,1.8,0.0
2023-01-02 01:00:00,51.67,8.6,92.0,3.2,0.0
2023-01-02 02:00:00,52.93,8.6,91.0,3.2,0.0
2023-01-02 03:00:00,44.09,8.3,91.0,2.2,0.0
2023-01-02 04:00:00,50.08,8.1,93.0,1.8,0.0
2023-01-02 05:00:00,69.72,9.8,81.0,4.3,0.0
2023-01-02 06:00:00,105.08,10.6,75.0,5.4,0.0
2023-01-02 07:00:00,140.64,10.4,76.0,6.1,0.0
2023-01-02 08:00:00,145.98,11.4,70.0,7.9,0.0
2023-01-02 09:00:00,147.05,13.3,58.0,16.9,0.0
2023-01-02 10:00:00,145.61,13.5,58.0,19.8,0.0
2023-01-02 11:00:00,143.35,13.6,61.0,20.5,0.0
2023-01-02 12:00:00,144.38,13.0,72.0,29.5,0.0
2023-01-02 13:00:00,143.76,12.7,76.0,28.1,0.0
2023-01-02 14:00:00,148.2,12.5,79.0,24.5,0.0
2023-01-02 15:00:00,155.34,11.7,89.0,20.9,0.1
2023-01-02 16:00:00,162.89,10.7,95.0,21.6,0.9
2023-01-02 17:00:00,170.0,9.7,96.0,20.2,0.9
2023-01-02 18:00:00,174.74,9.9,91.0,15.5,0.0
2023-01-02 19:00:00,164.46,9.1,90.0,19.8,0.0
2023-01-02 20:00:00,153.0,8.6,89.0,14.8,0.0
2023-01-02 21:00:00,141.67,7.9,89.0,17.6,0.0
2023-01-02 22:00:00,134.91,7.5,90.0,16.2,0.0
2023-01-02 23:00:00,124.22,6.8,94.0,19.4,0.0
2023-01-03 00:00:00,130.01,6.4,95.0,14.4,0.0
2023-01-03 01:00:00,120.0,5.8,98.0,13.0,0.0
2023-01-03 02:00:00,118.76,5.7,97.0,10.1,0.0
2023-01-03 03:00:00,115.0,5.7,98.0,10.4,0.0
2023-01-03 04:00:00,113.63,4.6,99.0,5.8,0.0
2023-01-03 05:00:00,116.27,4.6,99.0,3.2,0.0
2023-01-03 06:00:00,138.92,2.6,100.0,4.3,0.0
2023-01-03 07:00:00,159.92,2.0,100.0,7.9,0.0
2023-01-03 08:00:00,169.17,1.6,99.0,6.1,0.0
2023-01-03 09:00:00,171.18,2.7,97.0,5.4,0.0
2023-01-03 10:00:00,168.57,5.3,93.0,7.2,0.0
2023-01-03 11:00:00,169.49,5.6,92.0,6.5,0.0
2023-01-03 12:00:00,164.5,7.9,87.0,14.4,0.0
2023-01-03 13:00:00,160.91,8.5,80.0,15.1,0.0
2023-01-03 14:00:00,163.06,8.9,78.0,16.2,0.0
2023-01-03 15:00:00,167.73,9.2,75.0,13.0,0.0
2023-01-03 16:00:00,166.61,8.6,80.0,13.7,0.0
2023-01-03 17:00:00,170.72,7.3,84.0,12.2,0.0
2023-01-03 18:00:00,168.93,6.4,85.0,12.6,0.0
2023-01-03 19:00:00,160.99,4.8,93.0,10.8,0.0
2023-01-03 20:00:00,149.62,3.6,97.0,6.5,0.0
2023-01-03 21:00:00,130.99,3.1,99.0,3.2,0.0
2023-01-03 22:00:00,114.27,3.2,97.0,4.3,0.0
2023-01-03 23:00:00,93.66,2.7,98.0,4.7,0.0
2023-01-04 00:00:00,80.89,3.6,96.0,7.6,0.0
2023-01-04 01:00:00,70.67,4.4,95.0,10.8,0.0
2023-01-04 02:00:00,40.0,4.7,95.0,15.5,0.0
2023-01-04 03:00:00,8.68,5.3,94.0,16.6,0.0
2023-01-04 04:00:00,0.85,5.7,91.0,16.2,0.0
2023-01-04 05:00:00,11.02,5.5,93.0,22.3,0.8
2023-01-04 06:00:00,61.02,5.5,92.0,25.2,0.0
2023-01-04 07:00:00,79.2,5.2,93.0,27.4,0.0
2023-01-04 08:00:00,84.2,6.1,89.0,31.0,0.0
2023-01-04 09:00:00,83.32,6.7,88.0,24.1,0.0
2023-01-04 10:00:00,70.07,7.4,87.0,23.0,0.0
2023-01-04 11:00:00,79.74,8.1,86.0,23.0,0.0
2023-01-04 12:00:00,80.89,8.6,85.0,24.1,0.0
2023-01-04 13:00:00,79.72,9.8,81.0,25.2,0.0
2023-01-04 14:00:00,80.22,10.0,82.0,32.8,0.0
2023-01-04 15:00:00,79.74,10.4,79.0,33.5,0.0
2023-01-04 16:00:00,80.82,10.5,78.0,29.9,0.0
2023-01-04 17:00:00,86.16,10.3,80.0,34.9,0.0
2023-01-04 18:00:00,72.28,10.5,80.0,32.4,0.0
2023-01-04 19:00:00,66.61,10.3,85.0,35.6,0.0
2023-01-04 20:00:00,43.2,10.0,91.0,36.0,0.1
2023-01-04 21:00:00,31.25,9.9,93.0,36.4,0.4
2023-01-04 22:00:00,34.96,10.4,90.0,32.8,0.1
2023-01-04 23:00:00,9.09,10.8,90.0,30.2,0.0
2023-01-05 00:00:00,0.05,10.5,94.0,31.7,0.1
2023-01-05 01:00:00,0.07,10.4,97.0,26.6,0.3
2023-01-05 02:00:00,0.07,10.7,97.0,23.4,0.3
2023-01-05 03:00:00,0.12,11.0,93.0,22.3,0.1
2023-01-05 04:00:00,2.23,11.1,81.0,23.4,0.0
2023-01-05 05:00:00,10.07,11.3,71.0,18.4,0.0
2023-01-05 06:00:00,61.04,11.0,71.0,25.6,0.0
2023-01-05 07:00:00,87.19,10.7,72.0,22.7,0.0
2023-01-05 08:00:00,95.84,10.6,73.0,28.8,0.0
2023-01-05 09:00:00,125.55,10.6,76.0,33.5,0.0
2023-01-05 10:00:00,131.92,11.0,74.0,28.8,0.0
2023-01-05 11:00:00,143.07,11.2,75.0,28.4,0.0
2023-01-05 12:00:00,140.91,12.0,70.0,25.2,0.0
2023-01-05 13:00:00,142.58,12.2,69.0,27.7,0.0
2023-01-05 14:00:00,151.03,12.2,70.0,25.2,0.0
2023-01-05 15:00:00,159.48,11.3,72.0,27.4,0.0
2023-01-05 16:00:00,172.73,11.3,73.0,24.5,0.0
2023-01-05 17:00:00,194.7,10.6,78.0,18.7,0.0
2023-01-05 18:00:00,194.67,10.8,75.0,15.8,0.0
2023-01-05 19:00:00,177.98,10.4,78.0,13.7,0.0
2023-01-05 20:00:00,163.99,9.6,85.0,9.4,0.0
2023-01-05 21:00:00,152.0,9.7,86.0,10.8,0.0
2023-01-05 22:00:00,144.64,9.9,88.0,14.8,0.0
2023-01-05 23:00:00,127.0,9.4,94.0,13.0,0.0
2023-01-06 00:00:00,107.21,9.5,94.0,12.2,0.0
2023-01-06 01:00:00,101.1,9.7,94.0,13.0,0.0
2023-01-06 02:00:00,96.73,10.3,95.0,15.1,0.0
2023-01-06 03:00:00,82.34,10.3,96.0,16.6,0.0
2023-01-06 04:00:00,81.93,10.2,96.0,16.2,0.0
2023-01-06 05:00:00,84.03,10.4,89.0,16.2,0.0
2023-01-06 06:00:00,97.25,10.3,87.0,20.2,0.0
2023-01-06 07:00:00,106.51,10.1,86.0,21.2,0.0
2023-01-06 08:00:00,120.7,9.9,86.0,20.2,0.0
2023-01-06 09:00:00,116.86,10.1,82.0,20.2,0.0
2023-01-06 10:00:00,112.85,10.5,78.0,21.2,0.0
2023-01-06 11:00:00,113.37,11.2,74.0,21.6,0.0
2023-01-06 12:00:00,115.0,11.9,71.0,21.2,0.0
2023-01-06 13:00:00,109.78,11.6,74.0,22.0,0.0
2023-01-06 14:00:00,119.71,11.7,73.0,24.8,0.0
2023-01-06 15:00:00,125.83,11.8,73.0,22.3,0.0
2023-01-06 16:00:00,139.57,11.2,76.0,23.8,0.0
2023-01-06 17:00:00,155.93,10.7,78.0,19.1,0.0
2023-01-06 18:00:00,163.5,10.3,80.0,22.3,0.0
2023-01-06 19:00:00,146.74,10.3,79.0,18.4,0.0
2023-01-06 20:00:00,139.38,10.3,80.0,16.6,0.0
2023-01-06 21:00:00,131.8,10.1,81.0,14.4,0.0
2023-01-06 22:00:00,129.94,9.8,83.0,16.6,0.0
2023-01-06 23:00:00,121.3,9.8,83.0,13.3,0.0
2023-01-07 00:00:00,97.15,9.7,83.0,13.3,0.0
2023-01-07 01:00:00,98.43,9.6,83.0,11.9,0.0
2023-01-07 02:00:00,96.05,9.8,81.0,8.6,0.0
2023-01-07 03:00:00,87.97,9.5,81.0,13.7,0.0
2023-01-07 04:00:00,82.99,9.1,82.0,9.0,0.0
2023-01-07 05:00:00,83.59,9.1,81.0,4.7,0.0
2023-01-07 06:00:00,90.76,9.1,81.0,7.2,0.0
2023-01-07 07:00:00,103.21,9.0,82.0,10.1,0.0
2023-01-07 08:00:00,111.86,9.4,80.0,13.0,0.0
2023-01-07 09:00:00,112.0,9.6,77.0,13.0,0.0
2023-01-07 10:00:00,100.0,9.8,74.0,12.2,0.0
2023-01-07 11:00:00,88.32,10.4,70.0,12.2,0.0
2023-01-07 12:00:00,87.9,10.7,69.0,18.0,0.0
2023-01-07 13:00:00,94.05,10.4,68.0,18.0,0.0
2023-01-07 14:00:00,88.98,10.5,68.0,17.6,0.0
2023-01-07 15:00:00,85.56,10.5,69.0,15.5,0.0
2023-01-07 16:00:00,94.1,10.2,70.0,14.0,0.0
2023-01-07 17:00:00,96.81,8.5,76.0,11.5,0.0
2023-01-07 18:00:00,99.52,8.2,77.0,8.6,0.0
2023-01-07 19:00:00,94.58,6.2,85.0,8.6,0.0
2023-01-07 20:00:00,87.86,6.0,87.0,4.7,0.0
2023-01-07 21:00:00,61.47,5.0,92.0,4.0,0.0
2023-01-07 22:00:00,50.0,8.6,76.0,7.2,0.0
2023-01-07 23:00:00,38.25,8.7,79.0,17.6,0.0
2023-01-08 00:00:00,10.93,8.7,83.0,15.5,0.2
2023-01-08 01:00:00,9.07,9.1,82.0,17.3,0.0
2023-01-08 02:00:00,9.1,9.3,77.0,14.0,0.0
2023-01-08 03:00:00,4.16,8.1,91.0,19.1,0.3
2023-01-08 04:00:00,5.58,8.0,94.0,16.6,0.8
2023-01-08 05:00:00,9.92,8.1,95.0,13.3,0.9
2023-01-08 06:00:00,9.02,8.1,93.0,17.6,1.1
2023-01-08 07:00:00,16.47,8.0,94.0,18.0,0.1
2023-01-08 08:00:00,49.42,8.0,94.0,18.4,0.4
2023-01-08 09:00:00,82.8,7.9,95.0,19.4,0.0
2023-01-08 10:00:00,93.7,8.2,96.0,16.6,0.5
2023-01-08 11:00:00,103.87,8.6,95.0,13.7,0.1
2023-01-08 12:00:00,101.69,9.1,92.0,16.2,0.0
2023-01-08 13:00:00,99.0,9.5,91.0,16.2,0.0
2023-01-08 14:00:00,104.29,9.7,87.0,18.4,0.0
2023-01-08 15:00:00,103.64,9.6,87.0,19.1,0.0
2023-01-08 16:00:00,109.11,9.0,88.0,17.3,0.0
2023-01-08 17:00:00,118.04,9.3,86.0,14.8,0.0
2023-01-08 18:00:00,122.61,9.1,86.0,15.1,0.0
2023-01-08 19:00:00,109.11,8.5,88.0,15.1,0.0
2023-01-08 20:00:00,103.93,9.1,83.0,13.7,0.0
2023-01-08 21:00:00,98.43,8.4,86.0,7.9,0.0
2023-01-08 22:00:00,99.37,8.4,87.0,5.8,0.0
2023-01-08 23:00:00,81.34,7.6,92.0,4.7,0.0
2023-01-09 00:00:00,75.13,8.4,92.0,7.9,0.7
2023-01-09 01:00:00,64.38,8.5,94.0,18.7,1.0
2023-01-09 02:00:00,60.28,8.5,93.0,20.2,0.2
2023-01-09 03:00:00,39.41,7.7,93.0,22.3,0.0
2023-01-09 04:00:00,47.25,7.5,88.0,21.6,0.0
2023-01-09 05:00:00,69.07,7.3,87.0,22.7,0.0
2023-01-09 06:00:00,107.13,7.5,80.0,24.5,0.0
2023-01-09 07:00:00,160.0,7.2,77.0,25.2,0.0
2023-01-09 08:00:00,180.0,7.2,78.0,24.5,0.0
2023-01-09 09:00:00,177.14,7.6,79.0,27.0,0.0
2023-01-09 10:00:00,159.07,7.6,82.0,30.6,0.0
2023-01-09 11:00:00,160.57,7.2,90.0,28.4,0.1
2023-01-09 12:00:00,140.56,8.4,77.0,29.2,0.0
2023-01-09 13:00:00,137.67,7.8,85.0,25.6,0.3
2023-01-09 14:00:00,143.57,7.9,79.0,26.3,0.0
2023-01-09 15:00:00,151.02,7.7,75.0,25.2,0.1
2023-01-09 16:00:00,161.96,7.7,74.0,24.1,0.0
2023-01-09 17:00:00,176.07,7.3,76.0,23.8,0.0
2023-01-09 18:00:00,182.18,6.4,87.0,22.7,0.3
2023-01-09 19:00:00,170.79,6.4,76.0,21.2,0.0
2023-01-09 20:00:00,160.51,6.0,76.0,19.4,0.0
2023-01-09 21:00:00,138.93,5.3,80.0,16.9,0.0
2023-01-09 22:00:00,132.0,5.0,85.0,15.5,0.0
2023-01-09 23:00:00,108.31,5.3,84.0,9.7,0.0
2023-01-10 00:00:00,106.02,4.8,91.0,12.2,0.0
2023-01-10 01:00:00,96.71,2.8,95.0,12.6,0.0
2023-01-10 02:00:00,95.14,5.5,82.0,8.3,0.0
2023-01-10 03:00:00,90.36,5.2,80.0,14.0,0.0
2023-01-10 04:00:00,95.61,4.0,87.0,9.7,0.0
2023-01-10 05:00:00,108.6,5.2,82.0,12.6,0.0
2023-01-10 06:00:00,138.13,5.1,82.0,20.5,0.0
2023-01-10 07:00:00,154.73,5.0,81.0,17.3,0.0
2023-01-10 08:00:00,165.33,4.6,82.0,17.3,0.0
2023-01-10 09:00:00,160.42,5.7,78.0,17.6,0.0
2023-01-10 10:00:00,154.73,7.2,69.0,19.8,0.0
2023-01-10 11:00:00,146.45,6.8,73.0,21.6,0.0
2023-01-10 12:00:00,141.22,6.9,75.0,23.4,0.0
2023-01-10 13:00:00,141.68,7.3,69.0,23.0,0.0
2023-01-10 14:00:00,145.41,7.2,69.0,24.5,0.0
2023-01-10 15:00:00,145.92,6.9,71.0,22.3,0.0
2023-01-10 16:00:00,140.5,6.6,71.0,19.8,0.0
2023-01-10 17:00:00,146.34,6.4,72.0,18.7,0.0
2023-01-10 18:00:00,140.45,6.5,71.0,19.1,0.0
2023-01-10 19:00:00,124.44,6.2,76.0,17.6,0.1
2023-01-10 20:00:00,106.15,5.3,88.0,16.2,0.9
2023-01-10 21:00:00,86.53,5.1,88.0,13.0,0.2
2023-01-10 22:00:00,81.3,5.4,85.0,16.6,0.0
2023-01-10 23:00:00,42.96,5.7,85.0,18.0,0.0
2023-01-11 00:00:00,5.0,6.0,84.0,17.3,0.0
2023-01-11 01:00:00,0.16,6.4,82.0,15.5,0.0
2023-01-11 02:00:00,0.08,6.6,84.0,17.3,0.0
2023-01-11 03:00:00,0.01,6.7,88.0,16.2,0.0
2023-01-11 04:00:00,0.04,7.3,88.0,16.6,0.0
2023-01-11 05:00:00,2.75,7.4,93.0,21.6,0.1
2023-01-11 06:00:00,57.88,8.0,91.0,23.0,0.0
2023-01-11 07:00:00,91.11,7.8,95.0,16.9,0.3
2023-01-11 08:00:00,127.44,8.1,96.0,19.1,0.7
2023-01-11 09:00:00,129.74,8.4,98.0,17.3,0.6
2023-01-11 10:00:00,131.71,8.6,97.0,16.6,0.6
2023-01-11 11:00:00,130.02,9.1,97.0,20.2,1.6
2023-01-11 12:00:00,117.47,9.8,96.0,18.4,0.6
2023-01-11 13:00:00,110.54,10.0,96.0,16.9,0.1
2023-01-11 14:00:00,115.74,10.1,89.0,15.8,0.0
2023-01-11 15:00:00,117.7,10.2,76.0,16.6,0.0
2023-01-11 16:00:00,119.2,9.8,73.0,22.7,0.0
2023-01-11 17:00:00,132.39,8.8,76.0,15.1,0.0
2023-01-11 18:00:00,132.88,7.6,80.0,13.3,0.0
2023-01-11 19:00:00,127.8,8.1,77.0,19.4,0.0
2023-01-11 20:00:00,114.56,7.5,79.0,17.6,0.0
2023-01-11 21:00:00,93.47,6.7,82.0,23.8,0.0
2023-01-11 22:00:00,91.71,6.6,83.0,24.8,0.0
2023-01-11 23:00:00,68.54,7.0,83.0,30.2,0.0
2023-01-12 00:00:00,19.88,8.0,79.0,27.7,0.0
2023-01-12 01:00:00,5.55,8.2,78.0,22.7,0.0
2023-01-12 02:00:00,4.69,8.5,77.0,25.2,0.0
2023-01-12 03:00:00,0.1,8.5,77.0,26.6,0.0
2023-01-12 04:00:00,2.03,8.9,76.0,27.4,0.0
2023-01-12 05:00:00,24.94,9.1,75.0,27.4,0.0
2023-01-12 06:00:00,85.72,9.0,76.0,27.4,0.0
2023-01-12 07:00:00,111.55,9.0,77.0,34.2,0.2
2023-01-12 08:00:00,106.83,8.8,81.0,39.2,0.6
2023-01-12 09:00:00,97.83,8.8,83.0,39.2,1.1
2023-01-12 10:00:00,84.74,9.1,81.0,40.0,1.2
2023-01-12 11:00:00,87.38,9.5,80.0,37.8,1.2
2023-01-12 12:00:00,75.88,9.7,79.0,39.6,1.3
2023-01-12 13:00:00,81.84,9.4,85.0,39.2,0.7
2023-01-12 14:00:00,88.2,9.8,82.0,36.4,0.9
2023-01-12 15:00:00,95.18,10.2,79.0,36.0,1.0
2023-01-12 16:00:00,99.08,10.0,82.0,35.3,0.2
2023-01-12 17:00:00,112.01,9.7,83.0,36.0,0.0
2023-01-12 18:00:00,119.49,9.8,84.0,36.4,0.2
2023-01-12 19:00:00,100.79,10.0,81.0,33.8,0.0
2023-01-12 20:00:00,99.35,10.1,79.0,32.4,0.0
2023-01-12 21:00:00,84.77,10.1,80.0,34.9,0.5
2023-01-12 22:00:00,70.43,9.9,83.0,34.9,0.5
2023-01-12 23:00:00,39.57,9.8,83.0,37.8,0.0
2023-01-13 00:00:00,32.64,9.9,83.0,38.5,0.3
2023-01-13 01:00:00,16.99,10.0,84.0,37.8,0.7
2023-01-13 02:00:00,9.0,10.0,85.0,36.7,1.8
2023-01-13 03:00:00,2.02,10.2,80.0,34.9,0.3
2023-01-13 04:00:00,2.61,10.5,79.0,36.0,1.4
2023-01-13 05:00:00,25.26,10.7,78.0,37.4,1.0
2023-01-13 06:00:00,54.74,7.9,97.0,34.9,0.2
2023-01-13 07:00:00,87.88,8.3,92.0,18.4,1.0
2023-01-13 08:00:00,105.95,7.7,91.0,20.5,1.3
2023-01-13 09:00:00,100.64,8.4,83.0,24.1,0.0
2023-01-13 10:00:00,94.85,9.6,74.0,29.2,0.0
2023-01-13 11:00:00,84.93,10.2,65.0,26.3,0.0
2023-01-13 12:00:00,76.53,10.4,61.0,34.6,0.1
2023-01-13 13:00:00,70.24,10.0,65.0,39.6,0.3
2023-01-13 14:00:00,73.55,8.5,73.0,37.8,0.0
2023-01-13 15:00:00,79.85,8.5,73.0,32.0,0.0
2023-01-13 16:00:00,85.31,8.7,73.0,29.9,0.0
2023-01-13 17:00:00,96.9,8.2,74.0,31.3,0.0
2023-01-13 18:00:00,96.97,8.0,73.0,33.8,0.0
2023-01-13 19:00:00,95.91,8.0,73.0,26.6,0.0
2023-01-13 20:00:00,84.94,7.8,73.0,25.2,0.0
2023-01-13 21:00:00,76.89,7.4,74.0,24.8,0.0
2023-01-13 22:00:00,76.51,7.6,75.0,23.0,0.0
2023-01-13 23:00:00,68.3,7.5,77.0,25.6,0.0
2023-01-14 00:00:00,25.68,7.7,75.0,23.0,0.0
2023-01-14 01:00:00,34.62,7.5,74.0,27.0,0.0
2023-01-14 02:00:00,44.7,6.9,77.0,22.0,0.0
2023-01-14 03:00:00,41.23,6.0,81.0,17.6,0.0
2023-01-14 04:00:00,40.7,5.3,84.0,18.0,0.0
2023-01-14 05:00:00,40.68,5.8,83.0,17.3,0.0
2023-01-14 06:00:00,45.1,6.2,82.0,16.6,0.0
2023-01-14 07:00:00,53.14,6.1,83.0,18.4,0.0
2023-01-14 08:00:00,52.34,6.1,84.0,17.3,0.0
2023-01-14 09:00:00,54.16,6.5,83.0,19.8,0.0
2023-01-14 10:00:00,50.47,7.2,85.0,22.7,0.0
2023-01-14 11:00:00,55.01,7.9,85.0,22.7,0.0
2023-01-14 12:00:00,48.91,8.4,80.0,22.7,0.0
2023-01-14 13:00:00,25.25,8.0,86.0,21.2,0.3
2023-01-14 14:00:00,13.42,8.3,86.0,24.8,0.7
2023-01-14 15:00:00,9.05,8.7,83.0,25.2,0.2
2023-01-14 16:00:00,9.04,9.0,82.0,30.6,0.0
2023-01-14 17:00:00,11.04,8.9,83.0,31.0,0.0
2023-01-14 18:00:00,13.69,9.4,82.0,28.4,0.0
2023-01-14 19:00:00,6.84,9.8,81.0,29.2,0.0
2023-01-14 20:00:00,9.03,9.8,83.0,31.3,0.0
2023-01-14 21:00:00,9.07,10.2,84.0,29.5,0.0
2023-01-14 22:00:00,5.9,10.1,86.0,25.9,0.0
2023-01-14 23:00:00,5.19,10.0,88.0,26.3,0.0
2023-01-15 00:00:00,3.94,10.0,94.0,25.9,1.2
2023-01-15 01:00:00,1.71,10.2,93.0,27.7,0.4
2023-01-15 02:00:00,4.1,9.2,95.0,24.1,2.0
2023-01-15 03:00:00,2.65,8.0,86.0,18.0,1.0
2023-01-15 04:00:00,2.87,7.1,89.0,18.7,0.6
2023-01-15 05:00:00,4.01,5.5,90.0,16.6,0.9
2023-01-15 06:00:00,1.58,5.0,91.0,12.2,0.3
2023-01-15 07:00:00,1.74,4.8,93.0,12.6,0.7
2023-01-15 08:00:00,9.08,4.9,96.0,13.7,0.8
2023-01-15 09:00:00,10.31,5.1,92.0,22.7,0.8
2023-01-15 10:00:00,9.01,5.4,88.0,24.1,0.3
2023-01-15 11:00:00,8.03,5.4,84.0,27.4,0.1
2023-01-15 12:00:00,6.76,5.6,77.0,29.5,0.0
2023-01-15 13:00:00,0.42,6.6,71.0,29.5,0.0
2023-01-15 14:00:00,0.29,7.4,64.0,30.6,0.0
2023-01-15 15:00:00,0.32,7.3,64.0,27.7,0.0
2023-01-15 16:00:00,0.46,6.9,66.0,27.7,0.0
2023-01-15 17:00:00,1.25,6.1,72.0,29.5,0.0
2023-01-15 18:00:00,26.95,5.3,77.0,28.1,0.0
2023-01-15 19:00:00,25.27,5.7,76.0,22.7,0.0
2023-01-15 20:00:00,12.17,6.0,73.0,26.6,0.0
2023-01-15 21:00:00,19.69,5.4,81.0,27.7,0.1
2023-01-15 22:00:00,32.14,5.3,78.0,23.0,0.0
2023-01-15 23:00:00,37.47,5.6,79.0,20.9,0.1
2023-01-16 00:00:00,60.01,4.6,89.0,25.6,0.6
2023-01-16 01:00:00,60.01,4.6,85.0,17.6,0.1
2023-01-16 02:00:00,62.72,4.9,78.0,17.6,0.0
2023-01-16 03:00:00,56.1,4.7,79.0,24.5,0.0
2023-01-16 04:00:00,63.3,4.7,76.0,21.6,0.0
2023-01-16 05:00:00,87.0,4.2,75.0,17.3,0.0
2023-01-16 06:00:00,154.63,4.2,75.0,17.3,0.0
2023-01-16 07:00:00,175.11,4.7,73.0,14.4,0.0
2023-01-16 08:00:00,185.99,4.5,74.0,10.1,0.0
2023-01-16 09:00:00,170.0,4.9,72.0,13.0,0.0
2023-01-16 10:00:00,150.2,5.5,70.0,16.6,0.0
2023-01-16 11:00:00,150.89,4.7,80.0,23.0,0.1
2023-01-16 12:00:00,147.04,4.7,84.0,20.2,0.0
2023-01-16 13:00:00,140.87,6.9,71.0,14.8,0.0
2023-01-16 14:00:00,141.24,7.1,67.0,16.2,0.0
2023-01-16 15:00:00,145.69,6.1,75.0,19.8,0.2
2023-01-16 16:00:00,150.81,5.1,87.0,22.0,0.7
2023-01-16 17:00:00,166.79,5.3,88.0,27.7,0.3
2023-01-16 18:00:00,173.72,5.4,83.0,34.2,0.1
2023-01-16 19:00:00,150.5,5.0,81.0,37.4,0.0
2023-01-16 20:00:00,136.97,4.7,78.0,38.9,0.0
2023-01-16 21:00:00,127.74,5.0,77.0,38.9,0.0
2023-01-16 22:00:00,123.24,4.9,77.0,35.3,0.0
2023-01-16 23:00:00,109.4,4.7,77.0,42.5,0.0
2023-01-17 00:00:00,98.24,4.4,75.0,42.1,0.0
2023-01-17 01:00:00,94.61,4.3,70.0,29.5,0.0
2023-01-17 02:00:00,91.91,3.5,69.0,35.3,0.0
2023-01-17 03:00:00,89.51,3.5,67.0,34.2,0.0
2023-01-17 04:00:00,91.77,2.5,72.0,21.2,0.0
2023-01-17 05:00:00,100.0,1.5,79.0,17.3,0.0
2023-01-17 06:00:00,116.96,1.9,79.0,13.0,0.0
2023-01-17 07:00:00,140.8,1.6,82.0,10.8,0.0
2023-01-17 08:00:00,151.96,1.6,81.0,15.1,0.0
2023-01-17 09:00:00,136.1,2.8,74.0,7.9,0.0
2023-01-17 10:00:00,126.17,3.9,70.0,7.2,0.0
2023-01-17 11:00:00,122.75,4.7,60.0,7.2,0.0
2023-01-17 12:00:00,116.07,4.5,62.0,11.2,0.0
2023-01-17 13:00:00,129.56,3.9,65.0,5.4,0.0
2023-01-17 14:00:00,146.05,4.1,59.0,3.6,0.0
2023-01-17 15:00:00,163.85,3.2,63.0,6.8,0.0
2023-01-17 16:00:00,180.05,3.6,61.0,4.3,0.0
2023-01-17 17:00:00,188.83,2.0,71.0,4.7,0.0
2023-01-17 18:00:00,176.9,0.7,76.0,6.8,0.0
2023-01-17 19:00:00,175.56,1.4,72.0,7.6,0.0
2023-01-17 20:00:00,154.02,1.6,71.0,7.6,0.0
2023-01-17 21:00:00,146.26,1.6,71.0,9.7,0.0
2023-01-17 22:00:00,139.94,1.5,71.0,12.2,0.0
2023-01-17 23:00:00,127.73,1.7,69.0,8.6,0.0
2023-01-18 00:00:00,122.85,1.0,75.0,11.5,0.0
2023-01-18 01:00:00,124.68,1.0,74.0,11.9,0.0
2023-01-18 02:00:00,124.64,0.9,72.0,11.5,0.0
2023-01-18 03:00:00,122.87,0.6,77.0,10.8,0.0
2023-01-18 04:00:00,119.91,1.3,73.0,9.7,0.0
2023-01-18 05:00:00,126.6,1.6,72.0,9.4,0.0
2023-01-18 06:00:00,152.72,1.6,69.0,7.6,0.0
2023-01-18 07:00:00,171.69,1.4,67.0,8.6,0.0
2023-01-18 08:00:00,188.67,0.8,69.0,7.2,0.0
2023-01-18 09:00:00,183.11,0.5,74.0,7.9,0.0
2023-01-18 10:00:00,161.25,1.6,68.0,9.7,0.0
2023-01-18 11:00:00,152.45,2.8,59.0,10.4,0.0
2023-01-18 12:00:00,140.87,3.1,60.0,10.4,0.0
2023-01-18 13:00:00,141.24,2.7,60.0,16.9,0.0
