Date,Daily_PnL,Cumulative_PnL,Running_Peak,Drawdown,Rolling_Volatility,Rolling_Mean,Rolling_Sharpe,VaR95,Month
2023-05-21,66.37,2739.690000000001,2739.690000000001,0.0,30.640542776021363,31.669333333333334,16.407512255842903,0.0,2023-05
2023-05-22,0.0,2739.690000000001,2739.690000000001,0.0,29.446996490284878,28.836666666666666,15.545486684573138,0.0,2023-05
2023-05-23,51.38999999999999,2791.080000000001,2791.080000000001,0.0,27.440134889585003,27.542000000000005,15.93343827992597,0.0,2023-05
2023-05-24,0.0,2791.080000000001,2791.080000000001,0.0,27.440134889585003,27.541999999999998,15.933438279925966,0.0,2023-05
2023-05-25,38.6,2829.6800000000007,2829.6800000000007,0.0,27.514355717964975,27.891333333333332,16.092006476275387,0.0,2023-05
2023-05-26,67.26,2896.940000000001,2896.940000000001,0.0,27.900884837449922,30.133333333333336,17.144683397223694,0.0,2023-05
2023-05-27,83.39999999999999,2980.340000000001,2980.340000000001,0.0,28.930827053905453,32.913333333333334,18.059731508384374,0.0,2023-05
2023-05-28,68.05,3048.3900000000012,3048.3900000000012,0.0,28.929002042853146,35.181666666666665,19.305596626711107,0.0,2023-05
2023-05-29,167.19,3215.5800000000013,3215.5800000000013,0.0,37.65655637224535,39.550333333333334,16.6728489831056,0.0,2023-05
2023-05-30,0.0,3215.5800000000013,3215.5800000000013,0.0,38.197464506333965,38.86466666666667,16.151790824289527,0.0,2023-05
2023-05-31,40.010000000000005,3255.5900000000015,3255.5900000000015,0.0,37.864367600596516,38.01200000000001,15.936402249792682,0.0,2023-05
2023-06-01,78.51,3334.1000000000017,3334.1000000000017,0.0,37.859684166305634,40.629000000000005,17.035677774551168,0.0,2023-06
2023-06-02,49.13999999999999,3383.2400000000016,3383.2400000000016,0.0,37.87810183042257,40.725,17.067627510821875,0.0,2023-06
2023-06-03,47.64,3430.8800000000015,3430.8800000000015,0.0,37.801393304309904,40.467666666666666,16.994196157343904,0.0,2023-06
2023-06-04,83.19,3514.0700000000015,3514.0700000000015,0.0,37.78172089811405,43.24066666666667,18.16815875060116,0.0,2023-06
2023-06-05,0.0,3514.0700000000015,3514.0700000000015,0.0,38.55088296616906,42.184666666666665,17.37082970132248,0.0,2023-06
2023-06-06,0.0,3514.0700000000015,3514.0700000000015,0.0,39.31284055240539,40.782333333333334,16.46788841031807,0.0,2023-06
2023-06-07,0.0,3514.0700000000015,3514.0700000000015,0.0,39.31284055240539,40.782333333333334,16.46788841031807,0.0,2023-06
2023-06-08,0.0,3514.0700000000015,3514.0700000000015,0.0,40.00062295635596,39.639,15.730995439803527,0.0,2023-06
2023-06-09,30.94,3545.0100000000016,3545.0100000000016,0.0,39.336724131558015,40.67033333333334,16.41269171955912,0.0,2023-06
2023-06-10,48.06,3593.0700000000015,3593.0700000000015,0.0,38.59493317498566,42.272333333333336,17.38706179352792,0.0,2023-06
2023-06-11,103.44,3696.5100000000016,3696.5100000000016,0.0,40.00769409478142,44.90166666666667,17.816369496958526,0.0,2023-06
2023-06-12,0.0,3696.5100000000016,3696.5100000000016,0.0,40.79108030316003,43.80566666666667,17.047682849391943,0.0,2023-06
2023-06-13,45.26,3741.770000000002,3741.770000000002,0.0,40.192286050074756,42.622,16.834157515653715,0.0,2023-06
2023-06-14,0.0,3741.770000000002,3741.770000000002,0.0,40.192286050074756,42.622,16.834157515653715,0.0,2023-06
2023-06-15,0.0,3741.770000000002,3741.770000000002,0.0,40.5424219657703,40.24266666666667,15.75713777296714,0.0,2023-06
2023-06-16,0.0,3741.770000000002,3741.770000000002,0.0,41.13508794484199,38.525333333333336,14.867373272065372,0.0,2023-06
2023-06-17,45.32000000000001,3787.090000000002,3787.090000000002,0.0,40.62231317233503,37.580333333333336,14.685753974437551,0.0,2023-06
2023-06-18,61.440000000000005,3848.530000000002,3848.530000000002,0.0,40.20901023431177,39.62833333333334,15.645256761257242,0.0,2023-06
2023-06-19,0.0,3848.530000000002,3848.530000000002,0.0,40.588337163256156,39.17366666666667,15.321215972804225,0.0,2023-06
2023-06-20,0.0,3848.530000000002,3848.530000000002,0.0,40.86271521463844,36.961333333333336,14.358883732277794,0.0,2023-06
2023-06-21,0.0,3848.530000000002,3848.530000000002,0.0,40.86271521463844,36.961333333333336,14.358883732277794,0.0,2023-06
2023-06-22,0.0,3848.530000000002,3848.530000000002,0.0,41.31168575457866,35.248333333333335,13.5445923969596,0.0,2023-06
2023-06-23,37.14999999999999,3885.680000000002,3885.680000000002,0.0,40.771936455101695,36.486666666666665,14.206042866177999,0.0,2023-06
