datetime,price_eur_mwh,load_mw,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Gas.1,Fossil Hard coal,Fossil Oil,Fossil Oil.1,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage.1,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir.1,Nuclear,Nuclear.1,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,renewable_generation,fossil_generation,residual_load,hour,day_of_week,month,quarter,weekend,season,temperature_2m,wind_speed_10m,shortwave_radiation,cloud_cover,precipitation
2020-07-01 00:00:00,23.92,46662.985,4396.295,7417.4875,7653.5075,0.44,1484.7875,398.0575,0.24,16.0925,977.445,495.825,2114.2075,376.4275,0.0,5261.0575,0.0,223.09,132.79,0.1575,357.045,3176.42,14253.565,24317.0725,16953.84,22345.9125,0,2,7,3,0,Summer,17.7,12.4,0.0,54,0.0
2020-07-01 01:00:00,25.04,44673.6175,4368.09,6626.15,7643.4525,0.4575,1446.96,397.47,0.23,16.53,1607.49,1630.71,2113.62,370.8425,0.0,5287.035,0.08,223.09,132.4375,0.19,356.8475,2827.4575,14438.9125,24119.1125,16114.0325,20554.505,1,2,7,3,0,Summer,16.9,10.7,0.0,100,0.0
2020-07-01 02:00:00,25.59,43375.15,4352.4375,6208.9075,7744.3,0.415,1440.4925,397.3475,0.2324999999999999,16.65,1550.29,2051.0775,2114.145,225.32,0.0,5290.295,0.1633333333333333,223.09,131.81,0.1875,356.59000000000003,2753.4225,14278.065,23723.5775,15791.0475,19651.5725,2,2,7,3,0,Summer,18.1,10.5,0.0,100,0.0
2020-07-01 03:00:00,25.03,43654.56,4364.565,6663.9725,7764.5975,0.4175,1455.2375,398.18,0.245,16.8175,1658.0575,1488.1725,2116.37,216.325,0.0,5298.15,0.1633333333333333,223.09,131.4525,0.22,356.625,2607.1825,13888.37,23193.0325,16281.9875,20461.5275,3,2,7,3,0,Summer,17.8,16.3,0.0,84,0.6
2020-07-01 04:00:00,24.78,44222.095,4385.69,7141.9275,7778.4325,0.43,1506.4525,396.76,0.2425,17.122500000000002,1838.38,928.215,2118.51,463.6775,0.0,5305.9400000000005,0.3825,223.09,131.73000000000002,1.6425,355.4375,2172.6525,12610.275,21752.4475,16823.5725,22469.6475,4,2,7,3,0,Summer,18.5,19.4,0.0,89,0.0
2020-07-01 05:00:00,25.89,46158.677500000005,4432.8925,8171.34,8059.41,0.4175,1906.3475,397.93,0.245,17.4125,1314.4825,644.3075,2122.9225,501.355,0.0,5306.6275000000005,0.3399999999999999,223.09,131.5,207.5625,359.2375,1766.9325,11335.34,20367.005,18535.0275,25791.672500000008,5,2,7,3,0,Summer,18.4,20.1,0.0,81,0.0
2020-07-01 06:00:00,33.75,52031.72,4547.9975,9829.185,8702.4325,0.4325,2589.4825,397.885,0.21,17.04,1211.15,394.5925,2123.0025,690.3399999999999,0.0,5292.75,0.4675,223.09,132.6525,1700.5,359.72,1539.3375,10052.025,20653.2025,21518.985,31378.5175,6,2,7,3,0,Summer,18.3,19.1,26.0,99,0.0
2020-07-01 07:00:00,37.97,57285.42,4653.9125,10109.8525,8860.5475,0.4475,2810.01,398.3,0.1975,15.8975,1252.535,2190.63,2118.315,760.0825,0.0,5295.7525000000005,0.4075,223.09,130.9,5312.805,355.425,1400.2675,8739.807499999999,22985.19,22178.710000000003,34300.23,7,2,7,3,0,Summer,18.9,17.8,54.0,100,0.0
2020-07-01 08:00:00,39.99,61837.185,4708.7125,10186.615,8949.0075,0.455,2846.39,397.9625,0.2,14.5375,1456.215,1503.1,2112.7,812.975,0.0,5290.7225,0.1,223.09,130.85500000000002,10376.3,366.4875,1462.6525,8096.92,27570.26,22379.975,34266.925,8,2,7,3,0,Summer,18.9,16.8,93.0,98,0.2
2020-07-01 09:00:00,38.29,64229.915,4627.82,9970.345,9120.215,0.4725,2577.9725,397.845,0.2125,13.625,1709.295,1336.0975,2122.08,846.57,0.0,5285.825,0.0525,223.1475,131.35750000000002,15064.965,366.8275,1357.5525,8770.744999999999,32789.7325,22066.3775,31440.182500000003,9,2,7,3,0,Summer,20.4,19.7,226.0,81,0.0
2020-07-01 10:00:00,37.06,66105.9025,4555.81,10066.775,9032.7375,0.48,2571.8225,397.76,0.195,13.23,1497.86,489.5425,2124.6725,834.0074999999999,0.0,5285.360000000001,0.1633333333333333,223.47,133.88,18652.84,366.8,1486.265,9388.705,37042.3,22069.095,29063.6025,10,2,7,3,0,Summer,22.7,23.7,515.0,99,0.0
2020-07-01 11:00:00,36.14,66996.295,4512.452499999999,10297.055,8994.432499999999,0.4725,2473.1825,397.3825,0.21,12.7875,948.9825,298.13,2126.83,872.01,0.0,5272.2575,0.22,223.09,127.565,20939.545,360.845,1442.475,10257.43,40150.7425,22162.0525,26845.5525,11,2,7,3,0,Summer,21.3,23.4,291.0,100,0.4
2020-07-01 12:00:00,28.4,66924.1925,4434.7925,10218.11,8962.655,0.4325,2218.445,399.01,0.22,11.89,584.7375,477.11,2125.5775,836.1,0.0,5268.2,0.1366666666666667,227.48,128.7225,22244.575,360.8125,1260.5725,10900.1275,41801.745,21798.22,25122.44750000001,12,2,7,3,0,Summer,19.2,14.9,203.0,100,2.4
2020-07-01 13:00:00,24.16,66020.26,4390.9525,10206.8225,8838.595000000001,0.4875,2234.6675,402.3125,0.195,11.385,537.71,1849.9075,2125.39,570.0875,0.0,5269.9625,0.3725,227.39,130.9075,22491.905,362.5075,1509.8225,11704.025,42792.1825,21682.3975,23228.077499999992,13,2,7,3,0,Summer,19.5,16.0,149.0,99,1.3
2020-07-01 14:00:00,25.0,64650.335,4358.03,9857.085,8603.3725,0.56,2245.255,403.2775,0.2133333333333333,10.99,274.565,2185.6375,2126.24,377.13,0.0,5273.0625,0.745,227.39,130.8325,21997.855,364.435,1593.1125,12164.1,42616.4675,21108.99,22033.8675,14,2,7,3,0,Summer,19.5,16.3,277.0,97,0.1
2020-07-01 15:00:00,26.41,63488.8875,4378.797500000001,10211.825,8804.3275,0.51,2297.6075,410.49,0.2,10.815,521.47,1501.365,2119.7200000000003,582.2125,0.0,5272.4375,0.5325,227.39,129.985,19992.59,364.91,1579.9525,12460.36,41113.63250000001,21724.250000000004,22375.25499999999,15,2,7,3,0,Summer,19.9,14.4,209.0,98,1.0
2020-07-01 16:00:00,27.17,62299.735,4434.0825,10180.7925,8855.67,0.525,2300.6975,402.94,0.215,10.9225,432.3625,588.3,2115.905,588.5025,0.0,5256.514999999999,0.1375,227.39,132.75,16998.02,365.21,1556.4725,12974.9375,38667.92,21740.1,23631.815,16,2,7,3,0,Summer,21.7,13.5,373.0,99,0.0
2020-07-01 17:00:00,32.91,61866.8475,4484.2,10200.95,8981.415,0.52,2270.9375,402.27,0.23,12.48,340.5625,1225.275,2112.3675000000003,488.775,0.0,5251.2275,0.18,222.49,132.5,12844.3625,364.3425,1593.765,13491.135,35014.605,21855.5725,26852.242500000008,17,2,7,3,0,Summer,22.4,14.1,307.0,97,0.0
2020-07-01 18:00:00,37.37,60835.17,4597.06,10266.4425,9168.2925,0.53,1853.6825,404.61,0.21,13.525,746.9325,1809.245,2120.93,661.545,0.0,5247.65,0.12,207.705,132.0725,7911.6075,364.09,1722.9425,13292.8475,30306.932500000003,21693.0275,30528.2375,18,2,7,3,0,Summer,22.6,13.7,254.0,96,0.0
2020-07-01 19:00:00,43.29,59830.630000000005,4649.365,10339.0475,9181.2875,0.5425,1744.865,405.07,0.2275,13.55,814.0699999999999,1504.6175,2110.93,621.18,0.0,5248.995,0.01,207.635,131.75,3821.11,361.4075,1953.6425,13002.305,26158.5325,21670.27,33672.0975,19,2,7,3,0,Summer,22.1,12.3,180.0,99,0.0
2020-07-01 20:00:00,40.8,57657.52,4642.03,10025.63,9208.9625,0.5525,1694.065,404.3175,0.2375,13.92,596.6125,1426.155,2089.325,607.6675,0.0,5253.9425,0.0,206.6275,135.0275,1266.025,367.99,2236.9125,12137.51,22979.47,21332.975,34678.05,20,2,7,3,0,Summer,20.9,9.6,79.0,100,0.0
2020-07-01 21:00:00,40.12,55100.27,4607.695,10290.8,8991.0075,0.55,1628.7825,404.0675,0.2375,14.53,770.7,1476.215,2094.96,484.5275,0.0,5269.5875,0.0,206.65,135.655,107.3375,369.5375,2312.645,11205.3275,20812.4925,21314.6575,34287.7775,21,2,7,3,0,Summer,19.9,11.6,30.0,95,0.3
2020-07-01 22:00:00,40.25,52808.8775,4543.3150000000005,10388.4775,8645.0,0.525,1503.6475,403.8575,0.2225,14.85,1713.9675,1369.99,2078.7975,641.0675,0.0,5280.5725,0.0,206.455,136.04500000000002,0.3475,367.8025,1963.2075,10852.42,20079.155,20940.9825,32729.722500000003,22,2,7,3,0,Summer,19.0,11.2,2.0,100,0.9
2020-07-01 23:00:00,37.91,48844.54,4464.25,10291.895,8543.68,0.5725,1452.3425,402.105,0.2325,15.01,660.2625,504.2775,2085.0725,513.6925,0.0,5286.1975,0.0,207.87,136.6025,0.1925,369.5925,1973.97,10784.28,19821.4575,20690.022500000003,29023.082500000004,23,2,7,3,0,Summer,18.8,11.6,0.0,92,0.0
2020-07-02 00:00:00,34.53,46228.6725,4374.3875,10112.415,8653.2575,0.4925,1458.005,402.315,0.225,15.095,785.615,1160.9775,2089.045,513.04,0.0,5287.3925,0.0,226.24,136.8025,0.2,371.3825,1765.38,10595.4025,19337.455,20625.9925,26891.2175,0,3,7,3,0,Summer,18.8,13.7,0.0,98,0.0
2020-07-02 01:00:00,30.91,44689.87,4352.32,10063.585,8587.807499999999,0.5075000000000001,1459.3325,402.065,0.235,15.4375,1982.07,1365.345,2089.4925000000003,510.63,0.0,5289.21,0.0,219.4375,136.07,0.19,370.63,1711.9425,9981.67,18646.245000000003,20512.79,26043.625,1,3,7,3,0,Summer,18.7,15.0,0.0,94,0.1
2020-07-02 02:00:00,28.38,43912.6975,4336.325,9966.605,8563.585,0.535,1442.3575,400.77,0.2275,15.625,2071.725,1576.7800000000002,2085.505,477.85,0.0,5290.639999999999,0.0,217.43,133.4425,0.2075,369.94,1794.9175,9014.64,17709.445,20373.3175,26203.2525,2,3,7,3,0,Summer,17.0,12.6,0.0,78,0.1
2020-07-02 03:00:00,27.2,43289.005,4341.5125,9997.545,8566.7525,0.4975,1452.405,400.8525,0.2225,15.6175,1875.52,2293.2425,2086.5275,307.1375,0.0,5293.4025,0.0,215.645,133.745,0.2575,370.625,1842.21,8626.9475,17204.592500000002,20417.555,26084.412499999995,3,3,7,3,0,Summer,16.1,11.6,0.0,21,0.0
2020-07-02 04:00:00,27.9,43712.9525,4357.895,10119.8675,8583.7275,0.5025,1450.2275,400.895,0.22,15.2525,2009.5425,2433.4075000000003,2089.92,145.6125,0.0,5294.5075,0.0,213.7925,133.8475,1.9425,369.86,1713.3825,8469.685,16778.4375,20554.7175,26934.515,4,3,7,3,0,Summer,16.2,13.4,0.0,12,0.0
2020-07-02 05:00:00,30.19,46037.7425,4390.8025,10238.915,8499.2025,0.525,1587.8875,400.8525,0.215,15.165,2042.715,2194.2625,2092.61,249.2725,0.0,5297.2525000000005,0.0,213.2975,133.89,231.8225,371.99,1508.285,7675.3675,16148.16,20726.8575,29889.5825,5,3,7,3,0,Summer,16.0,13.2,0.0,22,0.0
2020-07-02 06:00:00,38.96,51542.1725,4502.73,10199.9975,9027.53,0.54,2170.1175,400.73,0.215,15.1875,621.775,473.6625,2086.3675,619.1,0.0,5303.0575,0.0,214.365,133.3675,1673.3325,371.05,1386.5025,6635.885,16903.917500000003,21798.375,34638.255,6,3,7,3,0,Summer,16.1,12.6,35.0,85,0.0
2020-07-02 07:00:00,42.84,56555.0125,4646.285,10254.675,9539.1625,0.5125000000000001,2403.445,400.435,0.2,14.9725,1898.655,893.6025,2055.3225,922.02,0.0,5304.9675,0.0,216.6925,134.17,4516.1775,364.27,1083.0525,5283.5825,18506.44,22597.7175,38048.5725,7,3,7,3,0,Summer,16.8,12.5,80.0,51,0.0
2020-07-02 08:00:00,47.3,60475.09,4686.5225,10304.62,9528.5275,0.525,2421.2675,397.93,0.2125,13.99,2273.0825,2114.935,2061.2575,926.35,0.0,5303.7325,0.0,222.0025,134.0825,8820.92,362.355,803.24,4864.0575,22162.3475,22652.345,38312.74249999999,8,3,7,3,0,Summer,17.8,12.7,198.0,20,0.0
2020-07-02 09:00:00,41.69,62602.51,4649.8325,10210.785,9540.0075,0.525,2437.8275,397.805,0.19,13.715,1631.6175,1528.295,2068.355,747.7425,0.0,5303.58,0.0,239.0275,139.4225,12949.4375,363.91,484.2375,5385.91,26285.515,22586.425,36316.995,9,3,7,3,0,Summer,19.3,14.1,394.0,16,0.0
2020-07-02 10:00:00,42.14,64487.09,4578.0375,10198.975,9553.88,0.515,2592.3575,398.3475,0.1925,13.225,1297.41,720.595,2097.88,755.5725,0.0,5300.13,0.0,245.7475,142.11,16138.97,366.5925,355.0075,5757.2875,29682.755,22743.56,34804.335,10,3,7,3,0,Summer,20.7,14.4,547.0,34,0.0
2020-07-02 11:00:00,41.59,65875.9175,4501.08,10256.22,9595.13,0.54,2717.0950000000003,398.1775,0.2175,12.61,1584.115,862.4525,2107.945,830.7125,0.0,5301.5875,0.04,244.7525,145.65,18373.6,364.72,332.93,6103.577499999999,32249.845,22966.6225,33626.072499999995,11,3,7,3,0,Summer,21.6,17.3,597.0,79,0.0
2020-07-02 12:00:00,39.47,65768.1775,4363.975,10231.9475,9742.815,0.42,2999.8275000000003,398.2225,0.22,11.9375,1312.6275,44.405,2094.75,749.3675000000001,0.0,5295.3325,0.04,242.495,143.66750000000002,19804.015,370.92,347.92,6376.525,33736.5525,23372.812500000004,32031.625000000007,12,3,7,3,0,Summer,21.8,16.1,488.0,76,0.2
2020-07-02 13:00:00,38.33,65318.9875,4332.965,10279.845,9711.11,0.4933333333333333,3055.4625,398.3475,0.2225,12.195,1750.5675,62.5775,2092.4075000000003,606.5175,0.0,5287.76,0.0,241.71,143.4875,19952.74,366.2125,327.0925,6806.99,34118.71250000001,23444.765,31200.274999999998,13,3,7,3,0,Summer,22.0,16.2,503.0,51,0.3
2020-07-02 14:00:00,35.94,63958.4525,4324.5075,10196.0175,9796.685,0.4333333333333333,3105.9075,398.22,0.215,11.8175,1281.375,293.88,2093.2975,629.2275,0.0,5298.327499999999,0.02,242.1,143.2375,19016.6275,365.3075,313.25,7047.4400000000005,33424.35,23496.83,30534.1025,14,3,7,3,0,Summer,21.6,13.7,553.0,48,0.3
2020-07-02 15:00:00,35.06,63203.935,4324.7875,10038.3525,9938.3075,0.49,3158.5275,398.1775,0.205,11.9975,1356.015,431.84,2109.41,524.77,0.0,5297.92,0.04,246.525,145.4325,17568.345,369.4375,302.43,7095.3675,31925.11,23533.365,31278.825,15,3,7,3,0,Summer,21.9,12.3,505.0,53,0.0
2020-07-02 16:00:00,33.92,61252.4275,4364.8325,10072.8125,10043.14,0.56,3141.8725,397.93,0.2325,12.225,443.84,476.5475,2112.3475,530.0074999999999,0.0,5300.1900000000005,0.0,267.735,158.5225,15708.77,371.965,317.1125,6868.42,29901.49,23655.755,31350.9375,16,3,7,3,0,Summer,22.7,12.8,550.0,71,0.0
2020-07-02 17:00:00,38.87,61028.9325,4418.5325,10136.4725,9986.8,0.545,3103.745,398.095,0.225,13.4025,623.2475,882.7375,2111.5175,553.1375,0.0,5303.6900000000005,0.03,267.96500000000003,161.2975,11595.1725,371.2625,265.375,6597.185,25540.92,23625.1125,35488.0125,17,3,7,3,0,Summer,22.9,12.5,471.0,60,0.0
2020-07-02 18:00:00,46.0,60055.7225,4527.82,10222.715,10172.085,0.5700000000000001,2956.7875,398.345,0.205,14.8175,1439.9475,1473.7525,2120.1225,746.66,0.0,5302.93,0.0,266.8725,161.755,7011.2225,371.3875,191.1525,6302.935,20899.9125,23749.932500000003,39155.810000000005,18,3,7,3,0,Summer,22.7,10.0,306.0,42,0.0
2020-07-02 19:00:00,52.65,58985.3225,4581.717500000001,10252.9,10000.915,0.575,2949.2775,399.3,0.2075,15.12,2381.535,1965.705,2104.6,744.9825,0.0,5301.56,0.0,267.9225,161.26999999999998,3299.35,368.22,157.0675,6074.8775,16962.595,23602.3925,42022.7275,19,3,7,3,0,Summer,22.5,6.0,263.0,29,0.0
2020-07-02 20:00:00,47.91,56660.97,4577.0525,10258.4525,9911.4325,0.545,2874.1125,400.5975,0.22,15.125,1708.7125,1796.0475,2102.6425,736.045,0.0,5307.195,0.0,269.2725,160.39249999999998,1039.1575,369.315,97.8275,5264.3825,13817.1075,23444.595,42843.8625,20,3,7,3,0,Summer,21.9,5.2,160.0,75,0.0
2020-07-02 21:00:00,45.33,54382.3825,4541.7875,10267.7675,9593.155,0.56,2933.4175,400.8075,0.215,15.635,594.4475,1634.315,2098.165,517.975,0.0,5314.395,0.0,268.9675,160.8075,82.85,372.5525,53.71,5706.3150000000005,13000.802500000002,23195.1475,41381.58,21,3,7,3,0,Summer,19.8,4.7,44.0,52,0.0
2020-07-02 22:00:00,46.0,52016.7025,4471.4475,10242.4025,9213.8225,0.5575,2788.8775,400.855,0.2175,15.99,703.0075,1708.32,2091.0925,599.575,0.0,5319.8525,0.0,270.8725,160.6325,0.3875,375.7225,38.86,5114.6025,12315.965,22645.9575,39700.7375,22,3,7,3,0,Summer,18.6,6.1,3.0,88,0.0
2020-07-02 23:00:00,40.82,48077.2175,4392.665,10189.83,9243.21,0.5275000000000001,2226.2200000000003,400.8925,0.22,16.1025,533.995,593.4275,2087.66,686.9425,0.0,5319.9025,0.0,268.6975,156.0575,0.19,375.4925,75.6625,5530.0725,12773.1925,22060.152500000004,35304.024999999994,23,3,7,3,0,Summer,18.6,6.6,0.0,61,0.0
2020-07-03 00:00:00,40.46,45070.9375,4337.57,10181.7775,9408.98,0.5225,1782.26,400.5575,0.2125,16.145,516.45,270.65,2062.8075,690.7075,0.0,5319.1075,0.0,221.9175,130.635,0.1875,428.9025,86.08500000000001,5812.1125,12989.47,21773.575,32081.4675,0,4,7,3,0,Summer,17.8,7.4,0.0,82,0.0
2020-07-03 01:00:00,35.0,42911.7425,4317.5925,10083.215,9229.9775,0.5025,1435.0025,400.8975,0.24,16.345,1169.5825,193.11,2067.2975,563.4275,0.0,5315.0225,0.05,218.48,130.8125,0.2025,426.4875,40.9475,6038.7675,13028.235,21149.0925,29883.5075,1,4,7,3,0,Summer,17.7,13.8,0.0,63,0.4
2020-07-03 02:00:00,32.57,41850.285,4309.3025,9734.635,9168.58,0.5225,1410.595,400.685,0.225,16.497500000000002,1756.84,1094.3125,2076.995,319.79,0.0,5317.3375,0.0,227.62,131.53,0.2525,427.455,46.925,6649.987499999999,13403.2525,20714.495,28447.0325,2,4,7,3,0,Summer,16.9,8.4,0.0,58,0.9
2020-07-03 03:00:00,31.27,41600.1475,4304.905,9692.1275,9111.67,0.515,1422.955,400.4675,0.215,16.8325,1873.3475,2848.325,2062.99,243.54,0.0,5321.8,0.0,227.62,133.02,0.3,425.305,39.5825,7038.3975,13689.715,20627.22,27910.4325,3,4,7,3,0,Summer,16.4,12.9,0.0,74,0.0
2020-07-03 04:00:00,29.9,42156.6025,4311.6325,9240.07,9009.84,0.475,1423.8875,402.515,0.235,17.009999999999998,1923.9425,2781.725,2047.305,403.395,0.0,5330.2275,0.105,226.095,134.7475,1.71,428.19,37.385,7222.2875,14023.715,20076.3125,28132.8875,4,4,7,3,0,Summer,16.3,12.4,0.0,10,0.0
2020-07-03 05:00:00,30.87,44139.365000000005,4343.47,9459.4275,9262.0475,0.49,1423.3925,407.44,0.23,16.965,1258.935,2253.285,2008.01,331.415,0.0,5332.05,0.06,221.515,134.0725,202.5525,430.94,110.3925,6842.8925,13838.732500000002,20552.3075,30300.632500000003,5,4,7,3,0,Summer,15.2,10.2,0.0,28,0.0
2020-07-03 06:00:00,39.99,49385.34,4467.0425,9880.01,9344.69,0.4525,1718.5175,407.8575,0.2299999999999999,16.8925,438.7725,525.1775,1959.7625,564.675,0.0,5332.1875,0.03,221.51,133.06,1670.3425,428.705,95.76,6143.88,14901.4625,21351.075,34483.877499999995,6,4,7,3,0,Summer,15.5,12.6,31.0,68,0.0
2020-07-03 07:00:00,47.1,54666.6075,4597.025,10205.88,9695.8625,0.485,2067.4,407.895,0.245,16.655,1484.93,2248.6475,1949.64,762.1800000000001,0.0,5327.52,0.075,221.51,132.64,5221.7725,420.105,121.335,4536.6625,17188.614999999998,22377.0375,37477.9925,7,4,7,3,0,Summer,15.9,16.0,92.0,22,0.0
2020-07-03 08:00:00,49.95,58513.095,4628.16,10223.35,9698.59,0.4775,2173.23,406.8975,0.255,16.572499999999998,2480.825,1889.4925,1965.945,795.1875,0.0,5328.16,0.1,220.5125,132.01,10520.84,421.84,187.8,4140.3150000000005,22238.2475,22502.0675,36274.8475,8,4,7,3,0,Summer,17.0,18.3,239.0,27,0.0
2020-07-03 09:00:00,43.44,60582.645,4573.0675,10014.87,9536.7825,0.4825,2083.4525,407.73,0.2375,16.375,1592.4975,1808.98,1966.95,525.7825,0.0,5328.21,0.17,218.96,131.095,15844.6325,421.3,420.5925,5004.5175,28335.542500000003,22042.835,32247.102499999997,9,4,7,3,0,Summer,18.2,17.4,394.0,20,0.0
2020-07-03 10:00:00,38.95,62229.6975,4532.8725,9568.815,9672.43,0.4599999999999999,2067.7575,406.4575,0.2225,15.9925,1604.1525,1604.635,1961.0125,887.8225,0.0,5324.115,0.14,218.64,130.33249999999998,19145.7625,420.7425,679.9275,6032.8375,33240.235,21715.460000000003,28989.4625,10,4,7,3,0,Summer,19.3,16.1,541.0,25,0.1
2020-07-03 11:00:00,37.32,63097.685,4443.995,9798.725,9627.1775,0.4675,2079.215,449.6,0.2425,15.635,2187.9025,563.465,1948.71,962.2325,0.0,5316.8575,0.08,220.59,129.865,20633.81,421.1675,1002.0625,7222.455,36213.265,21954.7175,26884.42,11,4,7,3,0,Summer,20.3,15.5,647.0,19,0.0
2020-07-03 12:00:00,34.05,62753.2975,4385.395,9853.9875,9406.005,0.4575,2209.4625,419.1475,0.1875,15.355,1307.3025,613.7275,1953.025,734.4375,0.0,5308.3525,0.23,219.4725,128.2575,20854.35,421.5775,1717.6025,8790.65,38435.46000000001,21888.6025,24317.837499999998,12,4,7,3,0,Summer,21.1,17.7,713.0,37,0.0
2020-07-03 13:00:00,28.88,61960.8125,4360.4775,8917.6625,8806.705,0.4425,1623.1,399.4725,0.2175,15.1425,1247.965,1550.775,1960.535,488.4975,0.0,5295.7025,0.055,218.01,131.12,21566.0425,422.9325,2853.465,9981.2375,41210.255,19746.94,20750.557500000003,13,4,7,3,0,Summer,21.8,19.9,651.0,42,0.0
2020-07-03 14:00:00,25.73,61591.83,4325.1775,6961.88,8056.825000000001,0.4725,1494.2175,400.345,0.2175,14.8875,1172.68,2231.4975,1957.4175,398.245,0.0,5289.2775,0.055,218.4375,131.85750000000002,21828.2875,424.4675,3731.5,11077.075,43317.70250000001,16913.2675,18274.127499999995,14,4,7,3,0,Summer,20.7,18.4,585.0,89,0.0
2020-07-03 15:00:00,24.95,60275.4275,4321.0425,6525.7425,8151.997499999999,0.4825,1046.0625,403.605,0.225,14.57,1321.9825,2243.83,1959.615,367.46,0.0,5288.6525,0.0999999999999999,218.5175,131.08,20385.9375,425.0625,3626.005,11434.3675,42094.42749999999,16127.407499999998,18181.000000000007,15,4,7,3,0,Summer,20.8,19.5,458.0,81,0.0
2020-07-03 16:00:00,24.22,59041.415,4320.055,6499.665,8401.15,0.4825,994.675,403.52,0.2475,14.605,1338.325,816.595,1957.705,343.365,0.0,5291.3875,0.11,218.73,133.4675,17671.2425,425.465,3717.675,11280.4725,39290.515,16299.009999999998,19750.9,16,4,7,3,0,Summer,22.0,18.8,511.0,81,0.0
2020-07-03 17:00:00,31.22,58731.6275,4369.639999999999,8505.15,8864.55,0.455,961.72,403.52,0.225,14.6675,1022.6875,554.125,1954.52,386.925,0.0,5286.2325,0.0,217.4875,133.195,13876.0275,426.4775,3993.175,10912.3025,35492.59,18734.94,23239.03750000001,17,4,7,3,0,Summer,21.9,17.3,338.0,99,0.0
2020-07-03 18:00:00,37.24,57492.3125,4442.5825,8994.6625,8928.635,0.51,972.4125,402.6475,0.2325,14.465,1119.0675,273.2675,1939.0525,674.23,0.0,5290.405,0.0,219.4875,132.61,9034.135,427.7225,4388.3125,10190.065,30668.3775,19298.3575,26823.935,18,4,7,3,0,Summer,21.9,17.4,296.0,97,0.0
2020-07-03 19:00:00,38.82,56357.7025,4517.285,9246.2525,8930.0025,0.5025,989.3575,402.105,0.24,14.4475,2019.5025,1151.795,1927.6475,767.88,0.0,5280.9400000000005,0.0,217.17,132.775,4339.4625,426.69,4605.67,9703.48,25861.425,19567.7175,30496.2775,19,4,7,3,0,Summer,21.6,12.8,164.0,100,0.0
2020-07-03 20:00:00,36.97,54299.305,4513.9325,9149.47,8944.6775,0.495,972.78,405.695,0.245,15.0075,1363.675,1176.5175,1928.6725,840.0325,0.0,5281.2975,0.0,217.17,132.95499999999998,1323.05,427.5225,4602.3,8436.005,21643.9925,19472.6225,32655.3125,20,4,7,3,0,Summer,21.0,9.1,124.0,98,0.0
2020-07-03 21:00:00,35.25,51606.99,4480.0525,9214.2075,8918.175,0.4625,965.95,405.32,0.2425,15.892499999999998,1975.7625,889.22,1943.125,807.04,0.0,5288.2675,0.0,217.17,132.4575,81.2375,428.055,4557.764999999999,7832.46,19701.68,19503.6525,31905.31,21,4,7,3,0,Summer,19.5,6.9,52.0,80,0.0
2020-07-03 22:00:00,35.02,49889.9075,4438.7925,9261.0925,8651.72,0.4525,1002.945,405.155,0.2575,16.549999999999997,2291.19,778.3675000000001,1960.3725,788.7725,0.0,5296.889999999999,0.0,217.17,131.435,0.3525,426.1275,4466.355,8194.9475,19849.5925,19320.9125,30040.315,22,4,7,3,0,Summer,17.6,6.6,4.0,37,0.0
2020-07-03 23:00:00,29.18,46810.9625,4390.3,8582.295,8375.435,0.4375,1126.4325,399.685,0.2825,17.127499999999998,650.6275,229.155,2011.2575,735.275,0.0,5304.6625,0.0,217.17,132.0525,0.2025,429.06,4735.9925,10146.5475,22019.575,18483.8475,24791.3875,23,4,7,3,0,Summer,16.9,7.9,0.0,96,0.0
2020-07-04 00:00:00,27.19,43886.0575,4337.5175,6592.2825,6694.91,0.4125,1027.2925,395.885,0.265,17.4175,845.0925,468.895,2019.5675,601.795,0.0,5304.5225,0.0,222.8,132.24,0.2299999999999999,507.8375,4994.0525,11989.2725,23942.435,14710.37,19943.622500000005,0,5,7,3,1,Summer,16.9,10.1,0.0,94,0.0
2020-07-04 01:00:00,24.28,41926.405,4324.3925,5622.0025,5545.5675,0.415,1117.245,395.7175,0.2525,17.705,703.085,434.5,2030.935,472.025,0.0,5149.56,0.0,222.8,132.5125,0.2325,511.275,5308.0475,13431.0875,25566.72,12680.5325,16359.684999999998,1,5,7,3,1,Summer,16.8,8.9,0.0,93,0.0
2020-07-04 02:00:00,21.07,40990.11,4293.8975,4712.12,4445.0925,0.4275,1197.0775,396.01,0.29,17.94,539.5325,492.1675,1998.3225,518.2725,0.0,4992.4875,0.0,222.8,132.7825,0.2324999999999999,511.0975,5352.745,15596.705,27760.175,10750.3,13229.935000000003,2,5,7,3,1,Summer,15.8,11.1,0.0,16,0.0
2020-07-04 03:00:00,14.86,40359.2725,4288.5325,3737.7775,3288.1625,0.41,1152.0625,393.71,0.275,18.1875,320.925,825.9,2047.565,244.6725,0.0,4990.4325,0.0,222.8,132.68,0.3025,510.9875,5196.282499999999,17619.5475,29396.9025,8571.7125,10962.37,3,5,7,3,1,Summer,15.3,11.6,0.0,14,0.0
