Country,ISO3,Date,Metric,Unit,Value
Italy,ITA,2017-06-01,Total Generation,TWh,24.72
Italy,ITA,2017-06-01,Net Imports,TWh,2.83
Italy,ITA,2017-06-01,Bioenergy,mtCO2,0.32
Italy,ITA,2017-06-01,Coal,mtCO2,1.18
Italy,ITA,2017-06-01,Gas,mtCO2,6.63
Italy,ITA,2017-06-01,Hydro,mtCO2,0.11
Italy,ITA,2017-06-01,Solar,mtCO2,0.14
Italy,ITA,2017-06-01,Wind,mtCO2,0.01
Italy,ITA,2017-07-01,Demand,TWh,29.54
Italy,ITA,2017-07-01,Bioenergy,%,5.6
Italy,ITA,2017-07-01,Coal,%,8.89
Italy,ITA,2017-07-01,Gas,%,48.59
Italy,ITA,2017-07-01,Hydro,%,16.93
Italy,ITA,2017-07-01,Solar,%,11.64
Italy,ITA,2017-07-01,Wind,%,4.87
Italy,ITA,2017-07-01,Bioenergy,TWh,1.45
Italy,ITA,2017-07-01,Coal,TWh,2.3
Italy,ITA,2017-07-01,Gas,TWh,12.57
Italy,ITA,2017-07-01,Hydro,TWh,4.38
Italy,ITA,2017-07-01,Solar,TWh,3.01
Italy,ITA,2017-07-01,Wind,TWh,1.26
Italy,ITA,2017-07-01,Total Generation,TWh,25.87
Italy,ITA,2017-07-01,Net Imports,TWh,3.67
Italy,ITA,2017-07-01,Bioenergy,mtCO2,0.33
Italy,ITA,2017-07-01,Coal,mtCO2,2.26
Italy,ITA,2017-07-01,Gas,mtCO2,6.47
Italy,ITA,2017-07-01,Hydro,mtCO2,0.11
Italy,ITA,2017-07-01,Solar,mtCO2,0.14
Italy,ITA,2017-07-01,Wind,mtCO2,0.02
Italy,ITA,2017-08-01,Demand,TWh,26.46
Italy,ITA,2017-08-01,Bioenergy,%,6.05
Italy,ITA,2017-08-01,Coal,%,9.7
Italy,ITA,2017-08-01,Gas,%,48.43
Italy,ITA,2017-08-01,Hydro,%,15.92
Italy,ITA,2017-08-01,Solar,%,11.72
Italy,ITA,2017-08-01,Wind,%,4.54
Italy,ITA,2017-08-01,Bioenergy,TWh,1.44
Italy,ITA,2017-08-01,Coal,TWh,2.31
Italy,ITA,2017-08-01,Gas,TWh,11.53
Italy,ITA,2017-08-01,Hydro,TWh,3.79
Italy,ITA,2017-08-01,Solar,TWh,2.79
Italy,ITA,2017-08-01,Wind,TWh,1.08
Italy,ITA,2017-08-01,Total Generation,TWh,23.81
Italy,ITA,2017-08-01,Net Imports,TWh,2.65
Italy,ITA,2017-08-01,Bioenergy,mtCO2,0.33
Italy,ITA,2017-08-01,Coal,mtCO2,2.27
Italy,ITA,2017-08-01,Gas,mtCO2,5.94
Italy,ITA,2017-08-01,Hydro,mtCO2,0.09
Italy,ITA,2017-08-01,Solar,mtCO2,0.13
Italy,ITA,2017-08-01,Wind,mtCO2,0.01
Italy,ITA,2017-09-01,Demand,TWh,25.47
Italy,ITA,2017-09-01,Bioenergy,%,6.43
Italy,ITA,2017-09-01,Coal,%,11.04
Italy,ITA,2017-09-01,Gas,%,47.97
Italy,ITA,2017-09-01,Hydro,%,15.55
Italy,ITA,2017-09-01,Solar,%,9.3
Italy,ITA,2017-09-01,Wind,%,6.2
Italy,ITA,2017-09-01,Bioenergy,TWh,1.41
Italy,ITA,2017-09-01,Coal,TWh,2.42
Italy,ITA,2017-09-01,Gas,TWh,10.52
Italy,ITA,2017-09-01,Hydro,TWh,3.41
Italy,ITA,2017-09-01,Solar,TWh,2.04
Italy,ITA,2017-09-01,Wind,TWh,1.36
Italy,ITA,2017-09-01,Total Generation,TWh,21.93
Italy,ITA,2017-09-01,Net Imports,TWh,3.54
Italy,ITA,2017-09-01,Bioenergy,mtCO2,0.32
Italy,ITA,2017-09-01,Coal,mtCO2,2.38
Italy,ITA,2017-09-01,Gas,mtCO2,5.42
Italy,ITA,2017-09-01,Hydro,mtCO2,0.08
Italy,ITA,2017-09-01,Solar,mtCO2,0.1
Italy,ITA,2017-09-01,Wind,mtCO2,0.02
Italy,ITA,2017-10-01,Demand,TWh,25.7
Italy,ITA,2017-10-01,Bioenergy,%,6.37
Italy,ITA,2017-10-01,Coal,%,12.21
Italy,ITA,2017-10-01,Gas,%,54.48
Italy,ITA,2017-10-01,Hydro,%,9.63
Italy,ITA,2017-10-01,Solar,%,8.05
Italy,ITA,2017-10-01,Wind,%,5.7
Italy,ITA,2017-10-01,Bioenergy,TWh,1.41
Italy,ITA,2017-10-01,Coal,TWh,2.7
Italy,ITA,2017-10-01,Gas,TWh,12.05
Italy,ITA,2017-10-01,Hydro,TWh,2.13
Italy,ITA,2017-10-01,Solar,TWh,1.78
Italy,ITA,2017-10-01,Wind,TWh,1.26
Italy,ITA,2017-10-01,Total Generation,TWh,22.12
Italy,ITA,2017-10-01,Net Imports,TWh,3.58
Italy,ITA,2017-10-01,Bioenergy,mtCO2,0.32
Italy,ITA,2017-10-01,Coal,mtCO2,2.65
Italy,ITA,2017-10-01,Gas,mtCO2,6.21
Italy,ITA,2017-10-01,Hydro,mtCO2,0.05
Italy,ITA,2017-10-01,Solar,mtCO2,0.09
Italy,ITA,2017-10-01,Wind,mtCO2,0.02
Italy,ITA,2017-11-01,Demand,TWh,26.01
Italy,ITA,2017-11-01,Bioenergy,%,5.87
Italy,ITA,2017-11-01,Coal,%,10.98
Italy,ITA,2017-11-01,Gas,%,60.55
Italy,ITA,2017-11-01,Hydro,%,8.4
Italy,ITA,2017-11-01,Solar,%,4.25
Italy,ITA,2017-11-01,Wind,%,6.48
Italy,ITA,2017-11-01,Bioenergy,TWh,1.37
Italy,ITA,2017-11-01,Coal,TWh,2.56
Italy,ITA,2017-11-01,Gas,TWh,14.12
Italy,ITA,2017-11-01,Hydro,TWh,1.96
Italy,ITA,2017-11-01,Solar,TWh,0.99
Italy,ITA,2017-11-01,Wind,TWh,1.51
Italy,ITA,2017-11-01,Total Generation,TWh,23.32
Italy,ITA,2017-11-01,Net Imports,TWh,2.69
Italy,ITA,2017-11-01,Bioenergy,mtCO2,0.32
Italy,ITA,2017-11-01,Coal,mtCO2,2.51
Italy,ITA,2017-11-01,Gas,mtCO2,7.27
Italy,ITA,2017-11-01,Hydro,mtCO2,0.05
Italy,ITA,2017-11-01,Solar,mtCO2,0.05
Italy,ITA,2017-11-01,Wind,mtCO2,0.02
Italy,ITA,2017-12-01,Demand,TWh,26.4
Italy,ITA,2017-12-01,Bioenergy,%,6.2
Italy,ITA,2017-12-01,Coal,%,11.01
Italy,ITA,2017-12-01,Gas,%,56.2
Italy,ITA,2017-12-01,Hydro,%,9.41
Italy,ITA,2017-12-01,Solar,%,3.73
Italy,ITA,2017-12-01,Wind,%,9.8
Italy,ITA,2017-12-01,Bioenergy,TWh,1.43
Italy,ITA,2017-12-01,Coal,TWh,2.54
Italy,ITA,2017-12-01,Gas,TWh,12.96
Italy,ITA,2017-12-01,Hydro,TWh,2.17
Italy,ITA,2017-12-01,Solar,TWh,0.86
Italy,ITA,2017-12-01,Wind,TWh,2.26
Italy,ITA,2017-12-01,Total Generation,TWh,23.06
Italy,ITA,2017-12-01,Net Imports,TWh,3.34
Italy,ITA,2017-12-01,Bioenergy,mtCO2,0.33
Italy,ITA,2017-12-01,Coal,mtCO2,2.49
Italy,ITA,2017-12-01,Gas,mtCO2,6.68
Italy,ITA,2017-12-01,Hydro,mtCO2,0.05
Italy,ITA,2017-12-01,Solar,mtCO2,0.04
Italy,ITA,2017-12-01,Wind,mtCO2,0.03
Italy,ITA,2018-01-01,Demand,TWh,27.0
Italy,ITA,2018-01-01,Bioenergy,%,6.64
Italy,ITA,2018-01-01,Coal,%,10.21
Italy,ITA,2018-01-01,Gas,%,54.44
Italy,ITA,2018-01-01,Hydro,%,11.73
Italy,ITA,2018-01-01,Solar,%,4.32
Italy,ITA,2018-01-01,Wind,%,9.01
Italy,ITA,2018-01-01,Bioenergy,TWh,1.49
Italy,ITA,2018-01-01,Coal,TWh,2.29
Italy,ITA,2018-01-01,Gas,TWh,12.21
Italy,ITA,2018-01-01,Hydro,TWh,2.63
Italy,ITA,2018-01-01,Solar,TWh,0.97
Italy,ITA,2018-01-01,Wind,TWh,2.02
Italy,ITA,2018-01-01,Total Generation,TWh,22.43
Italy,ITA,2018-01-01,Net Imports,TWh,4.57
Italy,ITA,2018-01-01,Bioenergy,mtCO2,0.34
Italy,ITA,2018-01-01,Coal,mtCO2,2.25
Italy,ITA,2018-01-01,Gas,mtCO2,6.29
Italy,ITA,2018-01-01,Hydro,mtCO2,0.06
Italy,ITA,2018-01-01,Solar,mtCO2,0.05
Italy,ITA,2018-01-01,Wind,mtCO2,0.03
Italy,ITA,2018-02-01,Demand,TWh,25.76
Italy,ITA,2018-02-01,Bioenergy,%,6.32
Italy,ITA,2018-02-01,Coal,%,10.68
Italy,ITA,2018-02-01,Gas,%,55.13
Italy,ITA,2018-02-01,Hydro,%,11.71
Italy,ITA,2018-02-01,Solar,%,4.64
Italy,ITA,2018-02-01,Wind,%,8.1
Italy,ITA,2018-02-01,Bioenergy,TWh,1.35
Italy,ITA,2018-02-01,Coal,TWh,2.28
Italy,ITA,2018-02-01,Gas,TWh,11.77
Italy,ITA,2018-02-01,Hydro,TWh,2.5
Italy,ITA,2018-02-01,Solar,TWh,0.99
Italy,ITA,2018-02-01,Wind,TWh,1.73
Italy,ITA,2018-02-01,Total Generation,TWh,21.35
Italy,ITA,2018-02-01,Net Imports,TWh,4.41
Italy,ITA,2018-02-01,Bioenergy,mtCO2,0.31
Italy,ITA,2018-02-01,Coal,mtCO2,2.24
Italy,ITA,2018-02-01,Gas,mtCO2,6.06
Italy,ITA,2018-02-01,Hydro,mtCO2,0.06
Italy,ITA,2018-02-01,Solar,mtCO2,0.05
Italy,ITA,2018-02-01,Wind,mtCO2,0.02
Italy,ITA,2018-03-01,Demand,TWh,27.37
Italy,ITA,2018-03-01,Bioenergy,%,6.35
Italy,ITA,2018-03-01,Coal,%,11.22
Italy,ITA,2018-03-01,Gas,%,47.94
Italy,ITA,2018-03-01,Hydro,%,13.28
Italy,ITA,2018-03-01,Solar,%,6.88
Italy,ITA,2018-03-01,Wind,%,10.69
Italy,ITA,2018-03-01,Bioenergy,TWh,1.45
Italy,ITA,2018-03-01,Coal,TWh,2.56
Italy,ITA,2018-03-01,Gas,TWh,10.94
Italy,ITA,2018-03-01,Hydro,TWh,3.03
Italy,ITA,2018-03-01,Solar,TWh,1.57
Italy,ITA,2018-03-01,Wind,TWh,2.44
Italy,ITA,2018-03-01,Total Generation,TWh,22.82
Italy,ITA,2018-03-01,Net Imports,TWh,4.55
Italy,ITA,2018-03-01,Bioenergy,mtCO2,0.33
Italy,ITA,2018-03-01,Coal,mtCO2,2.51
Italy,ITA,2018-03-01,Gas,mtCO2,5.63
Italy,ITA,2018-03-01,Hydro,mtCO2,0.07
Italy,ITA,2018-03-01,Solar,mtCO2,0.08
Italy,ITA,2018-03-01,Wind,mtCO2,0.03
Italy,ITA,2018-04-01,Demand,TWh,23.99
Italy,ITA,2018-04-01,Bioenergy,%,6.94
Italy,ITA,2018-04-01,Coal,%,7.53
Italy,ITA,2018-04-01,Gas,%,42.2
Italy,ITA,2018-04-01,Hydro,%,22.21
Italy,ITA,2018-04-01,Solar,%,11.67
Italy,ITA,2018-04-01,Wind,%,6.15
Italy,ITA,2018-04-01,Bioenergy,TWh,1.41
Italy,ITA,2018-04-01,Coal,TWh,1.53
Italy,ITA,2018-04-01,Gas,TWh,8.57
Italy,ITA,2018-04-01,Hydro,TWh,4.51
Italy,ITA,2018-04-01,Solar,TWh,2.37
Italy,ITA,2018-04-01,Wind,TWh,1.25
Italy,ITA,2018-04-01,Total Generation,TWh,20.31
Italy,ITA,2018-04-01,Net Imports,TWh,3.68
Italy,ITA,2018-04-01,Bioenergy,mtCO2,0.32
Italy,ITA,2018-04-01,Coal,mtCO2,1.5
Italy,ITA,2018-04-01,Gas,mtCO2,4.41
Italy,ITA,2018-04-01,Hydro,mtCO2,0.11
Italy,ITA,2018-04-01,Solar,mtCO2,0.11
Italy,ITA,2018-04-01,Wind,mtCO2,0.02
Italy,ITA,2018-05-01,Demand,TWh,25.87
Italy,ITA,2018-05-01,Bioenergy,%,6.2
Italy,ITA,2018-05-01,Coal,%,7.93
Italy,ITA,2018-05-01,Gas,%,38.93
Italy,ITA,2018-05-01,Hydro,%,28.48
Italy,ITA,2018-05-01,Solar,%,10.85
Italy,ITA,2018-05-01,Wind,%,4.07
Italy,ITA,2018-05-01,Bioenergy,TWh,1.4
Italy,ITA,2018-05-01,Coal,TWh,1.79
Italy,ITA,2018-05-01,Gas,TWh,8.79
Italy,ITA,2018-05-01,Hydro,TWh,6.43
Italy,ITA,2018-05-01,Solar,TWh,2.45
Italy,ITA,2018-05-01,Wind,TWh,0.92
Italy,ITA,2018-05-01,Total Generation,TWh,22.58
Italy,ITA,2018-05-01,Net Imports,TWh,3.29
Italy,ITA,2018-05-01,Bioenergy,mtCO2,0.32
Italy,ITA,2018-05-01,Coal,mtCO2,1.76
Italy,ITA,2018-05-01,Gas,mtCO2,4.53
Italy,ITA,2018-05-01,Hydro,mtCO2,0.15
Italy,ITA,2018-05-01,Solar,mtCO2,0.12
Italy,ITA,2018-05-01,Wind,mtCO2,0.01
Italy,ITA,2018-06-01,Demand,TWh,26.72
Italy,ITA,2018-06-01,Bioenergy,%,5.9
Italy,ITA,2018-06-01,Coal,%,7.4
Italy,ITA,2018-06-01,Gas,%,40.36
Italy,ITA,2018-06-01,Hydro,%,25.48
Italy,ITA,2018-06-01,Solar,%,11.8
Italy,ITA,2018-06-01,Wind,%,6.16
Italy,ITA,2018-06-01,Bioenergy,TWh,1.38
Italy,ITA,2018-06-01,Coal,TWh,1.73
Italy,ITA,2018-06-01,Gas,TWh,9.44
Italy,ITA,2018-06-01,Hydro,TWh,5.96
Italy,ITA,2018-06-01,Solar,TWh,2.76
Italy,ITA,2018-06-01,Wind,TWh,1.44
Italy,ITA,2018-06-01,Total Generation,TWh,23.39
Italy,ITA,2018-06-01,Net Imports,TWh,3.33
Italy,ITA,2018-06-01,Bioenergy,mtCO2,0.32
Italy,ITA,2018-06-01,Coal,mtCO2,1.7
Italy,ITA,2018-06-01,Gas,mtCO2,4.86
Italy,ITA,2018-06-01,Hydro,mtCO2,0.14
Italy,ITA,2018-06-01,Solar,mtCO2,0.13
Italy,ITA,2018-06-01,Wind,mtCO2,0.02
Italy,ITA,2018-07-01,Demand,TWh,30.08
Italy,ITA,2018-07-01,Bioenergy,%,5.41
Italy,ITA,2018-07-01,Coal,%,9.26
Italy,ITA,2018-07-01,Gas,%,47.1
Italy,ITA,2018-07-01,Hydro,%,19.1
Italy,ITA,2018-07-01,Solar,%,11.47
Italy,ITA,2018-07-01,Wind,%,4.82
Italy,ITA,2018-07-01,Bioenergy,TWh,1.39
Italy,ITA,2018-07-01,Coal,TWh,2.38
Italy,ITA,2018-07-01,Gas,TWh,12.11
Italy,ITA,2018-07-01,Hydro,TWh,4.91
Italy,ITA,2018-07-01,Solar,TWh,2.95
Italy,ITA,2018-07-01,Wind,TWh,1.24
Italy,ITA,2018-07-01,Total Generation,TWh,25.71
Italy,ITA,2018-07-01,Net Imports,TWh,4.37
Italy,ITA,2018-07-01,Bioenergy,mtCO2,0.32
Italy,ITA,2018-07-01,Coal,mtCO2,2.34
Italy,ITA,2018-07-01,Gas,mtCO2,6.24
Italy,ITA,2018-07-01,Hydro,mtCO2,0.12
Italy,ITA,2018-07-01,Solar,mtCO2,0.14
Italy,ITA,2018-07-01,Wind,mtCO2,0.02
Italy,ITA,2018-08-01,Demand,TWh,26.33
Italy,ITA,2018-08-01,Bioenergy,%,5.84
Italy,ITA,2018-08-01,Coal,%,8.97
Italy,ITA,2018-08-01,Gas,%,50.06
Italy,ITA,2018-08-01,Hydro,%,17.9
Italy,ITA,2018-08-01,Solar,%,10.96
Italy,ITA,2018-08-01,Wind,%,3.17
Italy,ITA,2018-08-01,Bioenergy,TWh,1.38
Italy,ITA,2018-08-01,Coal,TWh,2.12
Italy,ITA,2018-08-01,Gas,TWh,11.83
Italy,ITA,2018-08-01,Hydro,TWh,4.23
Italy,ITA,2018-08-01,Solar,TWh,2.59
Italy,ITA,2018-08-01,Wind,TWh,0.75
Italy,ITA,2018-08-01,Total Generation,TWh,23.63
Italy,ITA,2018-08-01,Net Imports,TWh,2.7
Italy,ITA,2018-08-01,Bioenergy,mtCO2,0.32
Italy,ITA,2018-08-01,Coal,mtCO2,2.08
Italy,ITA,2018-08-01,Gas,mtCO2,6.09
Italy,ITA,2018-08-01,Hydro,mtCO2,0.1
Italy,ITA,2018-08-01,Solar,mtCO2,0.12
Italy,ITA,2018-08-01,Wind,mtCO2,0.01
Italy,ITA,2018-09-01,Demand,TWh,26.6
Italy,ITA,2018-09-01,Bioenergy,%,5.77
Italy,ITA,2018-09-01,Coal,%,10.48
Italy,ITA,2018-09-01,Gas,%,52.69
Italy,ITA,2018-09-01,Hydro,%,14.21
Italy,ITA,2018-09-01,Solar,%,9.55
Italy,ITA,2018-09-01,Wind,%,4.07
Italy,ITA,2018-09-01,Bioenergy,TWh,1.36
Italy,ITA,2018-09-01,Coal,TWh,2.47
Italy,ITA,2018-09-01,Gas,TWh,12.42
Italy,ITA,2018-09-01,Hydro,TWh,3.35
Italy,ITA,2018-09-01,Solar,TWh,2.25
Italy,ITA,2018-09-01,Wind,TWh,0.96
Italy,ITA,2018-09-01,Total Generation,TWh,23.57
Italy,ITA,2018-09-01,Net Imports,TWh,3.03
Italy,ITA,2018-09-01,Bioenergy,mtCO2,0.31
Italy,ITA,2018-09-01,Coal,mtCO2,2.42
Italy,ITA,2018-09-01,Gas,mtCO2,6.4
Italy,ITA,2018-09-01,Hydro,mtCO2,0.08
Italy,ITA,2018-09-01,Solar,mtCO2,0.11
Italy,ITA,2018-09-01,Wind,mtCO2,0.01
Italy,ITA,2018-10-01,Demand,TWh,26.31
Italy,ITA,2018-10-01,Bioenergy,%,6.44
Italy,ITA,2018-10-01,Coal,%,10.82
Italy,ITA,2018-10-01,Gas,%,54.0
Italy,ITA,2018-10-01,Hydro,%,12.16
Italy,ITA,2018-10-01,Solar,%,6.62
Italy,ITA,2018-10-01,Wind,%,6.75
Italy,ITA,2018-10-01,Bioenergy,TWh,1.44
Italy,ITA,2018-10-01,Coal,TWh,2.42
Italy,ITA,2018-10-01,Gas,TWh,12.08
Italy,ITA,2018-10-01,Hydro,TWh,2.72
Italy,ITA,2018-10-01,Solar,TWh,1.48
Italy,ITA,2018-10-01,Wind,TWh,1.51
Italy,ITA,2018-10-01,Total Generation,TWh,22.37
Italy,ITA,2018-10-01,Net Imports,TWh,3.94
Italy,ITA,2018-10-01,Bioenergy,mtCO2,0.33
Italy,ITA,2018-10-01,Coal,mtCO2,2.37
Italy,ITA,2018-10-01,Gas,mtCO2,6.22
Italy,ITA,2018-10-01,Hydro,mtCO2,0.07
Italy,ITA,2018-10-01,Solar,mtCO2,0.07
Italy,ITA,2018-10-01,Wind,mtCO2,0.02
Italy,ITA,2018-11-01,Demand,TWh,25.81
Italy,ITA,2018-11-01,Bioenergy,%,5.91
Italy,ITA,2018-11-01,Coal,%,8.95
Italy,ITA,2018-11-01,Gas,%,53.73
Italy,ITA,2018-11-01,Hydro,%,19.11
Italy,ITA,2018-11-01,Solar,%,3.68
Italy,ITA,2018-11-01,Wind,%,5.91
Italy,ITA,2018-11-01,Bioenergy,TWh,1.38
Italy,ITA,2018-11-01,Coal,TWh,2.09
Italy,ITA,2018-11-01,Gas,TWh,12.54
Italy,ITA,2018-11-01,Hydro,TWh,4.46
Italy,ITA,2018-11-01,Solar,TWh,0.86
Italy,ITA,2018-11-01,Wind,TWh,1.38
Italy,ITA,2018-11-01,Total Generation,TWh,23.34
Italy,ITA,2018-11-01,Net Imports,TWh,2.47
Italy,ITA,2018-11-01,Bioenergy,mtCO2,0.32
Italy,ITA,2018-11-01,Coal,mtCO2,2.05
Italy,ITA,2018-11-01,Gas,mtCO2,6.46
Italy,ITA,2018-11-01,Hydro,mtCO2,0.11
Italy,ITA,2018-11-01,Solar,mtCO2,0.04
Italy,ITA,2018-11-01,Wind,mtCO2,0.02
Italy,ITA,2018-12-01,Demand,TWh,27.16
Italy,ITA,2018-12-01,Bioenergy,%,6.19
Italy,ITA,2018-12-01,Coal,%,9.36
Italy,ITA,2018-12-01,Gas,%,54.28
Italy,ITA,2018-12-01,Hydro,%,14.62
Italy,ITA,2018-12-01,Solar,%,3.77
Italy,ITA,2018-12-01,Wind,%,8.14
Italy,ITA,2018-12-01,Bioenergy,TWh,1.46
Italy,ITA,2018-12-01,Coal,TWh,2.21
Italy,ITA,2018-12-01,Gas,TWh,12.81
Italy,ITA,2018-12-01,Hydro,TWh,3.45
Italy,ITA,2018-12-01,Solar,TWh,0.89
Italy,ITA,2018-12-01,Wind,TWh,1.92
Italy,ITA,2018-12-01,Total Generation,TWh,23.6
Italy,ITA,2018-12-01,Net Imports,TWh,3.56
Italy,ITA,2018-12-01,Bioenergy,mtCO2,0.34
Italy,ITA,2018-12-01,Coal,mtCO2,2.17
Italy,ITA,2018-12-01,Gas,mtCO2,6.6
Italy,ITA,2018-12-01,Hydro,mtCO2,0.08
Italy,ITA,2018-12-01,Solar,mtCO2,0.04
Italy,ITA,2018-12-01,Wind,mtCO2,0.02
Italy,ITA,2019-01-01,Demand,TWh,28.21
Italy,ITA,2019-01-01,Bioenergy,%,6.03
Italy,ITA,2019-01-01,Coal,%,9.22
Italy,ITA,2019-01-01,Gas,%,56.68
Italy,ITA,2019-01-01,Hydro,%,10.48
Italy,ITA,2019-01-01,Solar,%,4.02
Italy,ITA,2019-01-01,Wind,%,9.1
Italy,ITA,2019-01-01,Bioenergy,TWh,1.53
Italy,ITA,2019-01-01,Coal,TWh,2.34
Italy,ITA,2019-01-01,Gas,TWh,14.39
Italy,ITA,2019-01-01,Hydro,TWh,2.66
Italy,ITA,2019-01-01,Solar,TWh,1.02
Italy,ITA,2019-01-01,Wind,TWh,2.31
Italy,ITA,2019-01-01,Total Generation,TWh,25.39
Italy,ITA,2019-01-01,Net Imports,TWh,2.82
Italy,ITA,2019-01-01,Bioenergy,mtCO2,0.35
Italy,ITA,2019-01-01,Coal,mtCO2,2.3
Italy,ITA,2019-01-01,Gas,mtCO2,7.41
Italy,ITA,2019-01-01,Hydro,mtCO2,0.06
Italy,ITA,2019-01-01,Solar,mtCO2,0.05
Italy,ITA,2019-01-01,Wind,mtCO2,0.03
Italy,ITA,2019-02-01,Demand,TWh,25.19
Italy,ITA,2019-02-01,Bioenergy,%,6.51
Italy,ITA,2019-02-01,Coal,%,7.44
Italy,ITA,2019-02-01,Gas,%,51.4
Italy,ITA,2019-02-01,Hydro,%,11.75
Italy,ITA,2019-02-01,Solar,%,7.26
Italy,ITA,2019-02-01,Wind,%,10.91
Italy,ITA,2019-02-01,Bioenergy,TWh,1.39
Italy,ITA,2019-02-01,Coal,TWh,1.59
Italy,ITA,2019-02-01,Gas,TWh,10.98
Italy,ITA,2019-02-01,Hydro,TWh,2.51
Italy,ITA,2019-02-01,Solar,TWh,1.55
Italy,ITA,2019-02-01,Wind,TWh,2.33
Italy,ITA,2019-02-01,Total Generation,TWh,21.36
Italy,ITA,2019-02-01,Net Imports,TWh,3.83
Italy,ITA,2019-02-01,Bioenergy,mtCO2,0.32
Italy,ITA,2019-02-01,Coal,mtCO2,1.56
Italy,ITA,2019-02-01,Gas,mtCO2,5.66
Italy,ITA,2019-02-01,Hydro,mtCO2,0.06
Italy,ITA,2019-02-01,Solar,mtCO2,0.07
Italy,ITA,2019-02-01,Wind,mtCO2,0.03
Italy,ITA,2019-03-01,Demand,TWh,26.09
Italy,ITA,2019-03-01,Bioenergy,%,7.04
Italy,ITA,2019-03-01,Coal,%,5.87
Italy,ITA,2019-03-01,Gas,%,52.06
Italy,ITA,2019-03-01,Hydro,%,8.97
Italy,ITA,2019-03-01,Solar,%,10.22
Italy,ITA,2019-03-01,Wind,%,11.17
Italy,ITA,2019-03-01,Bioenergy,TWh,1.57
Italy,ITA,2019-03-01,Coal,TWh,1.31
Italy,ITA,2019-03-01,Gas,TWh,11.61
Italy,ITA,2019-03-01,Hydro,TWh,2.0
Italy,ITA,2019-03-01,Solar,TWh,2.28
Italy,ITA,2019-03-01,Wind,TWh,2.49
Italy,ITA,2019-03-01,Total Generation,TWh,22.3
Italy,ITA,2019-03-01,Net Imports,TWh,3.79
Italy,ITA,2019-03-01,Bioenergy,mtCO2,0.36
Italy,ITA,2019-03-01,Coal,mtCO2,1.28
Italy,ITA,2019-03-01,Gas,mtCO2,5.98
Italy,ITA,2019-03-01,Hydro,mtCO2,0.05
Italy,ITA,2019-03-01,Solar,mtCO2,0.11
Italy,ITA,2019-03-01,Wind,mtCO2,0.03
Italy,ITA,2019-04-01,Demand,TWh,23.82
Italy,ITA,2019-04-01,Bioenergy,%,7.1
Italy,ITA,2019-04-01,Coal,%,6.53
Italy,ITA,2019-04-01,Gas,%,50.14
Italy,ITA,2019-04-01,Hydro,%,14.8
Italy,ITA,2019-04-01,Solar,%,10.06
Italy,ITA,2019-04-01,Wind,%,7.0
Italy,ITA,2019-04-01,Bioenergy,TWh,1.51
Italy,ITA,2019-04-01,Coal,TWh,1.39
Italy,ITA,2019-04-01,Gas,TWh,10.67
Italy,ITA,2019-04-01,Hydro,TWh,3.15
Italy,ITA,2019-04-01,Solar,TWh,2.14
Italy,ITA,2019-04-01,Wind,TWh,1.49
Italy,ITA,2019-04-01,Total Generation,TWh,21.28
Italy,ITA,2019-04-01,Net Imports,TWh,2.54
Italy,ITA,2019-04-01,Bioenergy,mtCO2,0.35
Italy,ITA,2019-04-01,Coal,mtCO2,1.36
Italy,ITA,2019-04-01,Gas,mtCO2,5.5
Italy,ITA,2019-04-01,Hydro,mtCO2,0.08
Italy,ITA,2019-04-01,Solar,mtCO2,0.1
Italy,ITA,2019-04-01,Wind,mtCO2,0.02
Italy,ITA,2019-05-01,Demand,TWh,24.99
Italy,ITA,2019-05-01,Bioenergy,%,6.82
Italy,ITA,2019-05-01,Coal,%,4.72
Italy,ITA,2019-05-01,Gas,%,45.38
Italy,ITA,2019-05-01,Hydro,%,20.83
Italy,ITA,2019-05-01,Solar,%,10.53
Italy,ITA,2019-05-01,Wind,%,7.55
Italy,ITA,2019-05-01,Bioenergy,TWh,1.49
Italy,ITA,2019-05-01,Coal,TWh,1.03
Italy,ITA,2019-05-01,Gas,TWh,9.91
Italy,ITA,2019-05-01,Hydro,TWh,4.55
Italy,ITA,2019-05-01,Solar,TWh,2.3
Italy,ITA,2019-05-01,Wind,TWh,1.65
Italy,ITA,2019-05-01,Total Generation,TWh,21.84
Italy,ITA,2019-05-01,Net Imports,TWh,3.15
Italy,ITA,2019-05-01,Bioenergy,mtCO2,0.34
Italy,ITA,2019-05-01,Coal,mtCO2,1.01
Italy,ITA,2019-05-01,Gas,mtCO2,5.1
Italy,ITA,2019-05-01,Hydro,mtCO2,0.11
Italy,ITA,2019-05-01,Solar,mtCO2,0.11
Italy,ITA,2019-05-01,Wind,mtCO2,0.02
Italy,ITA,2019-06-01,Demand,TWh,27.45
Italy,ITA,2019-06-01,Bioenergy,%,5.75
Italy,ITA,2019-06-01,Coal,%,4.8
Italy,ITA,2019-06-01,Gas,%,44.77
Italy,ITA,2019-06-01,Hydro,%,24.29
Italy,ITA,2019-06-01,Solar,%,12.12
Italy,ITA,2019-06-01,Wind,%,4.14
Italy,ITA,2019-06-01,Bioenergy,TWh,1.39
Italy,ITA,2019-06-01,Coal,TWh,1.16
Italy,ITA,2019-06-01,Gas,TWh,10.82
Italy,ITA,2019-06-01,Hydro,TWh,5.87
Italy,ITA,2019-06-01,Solar,TWh,2.93
