Country,ISO3,Date,Metric,Unit,Value
Belgium,BEL,2026-05-01,Net Imports,TWh,3.05
Belgium,BEL,2026-05-01,Bioenergy,mtCO2,0.04
Belgium,BEL,2026-05-01,Coal,mtCO2,0.0
Belgium,BEL,2026-05-01,Gas,mtCO2,0.55
Belgium,BEL,2026-05-01,Hydro,mtCO2,0.0
Belgium,BEL,2026-05-01,Nuclear,mtCO2,0.0
Belgium,BEL,2026-05-01,Solar,mtCO2,0.07
Belgium,BEL,2026-05-01,Wind,mtCO2,0.01
France,FRA,2015-01-01,Demand,TWh,55.42
France,FRA,2015-01-01,Bioenergy,%,0.26
France,FRA,2015-01-01,Coal,%,2.93
France,FRA,2015-01-01,Gas,%,5.41
France,FRA,2015-01-01,Hydro,%,10.47
France,FRA,2015-01-01,Nuclear,%,76.14
France,FRA,2015-01-01,Solar,%,0.42
France,FRA,2015-01-01,Wind,%,3.65
France,FRA,2015-01-01,Bioenergy,TWh,0.15
France,FRA,2015-01-01,Coal,TWh,1.68
France,FRA,2015-01-01,Gas,TWh,3.1
France,FRA,2015-01-01,Hydro,TWh,6.0
France,FRA,2015-01-01,Nuclear,TWh,43.65
France,FRA,2015-01-01,Solar,TWh,0.24
France,FRA,2015-01-01,Wind,TWh,2.09
France,FRA,2015-01-01,Total Generation,TWh,57.33
France,FRA,2015-01-01,Net Imports,TWh,-1.91
France,FRA,2015-01-01,Bioenergy,mtCO2,0.03
France,FRA,2015-01-01,Coal,mtCO2,1.73
France,FRA,2015-01-01,Gas,mtCO2,1.44
France,FRA,2015-01-01,Hydro,mtCO2,0.14
France,FRA,2015-01-01,Nuclear,mtCO2,0.22
France,FRA,2015-01-01,Solar,mtCO2,0.01
France,FRA,2015-01-01,Wind,mtCO2,0.03
France,FRA,2015-02-01,Demand,TWh,49.41
France,FRA,2015-02-01,Bioenergy,%,0.29
France,FRA,2015-02-01,Coal,%,3.31
France,FRA,2015-02-01,Gas,%,6.54
France,FRA,2015-02-01,Hydro,%,11.88
France,FRA,2015-02-01,Nuclear,%,73.11
France,FRA,2015-02-01,Solar,%,0.69
France,FRA,2015-02-01,Wind,%,3.37
France,FRA,2015-02-01,Bioenergy,TWh,0.15
France,FRA,2015-02-01,Coal,TWh,1.69
France,FRA,2015-02-01,Gas,TWh,3.34
France,FRA,2015-02-01,Hydro,TWh,6.07
France,FRA,2015-02-01,Nuclear,TWh,37.35
France,FRA,2015-02-01,Solar,TWh,0.35
France,FRA,2015-02-01,Wind,TWh,1.72
France,FRA,2015-02-01,Total Generation,TWh,51.09
France,FRA,2015-02-01,Net Imports,TWh,-1.68
France,FRA,2015-02-01,Bioenergy,mtCO2,0.03
France,FRA,2015-02-01,Coal,mtCO2,1.74
France,FRA,2015-02-01,Gas,mtCO2,1.55
France,FRA,2015-02-01,Hydro,mtCO2,0.15
France,FRA,2015-02-01,Nuclear,mtCO2,0.19
France,FRA,2015-02-01,Solar,mtCO2,0.02
France,FRA,2015-02-01,Wind,mtCO2,0.02
France,FRA,2015-03-01,Demand,TWh,47.07
France,FRA,2015-03-01,Bioenergy,%,0.32
France,FRA,2015-03-01,Coal,%,2.34
France,FRA,2015-03-01,Gas,%,5.47
France,FRA,2015-03-01,Hydro,%,11.97
France,FRA,2015-03-01,Nuclear,%,74.3
France,FRA,2015-03-01,Solar,%,1.05
France,FRA,2015-03-01,Wind,%,3.65
France,FRA,2015-03-01,Bioenergy,TWh,0.16
France,FRA,2015-03-01,Coal,TWh,1.16
France,FRA,2015-03-01,Gas,TWh,2.71
France,FRA,2015-03-01,Hydro,TWh,5.93
France,FRA,2015-03-01,Nuclear,TWh,36.81
France,FRA,2015-03-01,Solar,TWh,0.52
France,FRA,2015-03-01,Wind,TWh,1.81
France,FRA,2015-03-01,Total Generation,TWh,49.54
France,FRA,2015-03-01,Net Imports,TWh,-2.47
France,FRA,2015-03-01,Bioenergy,mtCO2,0.04
France,FRA,2015-03-01,Coal,mtCO2,1.19
France,FRA,2015-03-01,Gas,mtCO2,1.25
France,FRA,2015-03-01,Hydro,mtCO2,0.14
France,FRA,2015-03-01,Nuclear,mtCO2,0.19
France,FRA,2015-03-01,Solar,mtCO2,0.02
France,FRA,2015-03-01,Wind,mtCO2,0.02
France,FRA,2015-04-01,Demand,TWh,38.23
France,FRA,2015-04-01,Bioenergy,%,0.37
France,FRA,2015-04-01,Coal,%,1.45
France,FRA,2015-04-01,Gas,%,2.64
France,FRA,2015-04-01,Hydro,%,13.03
France,FRA,2015-04-01,Nuclear,%,76.57
France,FRA,2015-04-01,Solar,%,1.82
France,FRA,2015-04-01,Wind,%,3.33
France,FRA,2015-04-01,Bioenergy,TWh,0.15
France,FRA,2015-04-01,Coal,TWh,0.59
France,FRA,2015-04-01,Gas,TWh,1.07
France,FRA,2015-04-01,Hydro,TWh,5.29
France,FRA,2015-04-01,Nuclear,TWh,31.08
France,FRA,2015-04-01,Solar,TWh,0.74
France,FRA,2015-04-01,Wind,TWh,1.35
France,FRA,2015-04-01,Total Generation,TWh,40.59
France,FRA,2015-04-01,Net Imports,TWh,-2.36
France,FRA,2015-04-01,Bioenergy,mtCO2,0.03
France,FRA,2015-04-01,Coal,mtCO2,0.61
France,FRA,2015-04-01,Gas,mtCO2,0.5
France,FRA,2015-04-01,Hydro,mtCO2,0.13
France,FRA,2015-04-01,Nuclear,mtCO2,0.16
France,FRA,2015-04-01,Solar,mtCO2,0.04
France,FRA,2015-04-01,Wind,mtCO2,0.02
France,FRA,2015-05-01,Demand,TWh,35.82
France,FRA,2015-05-01,Bioenergy,%,0.38
France,FRA,2015-05-01,Coal,%,0.13
France,FRA,2015-05-01,Gas,%,1.56
France,FRA,2015-05-01,Hydro,%,15.1
France,FRA,2015-05-01,Nuclear,%,76.25
France,FRA,2015-05-01,Solar,%,2.02
France,FRA,2015-05-01,Wind,%,3.78
France,FRA,2015-05-01,Bioenergy,TWh,0.15
France,FRA,2015-05-01,Coal,TWh,0.05
France,FRA,2015-05-01,Gas,TWh,0.62
France,FRA,2015-05-01,Hydro,TWh,5.99
France,FRA,2015-05-01,Nuclear,TWh,30.25
France,FRA,2015-05-01,Solar,TWh,0.8
France,FRA,2015-05-01,Wind,TWh,1.5
France,FRA,2015-05-01,Total Generation,TWh,39.67
France,FRA,2015-05-01,Net Imports,TWh,-3.85
France,FRA,2015-05-01,Bioenergy,mtCO2,0.03
France,FRA,2015-05-01,Coal,mtCO2,0.05
France,FRA,2015-05-01,Gas,mtCO2,0.29
France,FRA,2015-05-01,Hydro,mtCO2,0.14
France,FRA,2015-05-01,Nuclear,mtCO2,0.16
France,FRA,2015-05-01,Solar,mtCO2,0.04
France,FRA,2015-05-01,Wind,mtCO2,0.02
France,FRA,2015-06-01,Demand,TWh,35.15
France,FRA,2015-06-01,Bioenergy,%,0.38
France,FRA,2015-06-01,Coal,%,0.15
France,FRA,2015-06-01,Gas,%,1.44
France,FRA,2015-06-01,Hydro,%,13.44
France,FRA,2015-06-01,Nuclear,%,78.56
France,FRA,2015-06-01,Solar,%,2.28
France,FRA,2015-06-01,Wind,%,3.08
France,FRA,2015-06-01,Bioenergy,TWh,0.15
France,FRA,2015-06-01,Coal,TWh,0.06
France,FRA,2015-06-01,Gas,TWh,0.56
France,FRA,2015-06-01,Hydro,TWh,5.24
France,FRA,2015-06-01,Nuclear,TWh,30.64
France,FRA,2015-06-01,Solar,TWh,0.89
France,FRA,2015-06-01,Wind,TWh,1.2
France,FRA,2015-06-01,Total Generation,TWh,39.0
France,FRA,2015-06-01,Net Imports,TWh,-3.85
France,FRA,2015-06-01,Bioenergy,mtCO2,0.03
France,FRA,2015-06-01,Coal,mtCO2,0.06
France,FRA,2015-06-01,Gas,mtCO2,0.26
France,FRA,2015-06-01,Hydro,mtCO2,0.13
France,FRA,2015-06-01,Nuclear,mtCO2,0.16
France,FRA,2015-06-01,Solar,mtCO2,0.04
France,FRA,2015-06-01,Wind,mtCO2,0.01
France,FRA,2015-07-01,Demand,TWh,36.67
France,FRA,2015-07-01,Bioenergy,%,0.39
France,FRA,2015-07-01,Coal,%,0.59
France,FRA,2015-07-01,Gas,%,2.35
France,FRA,2015-07-01,Hydro,%,9.3
France,FRA,2015-07-01,Nuclear,%,81.21
France,FRA,2015-07-01,Solar,%,2.18
France,FRA,2015-07-01,Wind,%,3.33
France,FRA,2015-07-01,Bioenergy,TWh,0.16
France,FRA,2015-07-01,Coal,TWh,0.24
France,FRA,2015-07-01,Gas,TWh,0.96
France,FRA,2015-07-01,Hydro,TWh,3.8
France,FRA,2015-07-01,Nuclear,TWh,33.19
France,FRA,2015-07-01,Solar,TWh,0.89
France,FRA,2015-07-01,Wind,TWh,1.36
France,FRA,2015-07-01,Total Generation,TWh,40.87
France,FRA,2015-07-01,Net Imports,TWh,-4.2
France,FRA,2015-07-01,Bioenergy,mtCO2,0.04
France,FRA,2015-07-01,Coal,mtCO2,0.25
France,FRA,2015-07-01,Gas,mtCO2,0.44
France,FRA,2015-07-01,Hydro,mtCO2,0.09
France,FRA,2015-07-01,Nuclear,mtCO2,0.17
France,FRA,2015-07-01,Solar,mtCO2,0.04
France,FRA,2015-07-01,Wind,mtCO2,0.02
France,FRA,2015-08-01,Demand,TWh,32.97
France,FRA,2015-08-01,Bioenergy,%,0.45
France,FRA,2015-08-01,Coal,%,0.42
France,FRA,2015-08-01,Gas,%,1.42
France,FRA,2015-08-01,Hydro,%,7.99
France,FRA,2015-08-01,Nuclear,%,83.81
France,FRA,2015-08-01,Solar,%,2.13
France,FRA,2015-08-01,Wind,%,3.05
France,FRA,2015-08-01,Bioenergy,TWh,0.17
France,FRA,2015-08-01,Coal,TWh,0.16
France,FRA,2015-08-01,Gas,TWh,0.54
France,FRA,2015-08-01,Hydro,TWh,3.04
France,FRA,2015-08-01,Nuclear,TWh,31.89
France,FRA,2015-08-01,Solar,TWh,0.81
France,FRA,2015-08-01,Wind,TWh,1.16
France,FRA,2015-08-01,Total Generation,TWh,38.05
France,FRA,2015-08-01,Net Imports,TWh,-5.08
France,FRA,2015-08-01,Bioenergy,mtCO2,0.04
France,FRA,2015-08-01,Coal,mtCO2,0.16
France,FRA,2015-08-01,Gas,mtCO2,0.25
France,FRA,2015-08-01,Hydro,mtCO2,0.07
France,FRA,2015-08-01,Nuclear,mtCO2,0.16
France,FRA,2015-08-01,Solar,mtCO2,0.04
France,FRA,2015-08-01,Wind,mtCO2,0.01
France,FRA,2015-09-01,Demand,TWh,34.98
France,FRA,2015-09-01,Bioenergy,%,0.42
France,FRA,2015-09-01,Coal,%,1.63
France,FRA,2015-09-01,Gas,%,3.12
France,FRA,2015-09-01,Hydro,%,8.06
France,FRA,2015-09-01,Nuclear,%,80.18
France,FRA,2015-09-01,Solar,%,1.76
France,FRA,2015-09-01,Wind,%,4.12
France,FRA,2015-09-01,Bioenergy,TWh,0.16
France,FRA,2015-09-01,Coal,TWh,0.62
France,FRA,2015-09-01,Gas,TWh,1.19
France,FRA,2015-09-01,Hydro,TWh,3.07
France,FRA,2015-09-01,Nuclear,TWh,30.54
France,FRA,2015-09-01,Solar,TWh,0.67
France,FRA,2015-09-01,Wind,TWh,1.57
France,FRA,2015-09-01,Total Generation,TWh,38.09
France,FRA,2015-09-01,Net Imports,TWh,-3.11
France,FRA,2015-09-01,Bioenergy,mtCO2,0.04
France,FRA,2015-09-01,Coal,mtCO2,0.64
France,FRA,2015-09-01,Gas,mtCO2,0.55
France,FRA,2015-09-01,Hydro,mtCO2,0.07
France,FRA,2015-09-01,Nuclear,mtCO2,0.16
France,FRA,2015-09-01,Solar,mtCO2,0.03
France,FRA,2015-09-01,Wind,mtCO2,0.02
France,FRA,2015-10-01,Demand,TWh,40.75
France,FRA,2015-10-01,Bioenergy,%,0.39
France,FRA,2015-10-01,Coal,%,2.25
France,FRA,2015-10-01,Gas,%,5.54
France,FRA,2015-10-01,Hydro,%,8.07
France,FRA,2015-10-01,Nuclear,%,78.88
France,FRA,2015-10-01,Solar,%,1.15
France,FRA,2015-10-01,Wind,%,2.78
France,FRA,2015-10-01,Bioenergy,TWh,0.17
France,FRA,2015-10-01,Coal,TWh,0.98
France,FRA,2015-10-01,Gas,TWh,2.41
France,FRA,2015-10-01,Hydro,TWh,3.51
France,FRA,2015-10-01,Nuclear,TWh,34.32
France,FRA,2015-10-01,Solar,TWh,0.5
France,FRA,2015-10-01,Wind,TWh,1.21
France,FRA,2015-10-01,Total Generation,TWh,43.51
France,FRA,2015-10-01,Net Imports,TWh,-2.76
France,FRA,2015-10-01,Bioenergy,mtCO2,0.04
France,FRA,2015-10-01,Coal,mtCO2,1.01
France,FRA,2015-10-01,Gas,mtCO2,1.12
France,FRA,2015-10-01,Hydro,mtCO2,0.08
France,FRA,2015-10-01,Nuclear,mtCO2,0.18
France,FRA,2015-10-01,Solar,mtCO2,0.02
France,FRA,2015-10-01,Wind,mtCO2,0.02
France,FRA,2015-11-01,Demand,TWh,43.09
France,FRA,2015-11-01,Bioenergy,%,0.35
France,FRA,2015-11-01,Coal,%,1.67
France,FRA,2015-11-01,Gas,%,7.42
France,FRA,2015-11-01,Hydro,%,6.9
France,FRA,2015-11-01,Nuclear,%,77.14
France,FRA,2015-11-01,Solar,%,0.76
France,FRA,2015-11-01,Wind,%,5.01
France,FRA,2015-11-01,Bioenergy,TWh,0.16
France,FRA,2015-11-01,Coal,TWh,0.77
France,FRA,2015-11-01,Gas,TWh,3.42
France,FRA,2015-11-01,Hydro,TWh,3.18
France,FRA,2015-11-01,Nuclear,TWh,35.56
France,FRA,2015-11-01,Solar,TWh,0.35
France,FRA,2015-11-01,Wind,TWh,2.31
France,FRA,2015-11-01,Total Generation,TWh,46.1
France,FRA,2015-11-01,Net Imports,TWh,-3.01
France,FRA,2015-11-01,Bioenergy,mtCO2,0.04
France,FRA,2015-11-01,Coal,mtCO2,0.79
France,FRA,2015-11-01,Gas,mtCO2,1.58
France,FRA,2015-11-01,Hydro,mtCO2,0.08
France,FRA,2015-11-01,Nuclear,mtCO2,0.18
France,FRA,2015-11-01,Solar,mtCO2,0.02
France,FRA,2015-11-01,Wind,mtCO2,0.03
France,FRA,2015-12-01,Demand,TWh,47.22
France,FRA,2015-12-01,Bioenergy,%,0.36
France,FRA,2015-12-01,Coal,%,1.57
France,FRA,2015-12-01,Gas,%,6.14
France,FRA,2015-12-01,Hydro,%,6.36
France,FRA,2015-12-01,Nuclear,%,79.86
France,FRA,2015-12-01,Solar,%,0.56
France,FRA,2015-12-01,Wind,%,4.59
France,FRA,2015-12-01,Bioenergy,TWh,0.18
France,FRA,2015-12-01,Coal,TWh,0.79
France,FRA,2015-12-01,Gas,TWh,3.09
France,FRA,2015-12-01,Hydro,TWh,3.2
France,FRA,2015-12-01,Nuclear,TWh,40.16
France,FRA,2015-12-01,Solar,TWh,0.28
France,FRA,2015-12-01,Wind,TWh,2.31
France,FRA,2015-12-01,Total Generation,TWh,50.29
France,FRA,2015-12-01,Net Imports,TWh,-3.07
France,FRA,2015-12-01,Bioenergy,mtCO2,0.04
France,FRA,2015-12-01,Coal,mtCO2,0.81
France,FRA,2015-12-01,Gas,mtCO2,1.43
France,FRA,2015-12-01,Hydro,mtCO2,0.08
France,FRA,2015-12-01,Nuclear,mtCO2,0.21
France,FRA,2015-12-01,Solar,mtCO2,0.01
France,FRA,2015-12-01,Wind,mtCO2,0.03
France,FRA,2016-01-01,Demand,TWh,49.54
France,FRA,2016-01-01,Bioenergy,%,0.35
France,FRA,2016-01-01,Coal,%,1.47
France,FRA,2016-01-01,Gas,%,6.79
France,FRA,2016-01-01,Hydro,%,9.15
France,FRA,2016-01-01,Nuclear,%,76.28
France,FRA,2016-01-01,Solar,%,0.5
France,FRA,2016-01-01,Wind,%,4.8
France,FRA,2016-01-01,Bioenergy,TWh,0.19
France,FRA,2016-01-01,Coal,TWh,0.8
France,FRA,2016-01-01,Gas,TWh,3.69
France,FRA,2016-01-01,Hydro,TWh,4.97
France,FRA,2016-01-01,Nuclear,TWh,41.45
France,FRA,2016-01-01,Solar,TWh,0.27
France,FRA,2016-01-01,Wind,TWh,2.61
France,FRA,2016-01-01,Total Generation,TWh,54.34
France,FRA,2016-01-01,Net Imports,TWh,-4.8
France,FRA,2016-01-01,Bioenergy,mtCO2,0.04
France,FRA,2016-01-01,Coal,mtCO2,0.82
France,FRA,2016-01-01,Gas,mtCO2,1.71
France,FRA,2016-01-01,Hydro,mtCO2,0.12
France,FRA,2016-01-01,Nuclear,mtCO2,0.21
France,FRA,2016-01-01,Solar,mtCO2,0.01
France,FRA,2016-01-01,Wind,mtCO2,0.03
France,FRA,2016-02-01,Demand,TWh,45.73
France,FRA,2016-02-01,Bioenergy,%,0.4
France,FRA,2016-02-01,Coal,%,0.97
France,FRA,2016-02-01,Gas,%,5.95
France,FRA,2016-02-01,Hydro,%,12.18
France,FRA,2016-02-01,Nuclear,%,73.82
France,FRA,2016-02-01,Solar,%,0.79
France,FRA,2016-02-01,Wind,%,5.28
France,FRA,2016-02-01,Bioenergy,TWh,0.2
France,FRA,2016-02-01,Coal,TWh,0.49
France,FRA,2016-02-01,Gas,TWh,3.0
France,FRA,2016-02-01,Hydro,TWh,6.14
France,FRA,2016-02-01,Nuclear,TWh,37.2
France,FRA,2016-02-01,Solar,TWh,0.4
France,FRA,2016-02-01,Wind,TWh,2.66
France,FRA,2016-02-01,Total Generation,TWh,50.39
France,FRA,2016-02-01,Net Imports,TWh,-4.66
France,FRA,2016-02-01,Bioenergy,mtCO2,0.05
France,FRA,2016-02-01,Coal,mtCO2,0.5
France,FRA,2016-02-01,Gas,mtCO2,1.39
France,FRA,2016-02-01,Hydro,mtCO2,0.15
France,FRA,2016-02-01,Nuclear,mtCO2,0.19
France,FRA,2016-02-01,Solar,mtCO2,0.02
France,FRA,2016-02-01,Wind,mtCO2,0.03
France,FRA,2016-03-01,Demand,TWh,46.71
France,FRA,2016-03-01,Bioenergy,%,0.43
France,FRA,2016-03-01,Coal,%,1.66
France,FRA,2016-03-01,Gas,%,6.75
France,FRA,2016-03-01,Hydro,%,11.61
France,FRA,2016-03-01,Nuclear,%,73.21
France,FRA,2016-03-01,Solar,%,1.28
France,FRA,2016-03-01,Wind,%,4.5
France,FRA,2016-03-01,Bioenergy,TWh,0.22
France,FRA,2016-03-01,Coal,TWh,0.84
France,FRA,2016-03-01,Gas,TWh,3.42
France,FRA,2016-03-01,Hydro,TWh,5.88
France,FRA,2016-03-01,Nuclear,TWh,37.09
France,FRA,2016-03-01,Solar,TWh,0.65
France,FRA,2016-03-01,Wind,TWh,2.28
France,FRA,2016-03-01,Total Generation,TWh,50.66
France,FRA,2016-03-01,Net Imports,TWh,-3.95
France,FRA,2016-03-01,Bioenergy,mtCO2,0.05
France,FRA,2016-03-01,Coal,mtCO2,0.86
France,FRA,2016-03-01,Gas,mtCO2,1.58
France,FRA,2016-03-01,Hydro,mtCO2,0.14
France,FRA,2016-03-01,Nuclear,mtCO2,0.19
France,FRA,2016-03-01,Solar,mtCO2,0.03
France,FRA,2016-03-01,Wind,mtCO2,0.03
France,FRA,2016-04-01,Demand,TWh,38.51
France,FRA,2016-04-01,Bioenergy,%,0.52
France,FRA,2016-04-01,Coal,%,1.14
France,FRA,2016-04-01,Gas,%,4.5
France,FRA,2016-04-01,Hydro,%,14.15
France,FRA,2016-04-01,Nuclear,%,73.68
France,FRA,2016-04-01,Solar,%,1.83
France,FRA,2016-04-01,Wind,%,3.74
France,FRA,2016-04-01,Bioenergy,TWh,0.22
France,FRA,2016-04-01,Coal,TWh,0.48
France,FRA,2016-04-01,Gas,TWh,1.89
France,FRA,2016-04-01,Hydro,TWh,5.94
France,FRA,2016-04-01,Nuclear,TWh,30.94
France,FRA,2016-04-01,Solar,TWh,0.77
France,FRA,2016-04-01,Wind,TWh,1.57
France,FRA,2016-04-01,Total Generation,TWh,41.99
France,FRA,2016-04-01,Net Imports,TWh,-3.48
France,FRA,2016-04-01,Bioenergy,mtCO2,0.05
France,FRA,2016-04-01,Coal,mtCO2,0.49
France,FRA,2016-04-01,Gas,mtCO2,0.87
France,FRA,2016-04-01,Hydro,mtCO2,0.14
France,FRA,2016-04-01,Nuclear,mtCO2,0.16
France,FRA,2016-04-01,Solar,mtCO2,0.04
France,FRA,2016-04-01,Wind,mtCO2,0.02
France,FRA,2016-05-01,Demand,TWh,34.31
France,FRA,2016-05-01,Bioenergy,%,0.56
France,FRA,2016-05-01,Coal,%,0.51
France,FRA,2016-05-01,Gas,%,3.05
France,FRA,2016-05-01,Hydro,%,14.62
France,FRA,2016-05-01,Nuclear,%,74.57
France,FRA,2016-05-01,Solar,%,2.31
France,FRA,2016-05-01,Wind,%,3.71
France,FRA,2016-05-01,Bioenergy,TWh,0.22
France,FRA,2016-05-01,Coal,TWh,0.2
France,FRA,2016-05-01,Gas,TWh,1.2
France,FRA,2016-05-01,Hydro,TWh,5.75
France,FRA,2016-05-01,Nuclear,TWh,29.33
France,FRA,2016-05-01,Solar,TWh,0.91
France,FRA,2016-05-01,Wind,TWh,1.46
France,FRA,2016-05-01,Total Generation,TWh,39.33
France,FRA,2016-05-01,Net Imports,TWh,-5.02
France,FRA,2016-05-01,Bioenergy,mtCO2,0.05
France,FRA,2016-05-01,Coal,mtCO2,0.21
France,FRA,2016-05-01,Gas,mtCO2,0.56
France,FRA,2016-05-01,Hydro,mtCO2,0.14
France,FRA,2016-05-01,Nuclear,mtCO2,0.15
France,FRA,2016-05-01,Solar,mtCO2,0.04
France,FRA,2016-05-01,Wind,mtCO2,0.02
France,FRA,2016-06-01,Demand,TWh,32.3
France,FRA,2016-06-01,Bioenergy,%,0.54
France,FRA,2016-06-01,Coal,%,0.36
France,FRA,2016-06-01,Gas,%,3.36
France,FRA,2016-06-01,Hydro,%,16.41
France,FRA,2016-06-01,Nuclear,%,73.72
France,FRA,2016-06-01,Solar,%,2.3
France,FRA,2016-06-01,Wind,%,2.69
France,FRA,2016-06-01,Bioenergy,TWh,0.21
France,FRA,2016-06-01,Coal,TWh,0.14
France,FRA,2016-06-01,Gas,TWh,1.3
France,FRA,2016-06-01,Hydro,TWh,6.35
France,FRA,2016-06-01,Nuclear,TWh,28.53
France,FRA,2016-06-01,Solar,TWh,0.89
France,FRA,2016-06-01,Wind,TWh,1.04
France,FRA,2016-06-01,Total Generation,TWh,38.7
France,FRA,2016-06-01,Net Imports,TWh,-6.4
France,FRA,2016-06-01,Bioenergy,mtCO2,0.05
France,FRA,2016-06-01,Coal,mtCO2,0.14
France,FRA,2016-06-01,Gas,mtCO2,0.6
France,FRA,2016-06-01,Hydro,mtCO2,0.15
France,FRA,2016-06-01,Nuclear,mtCO2,0.15
France,FRA,2016-06-01,Solar,mtCO2,0.04
France,FRA,2016-06-01,Wind,mtCO2,0.01
France,FRA,2016-07-01,Demand,TWh,33.5
France,FRA,2016-07-01,Bioenergy,%,0.59
France,FRA,2016-07-01,Coal,%,0.45
France,FRA,2016-07-01,Gas,%,4.42
France,FRA,2016-07-01,Hydro,%,13.0
France,FRA,2016-07-01,Nuclear,%,75.25
France,FRA,2016-07-01,Solar,%,2.82
France,FRA,2016-07-01,Wind,%,2.64
France,FRA,2016-07-01,Bioenergy,TWh,0.22
France,FRA,2016-07-01,Coal,TWh,0.17
France,FRA,2016-07-01,Gas,TWh,1.66
France,FRA,2016-07-01,Hydro,TWh,4.88
France,FRA,2016-07-01,Nuclear,TWh,28.25
France,FRA,2016-07-01,Solar,TWh,1.06
France,FRA,2016-07-01,Wind,TWh,0.99
France,FRA,2016-07-01,Total Generation,TWh,37.54
France,FRA,2016-07-01,Net Imports,TWh,-4.04
France,FRA,2016-07-01,Bioenergy,mtCO2,0.05
France,FRA,2016-07-01,Coal,mtCO2,0.17
France,FRA,2016-07-01,Gas,mtCO2,0.77
France,FRA,2016-07-01,Hydro,mtCO2,0.12
France,FRA,2016-07-01,Nuclear,mtCO2,0.15
France,FRA,2016-07-01,Solar,mtCO2,0.05
France,FRA,2016-07-01,Wind,mtCO2,0.01
France,FRA,2016-08-01,Demand,TWh,32.05
France,FRA,2016-08-01,Bioenergy,%,0.57
France,FRA,2016-08-01,Coal,%,0.43
France,FRA,2016-08-01,Gas,%,5.19
France,FRA,2016-08-01,Hydro,%,10.13
France,FRA,2016-08-01,Nuclear,%,76.7
France,FRA,2016-08-01,Solar,%,2.92
France,FRA,2016-08-01,Wind,%,3.23
France,FRA,2016-08-01,Bioenergy,TWh,0.2
France,FRA,2016-08-01,Coal,TWh,0.15
France,FRA,2016-08-01,Gas,TWh,1.83
France,FRA,2016-08-01,Hydro,TWh,3.57
France,FRA,2016-08-01,Nuclear,TWh,27.03
France,FRA,2016-08-01,Solar,TWh,1.03
France,FRA,2016-08-01,Wind,TWh,1.14
France,FRA,2016-08-01,Total Generation,TWh,35.24
France,FRA,2016-08-01,Net Imports,TWh,-3.19
France,FRA,2016-08-01,Bioenergy,mtCO2,0.05
France,FRA,2016-08-01,Coal,mtCO2,0.15
France,FRA,2016-08-01,Gas,mtCO2,0.85
France,FRA,2016-08-01,Hydro,mtCO2,0.09
France,FRA,2016-08-01,Nuclear,mtCO2,0.14
France,FRA,2016-08-01,Solar,mtCO2,0.05
France,FRA,2016-08-01,Wind,mtCO2,0.01
France,FRA,2016-09-01,Demand,TWh,33.19
France,FRA,2016-09-01,Bioenergy,%,0.53
France,FRA,2016-09-01,Coal,%,2.16
France,FRA,2016-09-01,Gas,%,8.91
France,FRA,2016-09-01,Hydro,%,8.6
France,FRA,2016-09-01,Nuclear,%,73.94
France,FRA,2016-09-01,Solar,%,2.21
France,FRA,2016-09-01,Wind,%,2.72
France,FRA,2016-09-01,Bioenergy,TWh,0.19
France,FRA,2016-09-01,Coal,TWh,0.77
France,FRA,2016-09-01,Gas,TWh,3.18
France,FRA,2016-09-01,Hydro,TWh,3.07
France,FRA,2016-09-01,Nuclear,TWh,26.39
France,FRA,2016-09-01,Solar,TWh,0.79
France,FRA,2016-09-01,Wind,TWh,0.97
France,FRA,2016-09-01,Total Generation,TWh,35.69
France,FRA,2016-09-01,Net Imports,TWh,-2.5
France,FRA,2016-09-01,Bioenergy,mtCO2,0.04
France,FRA,2016-09-01,Coal,mtCO2,0.79
France,FRA,2016-09-01,Gas,mtCO2,1.47
France,FRA,2016-09-01,Hydro,mtCO2,0.07
France,FRA,2016-09-01,Nuclear,mtCO2,0.14
France,FRA,2016-09-01,Solar,mtCO2,0.04
France,FRA,2016-09-01,Wind,mtCO2,0.01
France,FRA,2016-10-01,Demand,TWh,38.44
France,FRA,2016-10-01,Bioenergy,%,0.49
France,FRA,2016-10-01,Coal,%,2.45
France,FRA,2016-10-01,Gas,%,9.81
France,FRA,2016-10-01,Hydro,%,6.92
France,FRA,2016-10-01,Nuclear,%,74.36
France,FRA,2016-10-01,Solar,%,1.47
France,FRA,2016-10-01,Wind,%,3.42
France,FRA,2016-10-01,Bioenergy,TWh,0.19
France,FRA,2016-10-01,Coal,TWh,0.95
France,FRA,2016-10-01,Gas,TWh,3.81
France,FRA,2016-10-01,Hydro,TWh,2.69
France,FRA,2016-10-01,Nuclear,TWh,28.89
France,FRA,2016-10-01,Solar,TWh,0.57
France,FRA,2016-10-01,Wind,TWh,1.33
France,FRA,2016-10-01,Total Generation,TWh,38.85
France,FRA,2016-10-01,Net Imports,TWh,-0.41
France,FRA,2016-10-01,Bioenergy,mtCO2,0.04
France,FRA,2016-10-01,Coal,mtCO2,0.98
France,FRA,2016-10-01,Gas,mtCO2,1.76
France,FRA,2016-10-01,Hydro,mtCO2,0.06
France,FRA,2016-10-01,Nuclear,mtCO2,0.15
France,FRA,2016-10-01,Solar,mtCO2,0.03
France,FRA,2016-10-01,Wind,mtCO2,0.02
France,FRA,2016-11-01,Demand,TWh,44.03
