datetime,price_eur_mwh,load_mw,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,renewable_generation,fossil_generation,residual_load,hour,day_of_week,month,quarter,weekend,season,temperature_2m,wind_speed_10m,shortwave_radiation,cloud_cover,precipitation,price_lag_1,price_lag_24,price_lag_48,price_lag_168,price_rolling_mean_24,price_rolling_std_24,load_lag_24,renewable_lag_24,residual_load_lag_24,target_price_24h
2020-01-08 00:00:00,18.95,55068.1875,4653.8525,7580.1075,5719.7425,4527.1075,379.3125,28.3175,1033.3575,1432.1775,52.11,7702.23,398.2775,181.7875,0.12,851.2825,5025.297500000001,25052.245000000003,36215.802500000005,18206.27,18852.384999999995,0,2,1,1,0,Winter,3.0,15.5,0.0,82,0.0,26.28,30.75,29.16,41.88,40.03208333333333,9.751691036928435,51891.4975,28338.485,23553.0125,34.08
2020-01-08 01:00:00,4.96,53658.4675,4633.2625,7424.1925,5183.4225,4450.78,376.505,28.24,1898.5975,1438.4425,103.435,7692.2325,383.87,174.9625,0.1175,840.375,5034.3275,25935.645,37145.23,17434.9,16513.237499999996,1,2,1,1,0,Winter,2.6,15.9,0.0,97,0.0,18.95,31.03,29.0,38.6,38.94583333333333,11.992553818993244,50675.18,27770.4975,22904.6825,32.2
2020-01-08 02:00:00,0.1,52487.54,4647.6275000000005,6872.2225,5146.085,4444.005,373.255,28.2525,2142.9975,1427.3925,101.3925,7632.6,380.7725,172.995,0.1175,833.865,5041.9675,26486.205,37704.70250000001,16835.5675,14782.837499999994,2,2,1,1,0,Winter,3.8,17.8,0.0,99,0.0,4.96,29.88,29.08,36.55,37.705000000000005,14.291603494177364,49882.83,27462.9025,22419.9275,32.56
2020-01-08 03:00:00,0.11,52546.192500000005,4591.8,6834.1775,5083.030000000001,4397.5625,374.215,28.0025,2145.275,1411.3075,123.7575,7676.7675,380.84,172.6025,0.12,831.45,5034.0225,26437.4925,37598.5,16688.985,14947.692500000005,3,2,1,1,0,Winter,3.7,17.2,0.0,97,0.0,0.1,29.0,27.72,32.32,36.50125,16.152236434866413,50149.6325,27574.98,22574.6525,32.35
2020-01-08 04:00:00,1.75,53861.83,4577.1475,7247.1675,5132.4475,4464.475,376.345,27.525,2138.115,1404.94,159.135,7713.15,380.9975,173.21,0.1275,837.01,5249.44,25820.725,37211.51499999999,17220.435,16650.31500000001,4,2,1,1,0,Winter,3.7,19.8,0.0,100,0.0,0.11,29.65,27.03,30.85,35.33875,17.605403150984515,51480.0,27549.1375,23930.8625,29.0
2020-01-08 05:00:00,20.74,57033.3825,4596.974999999999,8955.275,5999.075,4831.57,375.0975,26.83,1607.0475,1406.4,115.83,7712.355,409.76,186.86,0.14,839.7525,5502.3625,25551.8725,37173.58,20161.0175,19859.8025,5,2,1,1,0,Winter,4.6,22.2,0.0,100,0.0,1.75,31.78,28.98,30.14,34.87875,17.845027881981455,54848.7825,27125.74,27723.042500000003,30.86
2020-01-08 06:00:00,25.57,64747.49,4671.1325,10478.37,7523.7375,5692.3275,373.545,26.2475,1140.31,1407.7625,118.5875,7712.3,419.5775,189.2825,0.2125,836.22,5506.435,25514.025,37218.155000000006,24067.98,27529.334999999992,6,2,1,1,0,Winter,4.9,20.5,0.0,97,0.0,20.74,40.87,33.18,30.17,34.24125,17.894909966730516,62265.725,26558.5375,35707.1875,38.95
2020-01-08 07:00:00,32.47,71218.3,4774.5625,11724.8775,10339.14,7698.075,375.8075,26.2475,1428.8225,1397.1425,73.635,7713.29,433.4425,190.1975,0.36,834.65,5882.3325,25581.7275,37709.76,30137.9,33508.54,7,2,1,1,0,Winter,4.9,21.4,0.0,97,0.1,25.57,49.01,43.13,30.0,33.552083333333336,17.61775536686403,68623.0325,25447.1175,43175.91500000001,46.86
2020-01-08 08:00:00,33.07,74170.8775,4811.6225,11793.4025,10926.8075,9024.095,381.9425,26.04,1052.0475,1387.0975,66.8375,7707.97,433.385,189.2075,94.735,832.93,6119.4775,25351.67,37831.44,32126.2475,36339.4375,8,2,1,1,0,Winter,4.9,19.5,0.0,100,0.0,32.47,51.09,44.52,30.65,32.80125,17.217263659907815,71067.6775,23629.3175,47438.36,47.92
2020-01-08 09:00:00,33.05,74156.3375,4813.3425,12096.915,11060.2575,9410.1225,386.87,25.7875,971.0,1371.7325,28.8475,7705.9875,433.385,192.47,669.4775,830.8275,6468.2325,24901.51,38253.1425,32954.165,35903.19499999999,9,2,1,1,0,Winter,5.0,20.3,0.0,100,0.0,33.07,51.12,44.96,30.65,32.04833333333334,16.770660111626785,71305.195,21947.4175,49357.77750000001,45.68
2020-01-08 10:00:00,34.18,75199.7475,4826.535,12297.8175,11229.38,9956.0075,376.665,25.675,864.695,1363.0375,75.6,7707.2275,433.3625,194.0525,1438.5925,840.775,6476.2875,24530.405,38710.45749999999,33859.869999999995,36489.29000000001,10,2,1,1,0,Winter,4.7,20.0,3.0,100,0.3,33.05,49.83,44.0,30.27,31.39625,16.348137990635788,71488.035,21240.505,50247.53,43.61
2020-01-08 11:00:00,39.63,75458.48999999999,4831.2925000000005,12507.5675,11442.3675,10276.78,377.5625,26.03,980.745,1366.0325,65.32,7709.785,433.0075000000001,194.9025,1974.06,824.6825,6030.35,23882.2075,38149.2625,34604.2775,37309.22749999999,11,2,1,1,0,Winter,5.0,20.7,16.0,100,0.1,34.18,49.16,42.46,30.34,30.999166666666667,16.010155450095773,72013.3325,21132.515,50880.817500000005,40.0
2020-01-08 12:00:00,41.35,75042.42,4806.555,12454.1475,11504.91,10308.005,380.76,25.79,409.1025,1374.5075,19.57,7793.3075,432.855,196.9475,2081.8050000000003,827.4725,5439.225,22687.2475,36408.91,34647.8225,38633.51,12,2,1,1,0,Winter,5.4,20.6,32.0,100,0.0,39.63,48.43,41.3,30.99,30.704166666666666,15.737927026818012,71605.275,23664.27,47941.00499999999,37.06
2020-01-08 13:00:00,44.83,74356.4075,4822.5125,12585.7225,11555.595,10524.455,383.6825,25.2675,346.8125,1374.465,29.99,7856.34,432.6225,195.4775,1746.055,834.8575,4768.3150000000005,21206.8925,33948.23,35049.455,40408.1775,13,2,1,1,0,Winter,6.0,20.5,43.0,100,0.0,41.35,47.99,40.51,30.04,30.5725,15.599633565930448,71556.1625,25387.76,46168.4025,33.45
2020-01-08 14:00:00,46.04,73119.0175,4826.755,12582.52,11767.7775,10949.22,393.16,25.265,688.6324999999999,1395.185,43.61,7857.155,432.58,198.695,1242.0,828.2325000000001,4550.775,18928.495,30986.82,35692.677500000005,42132.1975,14,2,1,1,0,Winter,6.0,19.9,32.0,100,0.1,44.83,47.41,41.22,30.75,30.515416666666667,15.537725472614014,71114.6175,25203.92,45910.6975,32.2
2020-01-08 15:00:00,46.33,72247.1925,4834.425,12658.5175,11861.83,10991.735,394.335,25.01,1411.1325,1400.225,95.0675,7885.07,432.2625,200.7775,564.0375,831.1324999999999,3782.6525,16824.44,27500.8475,35906.4175,44746.34500000001,15,2,1,1,0,Winter,6.7,18.8,32.0,100,0.1,46.04,45.87,43.28,32.11,30.53458333333333,15.557760534932989,70224.6625,24293.0275,45931.63500000001,31.86
2020-01-08 16:00:00,47.9,72077.7375,4911.37,12623.4825,12114.965,11239.9575,388.775,26.855,1512.04,1394.2725,171.1475,7895.45,432.1625,200.475,35.0625,836.6324999999999,3073.68,14760.1625,24345.695,36367.18,47732.04250000001,16,2,1,1,0,Winter,7.3,17.9,43.0,100,0.1,46.33,45.9,43.68,35.98,30.61791666666667,15.648732405718892,70877.4275,24689.5175,46187.91,32.59
2020-01-08 17:00:00,51.21,73590.575,4948.9775,12600.485,12399.1125,11542.73,380.72,27.54,2016.4425,1395.96,271.2375,8021.434999999999,432.1125,196.765,0.5375,833.355,2444.0025,13367.3,22428.015,36923.0475,51162.56,17,2,1,1,0,Winter,7.4,17.3,8.0,100,0.9,47.9,47.96,47.9,40.4,30.75333333333333,15.818468750899624,73444.59,27639.65,45804.94,42.85
2020-01-08 18:00:00,55.92,72828.095,4953.31,12535.3675,12403.87,11506.9575,395.74,27.54,2452.3075,1398.4875,96.1325,8036.735,431.93,194.805,0.3825,838.7525,2082.585,12545.4275,21076.325,36841.935,51751.77,18,2,1,1,0,Winter,7.5,16.8,0.0,100,0.0,51.21,48.11,48.91,44.05,31.07875,16.26508218145745,73172.8675,29827.9075,43344.95999999999,41.73
2020-01-08 19:00:00,53.69,70641.8575,4947.77,12583.3275,12356.375,11298.7,444.545,27.925,1547.735,1396.4125,34.9075,8035.6675,431.805,197.6075,0.2275,839.1800000000001,2030.425,11726.785,20136.5275,36682.9475,50505.33,19,2,1,1,0,Winter,7.6,17.4,0.0,100,0.0,55.92,43.63,45.04,43.15,31.497916666666665,16.72570866222483,71688.5,31572.4775,40116.0225,40.31
2020-01-08 20:00:00,48.1,66565.93,4896.59,12416.84,12147.9325,10992.445,492.095,28.26,792.3825,1395.645,42.5425,8032.96,431.585,198.2425,0.135,841.4725,1887.91,10973.5525,19196.375,36049.3125,47369.55499999999,20,2,1,1,0,Winter,7.7,17.5,0.0,98,0.0,53.69,33.6,40.28,43.45,32.10208333333333,17.06341700301672,67826.1125,33121.295,34704.817500000005,32.96
2020-01-08 21:00:00,44.92,62671.2725,4874.0775,12491.025,11966.08,10598.3875,479.4025,28.59,704.42,1396.16,37.7075,8038.1825,422.245,194.4875,0.1149999999999999,837.3275,1604.7575000000002,10083.8525,17996.670000000002,35534.895,44674.60249999999,21,2,1,1,0,Winter,7.7,17.0,0.0,100,0.0,48.1,32.93,33.89,40.68,32.60166666666667,17.26306453389574,64455.29,34132.884999999995,30322.40500000001,30.72
2020-01-08 22:00:00,41.67,59290.12,4817.9325,12450.2675,10972.795,9823.34,478.0375,29.34,519.2049999999999,1392.6375,73.8725,8048.6825,401.7625,185.45,0.1425,860.3975,1379.78,8876.935,16541.3,33724.44,42748.82000000001,22,2,1,1,0,Winter,7.7,16.6,0.0,100,0.0,44.92,31.29,33.58,40.27,33.03416666666667,17.358537535239495,61351.3625,34200.33,27151.0325,31.02
2020-01-08 23:00:00,39.41,54757.365,4740.8975,12378.6175,9656.19,8607.005,478.6575,29.9325,488.1575,1399.9375,72.71,8050.115,389.5875,178.525,0.2025,851.945,1317.5,7576.099999999999,15107.3475,31120.47,39650.0175,23,2,1,1,0,Winter,7.8,15.8,0.0,100,0.0,41.67,26.28,32.41,34.85,33.581250000000004,17.343313788090605,57538.3025,35147.7875,22390.515,29.14
2020-01-09 00:00:00,34.08,50730.3575,4712.1825,12441.6875,8999.475,6984.3375,477.2825,29.6925,390.135,1455.5475,65.88,8051.405,381.57,171.575,0.2299999999999999,814.6125,976.4775,6649.07,13859.387499999995,28902.7825,36870.97,0,3,1,1,0,Winter,7.8,14.0,0.0,100,0.0,39.41,18.95,30.75,35.4,34.211666666666666,17.06104045623464,55068.1875,36215.802500000005,18852.384999999995,26.94
2020-01-09 01:00:00,32.2,48783.23,4685.37,12433.0275,8877.0725,5828.225,477.5275,29.3625,390.7125,1455.06,42.0475,8054.2975,376.5675,170.575,0.205,819.1,658.56,6229.175,13070.4175,27615.8525,35712.8125,1,3,1,1,0,Winter,7.6,11.9,0.0,100,0.1,34.08,4.96,31.03,31.98,35.346666666666664,15.896798602143177,53658.4675,37145.23,16513.237499999996,26.59
2020-01-09 02:00:00,32.56,48346.195,4709.0825,12106.3475,8513.615,5803.88,478.77,29.295,1622.5475,1447.415,42.4425,8056.79,375.39,171.60750000000002,0.205,805.2075,478.0,6594.6925,13271.8375,26902.6125,35074.3575,2,3,1,1,0,Winter,7.2,10.0,0.0,100,0.2,32.2,0.1,29.88,30.5,36.69916666666666,14.040043018844864,52487.54,37704.70250000001,14782.837499999994,25.81
2020-01-09 03:00:00,32.35,48566.2925,4707.915,11987.43,8133.6425,5434.41,476.7825,29.3375,1855.885,1430.985,34.8825,8057.545,376.5,174.4,0.1875,822.2475,315.43,7638.0225,14127.4225,26032.265,34438.87,3,3,1,1,0,Winter,7.0,10.7,0.0,100,0.4,32.56,0.11,29.0,28.79,38.042500000000004,11.741164393038188,52546.192500000005,37598.5,14947.692500000005,25.89
2020-01-09 04:00:00,29.0,50228.355,4706.7325,11838.745,7868.4,4926.5125,476.275,29.48,600.8325,1426.2275,79.745,8057.205,389.9425,182.465,0.15,822.7975,628.4625,8828.5775,15669.895,25109.932500000003,34558.46000000001,4,3,1,1,0,Winter,7.0,10.5,0.0,100,0.7,32.35,1.75,29.65,28.42,39.17791666666667,9.099318645856988,53861.83,37211.51499999999,16650.31500000001,26.2
2020-01-09 05:00:00,30.86,53944.06,4741.2625,12071.235,8631.69,5548.0575,476.28,29.2675,154.25,1411.3625,109.2625,8051.1825,417.365,196.185,0.15,858.5074999999999,921.615,10392.65,17576.302499999998,26727.2625,36367.7575,5,3,1,1,0,Winter,6.9,11.5,0.0,100,0.7,29.0,20.74,31.78,28.75,39.599583333333335,8.416620451157382,57033.3825,37173.58,19859.8025,26.95
2020-01-09 06:00:00,38.95,62400.63,4805.5925,12420.8225,9350.82,7734.975,474.975,29.155,1105.69,1399.2375,79.5975,8043.0275,429.2575,198.09,0.145,858.815,1456.995,12729.7125,20471.28,29981.5925,41929.35,6,3,1,1,0,Winter,6.8,10.9,0.0,100,0.5,30.86,25.57,40.87,34.16,40.15708333333333,7.8724668688695925,64747.49,37218.155000000006,27529.334999999992,28.95
2020-01-09 07:00:00,46.86,68873.2625,4915.450000000001,12511.625,9428.36,8583.17,468.89,28.3675,1524.7725,1388.8925,36.6575,8039.42,429.1525,194.575,0.2324999999999999,854.9549999999999,2434.87,15350.4,24126.5025,30992.045,44746.76,7,3,1,1,0,Winter,6.6,11.2,0.0,100,0.2,38.95,32.47,49.01,42.07,40.75666666666667,7.809280246669002,71218.3,37709.76,33508.54,43.29
2020-01-09 08:00:00,47.92,71536.8375,4944.105,12243.1325,9455.1575,8482.56,468.5725,28.0325,1418.5825,1367.9,55.2625,8034.8075,429.3275,188.4175,168.89,845.4375,3889.065,18015.025,28440.2475,30649.4225,43096.59,8,3,1,1,0,Winter,6.6,11.5,0.0,100,0.1,46.86,33.07,51.09,44.89,41.375416666666666,7.7619243351154985,74170.8775,37831.44,36339.4375,47.4
2020-01-09 09:00:00,45.68,72220.61,4909.675,11695.5375,9122.7775,7382.202499999999,468.7625,27.07,315.66,1344.7125,22.29,8004.3,429.495,189.9375,1315.69,841.115,5454.4825,20367.66,33414.51,28669.28,38806.1,9,3,1,1,0,Winter,6.4,11.3,0.0,100,0.0,47.92,33.05,51.12,45.26,41.901666666666664,7.599376786041875,74156.3375,38253.1425,35903.19499999999,40.63
2020-01-09 10:00:00,43.61,73357.2625,4897.9075,11576.7875,9223.2875,7086.265,469.18,22.57,140.52249999999998,1336.88,38.7825,7888.305,429.38,191.72250000000005,3113.0625,840.9925000000001,5826.41,22483.5975,37696.64,28355.520000000004,35660.6225,10,3,1,1,0,Winter,6.6,14.9,4.0,100,0.0,45.68,34.18,49.83,45.57,42.294583333333335,7.424551504046028,75199.7475,38710.45749999999,36489.29000000001,36.26
2020-01-09 11:00:00,40.0,74513.365,4883.8125,11599.02,9148.545,7065.2725,468.48,19.205,197.2875,1331.055,30.0875,7813.3125,429.3775,194.055,4378.485000000001,838.995,5811.6425,24290.385,40725.4675,28281.3175,33787.89750000001,11,3,1,1,0,Winter,6.8,16.2,13.0,100,0.0,43.61,39.63,49.16,45.09,42.31,7.419160271246001,75458.48999999999,38149.2625,37309.22749999999,32.05
2020-01-09 12:00:00,37.06,74067.085,4865.6875,10829.555,8869.4575,6178.26,464.505,17.93,11.4675,1345.2424999999998,7.609999999999999,7797.0275,418.8825,191.3025,5172.6475,830.7075,5954.5875,25746.3525,43092.1275,26341.7775,30974.957500000004,12,3,1,1,0,Winter,7.3,17.6,38.0,100,0.0,40.0,41.35,48.43,45.16,42.13125,7.494591274350154,75042.42,36408.91,38633.51,28.64
2020-01-09 13:00:00,33.45,73693.715,4835.6825,10415.2025,8607.875,5861.16,463.7525,18.1025,126.27,1356.815,13.745,7796.75,414.6775,187.6825,4916.825,827.97,5975.6625,26438.59,43537.32000000001,25347.99,30156.39499999999,13,3,1,1,0,Winter,7.8,18.4,61.0,100,0.1,37.06,44.83,47.99,44.9,41.65708333333333,7.674263867355443,74356.4075,33948.23,40408.1775,28.45
2020-01-09 14:00:00,32.2,72299.7225,4840.5125,10345.8925,8668.005000000001,5654.8575,463.7525,20.5425,540.7075,1372.4825,42.1925,7803.76,414.25,186.925,3471.82,817.085,6250.57,25599.69,41577.2675,25132.5075,30722.45500000001,14,3,1,1,0,Winter,8.3,18.6,68.0,100,0.1,33.45,46.04,47.41,44.06,41.080416666666665,7.848608006833298,73119.0175,30986.82,42132.1975,28.23
2020-01-09 15:00:00,31.86,71910.23999999999,4826.215,10712.3,8948.165,5634.315,463.7575,22.625,446.665,1375.36,20.5125,7797.7275,427.83,191.6875,1372.2075,827.625,6329.0650000000005,25289.8425,39213.2025,25758.5375,32697.03749999999,15,3,1,1,0,Winter,8.5,20.2,68.0,100,0.2,32.2,46.33,45.87,44.84,40.4775,7.982449907248984,72247.1925,27500.8475,44746.34500000001,29.56
2020-01-09 16:00:00,32.59,72284.7525,4878.6,11191.84,9392.9875,6732.365,463.755,24.925,748.2950000000001,1383.5675,13.2475,7799.6625,429.4025,194.82,138.32,823.36,6312.29,24474.505,37200.530000000006,27780.9475,35084.2225,16,3,1,1,0,Winter,8.6,18.4,36.0,100,0.5,31.86,47.9,45.9,44.4,39.83958333333333,7.975236934829385,72077.7375,24345.695,47732.04250000001,36.43
2020-01-09 17:00:00,42.85,74596.6425,4938.18,11546.3575,9273.205,7843.2475,463.745,25.6675,1163.81,1387.925,20.18,7797.37,429.47,195.0825,0.3375,840.475,6286.6425,23867.85,36501.115000000005,29126.555,38095.5275,17,3,1,1,0,Winter,8.7,17.7,8.0,100,0.7,32.59,51.21,47.96,46.05,39.49125,7.632212803807873,73590.575,22428.015,51162.56,45.0
2020-01-09 18:00:00,41.73,74174.7025,4973.135,12028.6575,9201.8875,8130.1475,463.75,26.06,785.565,1392.2425,28.02,7799.7125,429.4775,194.6075,0.3625,842.41,6256.925,23388.3075,36038.9925,29824.4425,38135.71,18,3,1,1,0,Winter,9.0,18.5,0.0,100,0.7,42.85,55.92,48.11,46.72,38.9,6.809468471882759,72828.095,21076.325,51751.77,46.73
2020-01-09 19:00:00,40.31,72229.7575,4953.67,11816.2575,9297.175,8158.5675,463.75,26.3175,1000.6075,1386.8425,30.83,7802.33,429.4975,194.8775,0.1425,838.135,6218.5375,22444.0475,35034.07,29735.75,37195.68750000001,19,3,1,1,0,Winter,9.0,18.2,0.0,100,0.3,41.73,53.69,43.63,45.26,38.3425,6.0514764637486955,70641.8575,20136.5275,50505.33,45.94
2020-01-09 20:00:00,32.96,68332.3525,4892.2675,11455.5875,8834.86,6111.387500000001,463.75,26.4275,436.1725,1387.205,22.615,7925.5075,429.41,197.25,0.135,834.785,6077.8725,21503.4075,33883.5025,26865.585,34448.84999999999,20,3,1,1,0,Winter,9.1,17.1,0.0,100,0.1,40.31,48.1,33.6,39.32,37.711666666666666,5.772800290015743,66565.93,19196.375,47369.55499999999,45.02
2020-01-09 21:00:00,30.72,64243.5725,4860.4275,10776.38,7918.585,5106.5,464.1275,26.1,259.33,1406.065,87.9775,7999.952499999999,417.1825,192.335,0.135,845.8775,5051.335,20247.8675,31653.807499999995,24265.592499999995,32589.765000000007,21,3,1,1,0,Winter,9.1,16.8,0.0,100,0.1,32.96,44.92,32.93,34.06,37.120000000000005,5.72941229249487,62671.2725,17996.670000000002,44674.60249999999,41.29
2020-01-09 22:00:00,31.02,60367.21,4815.9625,10117.495,7605.5525,4741.2175,463.7475,26.97,1718.005,1422.6,148.5675,8003.76,401.15,184.79,0.1475,834.5,3293.835,19573.2475,29254.36,22928.0125,31112.85,22,3,1,1,0,Winter,9.2,16.3,0.0,100,0.2,30.72,41.67,31.29,32.22,36.67625,5.773942073247477,59290.12,16541.3,42748.82000000001,39.9
2020-01-09 23:00:00,29.14,55986.555,4771.3150000000005,9987.89,6736.185,4592.5,463.745,27.4625,1944.69,1433.6325,22.545,8000.0725,383.7925,175.375,0.195,841.805,2353.0475,19630.5425,28211.2775,21780.32,27775.277500000004,23,3,1,1,0,Winter,9.4,15.8,0.0,100,0.2,31.02,39.41,26.28,24.99,36.248333333333335,5.9406862922719945,54757.365,15107.3475,39650.0175,33.04
2020-01-10 00:00:00,26.94,52426.9925,4718.9975,10370.785,6518.585,4158.775,464.1175,28.0575,1713.66,1427.435,41.2275,8008.0575,384.0175,177.51749999999998,0.22,859.9825000000001,1811.855,19732.345,27732.080000000005,21512.2625,24694.912499999995,0,4,1,1,0,Winter,9.6,15.9,0.0,100,0.1,29.14,34.08,18.95,21.47,35.95083333333333,6.2259260995534955,50730.3575,13859.387499999995,36870.97,35.01
2020-01-10 01:00:00,26.59,50650.817500000005,4706.7375,10203.49,6383.2975,3795.4975,463.74,28.3475,1647.6075,1420.475,164.07999999999998,8014.849999999999,383.9475,177.4075,0.2425,841.4325,1761.6475,20419.32,28472.5025,20846.025,22178.31500000001,1,4,1,1,0,Winter,9.4,15.7,0.0,100,0.1,26.94,32.2,4.96,13.04,35.717083333333335,6.473271788278898,48783.23,13070.4175,35712.8125,34.0
2020-01-10 02:00:00,25.81,50056.2025,4697.65,9939.545,6036.3575,3642.5875,464.42,28.4825,1710.9525,1418.73,114.6125,8010.32,383.95,176.6275,0.245,826.955,2413.4125,20850.4575,29495.1075,20082.91,20561.095,2,4,1,1,0,Winter,9.8,15.6,0.0,100,0.1,26.59,32.56,0.1,1.53,35.435833333333335,6.756830306963568,48346.195,13271.8375,35074.3575,31.43
2020-01-10 03:00:00,25.89,50469.405,4699.99,9554.7125,5974.8425,3597.145,464.04,27.57,1708.495,1406.665,107.6575,7942.925,384.015,179.055,0.2025,834.0825,1652.68,22046.4925,29913.6875,19590.74,20555.7175,3,4,1,1,0,Winter,9.9,15.5,0.0,100,0.2,25.81,32.35,0.11,0.14,35.166666666666664,7.009065971804045,48566.2925,14127.4225,34438.87,29.14
2020-01-10 04:00:00,26.2,52010.5,4732.4775,9629.7225,6058.2825,3678.7675,465.165,26.8425,1739.1275,1397.3925,206.825,7978.53,383.8525,178.605,0.185,848.4575,1018.225,22653.875,30008.98,19831.9375,22001.52,4,4,1,1,0,Winter,10.1,17.2,0.0,100,0.3,25.89,29.0,1.75,0.85,35.05,7.1382856302567745,50228.355,15669.895,34558.46000000001,28.86
2020-01-10 05:00:00,26.95,55442.995,4782.755,11024.1425,6671.1125,4624.4725,465.9025,26.155,1963.6225,1382.8975,199.7775,8033.655,383.6375,178.70999999999998,0.2,843.985,1519.2675,23027.8425,30912.74,22785.63,24530.255000000005,5,4,1,1,0,Winter,10.0,16.1,0.0,100,0.2,26.2,30.86,20.74,9.92,34.88708333333334,7.281258538590497,53944.06,17576.302499999998,36367.7575,28.43
2020-01-10 06:00:00,28.95,62870.43,4825.375,11646.315,7874.36,5365.925,466.2625,26.1725,1159.2775,1369.895,91.425,8022.59,385.9125,179.2625,0.1325,832.8875,2436.5475,24118.9125,32842.2875,25352.8625,30028.1425,6,4,1,1,0,Winter,9.8,15.8,0.0,99,0.2,26.95,38.95,25.57,24.48,34.470416666666665,7.324644807632034,62400.63,20471.28,41929.35,29.22
2020-01-10 07:00:00,43.29,69109.2775,4934.57,11901.215,8808.44,6448.0525,466.2525,25.7225,1337.8575,1353.8425,108.8175,8025.6425,398.55,184.86,0.255,843.4825000000001,2885.2975,23992.4925,33275.275,27623.96,35834.002499999995,7,4,1,1,0,Winter,9.6,18.1,0.0,100,0.4,28.95,46.86,32.47,26.68,34.321666666666665,7.094737588471843,68873.2625,24126.5025,44746.76,31.22
2020-01-10 08:00:00,47.4,71882.6975,4970.594999999999,11925.8575,9225.1825,7033.7925,466.2525,22.47,1793.8225,1349.35,107.0075,7936.875,398.56,182.5475,401.6875,832.6775,4131.4675,22958.375,33918.4825,28651.085,37964.215,8,4,1,1,0,Winter,9.5,20.4,0.0,100,0.2,43.29,47.92,33.07,28.81,34.300000000000004,7.052069693112911,71536.8375,28440.2475,43096.59,35.68
2020-01-10 09:00:00,40.63,71957.84,4938.782499999999,11816.6875,9348.235,7615.3775,466.2475,22.1225,937.875,1337.75,48.2125,7805.44,398.7575,181.6625,2572.8425,835.6375,5031.3425,21968.855,35897.785,29246.5475,36060.055,9,4,1,1,0,Winter,9.4,18.7,0.0,100,0.2,47.4,45.68,33.05,29.28,34.08958333333333,6.767347100257398,72220.61,33414.51,38806.1,40.0
2020-01-10 10:00:00,36.26,72408.54000000001,4895.35,12035.0475,9310.93,7727.3025,466.245,23.7025,1202.2075,1336.31,53.53,7708.38,398.575,179.95,4747.115,826.075,5662.3225,21277.4075,37972.035,29539.525,34436.50500000001,10,4,1,1,0,Winter,9.3,20.4,3.0,100,0.2,40.63,43.61,34.18,28.85,33.78333333333333,6.477895972604371,73357.2625,37696.64,35660.6225,38.01
2020-01-10 11:00:00,32.05,72903.9625,4902.237499999999,11806.8875,9232.3775,7643.3,466.24,25.2075,697.7,1337.6075,43.0375,7480.42,398.7825,183.635,6361.9925,835.2775,5249.952499999999,22162.9425,40057.76999999999,29148.805000000004,32846.192500000005,11,4,1,1,0,Winter,9.5,21.3,20.0,100,0.2,36.26,40.0,39.63,31.8,33.45208333333333,6.348146582761912,74513.365,40725.4675,33787.89750000001,37.9
2020-01-10 12:00:00,28.64,72622.555,4868.84,11517.1525,9401.9225,7483.9875,466.2575,25.4475,403.2775,1341.58,65.02,7334.175,391.04,180.4225,6561.7925,825.1825,5220.4775,23607.015,41664.72499999999,28869.32,30957.83,12,4,1,1,0,Winter,9.6,20.7,31.0,95,0.0,32.05,37.06,41.35,37.94,33.10125,6.37270423283007,74067.085,43092.1275,30974.957500000004,36.08
2020-01-10 13:00:00,28.45,71160.315,4855.325,11394.2025,9329.2875,7326.497499999999,466.2375,25.475,257.995,1365.11,47.7525,7343.5375,374.4725,174.695,5186.8075,788.2674999999999,5213.08,23652.56,40320.635,28516.225,30839.68,13,4,1,1,0,Winter,9.7,21.7,55.0,14,0.0,28.64,33.45,44.83,37.9,32.892916666666665,6.442157672008217,73693.715,43537.32000000001,30156.39499999999,32.96
2020-01-10 14:00:00,28.23,69673.825,4842.75,11503.7,9296.7975,7691.0875,466.245,25.7725,406.92,1375.2,14.455,7368.6425,369.1325,172.4075,3020.58,782.8475,5667.3025,23097.425,38017.7125,28957.83,31656.112500000003,14,4,1,1,0,Winter,10.6,22.5,212.0,7,0.0,28.45,32.2,46.04,38.11,32.7275,6.511321411337254,72299.7225,41577.2675,30722.45500000001,31.1
2020-01-10 15:00:00,29.56,69181.845,4854.18,11558.6475,9499.9425,7822.7075,466.24,25.8825,95.495,1371.52,6.59,7351.385,368.8375,171.9775,1174.855,796.865,6214.0675,22944.3775,36565.59,29347.5375,32616.255000000005,15,4,1,1,0,Winter,10.4,21.2,138.0,31,0.0,28.23,31.86,46.33,37.91,32.63166666666667,6.541500071727098,71910.23999999999,39213.2025,32697.03749999999,32.25
2020-01-10 16:00:00,36.43,70266.7725,4923.4375,11706.395,9485.2375,7912.0675,466.255,26.005,715.0875,1376.7825,36.445,7417.57,369.6225,171.91,99.2175,816.4925000000001,6279.1,24122.8975,36837.88,29569.955,33428.89250000001,16,4,1,1,0,Winter,9.8,18.4,93.0,19,0.0,29.56,32.59,47.9,38.44,32.791666666666664,6.58723843085457,72284.7525,37200.530000000006,35084.2225,32.55
