feature,importance
price_lag_1,1603
hour,1442
price_std_24h,1113
solar_mw,943
gas_mw,710
price_mean_168h,697
hydro_run_mw,668
price_mean_24h,663
residual_load,642
price_lag_168,631
price_lag_24,630
load_mw,593
biomass_mw,582
hydro_reservoir_mw,562
lignite_mw,560
wind_onshore_mw,548
renewable_share,504
hard_coal_mw,455
renewable_generation,434
wind_offshore_mw,406
month,306
day_of_week,294
weekend,14
