Date,AAPL,AMZN,BAC,COST,CVX,DIS,GOOGL,HD,JNJ,JPM,KO,MA,META,MSFT,NKE,NVDA,PEP,PFE,SPY,TSLA,UNH,V,WMT,XOM
2022-03-14,147.4392852783203,141.85299682617188,36.99534225463867,500.78631591796875,140.67991638183594,125.10274505615234,124.8439712524414,285.4153747558594,152.00367736816406,116.24765014648438,51.659236907958984,319.83575439453125,185.00538635253906,266.8433837890625,108.85662078857422,21.266448974609375,135.7662811279297,41.47567367553711,392.3632507324219,255.4566650390625,451.3010559082031,193.8961944580078,45.39560317993164,70.86735534667969
2022-03-15,151.81491088867188,147.3665008544922,37.26472473144531,516.373291015625,133.5581817626953,130.11538696289062,128.0624237060547,294.5418701171875,155.94342041015625,118.3105697631836,52.61229705810547,326.074951171875,190.35836791992188,277.18157958984375,110.55098724365234,22.904556274414062,138.47479248046875,41.44390869140625,400.99151611328125,267.2966613769531,460.54132080078125,199.5195770263672,45.9407958984375,66.8341064453125
2022-03-16,156.2198486328125,153.10400390625,38.43205261230469,517.3919677734375,133.07723999023438,133.9354705810547,132.10906982421875,296.6666564941406,154.5091552734375,123.59738159179688,52.47110366821289,335.4970703125,201.8573760986328,284.1702575683594,115.91187286376953,24.423019409179688,139.0844268798828,42.00751495361328,409.8831787109375,280.07666015625,460.8650207519531,205.06553649902344,45.80529022216797,66.5831069946289
2022-03-17,157.2281494140625,157.23899841308594,38.63857650756836,526.3422241210938,135.38079833984375,135.2249755859375,132.6626739501953,301.5526428222656,156.52772521972656,125.16020202636719,53.02705001831055,337.21014404296875,206.03073120117188,284.97137451171875,117.96736145019531,24.69221305847168,140.16436767578125,43.055328369140625,415.01123046875,290.5333251953125,468.967529296875,206.59483337402344,45.874881744384766,68.35741424560547
2022-03-18,160.51718139648438,161.25050354003906,38.5218505859375,534.49267578125,136.46932983398438,136.0297088623047,134.9290771484375,305.4793701171875,154.79246520996094,125.11557006835938,53.03586959838867,340.762939453125,214.6054229736328,290.0005798339844,121.51348876953125,26.374183654785156,141.7755584716797,43.2696418762207,419.55670166015625,301.7966613769531,468.13507080078125,212.07302856445312,46.01091384887695,68.08909606933594
2022-03-21,161.88763427734375,161.4915008544922,38.46796417236328,528.9511108398438,138.92481994628906,134.4008331298828,134.90525817871094,295.28594970703125,155.6689453125,124.71369171142578,53.4594612121582,336.3730773925781,209.64895629882812,288.774658203125,120.54132843017578,26.654348373413086,141.57525634765625,43.015625,419.43402099609375,307.0533447265625,469.55950927734375,210.06948852539062,45.62812042236328,71.14430236816406
2022-03-22,165.25497436523438,164.88900756835938,39.67121124267578,532.6551513671875,138.46075439453125,135.84548950195312,138.638671875,295.6087646484375,154.9341278076172,127.36603546142578,53.653594970703125,340.21783447265625,214.7640380859375,293.5045166015625,123.22639465332031,26.444978713989258,143.12547302246094,42.10276412963867,424.3420104980469,331.32666015625,467.3951721191406,211.45361328125,45.492088317871094,70.83272552490234
2022-03-23,166.61561584472656,163.4080047607422,38.69245529174805,527.5134887695312,139.9542694091797,133.45066833496094,137.0601806640625,284.2408752441406,154.34979248046875,124.82978820800781,53.30061721801758,333.06365966796875,211.60182189941406,289.09320068359375,123.14307403564453,25.55762481689453,142.3765106201172,41.42803192138672,418.8771667480469,333.03668212890625,465.4620361328125,207.78530883789062,44.90683364868164,71.94923400878906
2022-03-24,170.3941192626953,163.64950561523438,38.674495697021484,531.4077758789062,140.32553100585938,134.7305145263672,140.3276824951172,283.10235595703125,155.1466064453125,125.6424789428711,53.812442779541016,340.04266357421875,217.6586456298828,293.5430908203125,122.2912368774414,28.066133499145508,143.23870849609375,41.74555587768555,425.1914367675781,337.97332763671875,474.9242248535156,210.33087158203125,45.18522262573242,72.16560363769531
2022-03-25,171.03042602539062,164.77349853515625,39.26713562011719,529.12255859375,142.8654327392578,134.905029296875,140.4278106689453,278.5301208496094,156.6339569091797,126.74089050292969,54.29779052734375,339.7214660644531,219.88902282714844,293.1377258300781,123.79119110107422,27.609493255615234,143.90928649902344,41.89638137817383,427.2679443359375,336.8800048828125,474.5265197753906,211.41488647460938,45.381370544433594,73.74081420898438
2022-03-28,171.89178466796875,168.99049377441406,39.10551071166992,538.1680297851562,140.36773681640625,134.497802734375,140.2122039794922,281.7575378417969,157.4396514892578,125.80320739746094,54.64195251464844,341.1522521972656,221.64361572265625,299.9140319824219,124.81890106201172,28.134925842285156,144.33604431152344,42.29328155517578,430.30706787109375,363.9466552734375,474.6837158203125,213.6797332763672,46.188079833984375,71.6722640991211
2022-03-29,175.1808319091797,169.31500244140625,39.00672912597656,542.7097778320312,138.65481567382812,138.04641723632812,141.2529754638672,284.83258056640625,157.35995483398438,126.0800552368164,54.85374450683594,357.7577209472656,227.85903930664062,304.4605407714844,128.8280029296875,28.57062339782715,146.47848510742188,41.86463165283203,435.6304016113281,366.5233459472656,472.3991394042969,220.79368591308594,46.57719039916992,71.29145050048828
2022-03-30,174.01597595214844,166.30099487304688,38.61164093017578,548.88916015625,139.63365173339844,136.6696319580078,140.6909637451172,276.5397644042969,158.9978485107422,125.50855255126953,54.89786911010742,352.5892333984375,225.86654663085938,302.9643249511719,128.27249145507812,27.607500076293945,146.27816772460938,41.626487731933594,432.9403381347656,364.663330078125,481.7318115234375,216.75759887695312,47.41238021850586,72.51181030273438
2022-03-31,170.92271423339844,162.99749755859375,37.01329803466797,548.2990112304688,137.39755249023438,132.98529052734375,137.84521484375,268.3546142578125,156.90841674804688,121.73989868164062,54.71255111694336,347.8586730957031,220.42434692382812,297.60699462890625,124.58744812011719,27.204700469970703,145.77305603027344,41.09465026855469,426.2768859863281,359.20001220703125,471.6961364746094,214.64759826660156,47.11183166503906,71.48185729980469
2022-04-01,170.62901306152344,163.55999755859375,36.725955963134766,548.0324096679688,138.5704345703125,132.83013916015625,138.9186553955078,270.6496887207031,157.7583465576172,120.83789825439453,55.48029708862305,354.27313232421875,222.89266967773438,298.67840576171875,123.62454986572266,26.632413864135742,147.8458251953125,40.93588638305664,427.4849853515625,361.5299987792969,474.1195983886719,219.0902099609375,47.77301788330078,71.94055938720703
2022-04-04,174.6718292236328,168.34649658203125,36.66310119628906,547.6134643554688,138.69699096679688,134.36207580566406,141.71490478515625,273.95782470703125,156.23558044433594,121.37373352050781,55.1890754699707,357.13482666015625,231.85397338867188,304.0357666015625,124.38375091552734,27.278486251831055,147.46263122558594,40.435791015625,431.1471252441406,381.8166809082031,471.74237060546875,220.42587280273438,47.782508850097656,71.9751968383789
2022-04-05,171.3631591796875,164.05499267578125,36.043514251708984,547.7942504882812,137.84475708007812,131.4921417236328,139.35533142089844,273.3123474121094,157.24484252929688,119.96126556396484,55.12731170654297,353.64044189453125,229.8218231201172,300.0877990722656,122.4949722290039,25.853736877441406,147.619384765625,40.67393493652344,425.7011413574219,363.7533264160156,478.9014587402344,218.82888793945312,47.918540954589844,71.60304260253906
2022-04-06,168.20140075683594,158.75599670410156,35.64841842651367,556.8112182617188,139.06829833984375,128.5349884033203,135.3478546142578,267.6463623046875,161.33511352539062,118.29688262939453,55.683250427246094,344.1307678222656,221.3561553955078,289.1028137207031,118.84695434570312,24.33428382873535,150.13633728027344,41.96782684326172,421.4443359375,348.586669921875,491.8414611816406,211.9761962890625,49.03211212158203,72.39929962158203
2022-04-07,168.50486755371094,157.7845001220703,35.370059967041016,578.9584350585938,141.0006103515625,127.85628509521484,134.69412231445312,271.4206848144531,160.9189910888672,117.93699645996094,55.98329162597656,340.70953369140625,221.00918579101562,290.9079284667969,119.79137420654297,24.13587760925293,150.27565002441406,43.78559875488281,423.5680847167969,352.4200134277344,496.6512145996094,209.20814514160156,49.52246856689453,73.61099243164062
2022-04-08,166.49815368652344,154.4604949951172,35.621482849121094,571.3316040039062,143.3885498046875,127.85628509521484,132.1160125732422,278.91558837890625,161.23773193359375,120.09620666503906,56.32746124267578,343.3607177734375,220.3946075439453,286.66064453125,118.65251159667969,23.05012321472168,150.7808074951172,43.79354476928711,422.4354553222656,341.8299865722656,504.9850769042969,210.01145935058594,49.79770278930664,75.16026306152344
