datetime,price_eur_mwh,load_mw,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Gas.1,Fossil Hard coal,Fossil Oil,Fossil Oil.1,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage.1,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,renewable_generation,fossil_generation,residual_load,hour,day_of_week,month,quarter,weekend,season,temperature_2m,wind_speed_10m,shortwave_radiation,cloud_cover,precipitation
2020-04-03 00:00:00,21.69,51031.1425,4656.01,6872.705,4331.3775,0.0,2686.245,416.5825,0.0,24.915,2438.745,740.755,1448.04,121.785,6426.0,363.7375,186.0225,0.45,718.595,6599.5475,23409.6225,36235.455,14306.91,14795.6875,0,4,4,2,0,Spring,6.0,20.8,0.0,91,0.0
2020-04-03 01:00:00,18.93,49384.79,4621.95,6672.925,4162.665,0.0,2467.24,416.195,0.0,24.855,2439.0825,1722.7975,1439.1025,57.3275,6370.035,354.305,182.5425,0.455,702.4525,6480.2875,23439.0125,36038.135,13719.025,13346.655,1,4,4,2,0,Spring,6.3,23.5,0.0,55,0.0
2020-04-03 02:00:00,18.15,48229.43,4602.5775,6328.73,4237.995,0.0,2284.6375,416.1825,0.0,24.9125,2198.12,1939.3125,1435.135,93.245,6390.7375,345.635,179.775,0.54,684.5725,6259.3875,22817.3725,35208.2575,13267.545,13021.1725,2,4,4,2,0,Spring,7.2,23.3,0.0,100,0.0
2020-04-03 03:00:00,18.19,48565.8,4604.4675,6857.6900000000005,4080.885,0.0,1800.415,416.1875,0.0,24.5175,2282.6800000000003,1973.735,1429.6025,99.5025,6382.5175,346.405,179.73,0.545,691.1025,6270.2375,21736.1625,34140.517499999994,13155.177500000002,14425.282500000008,3,4,4,2,0,Spring,7.0,24.5,0.0,99,0.0
2020-04-03 04:00:00,18.47,49721.9125,4627.3575,7447.9,4314.84,0.0,1936.6325,415.9575,0.0,24.445,2337.83,2069.0375,1426.0075,127.99,6493.5725,348.1225,180.3025,0.605,684.725,6271.7475,19950.47,32404.177500000005,14115.33,17317.734999999993,4,4,4,2,0,Spring,7.0,20.7,0.0,90,0.0
2020-04-03 05:00:00,18.45,51908.3,4669.33,7524.04,5115.2425,0.0,1992.82,416.2025,0.0,24.2225,473.1875,1118.5925,1420.165,129.6725,6502.0675,370.9275,190.1,0.6725,646.8525,6244.3725,18620.3075,31084.520000000004,15048.305,20823.78,5,4,4,2,0,Spring,6.6,20.5,0.0,89,0.0
2020-04-03 06:00:00,23.76,56725.99,4784.1675,8401.8225,5773.04,0.0,2023.52,416.1275,0.0,22.73,537.3775,453.5325,1412.595,138.4875,6518.8125,381.715,194.1825,18.3425,450.015,6072.025,17707.4325,30133.05,16614.51,26592.94,6,4,4,2,0,Spring,6.0,19.4,0.0,88,0.0
2020-04-03 07:00:00,26.1,60293.1175,4874.8575,8666.6625,5870.38,0.0,2286.78,410.605,0.0,20.635,1810.6525,2258.6800000000003,1413.9475,169.67000000000002,6625.1225,388.87,196.0075,1209.895,449.47,6413.9525,15405.95,29488.2725,17234.4275,30804.845,7,4,4,2,0,Spring,5.4,19.1,2.0,52,0.0
2020-04-03 08:00:00,26.45,63448.8625,4920.1325,8715.5275,5866.2625,0.0,2040.415,404.135,0.0,18.6925,827.165,2786.8625,1421.835,152.6525,6549.787499999999,402.9675,200.435,4826.435,446.6325,6484.4075,14184.81,31990.2725,17026.34,31458.590000000004,8,4,4,2,0,Spring,5.4,19.6,64.0,11,0.0
2020-04-03 09:00:00,25.5,64582.0375,4892.655,8983.0525,5898.08,0.0,1895.64,403.6875,0.0,18.1175,1097.37,1107.7975,1429.51,200.675,6552.6475,403.705,200.4775,10070.52,433.9775,5849.0775,14224.395,36666.8325,17180.46,27915.205,9,4,4,2,0,Spring,6.0,23.4,226.0,2,0.0
2020-04-03 10:00:00,23.03,64930.4675,4862.495,8900.2775,5869.0825,0.0,2031.0175,403.695,0.0,18.1425,763.64,167.05,1442.4575,123.8075,6499.98,403.9175,199.65,14911.3225,437.0575,4852.34,14911.4425,41103.865,17204.072500000002,23826.6025,10,4,4,2,0,Spring,7.0,25.5,376.0,38,0.0
2020-04-03 11:00:00,21.04,66294.4975,4831.9925,8812.055,5867.125,0.0,2000.385,404.5925,0.0,17.9525,599.5775,155.74,1441.4775,128.7225,6525.7625,403.2875,199.94,18198.9225,442.88,3833.5925,14569.0125,43003.72000000001,17084.1575,23290.77749999999,11,4,4,2,0,Spring,8.1,25.1,474.0,100,0.0
2020-04-03 12:00:00,20.24,66093.73,4790.3175,7798.2875,5689.225,0.0,1865.8125,402.205,0.0,17.68,374.1375,533.035,1457.975,74.00999999999999,6390.6275000000005,392.6825,197.4875,20092.2525,416.23,3471.7125,14827.6975,44713.965,15755.53,21379.765,12,4,4,2,0,Spring,8.8,24.1,427.0,100,0.0
2020-04-03 13:00:00,17.7,64879.555,4765.3775000000005,6840.255,5483.7425,0.0,1686.71,401.1625,0.0,17.3625,1230.155,1904.725,1470.55,103.865,6383.0075,372.1025,186.17,19505.2925,614.375,3120.48,15499.05,44464.615000000005,14411.87,20414.939999999995,13,4,4,2,0,Spring,8.9,24.5,307.0,100,0.0
2020-04-03 14:00:00,17.08,62885.27,4747.47,6778.375,5396.5875,0.0,1606.6425,401.1675,0.0,17.0875,2411.5,1489.755,1468.3375,215.925,6400.615,359.38,186.0175,16687.0225,747.985,3279.35,15601.785,41999.89000000001,14182.7725,20885.37999999999,14,4,4,2,0,Spring,9.3,24.9,303.0,100,0.0
2020-04-03 15:00:00,17.03,61552.34,4746.71,7546.05,5526.3,0.0,1434.8925,401.155,0.0,16.9825,2426.5025,1153.195,1465.215,181.8775,6599.8375,353.65,182.48,13716.9225,751.1800000000001,3508.515,15315.42,38934.66,14908.3975,22617.68,15,4,4,2,0,Spring,9.7,24.2,530.0,25,0.0
2020-04-03 16:00:00,17.07,60087.965,4779.3,8198.76,5394.8675,0.0,1448.8725,401.1575,0.0,17.145,1082.545,1268.93,1463.775,212.795,6603.305,342.965,175.3475,9972.445,785.455,3868.8325,14433.8275,34730.975,15443.6575,25356.99,16,4,4,2,0,Spring,9.9,24.3,417.0,100,0.0
2020-04-03 17:00:00,19.98,59450.03,4846.505,8918.8325,5777.327499999999,0.0,1145.345,401.16,0.0,17.2125,991.4725,265.5375,1456.6125,264.2975,6674.6425,343.055,174.3875,6208.6775,778.2125,3682.8875,12546.195,29005.175,16242.665,30444.855,17,4,4,2,0,Spring,9.1,20.5,156.0,100,0.0
2020-04-03 18:00:00,25.57,59597.64,4914.8425,9169.9575,6209.8225,0.0,1215.4175,401.075,0.0,17.325,938.11,1564.5275,1452.215,238.935,6709.7325,343.0875,174.09,2673.7525,780.1875,3177.875,10225.5375,22683.1575,16996.272500000003,36914.4825,18,4,4,2,0,Spring,8.8,15.5,96.0,82,0.0
2020-04-03 19:00:00,28.44,58925.205,4963.08,9182.4525,6871.4475,0.0,1287.2775,401.195,0.0,17.5975,2625.92,3390.84,1443.9299999999998,117.3525,6730.3975,377.6375,190.94,430.4275,803.0475,2689.705,7791.8425,17436.3375,17742.372499999998,41488.8675,19,4,4,2,0,Spring,8.0,13.0,51.0,67,0.0
2020-04-03 20:00:00,33.54,58054.880000000005,4938.9,9150.45,7290.44,0.0,1305.475,401.2025,0.0,18.0225,2749.7,3098.745,1443.705,98.6375,6737.275,400.365,202.2525,1.0025,796.9325,2792.725,6584.83,15859.8,18147.5675,42195.08,20,4,4,2,0,Spring,5.6,6.4,12.0,42,0.0
2020-04-03 21:00:00,27.23,55099.05,4914.3675,9189.4375,6695.06,0.0,1257.4575,401.2000000000001,0.0,18.575,1469.5575,3076.6725,1447.3475,94.7325,6708.9675,387.265,197.0425,0.5325,791.1075000000001,2220.7325,5871.1875,14548.9,17543.155000000002,40550.15,21,4,4,2,0,Spring,3.0,8.9,0.0,0,0.0
2020-04-03 22:00:00,29.15,52980.93,4858.78,9163.9925,6410.8975,0.0,1241.2275,401.07,0.0,19.2675,2007.0275,3099.7125,1446.15,125.4725,6725.825,395.05,198.83,0.4875,800.1025,2210.9075,5309.1175,13950.915,17217.1875,39030.015,22,4,4,2,0,Spring,4.5,3.7,0.0,58,0.0
2020-04-03 23:00:00,28.0,49370.96,4795.46,9103.465,6333.172500000001,0.0,1158.02,401.215,0.0,19.7925,1171.1075,2907.64,1436.6325,90.8425,6684.96,381.06,192.48,0.4125,798.6075000000001,1984.4875,4825.9025,13133.737500000005,16995.8725,36237.2225,23,4,4,2,0,Spring,2.3,4.4,0.0,94,0.0
2020-04-04 00:00:00,25.1,46347.5375,4764.8975,9148.6625,6425.28,0.0,1373.22,401.2,0.0,20.04,1168.275,631.245,1437.4025,178.5025,6674.42,366.63,183.3925,0.4175,809.6125,1968.2425,4150.66,12500.1225,17348.3625,33847.415,0,5,4,2,1,Spring,3.6,4.6,0.0,100,0.0
2020-04-04 01:00:00,22.99,44230.5525,4750.2525000000005,8901.76,6435.3725,0.0,1376.7225,401.4025,0.0,20.195,932.9625,347.9275,1436.0525,118.61,6651.5125,357.14,178.285,0.4,811.2275,1929.4375,3946.02,12180.7725,17115.2575,32049.78,1,5,4,2,1,Spring,3.7,6.0,0.0,100,0.0
2020-04-04 02:00:00,21.1,43277.6225,4711.14,8302.5225,6251.65,0.0,1254.2425,401.22,0.0,20.39,109.9575,1251.95,1435.915,103.7225,6603.6225,344.6125,172.9325,0.4649999999999999,816.395,2376.52,4148.95,12776.7125,16209.634999999998,30500.91,2,5,4,2,1,Spring,4.9,8.4,0.0,98,0.0
2020-04-04 03:00:00,20.1,42890.9975,4679.9025,7915.03,6382.09,0.0,1246.5975,401.1675,0.0,20.545,266.305,1542.1125,1440.5775,101.7025,6604.32,345.95,173.7525,0.485,794.41,2230.04,4614.385,13067.0925,15944.884999999998,29823.905,3,5,4,2,1,Spring,5.3,9.7,0.0,98,0.0
2020-04-04 04:00:00,19.8,43167.86,4739.945,7312.6375,6392.637500000001,0.0,1282.95,401.5425,0.0,20.635,80.685,892.165,1450.49,108.2775,6605.07,346.05,173.66,0.5525,791.6625,2434.0625,4703.4400000000005,13436.7675,15389.7675,29731.0925,4,5,4,2,1,Spring,5.1,8.8,0.0,98,0.0
2020-04-04 05:00:00,19.6,43709.25,4769.57,7083.2875,6379.255,0.0,1335.76,400.7,0.0,20.075,56.55,1031.37,1447.6875,75.64,6603.6725,357.0575,178.5,0.6074999999999999,784.5875,2834.67,4717.055,13845.23,15199.002500000002,29864.02,5,5,4,2,1,Spring,4.9,8.6,0.0,100,0.0
2020-04-04 06:00:00,21.79,43961.4475,4826.935,7358.6475,6696.98,0.0,1449.5,401.155,0.0,19.67,288.275,402.125,1449.385,101.2575,6609.34,360.955,179.64,24.5775,784.9825,2664.9475,4632.6125,13699.715,15906.2825,30261.7325,6,5,4,2,1,Spring,4.5,7.0,0.0,76,0.0
