datetime,price_eur_mwh,load_mw,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Gas.1,Fossil Hard coal,Fossil Oil,Fossil Oil.1,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage.1,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,renewable_generation,fossil_generation,residual_load,hour,day_of_week,month,quarter,weekend,season,temperature_2m,wind_speed_10m,shortwave_radiation,cloud_cover,precipitation
2020-04-01 00:00:00,22.26,51044.56,4740.7225,10531.4325,7357.35,0.0,1944.86,403.6375,0.0,22.8925,1210.905,361.995,1515.135,109.4175,6678.045,411.5,191.4975,0.38,475.6375,3360.1,7824.2725,17550.0275,20237.28,33494.5325,0,2,4,2,0,Spring,-1.8,7.8,0.0,4,0.0
2020-04-01 01:00:00,20.22,49590.015,4730.0525,10166.3175,7202.5325,0.0,1935.68,403.63,0.0,21.205,866.02,756.7975,1519.5075,81.045,6629.9,411.2725,192.265,0.4,468.4075,3563.8050000000003,8308.265,18203.075,19708.16,31386.94,1,2,4,2,0,Spring,-2.1,8.2,0.0,2,0.0
2020-04-01 02:00:00,19.67,48868.625,4719.6575,9937.3325,7192.8075,0.0,1844.165,404.2175,0.0,21.1675,1550.67,731.5025,1528.125,96.37,6634.3525,411.375,192.0725,0.425,472.2475,3628.295,8450.4975,18423.37,19378.5225,30445.255,2,2,4,2,0,Spring,-1.5,10.9,0.0,0,0.0
2020-04-01 03:00:00,19.25,49109.1825,4709.775,9727.665,7241.495,0.0,1822.6325,406.14,0.0,21.0725,1831.54,1835.875,1523.4475,43.6475,6670.72,411.3325,192.5575,0.4725,469.75,3818.6275,8874.720000000001,18970.69,19197.932500000003,30138.4925,3,2,4,2,0,Spring,-1.7,11.2,0.0,0,0.0
2020-04-01 04:00:00,19.31,50215.21,4711.675,9953.9575,7346.755,0.0,1831.2425,406.13,0.0,21.105,1997.0375,2071.0525,1514.0325,41.155,6676.7025,420.0475,197.34,0.5075000000000001,455.495,3972.8625,9304.9525,19545.185,19538.085000000003,30670.025,4,2,4,2,0,Spring,-1.8,12.0,0.0,0,0.0
2020-04-01 05:00:00,20.76,52425.055,4747.0575,10669.07,7542.84,0.0,2046.975,406.135,0.0,20.895,698.3225,390.8825,1514.3625,70.375,6725.1075,433.4,203.5925,0.6175,452.7725,3847.1925,9623.97,19803.575,20665.02,32621.480000000003,5,2,4,2,0,Spring,-1.8,12.7,0.0,0,0.0
2020-04-01 06:00:00,25.43,57415.585,4849.77,10944.4825,7873.0875,0.0,2340.9825,406.1325,0.0,20.7675,1031.44,943.8775,1508.8975,130.5025,6769.3775000000005,436.95,202.96,13.135,452.8325,4091.51,9987.9775,20581.792500000003,21564.685,36833.7925,6,2,4,2,0,Spring,-1.9,12.5,0.0,0,0.0
2020-04-01 07:00:00,27.21,61345.765,4917.0075,10945.53,7811.355,0.0,2423.2025,406.1,0.0,20.7575,1300.4075,2595.5375,1506.0925,296.365,6729.58,436.2825,195.545,1585.9125,447.6775,3777.3175,9504.41,21587.105,21586.1875,39758.66,7,2,4,2,0,Spring,-1.9,12.2,2.0,0,0.0
2020-04-01 08:00:00,27.96,63674.1575,4932.3075,10943.24,7894.86,0.0,2571.7625,406.14,0.0,20.4025,1611.215,3069.3775,1510.9875,250.8875,6778.4275,436.1725,194.4075,7413.0225,446.7325,4034.34,8096.175,26237.72,21816.0025,37436.4375,8,2,4,2,0,Spring,-0.1,14.7,75.0,7,0.0
2020-04-01 09:00:00,25.5,64022.5575,4881.2375,10673.285,7827.17,0.0,2261.695,406.5875,0.0,19.8975,925.975,394.9775,1514.82,185.18,6741.4975,431.5825,190.6875,15143.655,449.1475,3817.6575,6775.93,32318.48,21168.737500000003,31704.077500000003,9,2,4,2,0,Spring,1.8,15.3,221.0,4,0.0
2020-04-01 10:00:00,21.97,64850.9275,4799.9,10237.9725,7578.702499999999,0.0,2043.1525,406.1425,0.0,19.3475,1016.6975,642.76,1520.505,192.265,6675.4975,410.055,184.995,21972.075,450.5275,4027.8025,7204.045,39716.5925,20265.97,25134.335,10,2,4,2,0,Spring,3.8,16.6,375.0,0,0.0
2020-04-01 11:00:00,20.27,66919.67749999999,4775.755,8865.475,7010.1975,0.0,1876.615,406.1275,0.0,18.83,1670.35,1523.945,1521.155,141.825,6449.04,388.9875,180.87,26623.78,452.5125,4291.54,8816.0,46170.05499999999,18158.415,20749.6225,11,2,4,2,0,Spring,5.4,19.2,507.0,37,0.0
2020-04-01 12:00:00,19.35,66375.8525,4762.4625,8097.99,6758.862499999999,0.0,1819.9725,406.14,0.0,18.66,2314.355,2193.615,1533.07,57.892500000000005,6436.01,350.565,168.8675,28851.5275,456.0175,4371.55,9039.1525,48615.655000000006,17082.964999999997,17760.197499999987,12,2,4,2,0,Spring,6.2,19.6,506.0,64,0.0
2020-04-01 13:00:00,18.25,64579.8575,4742.08,7406.47,6682.195,0.0,1832.65,406.135,0.0,19.8325,2317.05,3115.93,1522.19,57.55,6434.08,332.3875,160.6325,28512.96,456.3775,4148.9425,9003.945,47987.6675,16327.45,16592.189999999995,13,2,4,2,0,Spring,6.9,17.9,477.0,68,0.0
2020-04-01 14:00:00,17.3,62851.615,4734.5225,7086.18,6694.9325,0.0,1810.3225,406.1625,0.0,22.365,2351.9575,2811.7625,1521.895,29.56,6430.3575,332.445,163.20499999999998,26656.8725,457.42,4314.7725,9232.5725,46490.19499999999,15997.5975,16361.420000000006,14,2,4,2,0,Spring,7.7,16.4,533.0,84,0.0
2020-04-01 15:00:00,18.09,61176.41,4760.2425,7123.362499999999,6663.2025,0.0,1792.61,406.56,0.0,22.685,2361.56,2358.07,1523.14,32.2,6425.3425,332.595,167.2625,23231.765,465.125,4668.7425,9385.5825,43601.67249999999,15985.735,17574.73750000001,15,2,4,2,0,Spring,8.2,15.6,548.0,51,0.0
2020-04-01 16:00:00,19.11,59689.65,4810.2925,7847.405,6927.68,0.0,1735.0,406.1475,0.0,22.6575,2224.57,1362.9625,1524.4625,49.1975,6414.65,349.7875,175.465,17973.3725,467.605,4432.7875,9294.0875,38084.2,16916.2325,21605.450000000004,16,2,4,2,0,Spring,8.5,16.7,473.0,91,0.0
2020-04-01 17:00:00,22.01,59590.38,4882.3075,9846.765,7433.8775,0.0,1888.8225,406.1625,0.0,22.6425,670.95,697.4075,1510.65,103.4175,6507.715,351.2225,176.4525,11321.7925,469.5875,4274.095,8756.6975,30848.96,19575.627499999995,28741.42,17,2,4,2,0,Spring,8.2,16.9,308.0,100,0.0
2020-04-01 18:00:00,26.9,60435.79,4954.63,10745.23,7701.407499999999,0.0,2019.1125,406.17,0.0,22.5425,1284.1775,2713.6675,1498.3725,140.7375,6592.68,351.15250000000003,176.2,4522.3775000000005,472.2175,4095.1575,7852.59,23063.865,20871.92,37371.925,18,2,4,2,0,Spring,7.7,14.1,153.0,87,0.0
2020-04-01 19:00:00,31.27,61097.82,4991.345,10876.265,7905.0175,0.0,2208.2125,406.1525,0.0,23.0325,2842.1125,3104.0475,1495.7725,92.9225,6716.65,365.8,182.48,583.34,466.9725,3921.1725,7366.75,18451.3025,21395.6475,42646.5175,19,2,4,2,0,Spring,6.8,13.0,78.0,71,0.0
2020-04-01 20:00:00,34.97,61137.5975,4966.7475,10903.21,7869.335,0.0,2122.965,406.6225,0.0,23.79,3094.535,3032.665,1487.9299999999998,70.5925,6718.1375,384.6525,191.8775,1.085,473.145,3746.875,7296.782499999999,17570.0125,21302.1325,43567.58500000001,20,2,4,2,0,Spring,5.0,11.2,10.0,82,0.0
2020-04-01 21:00:00,28.94,58661.09,4925.337500000001,10914.1775,7731.34,0.0,2031.815,406.4275,0.0,24.555,2123.135,2601.585,1483.3674999999998,151.9175,6722.345,385.99,189.6475,0.575,472.575,3701.93,7432.5225,17695.65,21083.76,40965.44,21,2,4,2,0,Spring,5.1,14.1,0.0,86,0.0
2020-04-01 22:00:00,28.31,56471.7825,4841.96,10898.305,7588.9875,0.0,1996.6025,403.665,0.0,25.2325,1153.58,2231.4375,1481.1475,126.6925,6712.46,375.675,184.12,0.5,469.3225,3646.0375,7750.995,17847.3325,20887.56,38624.45,22,2,4,2,0,Spring,4.3,12.6,0.0,98,0.0
2020-04-01 23:00:00,26.35,52890.395,4753.1575,10923.835,7493.555,0.0,1841.96,403.685,0.0,25.8125,797.3425,340.155,1481.3925,150.99,6727.4125,369.72,180.3675,0.425,475.1775,3887.325,7779.372499999999,18052.6625,20663.035,34837.7325,23,2,4,2,0,Spring,4.0,12.8,0.0,99,0.0
2020-04-02 00:00:00,24.18,49636.4825,4713.735,10933.725,7188.1225,0.0,1708.16,405.0575,0.0,26.1525,1177.985,118.1325,1485.9125,287.275,6674.01,387.0375,178.3475,0.4649999999999999,187.8025,3968.665,8021.6225,18477.675,20235.065,31158.8075,0,3,4,2,0,Spring,3.7,12.9,0.0,83,0.0
2020-04-02 01:00:00,22.93,47602.1925,4705.5975,10918.645,6783.469999999999,0.0,1770.875,407.185,0.0,26.2725,636.5550000000001,333.4475,1490.3975,119.2,6570.3150000000005,386.915,178.3275,0.49,181.2175,4089.33,8133.9175,18538.9325,19880.175,29063.26,1,3,4,2,0,Spring,3.5,13.8,0.0,59,0.0
2020-04-02 02:00:00,21.8,46906.27,4702.0175,10888.2125,6412.7,0.0,1834.7725,406.2175,0.0,26.1225,1122.1525,653.295,1506.8674999999998,141.265,6414.455,383.1775,177.005,0.5425,181.07,4235.865,8041.0175,18627.575,19541.9025,28278.695,2,3,4,2,0,Spring,4.1,12.6,0.0,68,0.0
2020-04-02 03:00:00,20.96,47598.0925,4688.82,10870.5675,6446.9,0.0,1797.0525,406.185,0.0,25.8125,1181.4875,1467.0225,1498.76,180.14,6411.77,383.115,177.0325,0.5900000000000001,189.745,4289.4375,8199.065,18856.8125,19520.705,28741.28,3,3,4,2,0,Spring,4.1,12.2,0.0,85,0.0
2020-04-02 04:00:00,20.8,48944.26,4705.1825,10915.4625,6534.145,0.0,1871.47,406.175,0.0,25.7375,1366.1025,1595.4025,1492.025,189.3075,6447.16,388.315,181.4125,0.675,197.5875,4869.42,8210.4325,19467.0425,19727.2525,29477.2175,4,3,4,2,0,Spring,3.6,12.3,0.0,58,0.0
2020-04-02 05:00:00,22.56,51685.055,4749.52,10956.6275,6808.3525,0.0,1974.725,406.5975,0.0,25.6825,494.89,1024.7275,1489.81,107.3575,6449.387500000001,402.9,189.3925,0.735,197.115,5140.0875,8295.3325,19782.8425,20146.3025,31902.2125,5,3,4,2,0,Spring,3.1,12.8,0.0,50,0.0
2020-04-02 06:00:00,25.31,56886.6325,4880.2575,10981.9175,6999.3675,0.0,2131.675,407.6375,0.0,25.4225,1335.6275,579.0725,1492.6225,232.5825,6449.7625,417.9675,196.635,15.435,197.3375,5506.475,8578.3375,20705.71,20520.5975,36180.9225,6,3,4,2,0,Spring,2.5,12.8,0.0,47,0.0
2020-04-02 07:00:00,27.31,60389.11,4933.1325,10967.35,6873.73,0.0,2318.755,409.1175,0.0,25.465,2353.8775,1859.765,1480.625,308.2875,6418.42,429.025,201.875,1483.7075,195.63,5897.7575,8418.477499999999,22521.9875,20568.9525,37867.122500000005,7,3,4,2,0,Spring,2.2,12.6,2.0,55,0.0
2020-04-02 08:00:00,27.8,62655.3875,4945.805,10999.2225,6804.047500000001,0.0,2355.875,408.8025,0.0,24.81,2414.86,1582.8375,1491.1475,368.82,6435.875,428.9875,200.155,6565.83,442.4275,6137.69,7991.702499999999,27500.995,20567.9475,35154.3925,8,3,4,2,0,Spring,3.3,15.0,68.0,56,0.0
2020-04-02 09:00:00,25.0,63290.4825,4890.8475,10450.1975,6790.205,0.0,2126.8025,409.005,0.0,23.4225,1070.6575,166.435,1496.8125,146.57,6260.9175,429.2075,197.795,13529.2025,521.58,6309.2075,8407.2925,34779.932499999995,19776.210000000003,28510.550000000003,9,3,4,2,0,Spring,5.0,15.7,199.0,15,0.0
2020-04-02 10:00:00,21.1,64101.735,4832.89,8611.9875,6402.3075,0.0,2497.91,408.71,0.0,22.5925,1304.5075,167.805,1500.6725,259.7075,6288.18,428.92,199.53,20115.7725,531.94,6402.4425,9674.045,42785.52999999999,17920.914999999997,21316.20500000001,10,3,4,2,0,Spring,6.7,17.1,352.0,62,0.0
2020-04-02 11:00:00,18.65,65279.2775,4739.1925,7352.4125,5861.4575,0.0,2051.98,408.7075,0.0,22.5625,784.1775,931.6525,1508.6375,244.3825,6259.865,418.6575,195.7675,24602.81,525.84,5562.835,10758.515,47416.37249999999,15674.5575,17862.905000000006,11,3,4,2,0,Spring,7.7,18.9,413.0,70,0.0
2020-04-02 12:00:00,12.42,65394.3775,4663.95,6639.8225,5422.325,0.0,1980.64,408.7,0.0,22.0075,1144.095,932.3,1519.335,169.72,6264.3575,401.3,191.265,25658.495,529.0575,5848.61,11978.12,49838.23,14451.4875,15556.147500000006,12,3,4,2,0,Spring,9.1,20.4,585.0,85,0.0
2020-04-02 13:00:00,9.06,63926.7525,4667.8575,5497.3725,5377.945,0.0,2090.6625,410.1375,0.0,21.385,1523.725,2023.9925,1512.845,158.345,6216.8775000000005,400.9475,193.9875,25274.1875,509.0925,6026.975,13501.67,51141.88,13376.1175,12784.872500000003,13,3,4,2,0,Spring,8.9,19.7,370.0,100,0.0
2020-04-02 14:00:00,4.64,62833.5625,4659.205,5160.14,5030.63,0.0,1944.1125,411.6075,0.0,21.025,1911.29,2451.125,1509.335,211.28,6227.55,401.06,195.21,23751.0475,500.11,6032.8375,15786.1975,51949.9025,12546.49,10883.659999999996,14,3,4,2,0,Spring,8.6,20.3,300.0,90,0.0
2020-04-02 15:00:00,4.62,61785.2325,4654.255,5288.315,4919.21,0.0,1824.85,411.1925,0.0,20.76,1708.96,2641.2025,1500.0325,131.6775,6411.974999999999,396.915,192.995,21058.805,481.63,5971.9825,17635.6475,50952.4,12443.5675,10832.832500000004,15,3,4,2,0,Spring,8.8,20.3,288.0,100,0.0
2020-04-02 16:00:00,6.65,60503.065,4680.2275,5710.34,4940.5375,0.0,1768.0675,411.175,0.0,20.79,1698.5475,2467.815,1478.0125,125.0275,6492.5075,393.9975,192.06,16735.2025,529.4025,5581.56,19198.525,47798.55499999999,12830.12,12704.51000000001,16,3,4,2,0,Spring,8.9,21.9,262.0,100,0.0
2020-04-02 17:00:00,17.2,60489.765,4748.0475,6402.0075,5240.7675,0.0,2041.1625,411.185,0.0,20.7125,548.0825,1412.0549999999998,1472.8275,232.65,6493.8375,394.9225,193.535,10682.64,528.4475,5950.610000000001,19757.19,42843.965,14095.1225,17645.799999999996,17,3,4,2,0,Spring,8.8,21.3,213.0,99,0.0
2020-04-02 18:00:00,22.71,61366.63,4804.7675,7546.695,5640.415,0.0,2180.7775,411.615,0.0,20.8525,520.7025,409.3225,1465.59,193.055,6553.135,403.1775,197.6375,4248.19,524.4575,6153.4525,19873.0125,36738.0675,15779.5025,24628.5625,18,3,4,2,0,Spring,8.5,20.2,153.0,81,0.0
2020-04-02 19:00:00,25.82,62323.455,4862.55,7715.2075,5751.5375,0.0,2334.9,413.73,0.0,21.6425,1545.81,1373.8225,1466.5875,135.0375,6639.675,403.1575,197.1625,547.7875,530.6524999999999,6124.5275,20320.5375,33457.0275,16215.375,28866.427500000005,19,3,4,2,0,Spring,7.8,19.0,60.0,83,0.0
2020-04-02 20:00:00,27.3,62701.715,4865.195,7709.0725,5815.2775,0.0,2615.8625,415.905,0.0,22.95,1640.5625,999.6975,1459.92,125.83,6544.06,420.725,205.3225,0.985,528.8575,5780.8175,21658.675,33891.4225,16556.1175,28810.2925,20,3,4,2,0,Spring,6.8,18.1,12.0,80,0.0
2020-04-02 21:00:00,24.47,60076.0625,4846.365,7233.75,5526.495,0.0,2800.8325,416.665,0.0,23.665,663.6025,819.2375,1443.6275,135.485,6498.08,420.4325,206.065,0.5175,524.79,6391.01,22378.8725,35195.8775,15977.7425,24880.185,21,3,4,2,0,Spring,6.2,19.5,0.0,99,0.0
2020-04-02 22:00:00,25.0,57488.08,4781.83,6548.125,5145.755,0.0,2861.625,416.245,0.0,24.35,251.33,799.4025,1437.905,91.21,6421.610000000001,416.72,206.275,0.4075,527.9449999999999,6797.8975,22649.905,35759.155,14971.750000000002,21728.925000000003,22,3,4,2,0,Spring,6.4,21.6,0.0,98,0.0
2020-04-02 23:00:00,20.55,53981.3025,4721.0475,6403.797500000001,4669.110000000001,0.0,2675.6675,416.235,0.0,24.8,653.7950000000001,292.0825,1438.41,175.7825,6457.0825,386.485,192.895,0.39,525.7075,6616.12,23253.555,36205.305,14164.81,17775.997499999998,23,3,4,2,0,Spring,6.3,21.0,0.0,85,0.0
