datetime,renewable_total_mwh,prediction_mwh,error_mwh,error_percent
2025-11-06,412157.91,424710.44,12552.527500000026,3.0455626825165205
2025-11-07,203658.75,210332.88,6674.125,3.277111835361849
2025-11-08,86309.18,98451.69,12142.507500000007,14.068616455399074
2025-11-09,92379.98000000001,97509.38,5129.4028124999895,5.552504787833889
2025-11-10,265760.41000000003,256061.48,-9698.925625000033,-3.6494997975808476
2025-11-11,519370.95,526304.44,6933.487499999988,1.3349779189613875
2025-11-12,744955.56,743261.75,-1693.8100000000559,-0.22737060986564836
2025-11-13,799701.93,808660.0,8958.069999999949,1.1201761136177262
2025-11-14,412832.02,408978.06,-3853.9575000000186,-0.9335413226910108
2025-11-15,594680.23,601596.3,6916.082500000019,1.1629918317614187
2025-11-16,302350.18,302482.44,132.25750000000698,0.04374315239369363
2025-11-17,567697.97,564453.75,-3244.219999999972,-0.5714693677696209
2025-11-18,652008.08,657536.0,5527.920000000042,0.8478299839474447
2025-11-19,522594.26,531435.25,8840.98999999999,1.6917503073990883
2025-11-20,377374.85000000003,388349.56,10974.712499999965,2.9081727359414558
2025-11-21,268260.82,267562.47,-698.351250000007,-0.2603254735447416
2025-11-22,575625.14,574322.3,-1302.827500000014,-0.2263326268202973
2025-11-23,782642.35,770133.7,-12508.662499999977,-1.5982603675868008
2025-11-24,425660.0,439293.03,13633.03125,3.20279830146126
2025-11-25,161395.19,167080.38,5685.184999999998,3.5225244321097784
2025-11-26,194521.02,194874.7,353.6831250000105,0.18182257372494268
2025-11-27,754533.8300000001,742304.5,-12229.330000000075,-1.6207795480820353
2025-11-28,698126.24,707182.5,9056.26000000001,1.2972238373392195
2025-11-29,534609.97,541111.9,6501.905000000028,1.2161959867677044
2025-11-30,625125.42,633576.25,8450.829999999958,1.3518615192452033
2025-12-01,728447.9400000001,727829.9,-618.0650000000605,-0.08484683201932873
2025-12-02,594520.6,609154.1,14633.525000000023,2.4613991508452395
2025-12-03,148658.21,156985.47,8327.258750000008,5.601613762199887
2025-12-04,223671.69,229073.02,5401.325624999998,2.4148454482549835
2025-12-05,159609.59,156838.94,-2770.6524999999965,-1.7358935011361136
2025-12-06,748078.79,746881.5,-1197.2900000000373,-0.1600486494210105
2025-12-07,636989.39,634496.1,-2493.265000000014,-0.39141389780448527
2025-12-08,882030.89,894615.94,12585.047499999986,1.4268261625168235
2025-12-09,646641.7,641060.3,-5581.387499999953,-0.8631344839035209
2025-12-10,747199.73,758901.0,11701.270000000019,1.566016358169725
2025-12-11,645020.5599999999,657370.1,12349.56500000006,1.9146002105731423
2025-12-12,236929.12,245573.62,8644.505000000005,3.6485616457782837
2025-12-13,348806.27,353861.66,5055.386249999981,1.4493392707648234
2025-12-14,575283.09,577234.5,1951.4100000000326,0.3392086494320618
