timestamp,load_mw,day_ahead_price,wind_generation,solar_generation,renewable_generation,residual_load,renewable_share,hour,day_of_week,month,weekend,day_ahead_price_lag_1,day_ahead_price_lag_2,day_ahead_price_lag_3,day_ahead_price_lag_6,day_ahead_price_lag_24,day_ahead_price_lag_48,day_ahead_price_lag_168,day_ahead_price_rolling_mean_6,day_ahead_price_rolling_std_6,day_ahead_price_rolling_mean_24,day_ahead_price_rolling_std_24,day_ahead_price_rolling_mean_48,day_ahead_price_rolling_std_48,day_ahead_price_rolling_mean_168,day_ahead_price_rolling_std_168,price_spike,negative_price_flag,load_lag_1,load_lag_24,load_lag_168,load_ramp,load_change_pct,wind_generation_lag_1,wind_generation_lag_24,wind_generation_ramp,solar_generation_lag_1,solar_generation_lag_24,solar_generation_ramp,renewable_generation_lag_1,renewable_generation_lag_24,renewable_generation_ramp,renewable_share_change,price_volatility_24h,price_volatility_168h,residual_load_change,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos
2025-12-27 06:00:00+00:00,22373.0,72.50750000000001,5512.0,16.0,11193.0,11180.0,0.5002905287623475,6,5,12,1,69.1725,68.945,69.36,88.0775,90.8575,38.0,75.54499999999999,74.50708333333331,7.9852691590059806,87.44208333333334,11.918072175626852,77.04989583333334,23.89508036564911,65.6686011904762,23.44949530357359,0,0,20968.0,24065.0,23874.0,1405.0,0.0670068676077833,4624.0,3811.0,888.0,16.0,32.0,0.0,11086.0,10088.0,107.0,-0.0284198871094571,12.272763809392377,23.44300477526084,1298.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 07:00:00+00:00,24096.0,86.79249999999999,6327.0,158.0,11420.0,12676.0,0.473937583001328,7,5,12,1,72.50750000000001,69.1725,68.945,80.525,92.94,42.6425,79.25,71.91208333333333,4.433071005722614,86.67750000000001,12.272763809392377,77.76880208333334,23.204342048230284,65.65052083333333,23.44300477526084,0,0,22373.0,26529.0,25673.0,1723.0,0.0770124703884145,5512.0,3565.0,815.0,16.0,153.0,142.0,11193.0,11760.0,227.0,-0.0263529457610194,12.200314477817145,23.476403721848104,1496.0,0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 08:00:00+00:00,25960.0,88.11500000000001,6893.0,3538.0,14863.0,11097.0,0.5725346687211094,8,5,12,1,86.79249999999999,72.50750000000001,69.1725,70.9625,93.1875,38.9675,80.8375,72.95666666666666,6.913148824289542,86.42135416666667,12.200314477817145,78.68859375000001,22.65077672279033,65.69541666666666,23.476403721848104,0,0,24096.0,28759.0,27739.0,1864.0,0.0773572377158033,6327.0,3380.0,566.0,158.0,3327.0,3380.0,11420.0,15105.0,3443.0,0.0985970857197813,12.121687534953365,23.51119946851938,-1579.0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 09:00:00+00:00,27254.0,75.37,6767.0,9380.0,20654.0,6600.0,0.7578337124825714,9,5,12,1,88.11500000000001,86.79249999999999,72.50750000000001,69.36,89.25,30.715,75.0275,75.81541666666665,9.118352841482332,86.21,12.121687534953365,79.71249999999999,21.91593254238906,65.73873511904762,23.51119946851938,0,0,25960.0,29891.0,28928.0,1294.0,0.0498459167950693,6893.0,2869.0,-126.0,3538.0,9671.0,5842.0,14863.0,18915.0,5791.0,0.185299043761462,12.300139329927235,23.51202456876927,-4497.0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 10:00:00+00:00,27781.0,69.2575,6770.0,12045.0,23617.0,4164.0,0.8501133868471258,10,5,12,1,75.37,88.11500000000001,86.79249999999999,68.945,84.9925,24.2825,65.0775,76.81708333333331,8.581698756176802,85.63166666666666,12.300139329927235,80.6428125,20.7061712754929,65.74077380952382,23.51202456876927,0,0,27254.0,29818.0,28911.0,527.0,0.0193366111396491,6767.0,2337.0,3.0,9380.0,13017.0,2665.0,20654.0,19810.0,2963.0,0.0922796743645544,12.746930361846044,23.513530111318705,-2436.0,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 11:00:00+00:00,27964.0,68.8475,6907.0,12223.0,24443.0,3521.0,0.8740881132885138,11,5,12,1,69.2575,75.37,88.11500000000001,69.1725,82.3125,31.4625,59.8525,76.86916666666666,8.525128689161612,84.97604166666666,12.746930361846044,81.57979166666667,19.053139427153752,65.76565476190476,23.513530111318705,0,0,27781.0,29548.0,28742.0,183.0,0.0065872358806378,6770.0,2165.0,137.0,12045.0,13949.0,178.0,23617.0,20057.0,826.0,0.0239747264413879,13.15892547150439,23.510225725127363,-643.0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 12:00:00+00:00,28708.0,69.135,7905.0,10924.0,24783.0,3925.0,0.8632785286331336,12,5,12,1,68.8475,69.2575,75.37,72.50750000000001,80.33,30.9775,49.8675,76.815,8.584636858953317,84.415,13.15892547150439,82.35864583333334,17.675136160358402,65.81919642857143,23.510225725127363,0,0,27964.0,29657.0,28882.0,744.0,0.0266056358174795,6907.0,1954.0,998.0,12223.0,13538.0,-1299.0,24443.0,19686.0,340.0,-0.0108095846553801,13.503924588871392,23.478918735358807,404.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 13:00:00+00:00,29526.0,69.35499999999999,8293.0,9954.0,24194.0,5332.0,0.8194133983607668,13,5,12,1,69.135,68.8475,69.2575,86.79249999999999,77.53,23.225,52.515,76.25291666666665,9.02232971808102,83.94854166666667,13.503924588871392,83.15359375,16.103257260268123,65.93388392857143,23.478918735358807,0,0,28708.0,29278.0,28788.0,818.0,0.0284937996377316,7905.0,1799.0,388.0,10924.0,13698.0,-970.0,24783.0,19647.0,-589.0,-0.0438651302723668,13.773283363121449,23.457224025705457,1407.0,-0.2588190451025208,-0.9659258262890684,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 14:00:00+00:00,28861.0,69.9925,8518.0,8066.0,22081.0,6780.0,0.7650809050275458,14,5,12,1,69.35499999999999,69.135,68.8475,88.11500000000001,78.1125,35.495000000000005,54.92,73.34666666666665,7.65288012233141,83.60791666666667,13.773283363121449,84.11463541666667,13.63851868858651,66.03412202380953,23.457224025705457,0,0,29526.0,28650.0,28193.0,-665.0,-0.0225225225225225,8293.0,1631.0,225.0,9954.0,12381.0,-1888.0,24194.0,19162.0,-2113.0,-0.0543324933332209,14.011810850011138,23.44328098985831,1448.0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 15:00:00+00:00,28298.0,81.97749999999999,8634.0,4443.0,18355.0,9943.0,0.6486324121846067,15,5,12,1,69.9925,69.35499999999999,69.135,75.37,85.005,63.21,63.7175,70.32624999999999,2.499685355222929,83.26958333333333,14.011810850011138,84.83333333333333,11.808043151504515,66.12383928571428,23.44328098985831,0,0,28861.0,28871.0,27892.0,-563.0,-0.019507293579571,8518.0,1680.0,116.0,8066.0,8233.0,-3623.0,22081.0,15559.0,-3726.0,-0.1164484928429391,14.009135680197463,23.47436659528079,3163.0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
