timestamp,load_mw,day_ahead_price,wind_generation,solar_generation,renewable_generation,residual_load,renewable_share,hour,day_of_week,month,weekend,day_ahead_price_lag_1,day_ahead_price_lag_2,day_ahead_price_lag_3,day_ahead_price_lag_6,day_ahead_price_lag_24,day_ahead_price_lag_48,day_ahead_price_lag_168,day_ahead_price_rolling_mean_6,day_ahead_price_rolling_std_6,day_ahead_price_rolling_mean_24,day_ahead_price_rolling_std_24,day_ahead_price_rolling_mean_48,day_ahead_price_rolling_std_48,day_ahead_price_rolling_mean_168,day_ahead_price_rolling_std_168,price_spike,negative_price_flag,load_lag_1,load_lag_24,load_lag_168,load_ramp,load_change_pct,wind_generation_lag_1,wind_generation_lag_24,wind_generation_ramp,solar_generation_lag_1,solar_generation_lag_24,solar_generation_ramp,renewable_generation_lag_1,renewable_generation_lag_24,renewable_generation_ramp,renewable_share_change,price_volatility_24h,price_volatility_168h,residual_load_change,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos
2025-12-27 15:00:00+00:00,61242.6075,81.97749999999999,5747.46,1334.7525,15131.6675,46110.94,0.2470774533889661,15,5,12,1,69.9925,69.35499999999999,69.135,77.5775,85.005,63.21,63.7175,71.5308333333334,3.1591116894884625,81.74166666666666,10.98237708059336,83.62109375,9.817255324225078,65.35269345238096,23.821054973041612,0,0,61459.1225,63682.2725,52993.1175,-216.51499999999945,-0.0035229106956415,4616.2875,5929.0325,1131.1724999999997,4284.2125,1026.5,-2949.46,15539.8425,17479.565000000002,-408.1750000000011,-0.005770974442069,10.960629766566512,23.85518307855649,191.6600000000035,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 16:00:00+00:00,64358.6775,91.1575,7376.825,310.6225,17888.12,46470.5575,0.2779441824297897,16,5,12,1,81.97749999999999,69.9925,69.35499999999999,71.065,93.4625,89.5125,74.5825,72.26416666666674,4.883521953125915,81.61552083333333,10.960629766566512,84.01208333333334,9.349639148898447,65.46138392857144,23.85518307855649,0,0,61242.6075,66723.92749999999,54547.0375,3116.07,0.0508807532402992,5747.46,6888.6075,1629.3649999999998,1334.7525,298.65250000000003,-1024.13,15131.6675,20644.0125,2756.4524999999994,0.0308667290408235,10.861962724460506,23.92729884252802,359.6175000000003,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 17:00:00+00:00,67617.64,96.57,8615.91,261.84000000000003,20867.58,46750.06,0.3086114806727948,17,5,12,1,91.1575,81.97749999999999,69.9925,72.06,99.17,93.97,76.4375,75.61291666666673,9.027504834762668,81.51947916666667,10.861962724460506,84.04635416666667,9.373214864821716,65.56004464285714,23.92729884252802,0,0,64358.6775,69562.80500000001,56353.24,3258.962500000001,0.0506374995042433,7376.825,7726.6475,1239.085,310.6225,267.05,-48.78249999999997,17888.12,22909.4575,2979.4600000000028,0.0306672982430051,10.6898712975416,24.032288146627653,279.50249999999505,-0.9659258262890684,-0.2588190451025206,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 18:00:00+00:00,68539.93,98.4,9456.01,0.0,20880.74,47659.19,0.3046507342508228,18,5,12,1,96.57,91.1575,81.97749999999999,69.135,99.125,93.2675,77.535,79.69791666666673,12.115543675034315,81.41114583333332,10.6898712975416,84.10052083333333,9.439063805226471,65.67988095238096,24.032288146627653,0,0,67617.64,69935.19,56547.302500000005,922.2899999999936,0.0136397839380373,8615.91,8103.84,840.1000000000004,261.84000000000003,0.0,-261.84000000000003,20867.58,22790.095,13.159999999999854,-0.003960746421972,10.638538735164609,24.14755871784664,909.1300000000048,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 19:00:00+00:00,66468.055,91.765,9483.0625,0.0,18918.1575,47549.89749999999,0.2846202961708448,19,5,12,1,98.4,96.57,91.1575,69.35499999999999,93.4925,90.4375,73.2825,84.57541666666674,12.87932193640896,81.3809375,10.638538735164609,84.20744791666667,9.573235400467675,65.80407738095238,24.14755871784664,0,0,68539.93,67285.88500000001,53844.75,-2071.875,-0.0302287294428226,9456.01,8760.0625,27.05249999999978,0.0,0.0,0.0,20880.74,21444.385,-1962.5825000000004,-0.020030438079978,10.55857391443771,24.223816189121425,-109.29250000001048,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 20:00:00+00:00,64572.4025,86.70750000000001,9105.755,0.0,17318.8275,47253.575,0.2682078849397,20,5,12,1,91.765,98.4,96.57,69.9925,90.99,88.1425,69.4075,88.31041666666674,10.636844858399776,81.30895833333334,10.55857391443771,84.23510416666666,9.593512462607285,65.91409226190477,24.223816189121425,0,0,66468.055,65079.32,51622.380000000005,-1895.6524999999965,-0.0285197528346511,9483.0625,8328.0875,-377.3075000000008,0.0,0.0,0.0,18918.1575,19520.3525,-1599.3300000000015,-0.0164124112311447,10.423171588662347,24.275472039452712,-296.3224999999948,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 21:00:00+00:00,65580.4925,86.6275,8258.935,0.0,17017.6125,48562.87999999999,0.2594919899389288,21,5,12,1,86.70750000000001,91.765,98.4,81.97749999999999,93.31,91.8975,73.16749999999999,91.09625000000008,6.10197360490847,81.13052083333334,10.423171588662347,84.20520833333333,9.58330743203808,66.01706845238094,24.275472039452712,0,0,64572.4025,65706.3825,52277.985,1008.0899999999964,0.0156117778024442,9105.755,7631.1225,-846.8199999999997,0.0,0.0,0.0,17318.8275,18228.18,-301.21500000000015,-0.0087158950007711,10.169848970337188,24.32138107834127,1309.304999999993,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 22:00:00+00:00,65691.3475,82.18,8420.9475,0.0,17119.045,48572.302500000005,0.2605981708626086,22,5,12,1,86.6275,86.70750000000001,91.765,91.1575,91.2625,90.5675,67.2025,91.87125000000007,4.886405312190115,80.85208333333334,10.169848970337188,84.09541666666667,9.523305418687034,66.09718749999999,24.32138107834127,0,0,65580.4925,65493.33,52627.525,110.85500000001048,0.0016903654695794,8258.935,7345.195,162.01250000000073,0.0,0.0,0.0,17017.6125,17018.2875,101.43249999999898,0.0011061809236798,9.931818596843568,24.35288709211849,9.422500000015134,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-27 23:00:00+00:00,64133.77,85.6775,8112.4375,0.0,16180.5425,47953.22750000001,0.252293643426856,23,5,12,1,82.18,86.6275,86.70750000000001,96.57,92.34,97.1,49.7825,90.37500000000009,6.314476819183008,80.47364583333334,9.931818596843568,83.92067708333333,9.478870788147908,66.18633928571428,24.35288709211849,0,0,65691.3475,63736.380000000005,50757.2325,-1557.5775000000067,-0.0237105427012287,8420.9475,7226.72,-308.5100000000002,0.0,0.0,0.0,17119.045,16316.275,-938.5024999999988,-0.0083045274357526,9.675526441025664,24.365565347423203,-619.0749999999971,-0.2588190451025215,0.965925826289068,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2025-12-28 00:00:00+00:00,62365.45,84.0475,8191.88,0.0,15079.509999999998,47285.94,0.2417926913058432,0,6,12,1,85.6775,82.18,86.6275,98.4,88.0775,91.0525,56.4375,88.55958333333342,5.714492850784398,80.19604166666666,9.675526441025664,83.68270833333334,9.28230560229512,66.39999999999999,24.365565347423203,0,0,64133.77,62056.5325,48585.72,-1768.3199999999997,-0.0275723694396883,8112.4375,7677.672500000001,79.44250000000011,0.0,0.0,0.0,16180.5425,15675.28,-1101.0325000000012,-0.0105009521210128,9.567161488130711,24.391067209074947,-667.2875000000058,0.0,1.0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
2025-12-28 01:00:00+00:00,60656.885,77.72749999999999,8205.235,0.0,14736.555,45920.33,0.2429494195094258,1,6,12,1,84.0475,85.6775,82.18,91.765,80.525,85.0825,51.5,86.16750000000008,3.239440152248381,80.028125,9.567161488130711,83.53677083333334,9.218821201700331,66.56434523809523,24.391067209074947,0,0,62365.45,60446.735,46638.515,-1708.564999999995,-0.0273960181478686,8191.88,7822.1475,13.355000000000471,0.0,0.0,0.0,15079.509999999998,14771.8575,-342.9549999999981,0.0011567282035826,9.577880365151556,24.37800147592128,-1365.6100000000006,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
