,price_eur_mwh,load_mw,solar_mw,wind_onshore_mw,gas_mw,lignite_mw,oil_mw,hydro_reservoir_mw,hydro_pumped_mw,storage_mw
2020-04-08 21:00:00+00:00,29.62,4677.31,0.0,1663.0,2059.0,469.0,0.0,90.0,20.0,20.0
2020-04-08 22:00:00+00:00,27.88,4228.17,0.0,1635.0,1567.0,469.0,0.0,59.0,0.0,0.0
2020-04-08 23:00:00+00:00,23.2,4145.81,0.0,1630.0,1614.0,470.0,0.0,57.0,0.0,0.0
2020-04-09 00:00:00+00:00,21.26,3935.21,0.0,1555.0,1595.0,470.0,0.0,57.0,0.0,0.0
2020-04-09 01:00:00+00:00,20.7,3818.3,0.0,1555.0,1495.0,470.0,0.0,57.0,0.0,0.0
2020-04-09 02:00:00+00:00,21.0,3904.17,0.0,1523.0,1535.0,471.0,0.0,57.0,0.0,0.0
2020-04-09 03:00:00+00:00,24.62,4201.76,0.0,1497.0,1676.0,472.0,0.0,57.0,0.0,0.0
2020-04-09 04:00:00+00:00,28.2,4522.74,68.0,1454.0,2130.0,479.0,0.0,119.0,227.0,227.0
2020-04-09 05:00:00+00:00,29.63,4960.33,469.0,1412.0,2095.0,485.0,0.0,267.0,253.0,253.0
2020-04-09 06:00:00+00:00,29.65,5376.25,1040.0,1412.0,1904.0,471.0,0.0,254.0,251.0,251.0
2020-04-09 07:00:00+00:00,28.62,5656.15,1546.0,1497.0,1482.0,461.0,0.0,128.0,11.0,11.0
2020-04-09 08:00:00+00:00,25.08,5827.86,1870.0,1490.0,1333.0,461.0,0.0,117.0,0.0,0.0
2020-04-09 09:00:00+00:00,21.35,5981.09,2066.0,1507.0,1359.0,464.0,0.0,145.0,0.0,0.0
2020-04-09 10:00:00+00:00,17.66,5973.09,2115.0,1408.0,1688.0,463.0,0.0,96.0,0.0,0.0
2020-04-09 11:00:00+00:00,15.84,5632.93,2059.0,1393.0,1530.0,461.0,0.0,87.0,0.0,0.0
2020-04-09 12:00:00+00:00,15.75,5447.94,1876.0,1399.0,1385.0,463.0,0.0,86.0,0.0,0.0
2020-04-09 13:00:00+00:00,17.85,5154.64,1551.0,1405.0,1341.0,465.0,0.0,129.0,0.0,0.0
2020-04-09 14:00:00+00:00,24.0,4893.1,1078.0,1386.0,1529.0,464.0,0.0,74.0,0.0,0.0
2020-04-09 15:00:00+00:00,27.93,4948.58,495.0,1329.0,1793.0,473.0,0.0,88.0,33.0,33.0
2020-04-09 16:00:00+00:00,30.71,5257.35,68.0,1196.0,2269.0,475.0,0.0,298.0,272.0,272.0
2020-04-09 17:00:00+00:00,40.68,6067.22,0.0,1163.0,2694.0,476.0,0.0,567.0,425.0,425.0
2020-04-09 18:00:00+00:00,45.47,6065.72,0.0,1191.0,2846.0,473.0,0.0,563.0,429.0,429.0
2020-04-09 19:00:00+00:00,35.34,5532.58,0.0,1180.0,2863.0,474.0,0.0,281.0,243.0,243.0
2020-04-09 20:00:00+00:00,33.07,5129.06,0.0,1052.0,2654.0,474.0,0.0,189.0,20.0,20.0
2020-04-09 21:00:00+00:00,33.39,4584.3,0.0,1016.0,2203.0,472.0,0.0,155.0,0.0,0.0
2020-04-09 22:00:00+00:00,28.2,4218.93,0.0,1104.0,1560.0,473.0,0.0,85.0,0.0,0.0
2020-04-09 23:00:00+00:00,23.93,4108.35,0.0,1126.0,1411.0,475.0,0.0,81.0,0.0,0.0
2020-04-10 00:00:00+00:00,20.61,3914.6,0.0,1127.0,1415.0,476.0,0.0,80.0,0.0,0.0
2020-04-10 01:00:00+00:00,18.5,3780.06,0.0,1180.0,1349.0,467.0,0.0,80.0,0.0,0.0
2020-04-10 02:00:00+00:00,20.12,3874.79,0.0,1152.0,1379.0,466.0,0.0,80.0,0.0,0.0
2020-04-10 03:00:00+00:00,23.35,4177.95,0.0,1121.0,1513.0,468.0,0.0,128.0,16.0,16.0
2020-04-10 04:00:00+00:00,28.2,4456.77,72.0,1096.0,1603.0,499.0,0.0,190.0,238.0,238.0
2020-04-10 05:00:00+00:00,29.56,4864.84,503.0,985.0,1650.0,537.0,0.0,249.0,251.0,251.0
2020-04-10 06:00:00+00:00,28.2,5232.1,1080.0,907.0,1474.0,488.0,0.0,261.0,252.0,252.0
2020-04-10 07:00:00+00:00,28.15,5441.8,1538.0,837.0,1277.0,472.0,0.0,197.0,45.0,45.0
2020-04-10 08:00:00+00:00,22.8,5603.52,1851.0,830.0,1414.0,466.0,0.0,143.0,46.0,46.0
2020-04-10 09:00:00+00:00,18.11,5695.49,2031.0,818.0,1442.0,493.0,0.0,128.0,37.0,37.0
2020-04-10 10:00:00+00:00,14.85,5687.61,2091.0,840.0,1473.0,481.0,0.0,143.0,68.0,68.0
2020-04-10 11:00:00+00:00,11.72,5408.41,2025.0,812.0,1438.0,486.0,0.0,77.0,49.0,49.0
2020-04-10 12:00:00+00:00,12.05,5238.91,1838.0,766.0,1492.0,494.0,0.0,72.0,41.0,41.0
2020-04-10 13:00:00+00:00,15.05,4934.76,1516.0,702.0,1438.0,511.0,0.0,82.0,0.0,0.0
2020-04-10 14:00:00+00:00,19.93,4693.71,1047.0,548.0,1580.0,473.0,0.0,138.0,0.0,0.0
2020-04-10 15:00:00+00:00,28.16,4705.41,479.0,566.0,1824.0,473.0,0.0,149.0,6.0,6.0
2020-04-10 16:00:00+00:00,29.64,4985.36,69.0,498.0,2650.0,471.0,0.0,209.0,210.0,210.0
2020-04-10 17:00:00+00:00,37.71,5785.17,0.0,439.0,3108.0,477.0,0.0,657.0,301.0,301.0
2020-04-10 18:00:00+00:00,39.03,5831.41,0.0,384.0,3232.0,480.0,0.0,682.0,331.0,331.0
2020-04-10 19:00:00+00:00,31.67,5322.79,0.0,376.0,3116.0,467.0,0.0,410.0,208.0,208.0
2020-04-10 20:00:00+00:00,30.79,4927.32,0.0,419.0,2789.0,466.0,0.0,174.0,13.0,13.0
2020-04-10 21:00:00+00:00,28.5,4482.91,0.0,406.0,2064.0,466.0,0.0,129.0,0.0,0.0
2020-04-10 22:00:00+00:00,28.5,4167.31,0.0,366.0,1871.0,465.0,0.0,106.0,0.0,0.0
2020-04-10 23:00:00+00:00,28.41,4072.55,0.0,334.0,1732.0,465.0,0.0,82.0,0.0,0.0
2020-04-11 00:00:00+00:00,28.4,3882.59,0.0,362.0,1445.0,463.0,0.0,81.0,0.0,0.0
2020-04-11 01:00:00+00:00,26.02,3793.0,0.0,348.0,1299.0,469.0,0.0,81.0,0.0,0.0
2020-04-11 02:00:00+00:00,28.14,3848.19,0.0,348.0,1341.0,468.0,0.0,81.0,0.0,0.0
2020-04-11 03:00:00+00:00,29.01,3959.9,0.0,406.0,1471.0,515.0,0.0,83.0,0.0,0.0
2020-04-11 04:00:00+00:00,28.51,4068.83,72.0,436.0,1477.0,588.0,0.0,163.0,0.0,0.0
2020-04-11 05:00:00+00:00,32.21,4333.57,478.0,347.0,1365.0,577.0,0.0,198.0,0.0,0.0
2020-04-11 06:00:00+00:00,32.21,4629.43,1001.0,275.0,1171.0,529.0,0.0,197.0,23.0,23.0
2020-04-11 07:00:00+00:00,27.88,4939.57,1491.0,250.0,1024.0,471.0,0.0,195.0,60.0,60.0
2020-04-11 08:00:00+00:00,20.0,5184.14,1797.0,271.0,1047.0,460.0,0.0,179.0,116.0,116.0
2020-04-11 09:00:00+00:00,20.0,5349.31,1969.0,249.0,1116.0,458.0,0.0,179.0,115.0,115.0
2020-04-11 10:00:00+00:00,15.99,5417.24,2013.0,229.0,1238.0,472.0,0.0,154.0,32.0,32.0
2020-04-11 11:00:00+00:00,14.19,5136.09,1940.0,191.0,1197.0,515.0,0.0,114.0,30.0,30.0
2020-04-11 12:00:00+00:00,16.08,4925.49,1755.0,165.0,1183.0,501.0,0.0,114.0,31.0,31.0
2020-04-11 13:00:00+00:00,20.0,4658.78,1437.0,154.0,1249.0,507.0,0.0,55.0,33.0,33.0
2020-04-11 14:00:00+00:00,26.0,4485.73,980.0,166.0,1499.0,519.0,0.0,63.0,32.0,32.0
2020-04-11 15:00:00+00:00,28.4,4511.49,444.0,141.0,1928.0,496.0,0.0,75.0,143.0,143.0
2020-04-11 16:00:00+00:00,28.5,4796.15,69.0,168.0,2541.0,463.0,0.0,284.0,375.0,375.0
2020-04-11 17:00:00+00:00,39.46,5544.96,0.0,203.0,2843.0,526.0,0.0,651.0,491.0,491.0
2020-04-11 18:00:00+00:00,41.67,5575.15,0.0,172.0,2867.0,581.0,0.0,755.0,568.0,568.0
2020-04-11 19:00:00+00:00,35.01,5091.17,0.0,133.0,2775.0,518.0,0.0,446.0,496.0,496.0
2020-04-11 20:00:00+00:00,31.43,4677.45,0.0,148.0,2486.0,488.0,0.0,205.0,328.0,328.0
2020-04-11 21:00:00+00:00,75.01,4241.36,0.0,177.0,2148.0,502.0,0.0,166.0,61.0,61.0
2020-04-11 22:00:00+00:00,33.26,3941.21,0.0,189.0,1652.0,478.0,0.0,122.0,63.0,63.0
2020-04-11 23:00:00+00:00,30.0,3827.84,0.0,242.0,1467.0,476.0,0.0,141.0,32.0,32.0
2020-04-12 00:00:00+00:00,28.11,3669.61,0.0,292.0,1267.0,474.0,0.0,142.0,30.0,30.0
2020-04-12 01:00:00+00:00,27.87,3549.59,0.0,358.0,981.0,471.0,0.0,141.0,30.0,30.0
2020-04-12 02:00:00+00:00,28.11,3542.02,0.0,395.0,998.0,472.0,0.0,143.0,30.0,30.0
2020-04-12 03:00:00+00:00,27.88,3596.02,0.0,409.0,968.0,510.0,0.0,143.0,111.0,111.0
2020-04-12 04:00:00+00:00,30.0,3593.95,62.0,428.0,816.0,522.0,0.0,128.0,28.0,28.0
2020-04-12 05:00:00+00:00,25.9,3878.43,374.0,463.0,882.0,515.0,0.0,168.0,0.0,0.0
2020-04-12 06:00:00+00:00,19.9,4279.22,825.0,412.0,1032.0,548.0,0.0,121.0,0.0,0.0
2020-04-12 07:00:00+00:00,11.38,4666.09,1249.0,396.0,1170.0,597.0,0.0,116.0,0.0,0.0
2020-04-12 08:00:00+00:00,9.15,4981.27,1623.0,467.0,986.0,613.0,0.0,138.0,0.0,0.0
2020-04-12 09:00:00+00:00,8.37,5257.11,1843.0,555.0,1081.0,614.0,0.0,109.0,0.0,0.0
2020-04-12 10:00:00+00:00,2.5,5307.15,1914.0,572.0,1209.0,615.0,0.0,120.0,0.0,0.0
2020-04-12 11:00:00+00:00,0.0,4913.16,1855.0,570.0,994.0,604.0,0.0,112.0,23.0,23.0
2020-04-12 12:00:00+00:00,0.0,4608.31,1674.0,530.0,930.0,589.0,0.0,110.0,34.0,34.0
2020-04-12 13:00:00+00:00,0.2,4360.24,1343.0,507.0,853.0,598.0,0.0,111.0,5.0,5.0
2020-04-12 14:00:00+00:00,12.9,4236.91,879.0,490.0,1009.0,528.0,0.0,103.0,25.0,25.0
2020-04-12 15:00:00+00:00,27.94,4304.32,391.0,418.0,1353.0,508.0,0.0,81.0,98.0,98.0
2020-04-12 16:00:00+00:00,34.07,4631.1,65.0,384.0,1586.0,513.0,0.0,326.0,351.0,351.0
2020-04-12 17:00:00+00:00,43.9,5344.58,0.0,348.0,1754.0,530.0,0.0,875.0,464.0,464.0
2020-04-12 18:00:00+00:00,40.0,5415.67,0.0,279.0,1893.0,538.0,0.0,1195.0,545.0,545.0
2020-04-12 19:00:00+00:00,39.65,4951.49,0.0,225.0,2078.0,505.0,0.0,628.0,432.0,432.0
2020-04-12 20:00:00+00:00,37.59,4549.44,0.0,223.0,2052.0,516.0,0.0,272.0,184.0,184.0
2020-04-12 21:00:00+00:00,35.01,4103.11,0.0,183.0,1715.0,522.0,0.0,362.0,58.0,58.0
2020-04-12 22:00:00+00:00,22.0,3801.2,0.0,148.0,1409.0,509.0,0.0,193.0,0.0,0.0
2020-04-12 23:00:00+00:00,18.6,3722.34,0.0,101.0,1503.0,472.0,0.0,156.0,0.0,0.0
2020-04-13 00:00:00+00:00,12.9,3579.49,0.0,93.0,1535.0,461.0,0.0,82.0,0.0,0.0
2020-04-13 01:00:00+00:00,9.5,3538.61,0.0,98.0,1468.0,459.0,0.0,82.0,39.0,39.0
2020-04-13 02:00:00+00:00,13.74,3642.33,0.0,86.0,1453.0,460.0,0.0,82.0,89.0,89.0
2020-04-13 03:00:00+00:00,27.91,3891.33,0.0,72.0,1478.0,462.0,0.0,82.0,91.0,91.0
2020-04-13 04:00:00+00:00,28.12,4201.35,74.0,54.0,1648.0,479.0,0.0,212.0,154.0,154.0
2020-04-13 05:00:00+00:00,35.02,4627.33,431.0,43.0,1411.0,523.0,0.0,422.0,282.0,282.0
2020-04-13 06:00:00+00:00,28.12,4996.77,917.0,36.0,1411.0,509.0,0.0,329.0,218.0,218.0
2020-04-13 07:00:00+00:00,35.02,5252.67,1378.0,52.0,1471.0,492.0,0.0,176.0,93.0,93.0
2020-04-13 08:00:00+00:00,31.0,5464.52,1739.0,66.0,1365.0,507.0,0.0,112.0,50.0,50.0
2020-04-13 09:00:00+00:00,27.87,5550.57,1935.0,112.0,1238.0,541.0,0.0,137.0,0.0,0.0
2020-04-13 10:00:00+00:00,20.0,5523.26,1982.0,154.0,1212.0,531.0,0.0,168.0,0.0,0.0
2020-04-13 11:00:00+00:00,20.0,5201.07,1922.0,228.0,1156.0,515.0,0.0,119.0,0.0,0.0
2020-04-13 12:00:00+00:00,8.5,4968.27,1733.0,341.0,1165.0,487.0,0.0,112.0,0.0,0.0
2020-04-13 13:00:00+00:00,20.0,4653.86,1410.0,430.0,1077.0,479.0,0.0,118.0,0.0,0.0
2020-04-13 14:00:00+00:00,20.0,4471.23,962.0,447.0,1227.0,464.0,0.0,87.0,0.0,0.0
2020-04-13 15:00:00+00:00,28.12,4490.54,430.0,491.0,1552.0,470.0,0.0,138.0,0.0,0.0
2020-04-13 16:00:00+00:00,35.02,4737.39,73.0,598.0,1744.0,485.0,0.0,288.0,103.0,103.0
2020-04-13 17:00:00+00:00,28.15,5427.75,0.0,695.0,2233.0,461.0,0.0,647.0,249.0,249.0
2020-04-13 18:00:00+00:00,30.0,5465.36,0.0,746.0,2188.0,456.0,0.0,586.0,332.0,332.0
2020-04-13 19:00:00+00:00,28.06,4890.33,0.0,752.0,2228.0,458.0,0.0,334.0,32.0,32.0
2020-04-13 20:00:00+00:00,28.02,4464.96,0.0,760.0,1695.0,460.0,0.0,138.0,0.0,0.0
2020-04-13 21:00:00+00:00,35.99,4067.76,0.0,800.0,1268.0,451.0,0.0,182.0,0.0,0.0
2020-04-13 22:00:00+00:00,27.8,3820.87,0.0,793.0,1120.0,455.0,0.0,141.0,0.0,0.0
2020-04-13 23:00:00+00:00,27.71,3645.98,0.0,802.0,1100.0,453.0,0.0,60.0,0.0,0.0
2020-04-14 00:00:00+00:00,23.51,3518.12,0.0,818.0,1099.0,449.0,0.0,57.0,0.0,0.0
2020-04-14 01:00:00+00:00,27.71,3466.42,0.0,806.0,1102.0,463.0,0.0,57.0,0.0,0.0
2020-04-14 02:00:00+00:00,27.79,3570.16,0.0,757.0,1159.0,467.0,0.0,56.0,0.0,0.0
2020-04-14 03:00:00+00:00,27.81,3778.69,0.0,706.0,1178.0,463.0,0.0,96.0,0.0,0.0
2020-04-14 04:00:00+00:00,28.78,4015.74,93.0,695.0,1186.0,469.0,0.0,162.0,114.0,114.0
2020-04-14 05:00:00+00:00,36.23,4429.09,443.0,678.0,1258.0,469.0,0.0,217.0,125.0,125.0
2020-04-14 06:00:00+00:00,48.03,4829.34,907.0,589.0,1253.0,466.0,0.0,214.0,125.0,125.0
2020-04-14 07:00:00+00:00,33.42,5118.03,1260.0,635.0,1234.0,462.0,0.0,184.0,174.0,174.0
2020-04-14 08:00:00+00:00,27.81,5387.02,1412.0,724.0,1497.0,469.0,0.0,186.0,88.0,88.0
2020-04-14 09:00:00+00:00,26.24,5553.25,1459.0,824.0,1324.0,566.0,0.0,269.0,94.0,94.0
2020-04-14 10:00:00+00:00,20.0,5490.5,1475.0,1010.0,1255.0,539.0,0.0,325.0,84.0,84.0
2020-04-14 11:00:00+00:00,18.36,5243.19,1315.0,1065.0,1225.0,523.0,0.0,203.0,33.0,33.0
2020-04-14 12:00:00+00:00,18.22,5031.03,1065.0,1149.0,1258.0,531.0,0.0,152.0,31.0,31.0
2020-04-14 13:00:00+00:00,20.0,4757.33,773.0,1421.0,1218.0,513.0,0.0,70.0,32.0,32.0
2020-04-14 14:00:00+00:00,27.81,4651.23,539.0,1505.0,1144.0,475.0,0.0,54.0,29.0,29.0
2020-04-14 15:00:00+00:00,27.93,4704.31,257.0,1660.0,1288.0,459.0,0.0,60.0,29.0,29.0
2020-04-14 16:00:00+00:00,36.05,4882.42,56.0,1592.0,1471.0,465.0,0.0,93.0,59.0,59.0
2020-04-14 17:00:00+00:00,39.0,5494.11,0.0,1392.0,1865.0,467.0,0.0,411.0,397.0,397.0
2020-04-14 18:00:00+00:00,39.93,5407.68,0.0,1337.0,1815.0,457.0,0.0,509.0,459.0,459.0
2020-04-14 19:00:00+00:00,38.45,4842.02,0.0,1207.0,1608.0,458.0,0.0,267.0,223.0,223.0
2020-04-14 20:00:00+00:00,36.23,4462.4,0.0,1228.0,1327.0,458.0,0.0,148.0,39.0,39.0
2020-04-14 21:00:00+00:00,28.31,4021.81,0.0,1244.0,1056.0,460.0,0.0,57.0,6.0,6.0
2020-04-14 22:00:00+00:00,27.87,3678.81,0.0,1283.0,741.0,461.0,0.0,52.0,0.0,0.0
2020-04-14 23:00:00+00:00,27.87,3616.91,0.0,1249.0,735.0,460.0,0.0,52.0,0.0,0.0
2020-04-15 00:00:00+00:00,27.87,3527.0,0.0,1249.0,722.0,458.0,0.0,52.0,0.0,0.0
2020-04-15 01:00:00+00:00,18.81,3517.24,0.0,1201.0,605.0,457.0,0.0,52.0,0.0,0.0
2020-04-15 02:00:00+00:00,27.87,3633.32,0.0,1096.0,711.0,459.0,0.0,52.0,0.0,0.0
2020-04-15 03:00:00+00:00,27.88,3864.66,0.0,1015.0,915.0,519.0,0.0,57.0,2.0,2.0
2020-04-15 04:00:00+00:00,29.24,4157.89,38.0,895.0,895.0,557.0,0.0,271.0,208.0,208.0
2020-04-15 05:00:00+00:00,29.24,4619.69,236.0,658.0,929.0,563.0,0.0,574.0,429.0,429.0
2020-04-15 06:00:00+00:00,29.24,5074.22,520.0,808.0,927.0,549.0,0.0,761.0,351.0,351.0
2020-04-15 07:00:00+00:00,27.87,5407.62,757.0,1085.0,926.0,562.0,0.0,644.0,339.0,339.0
2020-04-15 08:00:00+00:00,30.5,5640.55,915.0,1292.0,924.0,562.0,0.0,543.0,251.0,251.0
2020-04-15 09:00:00+00:00,27.87,5747.35,961.0,1448.0,926.0,538.0,0.0,490.0,251.0,251.0
2020-04-15 10:00:00+00:00,22.59,5703.8,892.0,1450.0,915.0,561.0,0.0,532.0,250.0,250.0
2020-04-15 11:00:00+00:00,20.0,5349.52,769.0,1498.0,914.0,603.0,0.0,379.0,176.0,176.0
2020-04-15 12:00:00+00:00,13.71,5199.45,738.0,1572.0,971.0,611.0,0.0,262.0,34.0,34.0
2020-04-15 13:00:00+00:00,23.0,4989.19,603.0,1648.0,949.0,544.0,0.0,241.0,35.0,35.0
2020-04-15 14:00:00+00:00,27.7,4831.5,381.0,1639.0,1084.0,476.0,0.0,219.0,32.0,32.0
2020-04-15 15:00:00+00:00,27.87,4919.6,197.0,1547.0,1348.0,477.0,0.0,233.0,32.0,32.0
2020-04-15 16:00:00+00:00,28.0,5175.04,47.0,1571.0,1929.0,478.0,0.0,237.0,47.0,47.0
2020-04-15 17:00:00+00:00,34.73,5752.55,0.0,1650.0,2425.0,480.0,0.0,473.0,128.0,128.0
2020-04-15 18:00:00+00:00,36.0,5684.86,0.0,1676.0,2389.0,494.0,0.0,533.0,133.0,133.0
2020-04-15 19:00:00+00:00,29.24,5112.93,0.0,1650.0,2080.0,481.0,0.0,334.0,25.0,25.0
2020-04-15 20:00:00+00:00,27.96,4674.95,0.0,1579.0,1693.0,476.0,0.0,178.0,0.0,0.0
2020-04-15 21:00:00+00:00,0.0,4175.21,0.0,1542.0,1192.0,473.0,0.0,100.0,0.0,0.0
2020-04-15 22:00:00+00:00,23.34,3848.31,0.0,1500.0,1131.0,479.0,0.0,80.0,31.0,31.0
2020-04-15 23:00:00+00:00,19.76,3748.32,0.0,1448.0,1144.0,480.0,0.0,80.0,32.0,32.0
2020-04-16 00:00:00+00:00,17.13,3591.6,0.0,1406.0,1116.0,481.0,0.0,81.0,32.0,32.0
2020-04-16 01:00:00+00:00,17.24,3538.28,0.0,1473.0,1030.0,484.0,0.0,81.0,32.0,32.0
2020-04-16 02:00:00+00:00,18.1,3567.74,0.0,1482.0,932.0,484.0,0.0,81.0,32.0,32.0
2020-04-16 03:00:00+00:00,23.13,3771.01,0.0,1521.0,919.0,482.0,0.0,140.0,32.0,32.0
2020-04-16 04:00:00+00:00,32.61,4073.69,85.0,1553.0,916.0,482.0,0.0,148.0,32.0,32.0
2020-04-16 05:00:00+00:00,36.45,4509.86,476.0,1561.0,1074.0,472.0,0.0,221.0,34.0,34.0
2020-04-16 06:00:00+00:00,32.0,4927.64,978.0,1570.0,1039.0,467.0,0.0,188.0,9.0,9.0
2020-04-16 07:00:00+00:00,27.53,5220.09,1438.0,1477.0,982.0,465.0,0.0,163.0,0.0,0.0
2020-04-16 08:00:00+00:00,23.53,5394.28,1758.0,1402.0,912.0,467.0,0.0,161.0,0.0,0.0
2020-04-16 09:00:00+00:00,21.34,5484.79,1945.0,1262.0,983.0,503.0,0.0,101.0,0.0,0.0
2020-04-16 10:00:00+00:00,18.83,5426.48,2003.0,1098.0,1006.0,595.0,0.0,93.0,0.0,0.0
2020-04-16 11:00:00+00:00,16.09,5101.33,1931.0,1048.0,858.0,553.0,0.0,87.0,0.0,0.0
2020-04-16 12:00:00+00:00,15.8,4942.21,1768.0,992.0,893.0,503.0,0.0,69.0,0.0,0.0
2020-04-16 13:00:00+00:00,17.83,4696.59,1464.0,922.0,997.0,499.0,0.0,49.0,0.0,0.0
2020-04-16 14:00:00+00:00,23.41,4563.27,1017.0,790.0,1271.0,473.0,0.0,87.0,0.0,0.0
2020-04-16 15:00:00+00:00,27.87,4617.46,482.0,714.0,1781.0,490.0,0.0,113.0,0.0,0.0
2020-04-16 16:00:00+00:00,33.0,4867.76,79.0,599.0,2121.0,611.0,0.0,355.0,116.0,116.0
2020-04-16 17:00:00+00:00,37.0,5762.3,0.0,521.0,2360.0,644.0,0.0,1035.0,492.0,492.0
2020-04-16 18:00:00+00:00,37.45,5759.91,0.0,466.0,2607.0,644.0,0.0,1165.0,551.0,551.0
2020-04-16 19:00:00+00:00,36.0,5259.92,0.0,422.0,2562.0,597.0,0.0,637.0,345.0,345.0
2020-04-16 20:00:00+00:00,34.0,4801.1,0.0,355.0,2513.0,514.0,0.0,315.0,228.0,228.0
2020-04-16 21:00:00+00:00,28.3,4290.34,0.0,322.0,2170.0,458.0,0.0,100.0,39.0,39.0
2020-04-16 22:00:00+00:00,29.24,3929.26,0.0,316.0,1875.0,421.0,0.0,101.0,64.0,64.0
2020-04-16 23:00:00+00:00,27.87,3806.7,0.0,266.0,1739.0,431.0,0.0,115.0,0.0,0.0
2020-04-17 00:00:00+00:00,27.87,3654.0,0.0,198.0,1678.0,480.0,0.0,55.0,0.0,0.0
2020-04-17 01:00:00+00:00,27.87,3577.2,0.0,141.0,1629.0,492.0,0.0,54.0,0.0,0.0
2020-04-17 02:00:00+00:00,27.87,3576.89,0.0,120.0,1551.0,527.0,0.0,113.0,0.0,0.0
2020-04-17 03:00:00+00:00,26.73,3623.1,1.0,102.0,1499.0,578.0,0.0,115.0,0.0,0.0
2020-04-17 04:00:00+00:00,44.09,3687.71,106.0,103.0,1371.0,620.0,0.0,127.0,35.0,35.0
2020-04-17 05:00:00+00:00,33.91,3933.21,567.0,86.0,1552.0,612.0,0.0,243.0,35.0,35.0
2020-04-17 06:00:00+00:00,33.0,4243.47,1113.0,68.0,1327.0,594.0,0.0,209.0,32.0,32.0
2020-04-17 07:00:00+00:00,30.21,4469.21,1516.0,62.0,1253.0,487.0,0.0,160.0,35.0,35.0
2020-04-17 08:00:00+00:00,25.61,4649.56,1793.0,69.0,1220.0,456.0,0.0,159.0,39.0,39.0
2020-04-17 09:00:00+00:00,27.8,4807.61,1924.0,82.0,1311.0,536.0,0.0,188.0,4.0,4.0
2020-04-17 10:00:00+00:00,24.25,4800.36,1932.0,83.0,1346.0,599.0,0.0,184.0,0.0,0.0
2020-04-17 11:00:00+00:00,20.17,4589.61,1849.0,103.0,1210.0,645.0,0.0,134.0,0.0,0.0
2020-04-17 12:00:00+00:00,19.4,4460.73,1622.0,130.0,1222.0,642.0,0.0,54.0,0.0,0.0
2020-04-17 13:00:00+00:00,24.25,4267.13,1316.0,151.0,1169.0,554.0,0.0,54.0,0.0,0.0
2020-04-17 14:00:00+00:00,29.58,4129.92,927.0,156.0,1453.0,455.0,0.0,54.0,2.0,2.0
2020-04-17 15:00:00+00:00,35.0,4170.24,460.0,164.0,1838.0,455.0,0.0,54.0,176.0,176.0
2020-04-17 16:00:00+00:00,44.61,4429.29,89.0,163.0,2165.0,466.0,0.0,225.0,279.0,279.0
2020-04-17 17:00:00+00:00,36.45,5164.96,0.0,171.0,2447.0,495.0,0.0,1355.0,487.0,487.0
2020-04-17 18:00:00+00:00,36.01,5286.69,0.0,191.0,2345.0,557.0,0.0,1598.0,579.0,579.0
2020-04-17 19:00:00+00:00,41.82,4886.18,0.0,199.0,2238.0,474.0,0.0,877.0,240.0,240.0
2020-04-17 20:00:00+00:00,33.9,4506.68,0.0,178.0,2258.0,455.0,0.0,378.0,130.0,130.0
2020-04-17 21:00:00+00:00,41.34,4078.15,0.0,145.0,2013.0,462.0,0.0,291.0,82.0,82.0
2020-04-17 22:00:00+00:00,35.7,3732.34,0.0,115.0,1963.0,451.0,0.0,202.0,60.0,60.0
2020-04-17 23:00:00+00:00,29.27,3631.34,0.0,89.0,1911.0,449.0,0.0,123.0,60.0,60.0
2020-04-18 00:00:00+00:00,27.71,3481.83,0.0,66.0,1721.0,444.0,0.0,114.0,60.0,60.0
2020-04-18 01:00:00+00:00,28.51,3402.6,0.0,69.0,1642.0,444.0,0.0,85.0,60.0,60.0
2020-04-18 02:00:00+00:00,28.52,3424.87,0.0,79.0,1702.0,445.0,0.0,114.0,60.0,60.0
2020-04-18 03:00:00+00:00,32.45,3524.31,1.0,95.0,1740.0,484.0,0.0,115.0,60.0,60.0
2020-04-18 04:00:00+00:00,33.9,3721.31,109.0,110.0,1661.0,584.0,0.0,124.0,60.0,60.0
2020-04-18 05:00:00+00:00,34.27,4083.28,559.0,115.0,1629.0,573.0,0.0,207.0,62.0,62.0
2020-04-18 06:00:00+00:00,33.9,4465.79,1108.0,111.0,1500.0,472.0,0.0,177.0,62.0,62.0
2020-04-18 07:00:00+00:00,30.58,4801.64,1540.0,87.0,1641.0,462.0,0.0,114.0,13.0,13.0
2020-04-18 08:00:00+00:00,31.04,5062.69,1834.0,63.0,1462.0,492.0,0.0,111.0,0.0,0.0
2020-04-18 09:00:00+00:00,28.71,5258.97,1989.0,56.0,1434.0,566.0,0.0,117.0,0.0,0.0
2020-04-18 10:00:00+00:00,28.0,5299.02,2036.0,65.0,1391.0,634.0,0.0,98.0,0.0,0.0
2020-04-18 11:00:00+00:00,27.67,5028.21,1975.0,63.0,1190.0,643.0,0.0,68.0,0.0,0.0
2020-04-18 12:00:00+00:00,30.0,4864.14,1793.0,80.0,1188.0,635.0,0.0,52.0,0.0,0.0
2020-04-18 13:00:00+00:00,30.0,4665.93,1483.0,86.0,1216.0,630.0,0.0,52.0,0.0,0.0
