datetime,price_eur_mwh,load_mw,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil.1,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage.1,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir.1,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,renewable_generation,fossil_generation,residual_load,hour,day_of_week,month,quarter,weekend,season
2020-11-01 00:00:00+01:00,24.26,43493.4325,4235.03,4961.465,3705.74,1372.5875,451.1125,0.04,19.2225,379.8575,877.99,1809.925,155.5475,0.0,6634.7475,335.2475,145.6575,0.8,871.255,5628.425,17681.7075,29511.434999999998,10490.904999999999,13981.997500000005,0,6,11,4,1,Autumn
2020-11-01 01:00:00+01:00,23.21,41533.1225,4237.0225,4245.21,3652.18,1352.9425,451.14,0.0,19.31,447.435,1388.01,1799.6725,74.695,0.0,6578.0975,328.26,143.23250000000002,0.7775000000000001,870.1675,4878.635,16600.3675,27591.17,9701.4725,13941.9525,1,6,11,4,1,Autumn
2020-11-01 02:00:00+01:00,20.03,40844.0875,4227.1875,3963.31,3619.64,1345.375,451.12,0.0666666666666666,19.4175,461.745,1559.955,1792.3225,91.0325,0.0,6601.8425,328.385,142.4325,0.8,866.19,4302.325,15956.935,26370.602499999997,9379.445,14473.485000000004,2,6,11,4,1,Autumn
2020-11-01 03:00:00+01:00,13.62,40699.65,4231.8425,3926.7675,3602.0925,1337.9775,451.1275,0.04,19.28,2453.61,2651.9375,1788.455,117.9075,0.0,6564.5,328.3725,142.1825,0.7975,865.77,4658.8525,14784.6525,25582.5075,9317.965,15117.142500000002,3,6,11,4,1,Autumn
2020-11-01 04:00:00+01:00,10.48,41198.4225,4256.860000000001,3963.295,3526.24,1334.44,451.5675,0.03,18.8175,2564.205,2787.81,1792.375,174.095,0.0,6325.4475,328.165,141.9925,0.7525000000000001,873.34,3949.7275,13782.1175,23955.9275,9275.5425,17242.495,4,6,11,4,1,Autumn
2020-11-01 05:00:00+01:00,10.01,40859.442500000005,4283.42,3994.4475,3569.475,1355.285,451.48,0.05,18.605,2103.77,1838.695,1799.9325,126.575,0.0,6336.7875,328.2,141.9,0.815,831.7675,3359.1125,12765.35,22335.205,9370.6875,18524.237500000003,5,6,11,4,1,Autumn
2020-11-01 06:00:00+01:00,11.23,41063.5,4325.4375,4019.3625,3642.6,1344.7725,451.6775,0.0,18.5,1074.4425,1928.665,1799.3725,71.83,0.0,6530.495,328.0975,141.29250000000002,2.0375,827.28,4363.1525,12548.0875,23109.917500000003,9458.4125,17953.582499999997,6,6,11,4,1,Autumn
2020-11-01 07:00:00+01:00,6.56,43403.3225,4390.48,3941.3925,3615.1975,1311.42,451.1225,0.05,18.405,21.6925,2789.575,1800.565,73.5675,0.0,6258.915,329.74,141.145,198.2125,827.58,5417.3625,12853.85,24734.0375,9319.1325,18669.285000000003,7,6,11,4,1,Autumn
2020-11-01 08:00:00+01:00,10.08,46602.73,4466.9725,4098.005,3698.58,1317.4625,451.5225,0.055,18.125,47.41,3489.4325,1805.7825,77.015,0.0,6389.545,329.6275,140.0875,1244.6825,818.585,5400.342500000001,13283.14,26277.935,9565.57,20324.795000000002,8,6,11,4,1,Autumn
2020-11-01 09:00:00+01:00,18.01,49405.2,4508.639999999999,4263.3025,3745.005,1317.14,451.1125,0.05,17.825,174.8825,2347.5875,1802.25,89.4075,0.0,6620.935,331.22,147.56,2933.4475,865.0699999999999,5515.56,13303.535,28152.84,9776.56,21252.359999999997,9,6,11,4,1,Autumn
2020-11-01 10:00:00+01:00,25.89,52459.6025,4501.54,4107.9400000000005,3959.9725,1332.61,451.1125,0.02,17.305,769.2775,739.3675000000001,1798.0425,90.05250000000001,0.0,6622.0975,348.9675,156.45,4401.655000000001,853.22,5729.555,14234.32,30755.165,9851.634999999998,21704.4375,10,6,11,4,1,Autumn
2020-11-01 11:00:00+01:00,26.85,55663.9375,4466.95,4136.41,4039.0375,1337.0225,451.505,0.01,16.447499999999998,424.5825,1496.6475,1799.8375,95.02,0.0,6634.76,349.025,150.4075,5399.21,872.55,5799.407499999999,16887.2975,34447.7225,9963.974999999999,21216.214999999997,11,6,11,4,1,Autumn
2020-11-01 12:00:00+01:00,23.28,55626.225,4392.4025,4447.8425,3935.56,1346.15,451.13,0.0,16.59,505.38,1011.2875,1793.94,83.53,0.0,6542.665,346.8325,149.5625,5508.5,886.15,5784.1900000000005,19489.5175,37052.08,10180.682499999999,18574.144999999997,12,6,11,4,1,Autumn
2020-11-01 13:00:00+01:00,15.66,54067.1575,4325.8225,4284.7825,3772.3075,1338.8325,451.1275,0.01,16.815,720.6125,864.675,1785.5075,77.495,0.0,6597.9375,334.01,146.0325,4513.295,894.765,5811.47,20702.045,37215.635,9847.050000000001,16851.5225,13,6,11,4,1,Autumn
2020-11-01 14:00:00+01:00,8.38,52482.785,4316.3775,4244.91,3682.31,1320.61,451.88,0.0,16.8325,1884.805,781.0625,1781.9250000000002,80.1225,0.0,6667.52,333.15,145.24,2891.5375,873.435,5875.1525,21533.87,36478.985,9699.71,16003.800000000003,14,6,11,4,1,Autumn
2020-11-01 15:00:00+01:00,6.97,52768.2775,4328.5275,4382.3125,3697.87,1320.56,453.64,0.0,16.822499999999998,1042.865,547.71,1789.5125,93.01,0.0,6686.675,333.13,146.66500000000002,1260.2075,874.755,5920.3925,22926.78,36318.42999999999,9854.3825,16449.847500000003,15,6,11,4,1,Autumn
2020-11-01 16:00:00+01:00,9.26,53929.58,4421.3675,5115.51,3779.475,1330.35,454.1025,0.0,16.905,223.4425,566.6525,1785.285,81.9275,0.0,6694.452499999999,335.1375,147.2625,171.0075,871.905,6112.52,24829.307500000003,37401.415,10679.4375,16528.165,16,6,11,4,1,Autumn
2020-11-01 17:00:00+01:00,23.29,58799.07,4500.16,6194.65,4176.514999999999,1369.375,453.66,0.0,16.97,918.025,1379.6525,1772.415,78.67,0.0,6690.54,349.145,153.7375,1.18,860.905,6218.57,27090.745,39661.73999999999,12194.199999999999,19137.33000000001,17,6,11,4,1,Autumn
2020-11-01 18:00:00+01:00,25.23,59584.2575,4543.7125,6199.755,4295.36,1371.8225,453.6425,0.0,16.93,1145.12,2865.62,1764.6125,82.7325,0.0,6681.514999999999,341.2375,156.14,0.9075,858.6524999999999,6181.26,28180.015,40753.240000000005,12320.58,18831.017499999994,18,6,11,4,1,Autumn
2020-11-01 19:00:00+01:00,25.94,57551.3225,4543.7525000000005,5755.015,4257.0575,1372.8625,453.6425,0.0,16.96,1220.6975,840.2725,1763.0375,97.1275,0.0,6672.48,339.9775,156.1375,0.8425,865.6075,6238.255,27867.3825,40510.3975,11838.577500000001,17040.925000000003,19,6,11,4,1,Autumn
2020-11-01 20:00:00+01:00,22.77,54533.5125,4499.5525,5226.0325,4064.7525,1373.09,453.6375000000001,0.01,16.674999999999997,338.1725,1032.6374999999998,1760.27,156.4175,0.0,6628.2375,338.15,155.55,0.8125,877.7125,6222.185,27705.5075,40344.744999999995,11117.5125,14188.767500000002,20,6,11,4,1,Autumn
2020-11-01 21:00:00+01:00,19.65,52408.495,4429.925,4585.28,3903.2,1405.69,453.615,0.03,16.49,1422.76,1269.8,1751.5225,109.6575,0.0,6596.2075,339.0025,154.165,0.78,878.9825,6248.5175,26802.6,39343.0025,10347.784999999998,13065.4925,21,6,11,4,1,Autumn
2020-11-01 22:00:00+01:00,19.06,51629.6425,4357.045,4527.325,3771.62,1399.6,453.6,0.0625,16.622500000000002,1159.04,882.5024999999999,1745.035,178.60750000000002,0.0,6586.295,340.7575,150.96,0.7625,878.8299999999999,6226.2725,26004.3275,38512.049999999996,10152.144999999999,13117.592500000006,22,6,11,4,1,Autumn
2020-11-01 23:00:00+01:00,7.0,48252.955,4279.335,4170.2425,3582.825,1431.0925,453.6075,0.0725,16.4725,1911.27,879.7425,1700.095,119.795,0.0,6452.905,321.555,143.35,0.76,873.9225,6227.2875,26864.4625,39191.735,9637.7675,9061.220000000001,23,6,11,4,1,Autumn
2020-11-02 00:00:00+01:00,0.12,46343.0025,4192.035,4010.405,3534.19,1362.5975,453.605,0.0725,16.2675,1884.0675,2615.4275,1651.4924999999998,102.98,0.0,5399.2775,329.87,142.8,0.76,872.59,6207.672500000001,27983.3975,40138.33750000001,9360.7975,6204.664999999994,0,0,11,4,0,Autumn
2020-11-02 01:00:00+01:00,-0.04,45605.82,4159.6225,3990.4525,3628.9,1463.525,453.605,0.0825,16.215,2223.3525,3290.2425000000003,1640.36,87.4075,0.0,4746.495,323.7325,143.15,0.755,866.505,6148.5125,28749.3975,40786.055,9536.4825,4819.764999999999,1,0,11,4,0,Autumn
2020-11-02 02:00:00+01:00,-0.93,45154.4375,4153.38,4002.5925,3634.9825,1449.89,453.6075,0.065,16.47,2219.1375,3681.7825,1628.1225,68.315,0.0,4569.705,316.8225,144.1925,0.775,846.9125,6050.01,28286.0825,40186.685,9541.0725,4967.752500000002,2,0,11,4,0,Autumn
2020-11-02 03:00:00+01:00,-10.48,45669.08,4165.8375,4006.5375,3659.765,1460.8325,453.61,0.0525,16.305,2218.96,3879.7625,1628.0725,66.2125,0.0,4503.51,315.7875,143.16,0.76,837.1725,6054.6475,26132.6175,38048.1475,9580.745,7620.932500000003,3,0,11,4,0,Autumn
2020-11-02 04:00:00+01:00,-1.39,47586.6325,4181.610000000001,4022.32,3734.3925,1704.175,453.61,0.055,15.605,2254.53,3519.4700000000003,1630.265,75.975,0.0,4666.1375,315.675,142.7825,0.8,835.7625,5924.014999999999,29050.92,40863.585,9914.497500000001,6723.047500000001,4,0,11,4,0,Autumn
2020-11-02 05:00:00+01:00,0.12,51921.0825,4206.055,4084.52,4084.85,1941.7325,453.61,0.0375,15.3875,1389.2025,3054.6825,1640.9499999999998,66.75999999999999,0.0,5083.1125,315.1275,143.68,0.7925,801.7675,5733.2425,32079.95,43727.75,10564.712500000001,8193.332499999997,5,0,11,4,0,Autumn
2020-11-02 06:00:00+01:00,24.84,60433.740000000005,4282.9,5214.6175,4641.72,2324.8475,456.4125,0.44,15.1475,1432.42,946.01,1661.9925,80.6125,0.0,6043.7525000000005,322.575,144.765,1.6125,815.85,5272.985,33909.9625,45210.06500000001,12637.597500000002,15223.674999999996,6,0,11,4,0,Autumn
